"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"
"2:32:00::"	"collective_bargaining"	"so"	"and"	"in"	"and_collective_bargaining"	"collective_bargaining_so"	"so_in"	"trade_unions_and_collective_bargaining"	"and_collective_bargaining_so"	"collective_bargaining_so_in"	"so_in_plain"	"NN"	"CC"	"NN"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"individuals"	"who"	"oppose"	"and"	"collective_bargaining"	"say"	"so"	"in"	"plain"	"english"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"."	"what"	"∅"	"what_to"	"to_."	"._∅"	"know_what_to"	"what_to_."	"to_._∅"	"._∅_∅"	"VB"	"WP"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"o._n._moss"	"tall"	"grey"	"as"	"a"	"canning"	"plant"	"chief"	"since"	"did"	"n't"	"what"	"to"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"the"	"cannery"	"cannery"	"cannery_,"	",_the"	"the_cannery"	"the_cannery_,"	"cannery_,_the"	",_the_cannery"	"the_cannery_be"	"DT"	"NN"	"ε"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"dekalb"	"citizens"	"those"	"who"	"use"	"facilities"	"of"	"the"	"cannery"	"say"	"the"	"cannery"	"be"	"not"	"supposed"	"to"	"make"	"any"	"money"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"mrs._lewellyn_lundeen"	"''"	","	"''_,"	",_mrs._lewellyn_lundeen"	"mrs._lewellyn_lundeen_,"	"cannery_''_,"	"''_,_mrs._lewellyn_lundeen"	",_mrs._lewellyn_lundeen_,"	"mrs._lewellyn_lundeen_,_an"	"NN"	"ε"	"ε"	"VB"	"NNP"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"cannery"	"mrs._lewellyn_lundeen"	"an"	"active"	"booster"	"of"	"the"	"cannery"	"since"	"its"	"opening"	"during"	"the"	"war"	"and"	"rationing"	"years"	"of"	"to"	"handle"	"the"	"victory_garden"	"produce"	"be"	"a"	"service"	"to"	"the"	"taxpayer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"."	","	"∅"	",_he"	"he_."	"._∅"	"''_,_he"	",_he_."	"he_._∅"	"._∅_∅"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"ask"	"me"	"if"	"i"	"the"	"cannery"	"help"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	","	","	"``"	",_he"	"he_,"	",_``"	"''_,_he"	",_he_,"	"he_,_``"	",_``_but"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"try"	"to"	"settle"	"dispute"	"he"	"say"	"but"	"could"	"never"	"come_to"	"an"	"agreement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"who"	":"	","	"``"	",_who"	"who_:"	":_``"	"methodist_,_who"	",_who_:"	"who_:_``"	":_``_i"	"NNP"	"ε"	"WP"	"VB"	"ε"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"honest"	"act"	"call_up"	"the"	"recent"	"talk"	"i"	"have"	"another"	"minister"	"a"	"modest"	"methodist"	"who"	"say"	"i"	"feel"	"so"	"deeply"	"blessed"	"by"	"god"	"when"	"i"	"can"	"give"	"a"	"message"	"of"	"love"	"and"	"comfort"	"to"	"men"	"and"	"i"	"would"	"have"	"it"	"no"	"way"	"and"	"it"	"be"	"unworthy"	"to"	"think_of"	"self"	"0"	"0"	"0"	
"2:32:00::"	"we"	"this"	"when"	"demand"	"when_we"	"we_this"	"this_demand"	"mean_when_we"	"when_we_this"	"we_this_demand"	"this_demand_must"	"VB"	"WRB"	"PRP"	"VB"	"DT"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"what"	"mean"	"when"	"we"	"say"	"this"	"demand"	"must"	"be"	"accept"	"without"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"this"	"∅"	","	"∅_to"	"to_this"	"this_,"	"∅_∅_to"	"∅_to_this"	"to_this_,"	"this_,_of_course"	"ε"	"ε"	"TO"	"VB"	"DT"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"say"	"this"	"of_course"	"be"	"to"	"take_up"	"a"	"position"	"one"	"side"	"of"	"a"	"controversy"	"go_on"	"now"	"for"	"some"	"two"	"hundred"	"year"	"or"	"at_any_rate"	"since"	"the"	"beginning"	"of"	"the"	"distinctively"	"modern"	"period"	"in"	"theological"	"thought"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"we"	","	"when"	"then"	"when_we"	"we_,"	",_then"	"∅_when_we"	"when_we_,"	"we_,_then"	",_then_,"	"ε"	"WRB"	"PRP"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"say"	"then"	"that"	"today"	"in"	"our"	"situation"	"the"	"demand"	"for"	"demythologization"	"must"	"be"	"accept"	"without"	"condition"	"we"	"are"	"simply"	"say"	"that"	"at_least"	"this"	"much"	"of"	"the"	"liberal"	"tradition"	"be"	"an"	"enduring"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"simply"	"that"	"are"	"at_least"	"are_simply"	"simply_that"	"that_at_least"	"we_are_simply"	"are_simply_that"	"simply_that_at_least"	"that_at_least_this"	"PRP"	"VBP"	"RB"	"VB"	"IN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"when"	"we"	"say"	"then"	"that"	"today"	"in"	"our"	"situation"	"the"	"demand"	"for"	"demythologization"	"must"	"accept"	"without"	"condition"	"we"	"are"	"say"	"that"	"at_least"	"this"	"much"	"of"	"the"	"liberal"	"tradition"	"be"	"an"	"enduring"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"that"	"must"	"these"	"must_be"	"be_that"	"that_these"	"it_must_be"	"must_be_that"	"be_that_these"	"that_these_same"	"PRP"	"MD"	"VB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"must"	"be"	"say"	"that"	"these"	"same"	"protestant"	"have"	"build"	"some"	"new"	"church"	"during"	"this"	"period"	"and"	"that"	"religious"	"population_shift"	"have"	"empty"	"church"	"a"	"principal"	"reason"	"for"	"this"	"phenomenon"	"of"	"redundancy"	"be"	"that"	"fewer"	"protestant"	"are"	"go_to"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"macarthur"	"his"	"way"	"line"	"way_macarthur"	"macarthur_his"	"his_line"	"the_way_macarthur"	"way_macarthur_his"	"macarthur_his_line"	"his_line_-"	"DT"	"NN"	"NNP"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"macarthur"	"say"	"his"	"line"	"if"	"you"	"have"	"the"	"recorded"	"transcript"	"of"	"a"	"professional"	"linguist"	"would"	"probably"	"have"	"go"	"like"	"this"	"primary"	"stresses"	"on"	"emeralds"	"and"	"wish"	"note"	"pitch"	"pretty"	"high"	"on"	"emeralds"	"but"	"with"	"a"	"slight"	"degree"	"of"	"drawl"	"one"	"degree"	"of"	"oversoftness"	
"2:32:00::"	"been"	","	"having"	"the"	"having_been"	"been_,"	",_the"	"much_having_been"	"having_been_,"	"been_,_the"	",_the_question"	"NN"	"VBG"	"VBN"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"having"	"been"	"say"	"the"	"question"	"remain"	"whether"	"we"	"have"	"the"	"resource"	"for"	"the"	"job"	"we"	"have"	"to"	"do"	"defeat"	"communism"	"and"	"if"	"so"	"how"	"those"	"resource"	"ought"	"to"	"be"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"that"	"tempt"	","	"tempt_to"	"to_that"	"that_,"	"is_tempt_to"	"tempt_to_that"	"to_that_,"	"that_,_on"	"VBZ"	"VB"	"TO"	"VB"	"RB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"tempt"	"to"	"say"	"that"	"on"	"the"	"difference"	"between"	"the"	"concepts"	"of"	"sovereignty"	"in"	"these"	"two"	"preambles"	"the"	"worst"	"war"	"of"	"the"	"nineteenth"	"century"	"was"	"fight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"this"	"enough"	"publicly"	"enough_to"	"to_this"	"this_publicly"	"man_enough_to"	"enough_to_this"	"to_this_publicly"	"this_publicly_-"	"NN"	"RB"	"TO"	"VB"	"DT"	"RB"	"ε"	"knowledge"	"lincoln"	"remain"	"the"	"only"	"head_of_state"	"and"	"commander-in-chief"	"who"	"while"	"fight"	"a"	"fearful"	"war"	"whose"	"issue"	"be"	"in"	"doubt"	"prove"	"man"	"enough"	"to"	"this"	"publicly"	"to"	"give"	"his"	"foe"	"the"	"benefit"	"of"	"the"	"fact"	"that"	"in_all"	"human"	"truth"	"there"	"be"	"some"	"error"	"and"	"in_all"	"our"	"error"	"some"	"truth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"what"	"author"	"be"	"author_to"	"to_what"	"what_be"	"most_author_to"	"author_to_what"	"to_what_be"	"what_be_the"	"JJ"	"NN"	"TO"	"VB"	"WP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"more"	"difficult"	"with"	"than"	"with"	"most"	"author"	"to"	"say"	"what"	"be"	"the"	"extent"	"and"	"what"	"be"	"the"	"source"	"of"	"his"	"knowledge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"be"	"to"	"may"	"give"	"may_be"	"be_to"	"to_give"	"literature_may_be"	"may_be_to"	"be_to_give"	"to_give_people"	"NN"	"MD"	"VB"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"literature"	"be"	"say"	"to"	"give"	"people"	"a"	"sense_of_purpose"	"dedication"	"mission"	"significance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"would"	","	"i"	"too"	"i_would"	"would_,"	",_too"	"∅_i_would"	"i_would_,"	"would_,_too"	",_too_,"	"ε"	"PRP"	"MD"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"say"	"too"	"that"	"the"	"study"	"of"	"literature"	"tend"	"to"	"give"	"a"	"person"	"what"	"i"	"shall"	"call"	"depth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"."	","	"∅"	",_person"	"person_."	"._∅"	"''_,_person"	",_person_."	"person_._∅"	"._∅_∅"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"i"	"do"	"n't"	"know"	"person"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"she"	"."	","	"∅"	",_she"	"she_."	"._∅"	"''_,_she"	",_she_."	"she_._∅"	"._∅_∅"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"away"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
