"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"2:39:06::"	"might"	"if"	"he"	"his"	"he_might"	"might_if"	"if_his"	"worry_he_might"	"he_might_if"	"might_if_his"	"if_his_enemy"	"NN"	"PRP"	"MD"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"we"	"look_at"	"the"	"situation"	"this"	"way"	"we"	"can"	"get"	"an"	"idea"	"of"	"nightmarish"	"worry"	"or"	"at_least"	"of"	"the"	"worry"	"he"	"might"	"have"	"if"	"his"	"enemy"	"were"	"dispose"	"to"	"exploit"	"their"	"advantage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"what"	"we"	"∅"	"to"	"∅_what"	"what_we"	"we_to"	"∅_∅_what"	"∅_what_we"	"what_we_to"	"we_to_show"	"ε"	"ε"	"WP"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"we"	"to"	"show"	"by_way_of"	"counter"	"success"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:04::"	"to"	"slaves"	"right"	"-"	"right_to"	"to_slaves"	"slaves_-"	"their_right_to"	"right_to_slaves"	"to_slaves_-"	"slaves_-_a"	"PRP$"	"NN"	"TO"	"VB"	"NNS"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"its"	"appeal"	"from"	"ballots"	"to"	"bullets"	"at"	"end"	"by"	"cost"	"the"	"southerners"	"their"	"right"	"to"	"have"	"slaves"	"a"	"right"	"that"	"be"	"even_less"	"compatible"	"with"	"the"	"sovereignty"	"of"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"we"	"insufficient"	"that"	"specialist"	"that_we"	"we_insufficient"	"insufficient_specialist"	"comment_that_we"	"that_we_insufficient"	"we_insufficient_specialist"	"insufficient_specialist_of"	"NN"	"IN"	"PRP"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"an"	"unsolved"	"problem"	"which"	"probably"	"has"	"never"	"been"	"investigate"	"although"	"one"	"frequently"	"hear"	"the"	"comment"	"that"	"we"	"have"	"insufficient"	"specialist"	"of"	"the"	"kind"	"who"	"can"	"compete"	"with"	"the"	"german"	"or"	"swiss"	"for_example"	"in"	"precision"	"machinery"	"and"	"mathematics"	"or"	"the"	"finn"	"in"	"geochemistry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"obviously"	"."	"he"	"∅"	"he_obviously"	"obviously_."	"._∅"	"which_he_obviously"	"he_obviously_."	"obviously_._∅"	"._∅_∅"	"WDT"	"PRP"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"important"	"as"	"be"	"person"	"essay"	"his"	"thesis"	"be"	"so"	"restricting"	"to"	"deny"	"person"	"the"	"stature"	"which"	"he"	"obviously"	"have"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"have"	"the"	"take_up"	"attention"	"take_up_have"	"have_the"	"the_attention"	"he_take_up_have"	"take_up_have_the"	"have_the_attention"	"the_attention_of"	"PRP"	"VB"	"VBP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"ingredient"	"of"	"person"	"novel"	"and"	"story"	"be"	"by_no_means"	"new"	"him"	"and"	"most_of"	"the"	"problem"	"he"	"take_up"	"have"	"have"	"the"	"attention"	"of"	"author"	"before"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"has"	"only"	"plantation"	"a"	"plantation_has"	"has_only"	"only_a"	"southern_plantation_has"	"plantation_has_only"	"has_only_a"	"only_a_tangential"	"JJ"	"NN"	"VBZ"	"VB"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"myth"	"of"	"southern"	"plantation"	"has"	"have"	"only"	"a"	"tangential"	"relation"	"with"	"actuality"	"as"	"person"	"show"	"forty"	"year"	"ago"	"and"	"i"	"suspect"	"it"	"has"	"have"	"a"	"far"	"narrow"	"acceptance"	"as"	"something"	"real"	"than"	"has"	"generally"	"been"	"suppose"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"has"	"a"	"it"	"far"	"it_has"	"has_a"	"a_far"	"suspect_it_has"	"it_has_a"	"has_a_far"	"a_far_narrow"	"VB"	"PRP"	"VBZ"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"myth"	"of"	"the"	"southern"	"plantation"	"has"	"have"	"only"	"a"	"tangential"	"relation"	"with"	"as"	"person"	"show"	"forty"	"year"	"ago"	"and"	"i"	"suspect"	"it"	"has"	"have"	"a"	"far"	"narrow"	"acceptance"	"as"	"something"	"real"	"than"	"has"	"generally"	"been"	"suppose"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"character"	"but"	"low-class"	"few"	"low-class_character"	"character_but"	"but_few"	"'s_low-class_character"	"low-class_character_but"	"character_but_few"	"but_few_counterpart"	"POS"	"JJ"	"NN"	"VB"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"character"	"have"	"but"	"few"	"counterpart"	"in"	"earlier"	"southern"	"novel"	"deal"	"with"	"plantation"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"process"	"special"	"literary"	"significance"	"literary_process"	"process_special"	"special_significance"	"the_literary_process"	"literary_process_special"	"process_special_significance"	"special_significance_for"	"DT"	"JJ"	"NN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"facet"	"of"	"this"	"of"	"the"	"literary"	"process"	"have"	"special"	"significance"	"for"	"our"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:12::"	"identity"	"to"	"for"	"do"	"for_identity"	"identity_to"	"to_do"	"search_for_identity"	"for_identity_to"	"identity_to_do"	"to_do_with"	"NN"	"IN"	"NN"	"VB"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"second"	"timely"	"part"	"of_this"	"sketch"	"literature"	"and"	"the"	"search"	"for"	"identity"	"have"	"to"	"do"	"with"	"the"	"difference"	"between"	"good"	"and"	"enduring"	"literary_work"	"and"	"the"	"ephemeral"	"mass_culture"	"product"	"of"	"today"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"may"	"some"	"which"	"special"	"which_may"	"may_some"	"some_special"	"life_which_may"	"which_may_some"	"may_some_special"	"some_special_value"	"NN"	"WDT"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"a"	"second"	"feature"	"of"	"the"	"influence"	"of"	"good"	"literature"	"on"	"emotional"	"life"	"which"	"may"	"have"	"some"	"special"	"value"	"for"	"our"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"may"	"a"	"nearby"	"tremendous"	"nearby_may"	"may_a"	"a_tremendous"	"associate_nearby_may"	"nearby_may_a"	"may_a_tremendous"	"a_tremendous_influence"	"VB"	"RB"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"magnetic_moment"	"of"	"an"	"electron"	"associate"	"nearby"	"may"	"have"	"a"	"tremendous"	"influence"	"on"	"the"	"magnetic_resonance"	"property"	"of"	"nucleus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"sample"	"the"	"powdered"	"shape"	"powdered_sample"	"sample_the"	"the_shape"	"a_powdered_sample"	"powdered_sample_the"	"sample_the_shape"	"the_shape_of"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"spectrum"	"were"	"obtain"	"a"	"powdered"	"sample"	"have"	"the"	"shape"	"of"	"a"	"right"	"circular"	"cylinder"	"with"	"a"	"height"	"to"	"diameter"	"ratio"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"must"	"four"	"it"	"property"	"it_must"	"must_four"	"four_property"	",_it_must"	"it_must_four"	"must_four_property"	"four_property_:"	"ε"	"PRP"	"MD"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"an"	"experiment"	"to"	"qualify"	"a"	"binomial"	"experiment"	"it"	"must"	"have"	"four"	"property"	"there"	"must"	"be"	"a"	"fixed"	"number"	"of"	"trial"	"each"	"trial"	"must"	"result"	"in"	"a"	"success"	"or"	"a"	"failure"	"a"	"binomial"	"trial"	"all"	"trial"	"must"	"have"	"identical"	"probability"	"of"	"success"	"the"	"trial"	"must"	"be"	"independent"	"of"	"each"	"0"	"0"	
"2:40:00::"	"must"	"identical"	"trial"	"probability"	"trial_must"	"must_identical"	"identical_probability"	"all_trial_must"	"trial_must_identical"	"must_identical_probability"	"identical_probability_of"	"DT"	"NN"	"MD"	"VB"	"JJ"	"NN"	"IN"	"experiment"	"to"	"qualify"	"as"	"a"	"binomial"	"experiment"	"it"	"must"	"have"	"four"	"property"	"there"	"must"	"be"	"a"	"fixed"	"number"	"of"	"trial"	"each"	"trial"	"must"	"result"	"in"	"a"	"success"	"or"	"a"	"failure"	"a"	"binomial"	"trial"	"all"	"trial"	"must"	"have"	"identical"	"probability"	"of"	"success"	"the"	"must"	"be"	"independent"	"of"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
