"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"
"1:09:01::"	"same"	"at"	"the"	"home"	"the_same"	"same_at"	"at_home"	"by_the_same"	"the_same_at"	"same_at_home"	"at_home_."	"VB"	"DT"	"JJ"	"NN"	"RB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more"	"often"	"though"	"he"	"be"	"so"	"accustomed"	"to"	"submit"	"to"	"authority"	"on"	"the"	"job"	"without"	"argument"	"he"	"live"	"by"	"the"	"same"	"rule"	"at"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"man"	"the"	"the"	"roost"	"the_man"	"man_the"	"the_roost"	"when_the_man"	"the_man_the"	"man_the_roost"	"the_roost_in"	"WRB"	"DT"	"NN"	"VB"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"carry_over"	"into"	"the"	"more"	"urbanized"	"late"	"th"	"early"	"th"	"century"	"when"	"the"	"man"	"rule"	"the"	"roost"	"in"	"the"	"best"	"bull_roaring"	"life_with_father"	"manner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"of"	"it"	"art"	","	"art_of"	"of_it"	"it_,"	"the_art_of"	"art_of_it"	"of_it_,"	"it_,_not"	"DT"	"NN"	"IN"	"VB"	"PRP"	"ε"	"RB"	"0"	"person"	"be"	"more"	"like"	"person"	"the"	"eldest"	"person"	"girl"	"who"	"learn"	"that"	"a"	"woman"	"happy"	"kingdom"	"be"	"home"	"her"	"highest"	"honor"	"the"	"art"	"rule"	"it"	"not"	"as"	"a"	"queen"	"but"	"a"	"wise"	"wife"	"and"	"mother"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"particular"	"govern"	"into"	"the"	"into_particular"	"particular_govern"	"govern_the"	"justice_into_particular"	"into_particular_govern"	"particular_govern_the"	"govern_the_relations"	"NN"	"IN"	"JJ"	"NN"	"VB"	"DT"	"NN"	"a"	"number"	"of"	"nineteenth"	"century"	"development"	"contribute"	"to"	"the"	"transmutation"	"of"	"the"	"law_of_nations"	"into"	"international_law"	"that_is"	"from"	"aspect"	"of"	"a"	"universal"	"system"	"of"	"justice"	"particular"	"rule"	"govern"	"the"	"relations"	"of"	"sovereign"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"'s"	"and"	"person"	"procedure"	"person_'s"	"'s_and"	"and_procedure"	"by_person_'s"	"person_'s_and"	"'s_and_procedure"	"and_procedure_since"	"IN"	"NNP"	"POS"	"NN"	"CC"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"is"	"no"	"apparent"	"reason"	"why"	"should"	"feel"	"bound"	"by"	"person"	"rule"	"and"	"procedure"	"since"	"his"	"predilection"	"and"	"aim"	"have"	"grow"	"so"	"vast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"still"	"."	"he"	"∅"	"he_still"	"still_."	"._∅"	"and_he_still"	"he_still_."	"still_._∅"	"._∅_∅"	"CC"	"PRP"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nevertheless"	"even"	"at"	"the"	"nadir"	"of"	"the"	"circuit"	"the"	"spiral"	"history"	"belong"	"to"	"god"	"and"	"he"	"still"	"rule"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"committee"	","	"under"	"it"	"under_committee"	"committee_,"	",_it"	"∅_under_committee"	"under_committee_,"	"committee_,_it"	",_it_go"	"ε"	"IN"	"NN"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"committee"	"rule"	"it"	"go"	"automatically"	"to"	"a"	"subcommittee"	"for"	"one"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"this"	"provide_for"	"∅"	"a"	"∅_this"	"this_provide_for"	"provide_for_a"	"∅_∅_this"	"∅_this_provide_for"	"this_provide_for_a"	"provide_for_a_blackout"	"ε"	"ε"	"DT"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rule"	"provide_for"	"a"	"blackout"	"of"	"televise"	"baseball"	"before"	"the"	"start"	"of"	"a"	"major_league"	"or"	"minor_league"	"game"	"in"	"any"	"area"	"come"	"from"	"the"	"game"	"top"	"ruler"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"but"	"abide_by"	"group"	"abide_by_the"	"the_but"	"but_group"	"to_abide_by_the"	"abide_by_the_but"	"the_but_group"	"but_group_will"	"TO"	"VB"	"DT"	"NN"	"RB"	"NNP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"year"	"i"	"am"	"tell"	"the"	"group"	"will"	"continue"	"to"	"abide_by"	"the"	"rule"	"but"	"group"	"will"	"play"	"to"	"a"	"conclusion"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"irritable"	"that"	"an"	"does"	"an_irritable"	"irritable_that"	"that_does"	"be_an_irritable"	"an_irritable_that"	"irritable_that_does"	"that_does_baseball"	"VB"	"DT"	"JJ"	"NN"	"WDT"	"VBZ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"an"	"irritable"	"rule"	"that"	"does"	"baseball"	"more"	"harm"	"than"	"good"	"especially"	"at"	"the"	"minor_league"	"level"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"."	"know"	"∅"	"know_the"	"the_."	"._∅"	"who_know_the"	"know_the_."	"the_._∅"	"._∅_∅"	"WP"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"wrong"	"say"	"person"	"a"	"man"	"know"	"the"	"rule"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	","	"change"	"television"	","	"television_,"	",_change"	"change_,"	"concern_television_,"	"television_,_change"	",_change_,"	"change_,_professional"	"VB"	"NN"	"ε"	"NN"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"item"	"on"	"the"	"agenda"	"during"	"the"	"meeting"	"which"	"are"	"to"	"continue"	"through"	"saturday"	"concern"	"television"	"rule"	"change"	"professional"	"football"	"hall_of_fame"	"player"	"benefit"	"and"	"constitutional"	"amendment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
