"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:30:00::"	"to"	"fares"	"urge"	"for"	"urge_to"	"to_fares"	"fares_for"	"is_urge_to"	"urge_to_fares"	"to_fares_for"	"fares_for_senior_citizens"	"VBZ"	"VB"	"TO"	"VB"	"NNS"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"today"	"voice"	"the"	"cta"	"urge"	"to"	"reduce"	"fares"	"for"	"senior_citizens"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:04::"	"to"	"those"	"first"	"parts"	"first_to"	"to_those"	"those_parts"	"steps_first_to"	"first_to_those"	"to_those_parts"	"those_parts_of"	"NNS"	"JJ"	"TO"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"solve"	"an"	"equation"	"that"	"involve"	"division"	"as_well"	"steps"	"do"	"all"	"the"	"division"	"steps"	"first"	"to"	"reduce"	"those"	"parts"	"of"	"the"	"equation"	"to"	"their"	"numerical_value"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"it"	"and"	"as"	"and_to"	"to_it"	"it_as"	"danger_and_to"	"and_to_it"	"to_it_as"	"it_as_quickly"	"NN"	"CC"	"TO"	"VB"	"PRP"	"RB"	"RB"	"weeks"	"as"	"a"	"result"	"of"	"a"	"sweeping"	"defense_policy"	"reappraisal"	"by"	"the"	"kennedy_administration"	"basic"	"united_states"	"strategy"	"has"	"been"	"modify"	"and"	"large"	"new"	"sums"	"allocate"	"to"	"meet"	"the"	"accidental-war"	"danger"	"and"	"to"	"it"	"as"	"quickly"	"as"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"∅"	"humidity"	"∅"	"be"	"∅_∅"	"∅_humidity"	"humidity_be"	"∅_∅_∅"	"∅_∅_humidity"	"∅_humidity_be"	"humidity_be_often"	"ε"	"ε"	"ε"	"VB"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"humidity"	"be"	"often"	"as"	"important"	"as"	"cool"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"for"	"the"	"technique"	"amount"	"technique_for"	"for_the"	"the_amount"	"linguistic_technique_for"	"technique_for_the"	"for_the_amount"	"the_amount_of"	"JJ"	"NN"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"many"	"technique"	"for"	"reduce"	"the"	"amount"	"of"	"dictionary"	"information"	"that"	"have"	"been"	"propose"	"all"	"organize"	"the"	"dictionary"	"content"	"around"	"prefix"	"stem"	"suffix"	"etc."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"in"	"administrative"	"you"	"cost"	"you_in"	"in_administrative"	"administrative_cost"	"aid_you_in"	"you_in_administrative"	"in_administrative_cost"	"administrative_cost_?"	"VB"	"PRP"	"IN"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"can"	"your"	"aid"	"you"	"in"	"reduce"	"administrative"	"cost"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"or"	"the"	"replace"	"number"	"replace_or"	"or_the"	"the_number"	"to_replace_or"	"replace_or_the"	"or_the_number"	"the_number_of"	"TO"	"VB"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"you"	"consider"	"use"	"equipment"	"to"	"replace"	"or"	"reduce"	"the"	"number"	"of"	"cafeteria"	"employee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"feeding"	"in_order"	"cost"	"in_order_to"	"to_feeding"	"feeding_cost"	"menu_in_order_to"	"in_order_to_feeding"	"to_feeding_cost"	"feeding_cost_?"	"NN"	"RB"	"TO"	"VB"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"it"	"be"	"feasible"	"limit"	"the"	"menu"	"in_order"	"to"	"reduce"	"feeding"	"cost"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"been"	"from"	"have"	"early"	"have_been"	"been_from"	"from_early"	"program_have_been"	"have_been_from"	"been_from_early"	"from_early_plan"	"NN"	"VBP"	"VBN"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"size"	"and"	"scope"	"important"	"program"	"have"	"been"	"reduce"	"from"	"early"	"plan"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"about"	"the"	"something"	"infant_mortality_rate"	"something_about"	"about_the"	"the_infant_mortality_rate"	"do_something_about"	"something_about_the"	"about_the_infant_mortality_rate"	"the_infant_mortality_rate_of"	"VB"	"VB"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"also"	"hope"	"that"	"can"	"do"	"something"	"about"	"reduce"	"the"	"infant_mortality_rate"	"of"	"idea"	"an"	"affliction"	"of"	"all"	"bureaucracy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:06::"	"or"	","	","	"in"	",_or"	"or_,"	",_in"	"concentrate_,_or"	",_or_,"	"or_,_in"	",_in_their"	"VB"	"ε"	"CC"	"VB"	"ε"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"here"	"a"	"variety"	"of"	"meaning"	"emotion"	"are"	"concentrate"	"or"	"reduce"	"in"	"their"	"communicative"	"expression"	"to"	"some"	"comparatively"	"simple"	"seeming"	"verbal"	"or"	"nonverbal"	"statement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"in"	"incidence"	"aid"	"of"	"aid_in"	"in_incidence"	"incidence_of"	"and_aid_in"	"aid_in_incidence"	"in_incidence_of"	"incidence_of_bloat"	"CC"	"VB"	"IN"	"VB"	"NN"	"IN"	"NN"	"rate"	"of"	"gain"	"and"	"improve"	"feed"	"efficiency"	"aid"	"in"	"the"	"prevention"	"or"	"treatment"	"depending_on"	"level"	"feed"	"of"	"the"	"early"	"stage"	"of"	"shipping_fever"	"prevent"	"or"	"treat"	"bacterial"	"diarrhea"	"and"	"aid"	"in"	"incidence"	"of"	"bloat"	"and"	"liver"	"abscess"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"in"	"incidence"	"aid"	"and"	"aid_in"	"in_incidence"	"incidence_and"	"an_aid_in"	"aid_in_incidence"	"in_incidence_and"	"incidence_and_severity"	"DT"	"NN"	"IN"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"aid"	"in"	"reduce"	"incidence"	"and"	"severity"	"of"	"bloat"	"provide"	"milligram"	"of"	"oxytetracycline"	"hydrochloride"	"per"	"animal"	"daily"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"loss"	","	"from"	",_and"	"and_loss"	"loss_from"	"efficiency_,_and"	",_and_loss"	"and_loss_from"	"loss_from_bacterial"	"NN"	"ε"	"CC"	"VB"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"increase"	"gain"	"improve"	"efficiency"	"and"	"reduce"	"loss"	"from"	"bacterial"	"infection"	"list"	"under"	"how"	"to"	"feed"	"section"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"in"	"loss"	"aid"	"due_to"	"aid_in"	"in_loss"	"loss_due_to"	"an_aid_in"	"aid_in_loss"	"in_loss_due_to"	"loss_due_to_enterotoxemia"	"DT"	"NN"	"IN"	"VB"	"NN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"aid"	"in"	"reduce"	"loss"	"due_to"	"enterotoxemia"	"overeating"	"disease"	"feed"	"a"	"complete"	"ration"	"contain"	"not"	"less"	"than"	"and"	"not"	"more"	"than"	"gram"	"of"	"aureomycin"	"per"	"ton"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"in"	"bloat"	","	"and"	",_in"	"in_bloat"	"bloat_and"	"growth_,_in"	",_in_bloat"	"in_bloat_and"	"bloat_and_founder"	"NN"	"ε"	"IN"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"aid"	"in"	"get"	"cattle"	"and"	"sheep"	"on"	"full"	"in"	"improve"	"feed"	"conversion"	"and"	"growth"	"in"	"reduce"	"bloat"	"and"	"founder"	"and"	"in"	"control"	"scours"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"can"	"gain"	"and"	"."	"and_can"	"can_gain"	"gain_."	"hide_and_can"	"and_can_gain"	"can_gain_."	"gain_._∅"	"NN"	"CC"	"MD"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"effectively"	"control"	"cattle"	"grub"	"damage"	"hide"	"and"	"can"	"reduce"	"gain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"∅"	"loss"	"∅"	"from"	"∅_∅"	"∅_loss"	"loss_from"	"∅_∅_∅"	"∅_∅_loss"	"∅_loss_from"	"loss_from_stomach"	"ε"	"ε"	"ε"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"loss"	"from"	"stomach"	"hookworm"	"and"	"nodular"	"worm"	"by"	"interfere"	"with"	"reproduction"	"of"	"the"	"female"	"worm"	"by"	"reduce"	"the"	"number"	"of"	"egg"	"lay"	"and"	"essentially"	"render"	"all"	"lay"	"egg"	"sterile"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"by"	"the"	"worm"	"number"	"worm_by"	"by_the"	"the_number"	"female_worm_by"	"worm_by_the"	"by_the_number"	"the_number_of"	"JJ"	"NN"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reduce"	"loss"	"from"	"stomach"	"hookworm"	"and"	"nodular"	"worm"	"by"	"with"	"reproduction"	"of"	"the"	"female"	"worm"	"by"	"reduce"	"the"	"number"	"of"	"egg"	"lay"	"and"	"essentially"	"render"	"all"	"lay"	"egg"	"sterile"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
