"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"1:28:00::"	"new"	"open"	"the"	"with"	"the_new"	"new_open"	"open_with"	"∅_the_new"	"the_new_open"	"new_open_with"	"open_with_person"	"ε"	"DT"	"JJ"	"NN"	"VB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"new"	"century"	"open"	"with"	"person"	"begin"	"his"	"professional"	"career"	"in_charge"	"of"	"an"	"apothecary"	"shop"	"in"	"copenhagen"	"and"	"as"	"lecturer"	"at"	"the"	"university"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"20th"	"technique"	"circumspect"	","	"circumspect_20th"	"20th_technique"	"technique_,"	"and_circumspect_20th"	"circumspect_20th_technique"	"20th_technique_,"	"technique_,_he"	"CC"	"JJ"	"JJ"	"NN"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"a"	"and"	"circumspect"	"century"	"technique"	"he"	"weave"	"the"	"material"	"of"	"national"	"hero"	"and"	"event"	"national"	"folklore"	"and"	"child"	"fairytale"	"slavic"	"dance"	"and"	"love"	"song"	"into"	"a"	"solid"	"musical"	"literature"	"which"	"serve"	"his"	"people"	"well"	"and"	"is"	"provide"	"much"	"enjoyment"	"to"	"the"	"world"	"at_large"	
"1:28:00::"	"twentieth"	"."	"the"	"∅"	"the_twentieth"	"twentieth_."	"._∅"	"of_the_twentieth"	"the_twentieth_."	"twentieth_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"in"	"person"	"the"	"union_of_soviet_socialist_republics"	"produce"	"of"	"the"	"great"	"composer"	"of"	"the"	"twentieth"	"century"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"19th"	"be"	"mid"	"the"	"mid_19th"	"19th_be"	"be_the"	"the_mid_19th"	"mid_19th_be"	"19th_be_the"	"be_the_situation"	"DT"	"JJ"	"JJ"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"more"	"noteworthy"	"change"	"have"	"take_place"	"since"	"the"	"mid"	"century"	"be"	"the"	"situation"	"of"	"catholic"	"at"	"group"	"and"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"eighth"	"."	"late"	"∅"	"late_eighth"	"eighth_."	"._∅"	"the_late_eighth"	"late_eighth_."	"eighth_._∅"	"._∅_∅"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"whenever"	"artist"	"indeed"	"turn_to"	"actual"	"representation"	"or"	"mold"	"three-dimensional_figure"	"which"	"be"	"rare"	"down"	"to"	"bc"	"they"	"tend"	"to"	"reflect"	"reality"	"see"	"plate"	"a"	"schematic"	"abstract"	"treatment"	"of"	"man"	"animal"	"by"	"intent"	"rise"	"only"	"in"	"the"	"late"	"eighth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"ninth"	"a"	"late"	"calm"	"late_ninth"	"ninth_a"	"a_calm"	"the_late_ninth"	"late_ninth_a"	"ninth_a_calm"	"a_calm_,"	"DT"	"JJ"	"JJ"	"NN"	"DT"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"throughout"	"the"	"work"	"the"	"late"	"ninth"	"century"	"a"	"calm"	"severe"	"serenity"	"display"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"eleventh"	"was"	"the"	"now"	"the_eleventh"	"eleventh_was"	"was_now"	"in_the_eleventh"	"the_eleventh_was"	"eleventh_was_now"	"was_now_consolidate"	"IN"	"DT"	"JJ"	"NN"	"VBD"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"general"	"intellectual"	"outlook"	"had"	"appear"	"in"	"the"	"eleventh"	"century"	"was"	"now"	"consolidate"	"to"	"a"	"significant"	"degree"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"eighth"	"bc"	"the"	","	"the_eighth"	"eighth_bc"	"bc_,"	"in_the_eighth"	"the_eighth_bc"	"eighth_bc_,"	"bc_,_the"	"IN"	"DT"	"JJ"	"NN"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"landscape"	"of"	"greek"	"history"	"broaden"	"widely"	"rather"	"abruptly"	"in"	"the"	"eighth"	"century"	"bc"	"the"	"age"	"of"	"homer"	"rosy"	"fingered"	"dawn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"eighth"	"."	"the"	"∅"	"the_eighth"	"eighth_."	"._∅"	"in_the_eighth"	"the_eighth_."	"eighth_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"modern"	"student"	"who"	"know"	"what"	"was"	"to"	"come"	"next"	"be"	"likely"	"to"	"first"	"the"	"factor"	"of"	"change"	"which"	"be"	"visible"	"in"	"the"	"eighth"	"century"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"eighth"	"is"	"the"	"commonly"	"the_eighth"	"eighth_is"	"is_commonly"	"of_the_eighth"	"the_eighth_is"	"eighth_is_commonly"	"is_commonly_called"	"IN"	"DT"	"JJ"	"NN"	"VBZ"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pottery"	"of"	"first_half"	"of"	"the"	"eighth"	"century"	"is"	"commonly"	"called"	"ripe_geometric"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"seventeenth"	"spain"	"in"	","	"in_seventeenth"	"seventeenth_spain"	"spain_,"	",_in_seventeenth"	"in_seventeenth_spain"	"seventeenth_spain_,"	"spain_,_this"	"ε"	"IN"	"JJ"	"NN"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more_than"	"a"	"beautiful"	"visualization"	"of"	"the"	"illustrious"	"adventure"	"and"	"escapade"	"the"	"tragicomic"	"knight-errant"	"and"	"his"	"squire"	"person"	"in"	"seventeenth"	"century"	"spain"	"this"	"inevitably"	"abbreviated"	"rendering"	"of"	"the"	"classic"	"satire"	"on"	"chivalry"	"be"	"an"	"affectingly"	"warm"	"and"	"human"	"exposition"	"of"	"character"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"few"	"and"	"last"	"the"	"last_few"	"few_and"	"and_the"	"these_last_few"	"last_few_and"	"few_and_the"	"and_the_gradual"	"DT"	"JJ"	"JJ"	"NN"	"CC"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"progress"	"of"	"over"	"these"	"last"	"few"	"century"	"and"	"the"	"gradual"	"replacement"	"of"	"biblical"	"by"	"scientific"	"category"	"of"	"reality"	"have"	"to"	"a"	"large"	"extent"	"empty"	"the"	"spirit_world"	"of"	"the"	"entity"	"which"	"previously"	"populate"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"nineteenth"	"as"	"and"	"she"	"and_nineteenth"	"nineteenth_as"	"as_she"	"eighteenth_and_nineteenth"	"and_nineteenth_as"	"nineteenth_as_she"	"as_she_spread"	"JJ"	"CC"	"JJ"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"can"	"apply"	"these"	"fact"	"to"	"in"	"the"	"late"	"eighteenth"	"and"	"nineteenth"	"century"	"as"	"she"	"spread"	"her"	"dominion"	"over"	"palm"	"and"	"pine"	"and"	"they"	"can"	"be"	"apply"	"again"	"to"	"the"	"united_states"	"in"	"more"	"recent"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"twentieth"	"united_states"	"the"	"."	"the_twentieth"	"twentieth_united_states"	"united_states_."	"of_the_twentieth"	"the_twentieth_united_states"	"twentieth_united_states_."	"united_states_._∅"	"IN"	"DT"	"JJ"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"nationalism"	"has"	"really"	"outlive"	"its"	"usefulness"	"in"	"a"	"country"	"as"	"world"	"oriented"	"as"	"ours"	"its"	"continued"	"existence"	"reflect"	"one"	"of"	"the"	"major"	"culture"	"lag"	"of"	"the"	"twentieth"	"century"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"twentieth"	"american"	"of"	"folklore"	"of_twentieth"	"twentieth_american"	"american_folklore"	"history_of_twentieth"	"of_twentieth_american"	"twentieth_american_folklore"	"american_folklore_."	"NN"	"IN"	"JJ"	"NN"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"all"	"this"	"we"	"can"	"now"	"see"	"that"	"stream"	"of"	"development"	"run"	"through"	"the"	"history"	"of"	"twentieth"	"century"	"american"	"folklore"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"nineteenth"	"german"	"by"	"scholarship"	"by_nineteenth"	"nineteenth_german"	"german_scholarship"	"the_by_nineteenth"	"by_nineteenth_german"	"nineteenth_german_scholarship"	"german_scholarship_."	"DT"	"IN"	"JJ"	"NN"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"there"	"are"	"also"	"the"	"commercial"	"propagandist"	"and"	"analyst"	"one"	"dominated_by"	"money"	"the"	"by"	"nineteenth"	"century"	"german"	"scholarship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"this"	","	"during"	"did"	"during_this"	"this_,"	",_did"	"standstill_during_this"	"during_this_,"	"this_,_did"	",_did_develop"	"NN"	"IN"	"DT"	"NN"	"ε"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"political"	"theoretical"	"understanding"	"although"	"almost"	"a"	"standstill"	"during"	"this"	"century"	"did"	"develop"	"during"	"the"	"eighteenth"	"and"	"nineteenth"	"century"	"and"	"result"	"in"	"a"	"flood"	"of"	"invention"	"which"	"increase"	"the"	"possibility"	"man"	"to"	"coexist"	"with"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"nineteenth"	","	"and"	"and"	"and_nineteenth"	"nineteenth_,"	",_and"	"eighteenth_and_nineteenth"	"and_nineteenth_,"	"nineteenth_,_and"	",_and_result"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"political"	"theoretical"	"understanding"	"although"	"almost"	"at"	"a"	"standstill"	"during"	"century"	"did"	"develop"	"during"	"the"	"eighteenth"	"and"	"nineteenth"	"century"	"and"	"result"	"in"	"a"	"flood"	"of"	"invention"	"which"	"increase"	"the"	"possibility"	"man"	"to"	"coexist"	"with"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
