"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"
"2:32:02::"	"gynecologists"	"that"	"and"	"this"	"and_gynecologists"	"gynecologists_that"	"that_this"	"family_doctors_and_gynecologists"	"and_gynecologists_that"	"gynecologists_that_this"	"that_this_be"	"NN"	"CC"	"NNS"	"VB"	"IN"	"DT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"but"	"extensive"	"discussions"	"with"	"practitioners"	"family_doctors"	"and"	"gynecologists"	"indicate"	"that"	"this"	"be"	"still"	"an"	"area"	"of"	"enormous"	"ignorance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"jesus"	"that"	","	"god"	",_jesus"	"jesus_that"	"that_god"	"then_,_jesus"	",_jesus_that"	"jesus_that_god"	"that_god_'s"	"RB"	"ε"	"NNP"	"VB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"indicate"	"that"	"god"	"forgiveness"	"be"	"unlimited"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"policies"	":"	"these"	"∅"	"these_policies"	"policies_:"	":_∅"	"of_these_policies"	"these_policies_:"	"policies_:_∅"	":_∅_∅"	"IN"	"DT"	"NNS"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"review"	"these"	"policies"	"indicate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"administration"	"that"	"the"	","	"the_administration"	"administration_that"	"that_,"	",_the_administration"	"the_administration_that"	"administration_that_,"	"that_,_instead"	"ε"	"DT"	"NNP"	"VB"	"RB"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"money"	"all_but"	"however"	"the"	"administration"	"indicate"	"that"	"instead"	"of"	"the"	"more"	"men"	"in"	"uniform"	"that"	"president_kennedy"	"had"	"request"	"the"	"armed_forces"	"would"	"be"	"increase"	"by"	"only"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"president_kennedy"	"there"	"and"	"be"	"and_president_kennedy"	"president_kennedy_there"	"there_be"	";_and_president_kennedy"	"and_president_kennedy_there"	"president_kennedy_there_be"	"there_be_one"	"ε"	"CC"	"NNP"	"VB"	"EX"	"VB"	"CD"	"october"	"the"	"aec"	"had"	"report"	"shots"	"in"	"the"	"new"	"soviet"	"series"	"of"	"them"	"in"	"a"	"megaton"	"range"	"include"	"a"	"super"	"bomb"	"with"	"a"	"yield"	"of"	"to"	"megatons"	"the"	"equivalent"	"of"	"million"	"million"	"tons"	"of"	"tnt"	"and"	"president_kennedy"	"indicate"	"there"	"be"	"or"	"two"	"more_than"	"those"	"report"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"as"	"."	"instal"	"∅"	"instal_as"	"as_."	"._∅"	"and_instal_as"	"instal_as_."	"as_._∅"	"._∅_∅"	"CC"	"VB"	"IN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"inside"	"bunks"	"are"	"and"	"instal"	"as"	"indicate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"presently"	"some"	"rhode_island"	"plans"	"rhode_island_presently"	"presently_some"	"some_plans"	"in_rhode_island_presently"	"rhode_island_presently_some"	"presently_some_plans"	"some_plans_to"	"IN"	"NN"	"RB"	"VB"	"DT"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"twelve"	"cities"	"and"	"in"	"rhode_island"	"presently"	"indicate"	"some"	"plans"	"to"	"establish"	"a"	"uniform"	"and"	"or"	"coordinated"	"fiscal-tax"	"year"	"calendar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"state"	"that"	"the"	"transition"	"the_state"	"state_that"	"that_transition"	"throughout_the_state"	"the_state_that"	"state_that_transition"	"that_transition_may"	"IN"	"DT"	"NN"	"VB"	"IN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"analysis"	"of"	"the"	"fiscal-tax"	"year"	"calendars"	"throughout"	"the"	"state"	"indicate"	"that"	"transition"	"may"	"not"	"be"	"as"	"painful"	"as"	"is"	"commonly"	"think"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"spokesman"	","	"emory"	"however"	"emory_spokesman"	"spokesman_,"	",_however"	"an_emory_spokesman"	"emory_spokesman_,"	"spokesman_,_however"	",_however_,"	"DT"	"NNP"	"NN"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"spokesman"	"indicate"	"however"	"that"	"the"	"university"	"itself"	"did"	"not"	"intend"	"to"	"make"	"any"	"test"	"of"	"the"	"laws"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"cities"	"that"	"in"	"the"	"in_cities"	"cities_that"	"that_the"	"integration_in_cities"	"in_cities_that"	"cities_that_the"	"that_the_presence"	"NN"	"IN"	"NNS"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"prepared"	"statement"	"release"	"by"	"the"	"student"	"group"	"friday"	"state"	"that"	"extensive"	"by"	"coahr"	"into"	"techniques"	"and"	"methods"	"of"	"theater"	"integration"	"in"	"cities"	"indicate"	"that"	"the"	"presence"	"of"	"picket_lines"	"and"	"stand-ins"	"before"	"segregated"	"theaters"	"cause"	"a"	"drop"	"in"	"profits"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"move"	"that"	"the"	"she"	"the_move"	"move_that"	"that_she"	"that_the_move"	"the_move_that"	"move_that_she"	"that_she_was"	"IN"	"DT"	"NN"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"newspapers"	"at_the_time"	"that"	"the"	"move"	"indicate"	"that"	"she"	"was"	"cooperate"	"with"	"the"	"district_attorney"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"tone"	"pity"	"'s"	"for"	"'s_tone"	"tone_pity"	"pity_for"	"helva_'s_tone"	"'s_tone_pity"	"tone_pity_for"	"pity_for_the"	"NNP"	"POS"	"NN"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"monitor"	"of_this"	"discourse"	"grin"	"and"	"amusement"	"as"	"helva"	"tone"	"indicate"	"pity"	"for"	"the"	"unfortunate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"state"	"that"	"the"	"jones"	"the_state"	"state_that"	"that_jones"	"all_over_the_state"	"the_state_that"	"state_that_jones"	"that_jones_will"	"RB"	"DT"	"NN"	"VB"	"IN"	"NNP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sandman"	"tell"	"the"	"gathering"	"that"	"reports"	"from"	"on"	"a"	"local"	"level"	"all_over"	"the"	"state"	"indicate"	"that"	"jones"	"will"	"be"	"choose"	"the"	"republican_party"	"nominee"	"with"	"the"	"largest"	"majority"	"give"	"a"	"candidate"	"in"	"recent"	"years"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"that"	"paganini"	"the"	"paganini_,"	",_that"	"that_the"	"and_paganini_,"	"paganini_,_that"	",_that_the"	"that_the_violinist"	"CC"	"NNS"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"works"	"by"	"dohnanyi"	"hubay"	"mr."	"d"	"himself"	"and"	"paganini"	"indicate"	"that"	"the"	"violinist"	"have"	"some"	"virtuoso"	"fireworks"	"up"	"his"	"sleeve"	"as_well"	"as"	"a"	"reserved"	"attitude"	"toward"	"a"	"lyric"	"phrase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"is"	"by"	"addition"	"the"	"addition_is"	"is_by"	"by_the"	"∅_addition_is"	"addition_is_by"	"is_by_the"	"by_the_+"	"ε"	"NN"	"VBZ"	"VB"	"IN"	"DT"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"is"	"indicate"	"by"	"the"	"symbol"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"-"	"he"	"mr._parker"	"had"	"mr._parker_-"	"-_he"	"he_had"	"not_mr._parker_-"	"mr._parker_-_he"	"-_he_had"	"he_had_be"	"RB"	"NNP"	"ε"	"VB"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"member"	"of"	"the"	"not"	"mr._parker"	"indicate"	"he"	"had"	"be"	"a"	"member"	"of"	"the"	"kkk"	"at_one_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"k"	","	"^"	"in"	"^_k"	"k_,"	",_in"	"o_^_k"	"^_k_,"	"k_,_in"	",_in_sharp"	"IN"	"NN"	"NN"	"VB"	"ε"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"short"	"poem"	"group"	"at"	"the"	"end"	"of"	"the"	"volume"	"thoughts_in_loneliness"	"be"	"as"	"person"	"o"	"k"	"indicate"	"in"	"sharp"	"contrast"	"with"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
