"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"
"2:35:00::"	"and"	"him"	","	"into"	",_and"	"and_him"	"him_into"	"shoulder_,_and"	",_and_him"	"and_him_into"	"him_into_the"	"NN"	"ε"	"CC"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"open"	"the"	"door"	"grab"	"by"	"the"	"shoulder"	"and"	"pull"	"him"	"into"	"the"	"barn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"something"	"my"	"∅"	"leg"	"∅_something"	"something_my"	"my_leg"	"∅_∅_something"	"∅_something_my"	"something_my_leg"	"my_leg_."	"ε"	"ε"	"NN"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pull"	"my"	"leg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"barbed_wire"	"taut"	"gleaming"	"."	"gleaming_barbed_wire"	"barbed_wire_taut"	"taut_."	",_gleaming_barbed_wire"	"gleaming_barbed_wire_taut"	"barbed_wire_taut_."	"taut_._∅"	"ε"	"JJ"	"NN"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"be"	"off"	"road"	"gleaming"	"barbed_wire"	"pull"	"taut"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"person"	"one"	"∅"	"thin"	"∅_person"	"person_one"	"one_thin"	"∅_∅_person"	"∅_person_one"	"person_one_thin"	"one_thin_leg"	"ε"	"ε"	"NNP"	"VB"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pull"	"one"	"thin"	"leg"	"up"	"clamp"	"his"	"arm"	"around"	"the"	"shinbone"	"to"	"press"	"his"	"knee"	"into"	"an"	"incredibly"	"scrawny"	"gut"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"car"	"into"	"a"	"the"	"a_car"	"car_into"	"into_the"	"∅_a_car"	"a_car_into"	"car_into_the"	"into_the_driveway"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"car"	"pull"	"into"	"the"	"driveway"	"outside"	"the"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"man"	"him"	"two"	"off"	"two_man"	"man_him"	"him_off"	"∅_two_man"	"two_man_him"	"man_him_off"	"him_off_."	"ε"	"JJ"	"NN"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"man"	"pull"	"him"	"off"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"pa"	"at"	"∅"	"the"	"∅_pa"	"pa_at"	"at_the"	"∅_∅_pa"	"∅_pa_at"	"pa_at_the"	"at_the_cover"	"ε"	"ε"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pull"	"at"	"the"	"cover"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"was"	"between"	"tape"	"the"	"tape_was"	"was_between"	"between_the"	"f_tape_was"	"tape_was_between"	"was_between_the"	"between_the_block"	"NN"	"NN"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"this"	"test"	"a"	"tape"	"was"	"pull"	"between"	"the"	"block"	"with"	"a"	"motor"	"and"	"pulley"	"at"	"a"	"rate"	"of"	"f"	"with"	"a"	"clearance"	"of"	"on"	"each"	"side"	"of"	"the"	"tape"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"``"	"''"	"the"	"part"	"the_``"	"``_''"	"''_part"	"(_the_``"	"the_``_''"	"``_''_part"	"''_part_of"	"ε"	"DT"	"ε"	"NN"	"ε"	"NN"	"IN"	"person"	"introduce"	"person"	"to"	"his"	"famous"	"moon"	"bench"	"and"	"proceed"	"to"	"teach"	"him"	"his"	"first"	"push-pull_super-set"	"consist_of"	"the"	"wide"	"grip"	"straight-arm_pullover"	"the"	"pull"	"of"	"the"	"push-pull_super-set"	"which"	"dramatically"	"widen"	"the"	"rib_cage"	"and"	"strongly"	"affect"	"the"	"muscle"	"of"	"the"	"upper"	"back"	"and"	"chest"	"and"	"the"	"collar-to-collar"	"bench_press"	"which"	"specifically"	"work_on"	"the"	"chest"	"to"	"build"	"those"	"wide"	"person"	"gladiator"	"pecs"	"while"	"stimulate"	"the"	"upper"	"lat"	"and"	"frontal"	"deltoid"	
"1:04:00::"	"``"	"''"	"the"	"exercise"	"the_``"	"``_''"	"''_exercise"	"∅_the_``"	"the_``_''"	"``_''_exercise"	"''_exercise_in"	"ε"	"DT"	"ε"	"NN"	"ε"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pull"	"exercise"	"in"	"this"	"super-set"	"be"	"the"	"one"	"dumbbell"	"bent-arm_pullover"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"``"	"''"	"the"	"exercise"	"the_``"	"``_''"	"''_exercise"	"while_the_``"	"the_``_''"	"``_''_exercise"	"''_exercise_be"	"IN"	"DT"	"ε"	"NN"	"ε"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"third"	"push-pull_super-set"	"the"	"push"	"exercise"	"be"	"wide"	"grip"	"pushup_between_bars"	"while"	"the"	"pull"	"exercise"	"be"	"the"	"moon_bench_lateral_raise"	"with"	"bent"	"arm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"a"	"muscle"	"by"	"in"	"by_a"	"a_muscle"	"muscle_in"	"year_by_a"	"by_a_muscle"	"a_muscle_in"	"muscle_in_the"	"NN"	"IN"	"DT"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"bother"	"during"	"the"	"two"	"game"	"this"	"year"	"by"	"a"	"pull"	"muscle"	"in"	"the"	"thigh"	"of"	"his"	"right"	"kick"	"leg"	"and"	"as"	"a"	"result"	"several"	"of"	"his"	"successful"	"conversion"	"have"	"go"	"barely"	"far"	"enough"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
