"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"
"2:40:02::"	"right"	"a"	"my"	"general"	"my_right"	"right_a"	"a_general"	"to_my_right"	"my_right_a"	"right_a_general"	"a_general_plan"	"TO"	"PRP$"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pass_through"	"the"	"gate"	"with"	"towers"	"on"	"either"	"side"	"once"	"use"	"as"	"prisons"	"i"	"enter"	"huge"	"square"	"surround"	"by"	"buildings"	"and"	"on"	"the"	"wall"	"to"	"my"	"right"	"find"	"a"	"general"	"plan"	"of"	"the"	"grounds"	"with"	"explanations"	"in"	"english"	"for"	"each"	"building"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"to"	"can"	"deal"	"can_be"	"be_to"	"to_deal"	"way_can_be"	"can_be_to"	"be_to_deal"	"to_deal_effectively"	"NN"	"MD"	"VB"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hayes"	"say"	"that"	"a"	"way"	"can"	"be"	"find"	"to"	"deal"	"effectively"	"with"	"short-term"	"capital"	"movements"	"between"	"nations"	"there"	"be"	"no"	"reason"	"in"	"my"	"judgment"	"why"	"the"	"international"	"financial"	"system"	"cannot"	"work"	"satisfactorily"	"for"	"at_least"	"the"	"foreseeable"	"future"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"there"	"that"	"get"	"it"	"get_there"	"there_that"	"that_it"	"actually_get_there"	"get_there_that"	"there_that_it"	"that_it_be"	"RB"	"VB"	"RB"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"those"	"who"	"get"	"there"	"find"	"that"	"it"	"be"	"n't"	"spooky"	"at_all"	"but"	"as"	"brilliant"	"as"	"a"	"tile"	"in"	"sunlight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"she"	"this"	"∅"	"immensely"	"∅_she"	"she_this"	"this_immensely"	"∅_∅_she"	"∅_she_this"	"she_this_immensely"	"this_immensely_comforting"	"ε"	"ε"	"PRP"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find"	"this"	"immensely"	"comforting"	"even_though"	"mercer"	"did"	"not"	"make_sense"	"much"	"sense"	"out"	"of_it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"still"	"it"	"could"	"''"	"could_still"	"still_it"	"it_''"	"we_could_still"	"could_still_it"	"still_it_''"	"it_''_."	"PRP"	"MD"	"RB"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"even"	"if"	"we"	"be"	"as"	"dumb"	"as"	"take"	"us"	"for"	"we"	"could"	"still"	"find"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"have"	"some"	"may"	"pertinent"	"may_have"	"have_some"	"some_pertinent"	"they_may_have"	"may_have_some"	"have_some_pertinent"	"some_pertinent_points"	"PRP"	"MD"	"VB"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"central"	"contest"	"that"	"mayor"	"they"	"may"	"have"	"find"	"some"	"pertinent"	"points"	"in_what"	"each"	"faction"	"has"	"say"	"about"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	"have"	"them"	"stations"	"of"	"stations_have"	"have_them"	"them_of"	"educational_stations_have"	"stations_have_them"	"have_them_of"	"them_of_considerable"	"JJ"	"NNS"	"VBP"	"VB"	"PRP"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"relatively"	"few"	"communities"	"have"	"educational"	"stations"	"have"	"find"	"them"	"of"	"considerable"	"value"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"had"	"that"	"he"	"school"	"he_had"	"had_that"	"that_school"	"that_he_had"	"he_had_that"	"had_that_school"	"that_school_districts"	"IN"	"PRP"	"VBD"	"VB"	"IN"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dr._melvin_w._barnes"	"superintendent"	"say"	"he"	"think"	"the"	"schools"	"were"	"wait"	"for"	"some"	"leadership"	"perhaps"	"on"	"the"	"national"	"level"	"to"	"make"	"sure"	"that"	"steps"	"of"	"planning"	"they"	"take"	"would"	"be"	"more"	"fruitful"	"and"	"that"	"he"	"had"	"find"	"that"	"school"	"districts"	"be"	"not"	"as"	"far"	"along"	"in"	"their"	"planning"	"as"	"this"	"district"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"perhaps"	"greater"	"can"	"common"	"can_perhaps"	"perhaps_greater"	"greater_common"	"we_can_perhaps"	"can_perhaps_greater"	"perhaps_greater_common"	"greater_common_ground"	"PRP"	"MD"	"RB"	"VB"	"RBR"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"hopeful"	"that"	"from"	"traditional"	"exchanges"	"we"	"can"	"perhaps"	"find"	"greater"	"common"	"ground"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"john_hammond"	"count_basie"	"since"	"work"	"since_john_hammond"	"john_hammond_count_basie"	"count_basie_work"	"business_since_john_hammond"	"since_john_hammond_count_basie"	"john_hammond_count_basie_work"	"count_basie_work_in"	"NN"	"IN"	"NNP"	"VB"	"NNP"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"several_times"	"it"	"came_near"	"break"	"and"	"there"	"be"	"in_fact"	"some"	"lovely"	"peals"	"of"	"thunder"	"from"	"jerry_mulligan"	"big_band"	"which"	"about"	"as"	"fine"	"an"	"aggregation"	"as"	"has"	"come_along"	"in"	"the"	"jazz"	"business"	"since"	"john_hammond"	"find"	"count_basie"	"work"	"in"	"a"	"kansas_city"	"trap"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
