"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"1:15:00::"	","	","	"location"	"location"	"location_,"	",_,"	",_location"	"in_location_,"	"location_,_,"	",_,_location"	",_location_,"	"IN"	"NNP"	"ε"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"over"	"the"	"year"	"begin"	"in"	"person"	"has"	"been"	"award"	"seventeen"	"major"	"prize"	"include"	"two"	"gold"	"medal"	"two"	"ranger_fund_purchase_awards"	"the"	"joseph_pennell_memorial_medal"	"two"	"american_watercolor_society_prizes"	"the"	"blair_purchase_prize"	"for"	"watercolor"	"location"	"of"	"chicago"	"in"	"location"	"new_york"	"location"	"new_haven"	"location"	"location"	"and"	"most_recently"	"the"	"prize"	"for"	"a"	"watercolor"	"at"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"in"	"'s"	"date"	"musical"	"date_in"	"in_'s"	"'s_musical"	"memorable_date_in"	"date_in_'s"	"in_'s_musical"	"'s_musical_history"	"JJ"	"NN"	"IN"	"NN"	"POS"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"april"	"tenth"	"mark"	"memorable"	"date"	"in"	"new_york"	"musical"	"history"	"indeed"	"in"	"the"	"musical"	"history"	"of"	"the"	"entire"	"eastern"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"of"	"'s"	"most"	"knowing"	"most_of"	"of_'s"	"'s_knowing"	"but_most_of"	"most_of_'s"	"of_'s_knowing"	"'s_knowing_sophisticate"	"CC"	"JJ"	"JJ"	"NN"	"POS"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"battle"	"of"	"the"	"continue"	"but"	"most"	"of"	"new_york"	"knowing"	"sophisticate"	"of"	"abstract_expressionism"	"are"	"stamp"	"their"	"foot"	"impatiently"	"in"	"expectation"	"of"	"v"	"for"	"vindication"	"day"	"september"	"first"	"when"	"person"	"first"	"one-man"	"show"	"open"	"at"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"∅"	"lie"	"∅"	"bleach"	"∅_∅"	"∅_lie"	"lie_bleach"	"∅_∅_∅"	"∅_∅_lie"	"∅_lie_bleach"	"lie_bleach_in"	"ε"	"ε"	"ε"	"NN"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lie"	"bleach"	"in"	"the"	"summer"	"sun"	"and"	"the"	"morning"	"fish_hawk"	"fly"	"in"	"the"	"heated"	"air"	"see"	"below"	"him"	"the"	"long"	"triangular"	"wedge"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"in"	"by"	"perform"	"the"	"perform_in"	"in_by"	"by_the"	"''_perform_in"	"perform_in_by"	"in_by_the"	"by_the_original"	"ε"	"VB"	"IN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"see"	"fiorello"	"in"	"new_york"	"by"	"the"	"original"	"cast"	"and"	"i"	"think"	"this"	"company"	"be"	"every_bit"	"as"	"good"	"and"	"perhaps"	"better"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"cast"	"by"	";"	"by_the"	"the_cast"	"cast_;"	"do_by_the"	"by_the_cast"	"the_cast_;"	"cast_;_all"	"VB"	"IN"	"DT"	"NN"	"NN"	"ε"	"JJ"	"0"	"such"	"fascinating"	"novelty"	"in"	"the"	"score"	"as"	"the"	"fugal"	"treatment"	"of"	"on_the_side_of_the_angels"	"and"	"politics_and_poker"	"were"	"handle"	"splendidly"	"and"	"i"	"think"	"person"	"and"	"band"	"of"	"tuneful"	"ward-heeler"	"make"	"little_tin_box"	"even"	"better"	"than"	"it"	"do"	"by"	"the"	"new_york"	"cast"	"all"	"the"	"words"	"of"	"its"	"clever"	"lyric"	"come_through"	"with"	"perfect"	"clarity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"powerful"	"group"	"the"	"win"	"the_powerful"	"powerful_group"	"group_win"	"∅_the_powerful"	"the_powerful_group"	"powerful_group_win"	"group_win_their"	"ε"	"DT"	"JJ"	"NN"	"NNP"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"powerful"	"new_york"	"group"	"win"	"their"	"world_series"	"in"	"a"	"game"	"romp"	"over"	"outclassed"	"group"	"crush"	"the"	"group"	"in"	"a"	"humiliating"	"barrage"	"monday"	"in"	"the"	"loosely"	"played"	"finale"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"chapter"	"of"	","	"of_the"	"the_chapter"	"chapter_,"	"show_of_the"	"of_the_chapter"	"the_chapter_,"	"chapter_,_group"	"NN"	"IN"	"DT"	"NN"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"announcement"	"of"	"a"	"special"	"achievement"	"award"	"to"	"person"	"the"	"award"	"list"	"was"	"yesterday"	"for"	"sunday"	"night"	"thirty-eighth"	"annual"	"dinner"	"and"	"show"	"of"	"the"	"new_york"	"chapter"	"group"	"at"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"to"	"."	"club"	"∅"	"club_to"	"to_."	"._∅"	"group_club_to"	"club_to_."	"to_._∅"	"._∅_∅"	"NNP"	"NN"	"TO"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"year"	"old"	"person"	"a"	"prominent"	"corporation"	"lawyer"	"with"	"a"	"sport"	"background"	"is"	"generally"	"recognize"	"the"	"man"	"most"	"responsible_for"	"the"	"imminent"	"return"	"of"	"a"	"group"	"club"	"to"	"new_york"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"with"	"as"	","	"the"	",_with"	"with_as"	"as_the"	"group_,_with"	",_with_as"	"with_as_the"	"as_the_key"	"NNP"	"ε"	"RB"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"that"	"fail"	"he"	"enlist"	"person"	"aid"	"in"	"the"	"formation"	"a"	"third"	"major_league"	"the"	"group"	"with"	"new_york"	"as"	"the"	"key"	"franchise"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"franchise"	"∅"	"is"	"∅_the"	"the_franchise"	"franchise_is"	"∅_∅_the"	"∅_the_franchise"	"the_franchise_is"	"franchise_is_head"	"ε"	"ε"	"DT"	"NN"	"NN"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"new_york"	"franchise"	"is"	"head"	"by"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	";"	","	"minnesota"	"new_york"	"minnesota_;"	";_,"	",_new_york"	",_minnesota_;"	"minnesota_;_,"	";_,_new_york"	",_new_york_;"	"ε"	"NN"	"ε"	"NN"	"ε"	"NN"	"ε"	"0"	"for"	"further"	"information"	"contact"	"group"	"in"	"atlanta"	"georgia"	"boston"	"massachuset"	"chicago"	"illinois"	"cleveland"	"ohio"	"dallas"	"texas"	"denver"	"colorado"	"detroit"	"michigan"	"kansas_city"	"missouri"	"los_angeles"	"california"	"minneapolis"	"minnesota"	"new_york"	"new_york"	"philadelphia"	"pennsylvania"	"richmond"	"virginia"	"california"	"and"	"seattle"	"washington"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	","	";"	"new_york"	"philadelphia"	"new_york_,"	",_;"	";_philadelphia"	";_new_york_,"	"new_york_,_;"	",_;_philadelphia"	";_philadelphia_,"	"ε"	"NN"	"ε"	"NN"	"ε"	"NN"	"ε"	"further"	"information"	"contact"	"group"	"in"	"atlanta"	"georgia"	"boston"	"massachuset"	"chicago"	"illinois"	"cleveland"	"ohio"	"dallas"	"texas"	"denver"	"colorado"	"detroit"	"michigan"	"kansas_city"	"missouri"	"los_angeles"	"california"	"minneapolis"	"minnesota"	"new_york"	"new_york"	"philadelphia"	"pennsylvania"	"richmond"	"virginia"	"san_francisco"	"california"	"seattle"	"washington"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	";"	","	"minnesota"	"new_york"	"minnesota_;"	";_,"	",_new_york"	",_minnesota_;"	"minnesota_;_,"	";_,_new_york"	",_new_york_;"	"ε"	"NN"	"ε"	"NN"	"ε"	"NN"	"ε"	"for"	"further"	"information"	"contact"	"sba_regional"	"office"	"in"	"atlanta"	"georgia"	"boston"	"massachuset"	"chicago"	"illinois"	"cleveland"	"ohio"	"dallas"	"texas"	"denver"	"colorado"	"detroit"	"michigan"	"kansas_city"	"missouri"	"los_angeles"	"california"	"minneapolis"	"minnesota"	"new_york"	"new_york"	"philadelphia"	"pennsylvania"	"richmond"	"virginia"	"california"	"and"	"seattle"	"washington"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	","	";"	"new_york"	"philadelphia"	"new_york_,"	",_;"	";_philadelphia"	";_new_york_,"	"new_york_,_;"	",_;_philadelphia"	";_philadelphia_,"	"ε"	"NN"	"ε"	"NN"	"ε"	"NN"	"ε"	"information"	"contact"	"sba_regional"	"office"	"in"	"atlanta"	"georgia"	"boston"	"massachuset"	"chicago"	"illinois"	"cleveland"	"ohio"	"dallas"	"texas"	"denver"	"colorado"	"detroit"	"michigan"	"kansas_city"	"missouri"	"los_angeles"	"california"	"minneapolis"	"minnesota"	"new_york"	"new_york"	"philadelphia"	"pennsylvania"	"richmond"	"virginia"	"san_francisco"	"california"	"seattle"	"washington"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"of"	"when"	"governor"	"he"	"governor_of"	"of_when"	"when_he"	"for_governor_of"	"governor_of_when"	"of_when_he"	"when_he_notice"	"IN"	"NN"	"IN"	"NN"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"onetime"	"runner-up"	"for"	"the"	"republican"	"presidential"	"nomination"	"was"	"attend"	"a"	"convention"	"at"	"where"	"he"	"was"	"schedule"	"to"	"nominate"	"person"	"for"	"governor"	"of"	"new_york"	"when"	"he"	"notice"	"that"	"the"	"temporary"	"chairman"	"be"	"a"	"man"	"he"	"had"	"never"	"meet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
