"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"
"2:31:00::"	"been"	"that"	"has"	"the"	"has_been"	"been_that"	"that_the"	"it_has_been"	"has_been_that"	"been_that_the"	"that_the_value"	"PRP"	"VBZ"	"VBN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"been"	"estimate"	"that"	"the"	"value"	"of"	"boats"	"in"	"rhode_island"	"waters"	"be"	"something"	"in_excess"	"of"	"fifty"	"million"	"dollars"	"exclude"	"commercial"	"boats"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"the"	"next"	"value"	"next_,"	",_the"	"the_value"	"∅_next_,"	"next_,_the"	",_the_value"	"the_value_of"	"ε"	"RB"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"estimate"	"the"	"value"	"of"	"earnings"	"of"	"the"	"farm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::;1:09:00::"	"reliable"	"of"	"develop"	"sale"	"develop_reliable"	"reliable_of"	"of_sale"	"can_develop_reliable"	"develop_reliable_of"	"reliable_of_sale"	"of_sale_volume"	"MD"	"VB"	"JJ"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"are"	"there"	"individual"	"in"	"your"	"organization"	"who"	"can"	"shepherd"	"a"	"new"	"product"	"through"	"to"	"commercialization"	"who"	"can"	"reliable"	"estimate"	"of"	"sale"	"volume"	"production"	"and"	"distribution_cost"	"and"	"translate"	"the"	"whole"	"into"	"profit_and_loss"	"and"	"balance_sheet"	"figure"	"which"	"management"	"can"	"act_on"	"with"	"some"	"assurance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"you"	"your"	"have"	"sale"	"have_you"	"you_your"	"your_sale"	"∅_have_you"	"have_you_your"	"you_your_sale"	"your_sale_manpower"	"ε"	"VBP"	"PRP"	"VB"	"PRP$"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"estimate"	"your"	"sale"	"manpower"	"need"	"for"	"the"	"future"	"both"	"quantitatively"	"and"	"qualitatively"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"are"	"to"	"armed_forces"	"be"	"armed_forces_are"	"are_to"	"to_be"	"the_armed_forces_are"	"armed_forces_are_to"	"are_to_be"	"to_be_$"	"DT"	"NN"	"VBP"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"expenditure"	"for"	"operate"	"and"	"maintain"	"the"	"and"	"equipment"	"of"	"the"	"armed_forces"	"are"	"estimate"	"to"	"be"	"billion"	"in"	"which"	"be"	"million"	"more"	"than"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"is"	"in"	"increase"	"the"	"increase_is"	"is_in"	"in_the"	"substantial_increase_is"	"increase_is_in"	"is_in_the"	"in_the_cost"	"JJ"	"NN"	"VBZ"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"increase"	"is"	"estimate"	"in"	"the"	"cost"	"of"	"operate"	"additional"	"communication_system"	"in"	"the"	"air"	"defense_program"	"as_well"	"as"	"in"	"all"	"program"	"where"	"speed"	"and"	"security"	"of"	"communication"	"be"	"essential"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"overall"	","	"an"	"we"	"an_overall"	"overall_,"	",_we"	"to_an_overall"	"an_overall_,"	"overall_,_we"	",_we_say"	"VB"	"DT"	"JJ"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"an"	"evaluative"	"situation"	"is"	"set_up"	"and"	"no"	"concern"	"with"	"the"	"detail"	"that"	"to"	"an"	"overall"	"estimate"	"we"	"say"	"that"	"roleplaying"	"is"	"use"	"for"	"evaluation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"coroner"	"that"	"county"	"the"	"county_coroner"	"coroner_that"	"that_the"	"the_county_coroner"	"county_coroner_that"	"coroner_that_the"	"that_the_shooting"	"DT"	"NN"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"an"	"inquest"	"was"	"hold"	"and"	"after"	"a"	"good_deal"	"of"	"testimony"	"about"	"the"	"anonymous"	"note"	"county"	"coroner"	"estimate"	"that"	"the"	"shooting"	"had"	"been"	"do"	"from"	"a"	"distance"	"of"	"yard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"make"	"of"	"possible"	"the"	"possible_make"	"make_of"	"of_the"	"be_possible_make"	"possible_make_of"	"make_of_the"	"of_the_quantum"	"VB"	"TO"	"VB"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"possible"	"make"	"estimate"	"of"	"the"	"quantum"	"yield"	"by"	"observe"	"the"	"extent"	"of"	"reduction"	"of"	"a"	"uranyl_oxalate"	"actinometer"	"solution"	"illuminate"	"for"	"a"	"known"	"time"	"in"	"a"	"typical"	"reaction"	"cell"	"and"	"make"	"appropriate"	"conversion"	"base"	"on"	"the"	"difference"	"in"	"the"	"absorption_spectrum"	"of"	"uranyl_oxalate"	"and"	"of"	"chlorine"	"and"	"consider"	"the"	"spectral"	"distribution"	"of"	"the"	"light"	"source"	
"1:09:00::"	"his"	"that"	"''"	"it"	"''_his"	"his_that"	"that_it"	"conservative_''_his"	"''_his_that"	"his_that_it"	"that_it_would"	"JJ"	"ε"	"PRP$"	"NN"	"IN"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"term"	"extremely"	"his"	"estimate"	"that"	"it"	"would"	"produce"	"million"	"dollar"	"to"	"help"	"erase"	"an"	"anticipated"	"deficit"	"of"	"million"	"dollar"	"at"	"the"	"end"	"of"	"the"	"current"	"fiscal_year"	"next"	"aug"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"group"	"there"	"the"	"would"	"the_group"	"group_there"	"there_would"	"∅_the_group"	"the_group_there"	"group_there_would"	"there_would_be"	"ε"	"DT"	"NNP"	"VB"	"EX"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"estimate"	"there"	"would"	"be"	"scholastic"	"to"	"attend"	"the"	"day_school"	"in"	"location"	"saving"	"them"	"from"	"come"	"to"	"austin"	"to"	"live"	"in"	"the"	"state"	"deaf"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"to"	"from"	"be"	"the"	"be_to"	"to_from"	"from_the"	"approach_be_to"	"be_to_from"	"to_from_the"	"from_the_rate_of_growth"	"NN"	"VB"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"be"	"to"	"estimate"	"from"	"the"	"rate_of_growth"	"and"	"the"	"smallest"	"size"	"at"	"maturity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"for"	"since"	"eligible"	"since_the"	"the_for"	"for_eligible"	"caution_since_the"	"since_the_for"	"the_for_eligible"	"for_eligible_elector"	"NN"	"IN"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"registration"	"figure"	"give"	"in"	"table"	"be"	"interpret"	"with"	"caution"	"since"	"the"	"estimate"	"for"	"eligible"	"elector"	"were"	"make"	"without"	"the"	"benefit"	"of"	"a"	"reliable"	"census"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"cost"	"for"	"complete"	"client"	"complete_cost"	"cost_for"	"for_client"	"furnish_complete_cost"	"complete_cost_for"	"cost_for_client"	"for_client_approval"	"VB"	"JJ"	"NN"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"furnish"	"cost"	"estimate"	"for"	"client"	"approval"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"have"	"the"	")"	"toll"	")_have"	"have_the"	"the_toll"	"group_)_have"	")_have_the"	"have_the_toll"	"the_toll_of"	"NNP"	"ε"	"VBP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"why"	"the"	"group"	"the"	"group"	"group"	"and"	"the"	"person"	"group"	"have"	"the"	"toll"	"of"	"mechanical"	"quackery"	"to"	"be"	"a"	"substantial"	"portion"	"of"	"the"	"million"	"or_so"	"pay"	"to"	"medical"	"charlatan"	"annually"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"be"	"by"	"can"	"extrapolation"	"can_be"	"be_by"	"by_extrapolation"	"earth_can_be"	"can_be_by"	"be_by_extrapolation"	"by_extrapolation_from"	"NN"	"MD"	"VB"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"flux"	"of"	"micrometeorite"	"in"	"neighborhood"	"of"	"the"	"earth"	"can"	"be"	"estimate"	"by"	"extrapolation"	"from"	"radar"	"and"	"visual"	"meteor"	"data"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
