"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"5:00:00:cardinal:00"	"only"	"hit"	"get"	"in"	"get_only"	"only_hit"	"hit_in"	"person_get_only"	"get_only_hit"	"only_hit_in"	"hit_in_46"	"NNP"	"VB"	"RB"	"JJ"	"NN"	"IN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"only"	"six"	"hit"	"in"	"at-bat"	"for"	"a"	"batting"	"average"	"in"	"the"	"first"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"join"	"slugger"	","	"who"	",_join"	"join_slugger"	"slugger_who"	"25_,_join"	",_join_slugger"	"join_slugger_who"	"slugger_who_wallop"	"CD"	"ε"	"VB"	"JJ"	"NN"	"WP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"spectacular"	"person"	"who"	"reach"	"a"	"decade"	"the"	"big_league"	"come"	"may"	"join"	"six"	"slugger"	"who"	"wallop"	"four"	"home_run"	"in"	"a"	"span"	"of"	"nine"	"inning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"last"	"month"	"the"	"."	"the_last"	"last_month"	"month_."	"in_the_last"	"the_last_month"	"last_month_."	"month_._∅"	"IN"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fetch"	"me"	"the"	"copy"	"of"	"everything"	"b"	"c"	"company"	"have"	"requisition"	"in"	"the"	"last"	"six"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"last"	"month"	"the"	","	"the_last"	"last_month"	"month_,"	"-_the_last"	"the_last_month"	"last_month_,"	"month_,_sir"	"ε"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"six"	"month"	"sir"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"at"	"o'clock"	"him"	"the"	"him_at"	"at_o'clock"	"o'clock_the"	"rouse_him_at"	"him_at_o'clock"	"at_o'clock_the"	"o'clock_the_following"	"VB"	"PRP"	"IN"	"JJ"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"knocking"	"at"	"person"	"rouse"	"him"	"at"	"six"	"o'clock"	"the"	"following"	"morning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	","	"egg"	"case"	"ready"	"case_,"	",_egg"	"egg_ready"	"straw_case_,"	"case_,_egg"	",_egg_ready"	"egg_ready_for"	"NN"	"NN"	"ε"	"JJ"	"NN"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"enter"	"his"	"room"	"the"	"doctor"	"was"	"prepare"	"a"	"nest"	"in"	"the"	"straw"	"case"	"six"	"egg"	"ready"	"for"	"the"	"hen"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	","	"sandal"	"in_the_meantime"	","	"in_the_meantime_,"	",_sandal"	"sandal_,"	"∅_in_the_meantime_,"	"in_the_meantime_,_sandal"	",_sandal_,"	"sandal_,_stained"	"ε"	"RB"	"ε"	"JJ"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"six"	"sandal"	"stained"	"an"	"ocher"	"the"	"same"	"color"	"as"	"person"	"shaved"	"hair"	"edge_up"	"close"	"to"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"∅"	"month"	"∅"	"later"	"∅_∅"	"∅_month"	"month_later"	"∅_∅_∅"	"∅_∅_month"	"∅_month_later"	"month_later_,"	"ε"	"ε"	"ε"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"month"	"later"	"person"	"stand"	"in"	"the"	"observation_dome"	"of"	"the"	"gabriel"	"and"	"watch"	"the"	"ball"	"of"	"location"	"dwindle"	"above"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"together"	"week"	"live"	"."	"live_together"	"together_week"	"week_."	"been_live_together"	"live_together_week"	"together_week_."	"week_._∅"	"VBN"	"VB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"first"	"thought"	"be"	"how"	"had"	"it"	"happen"	"so"	"soon"	"but"	"i"	"back"	"on"	"my"	"finger"	"and"	"sure_enough"	"we"	"been"	"live"	"together"	"six"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"around"	"in"	"fall_asleep"	"the"	"fall_asleep_around"	"around_in"	"in_the"	"finally_fall_asleep_around"	"fall_asleep_around_in"	"around_in_the"	"in_the_morning"	"RB"	"VB"	"IN"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"fall_asleep"	"around"	"six"	"in"	"the"	"morning"	"with"	"the"	"aid"	"of"	"a"	"sleeping_capsule"	"a"	"crutch"	"he"	"rarely"	"use"	"and"	"did"	"n't"	"awaken"	"until"	"early"	"afternoon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"him"	"novel"	"give"	"point"	"give_him"	"him_novel"	"novel_point"	",_give_him"	"give_him_novel"	"him_novel_point"	"novel_point_of"	"ε"	"VB"	"PRP"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"person"	"professor"	"of"	"assyrian"	"at"	"the"	"group"	"dream"	"that"	"a"	"babylonian"	"priest"	"associated"	"with"	"the"	"king"	"person"	"bc"	"escort"	"him"	"to"	"the"	"treasure"	"chamber"	"the"	"temple"	"of"	"location"	"give"	"him"	"six"	"point"	"of"	"information"	"about"	"a"	"certain"	"broken"	"relic"	"and"	"correct"	"an"	"error"	"in"	"its"	"identification"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"all"	"point"	"that"	"of"	"that_all"	"all_point"	"point_of"	"conclude_that_all"	"that_all_point"	"all_point_of"	"point_of_information"	"VB"	"IN"	"JJ"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"may"	"that"	"all"	"six"	"point"	"of"	"information"	"ostensibly"	"give"	"by"	"the"	"dream"	"priest"	"could"	"have"	"been"	"furnish"	"by"	"person"	"subconscious"	"reasoning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"the"	"giant"	"about"	"themselves"	"about_the"	"the_giant"	"giant_themselves"	"generalization_about_the"	"about_the_giant"	"the_giant_themselves"	"giant_themselves_."	"NN"	"IN"	"DT"	"JJ"	"NN"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"possible"	"a_few"	"generalization"	"about"	"the"	"six"	"giant"	"themselves"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"have"	"or"	"even"	"more"	"even_have"	"have_or"	"or_more"	"some_even_have"	"even_have_or"	"have_or_more"	"or_more_."	"DT"	"RB"	"VB"	"JJ"	"CC"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"true"	"that"	"most"	"architectural"	"school"	"five"	"year"	"course"	"some"	"even"	"have"	"six"	"or"	"more"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"be"	","	"he"	"stop"	"he_be"	"be_,"	",_stop"	"since_he_be"	"he_be_,"	"be_,_stop"	",_stop_use"	"IN"	"PRP"	"VB"	"JJ"	"ε"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"some"	"time"	"ago"	"person"	"age"	"a"	"since"	"he"	"be"	"six"	"stop"	"use"	"insulin"	"because"	"he"	"had"	"buy"	"a"	"magic"	"spike"	"a"	"glass"	"tube"	"about"	"the"	"size"	"of"	"a"	"pencil"	"fill"	"with"	"barium"	"chloride"	"worth"	"a"	"small"	"fraction"	"of"	"a"	"cent"	"sell"	"by"	"the"	"group"	"of"	"location"	"for"	"as"	"a"	"cure-all"	
"5:00:00:cardinal:00"	"the"	"figure"	","	"of"	",_the"	"the_figure"	"figure_of"	"first_of_all_,_the"	",_the_figure"	"the_figure_of"	"figure_of_the"	"RB"	"ε"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first_of_all"	"six"	"figure"	"of"	"the"	"buddha"	"you"	"heist"	"four"	"siamese"	"head"	"a"	"black"	"obsidian"	"statuette"	"in"	"the"	"earth"	"touch"	"position"	"a"	"large"	"brass"	"figure"	"of"	"the"	"dying_buddha"	"on"	"a"	"teakwood"	"base"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"the"	"or"	"with"	"ten"	"with_the"	"the_or"	"or_ten"	"tie_with_the"	"with_the_or"	"the_or_ten"	"or_ten_people"	"NN"	"IN"	"DT"	"JJ"	"CC"	"JJ"	"NN"	"the"	"preceding"	"year"	"had"	"have"	"the"	"power"	"to"	"bring"	"me"	"close"	"to"	"a"	"knowledge"	"of"	"profound"	"sorrow"	"than"	"the"	"breakup"	"of"	"camp"	"the"	"packing"	"away"	"of"	"my"	"camp"	"uniform"	"the"	"severing"	"tie"	"with"	"six"	"or"	"ten"	"people"	"i"	"had"	"grow"	"most"	"to"	"love"	"in"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"to"	"set"	"four"	"of"	"four_to"	"to_set"	"set_of"	"and_four_to"	"four_to_set"	"to_set_of"	"set_of_the"	"CC"	"JJ"	"TO"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"with"	"four"	"complete"	"push-pull_super-sets"	"no."	"four"	"of"	"no."	"of"	"no."	"and"	"four"	"to"	"six"	"set"	"of"	"the"	"incline_bench_press"	"you"	"can"	"see"	"that"	"person"	"has"	"have"	"a"	"terrific"	"mass"	"build"	"muscle"	"shape"	"torso"	"defining"	"workout"	"that"	"cannot"	"be"	"improve"	"upon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
