"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"1:15:00::"	"a"	"."	"in"	"∅"	"in_a"	"a_."	"._∅"	"family_in_a"	"in_a_."	"a_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"my"	"view"	"there"	"should"	"be"	"a"	"school"	"which"	"offer"	"significant"	"for"	"boy"	"within"	"easy"	"reach"	"of"	"every"	"family"	"in"	"a"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"the"	","	"in"	"the"	"in_the"	"the_,"	",_the"	"away_in_the"	"in_the_,"	"the_,_the"	",_the_modern"	"JJ"	"IN"	"DT"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave"	"alone"	"while"	"her"	"be"	"mile"	"away"	"in"	"the"	"city"	"the"	"modern"	"wife"	"assume"	"more"	"and"	"more"	"duty"	"normally"	"reserve"	"for"	"the"	"male"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"the"	"'s"	","	"commissioner"	",_the"	"the_'s"	"'s_commissioner"	"1958_,_the"	",_the_'s"	"the_'s_commissioner"	"'s_commissioner_of"	"CD"	"ε"	"DT"	"NN"	"POS"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"new_york_city"	"the"	"city"	"commissioner"	"of"	"hospital"	"refuse"	"to"	"permit"	"a"	"physician"	"to"	"provide"	"a"	"protestant"	"mother"	"with"	"a"	"contraceptive_device"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"the"	","	"all_over"	"at"	"all_over_the"	"the_,"	",_at"	"-_all_over_the"	"all_over_the_,"	"the_,_at"	",_at_this"	"ε"	"RB"	"DT"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"open"	"the"	"inner"	"door"	"the"	"odor"	"be"	"strong"	"all_over"	"the"	"city"	"at"	"this"	"hour"	"housewife"	"would"	"be"	"fuss"	"over"	"stove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"to"	"."	"assistance"	"∅"	"assistance_to"	"to_."	"._∅"	"planning_assistance_to"	"assistance_to_."	"to_._∅"	"._∅_∅"	"NN"	"NN"	"TO"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"pass"	"finally"	"and"	"send"	"to"	"the"	"senate"	"a"	"bill"	"the"	"group"	"authority"	"to"	"give"	"planning"	"assistance"	"to"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"big"	"thursday"	"'"	"."	"'_big"	"big_thursday"	"thursday_."	"texas_'_big"	"'_big_thursday"	"big_thursday_."	"thursday_._∅"	"NN"	"ε"	"JJ"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"lose"	"to"	"the"	"alleged"	"need"	"of"	"texas"	"big"	"city"	"thursday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"big"	"like"	"by"	"dallas"	"by_big"	"big_like"	"like_dallas"	"effort_by_big"	"by_big_like"	"big_like_dallas"	"like_dallas_and"	"NN"	"IN"	"JJ"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"insist"	"that"	"a"	"water_development"	"bill"	"by"	"the"	"texas"	"house_of_representatives"	"be"	"an"	"effort"	"by"	"big"	"city"	"like"	"dallas"	"and"	"fort_worth"	"to"	"cover_up"	"place"	"like"	"location"	"a"	"location"	"hamlet"	"of"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"large"	"get"	"and"	"money"	"and_large"	"large_get"	"get_money"	"dallas_and_large"	"and_large_get"	"large_get_money"	"get_money_which"	"NN"	"CC"	"JJ"	"NN"	"VB"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"construe"	"this"	"as"	"a"	"veiled"	"by"	"person"	"to"	"help"	"dallas"	"and"	"large"	"city"	"get"	"money"	"which"	"person"	"feel"	"could"	"better"	"be"	"spend"	"provide"	"water"	"for"	"rural"	"texas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"the"	"."	"from"	"∅"	"from_the"	"the_."	"._∅"	"quarter_from_the"	"from_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sameness"	"for"	"the"	"old_man"	"was"	"frame_in"	"by"	"a"	"of"	"ginkgo"	"tree"	"which"	"divide"	"these"	"quarter"	"from"	"the"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"the"	"over"	"look"	";"	"look_the"	"the_over"	"over_;"	"and_look_the"	"look_the_over"	"the_over_;"	"over_;_the"	"CC"	"VB"	"DT"	"NN"	"IN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"come"	"by"	"train"	"location"	"and"	"look"	"the"	"city"	"over"	"the"	"rather"	"pleasant"	"white"	"city"	"be"	"on"	"the"	"hill"	"where"	"the"	"chief"	"store"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"white"	"be"	"pleasant"	"on"	"pleasant_white"	"white_be"	"be_on"	"rather_pleasant_white"	"pleasant_white_be"	"white_be_on"	"be_on_the"	"RB"	"JJ"	"JJ"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"come"	"by"	"train"	"from"	"location"	"and"	"the"	"city"	"over"	"the"	"rather"	"pleasant"	"white"	"city"	"be"	"on"	"the"	"hill"	"where"	"the"	"chief"	"store"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"white"	","	"the"	"a"	"the_white"	"white_,"	",_a"	"from_the_white"	"the_white_,"	"white_,_a"	",_a_considerable"	"IN"	"DT"	"NN"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"look"	"about"	"a_bit"	"person"	"discover"	"beyond"	"location"	"across"	"river"	"and"	"far"	"removed"	"from"	"the"	"white"	"city"	"a"	"considerable"	"tract"	"of"	"land"	"and"	"it"	"occur"	"to"	"him"	"that"	"the"	"church"	"and"	"the"	"better"	"person"	"home"	"might"	"gradually"	"be"	"move"	"to"	"this"	"plot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"official"	"citation"	"an"	"and"	"an_official"	"official_citation"	"citation_and"	"of_an_official"	"an_official_citation"	"official_citation_and"	"citation_and_a"	"IN"	"DT"	"JJ"	"NN"	"NN"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"head"	"a"	"group"	"of"	"player"	"coach"	"and"	"official"	"who"	"receive"	"an"	"engrossed"	"copy"	"of"	"an"	"official"	"city"	"citation"	"and"	"a"	"pair"	"of"	"silver"	"cufflink"	"shape"	"like"	"a"	"football"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"this"	"."	"for"	"∅"	"for_this"	"this_."	"._∅"	"team_for_this"	"for_this_."	"this_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"goal"	"was"	"to"	"a"	"group"	"team"	"for"	"this"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"of_this"	"''"	"size"	"."	"size_of_this"	"of_this_''"	"''_."	"the_size_of_this"	"size_of_this_''"	"of_this_''_."	"''_._∅"	"DT"	"NN"	"RB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"only"	"a"	"relative"	"handful"	"of"	"such"	"report"	"was"	"receive"	"the"	"jury"	"say"	"consider"	"the"	"widespread"	"interest"	"in"	"the"	"election"	"the"	"number"	"of"	"and"	"the"	"size"	"of_this"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"of"	"personnel"	"result"	"policy"	"result_of"	"of_personnel"	"personnel_policy"	"a_result_of"	"result_of_personnel"	"of_personnel_policy"	"personnel_policy_''"	"DT"	"NN"	"IN"	"NN"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"the"	"jury"	"say"	"be"	"lacking"	"in"	"clerical"	"personnel"	"as"	"a"	"result"	"of"	"city"	"personnel"	"policy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"with"	"official"	"work"	"to"	"work_with"	"with_official"	"official_to"	"``_work_with"	"work_with_official"	"with_official_to"	"official_to_pass"	"ε"	"VB"	"IN"	"NN"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"legislator"	"with"	"city"	"official"	"to"	"pass"	"enabling_legislation"	"that"	"will"	"permit"	"the"	"establishment"	"of"	"a"	"fair"	"and"	"equitable"	"pension"	"plan"	"for"	"city"	"employee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
