"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"2:40:00::"	"to"	"a"	"forget"	"plastic"	"forget_to"	"to_a"	"a_plastic"	"n't_forget_to"	"forget_to_a"	"to_a_plastic"	"a_plastic_pastry"	"RB"	"VB"	"TO"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"forget"	"to"	"buy"	"a"	"plastic"	"pastry"	"brush"	"for"	"baste"	"with"	"sauces"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"do"	"meat"	"∅"	"the"	"∅_do"	"do_meat"	"meat_the"	"∅_∅_do"	"∅_do_meat"	"do_meat_the"	"meat_the_day"	"ε"	"ε"	"VBP"	"VB"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"buy"	"meat"	"the"	"day"	"or"	"the"	"day"	"before"	"you"	"intend"	"to"	"cook"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"do"	"all-purpose"	"∅"	"mugs"	"∅_do"	"do_all-purpose"	"all-purpose_mugs"	"∅_∅_do"	"∅_do_all-purpose"	"do_all-purpose_mugs"	"all-purpose_mugs_or"	"ε"	"ε"	"VBP"	"VB"	"JJ"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"buy"	"all-purpose"	"mugs"	"or"	"cups"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"it"	","	"back"	",_and"	"and_it"	"it_back"	"crash_,_and"	",_and_it"	"and_it_back"	"it_back_for"	"NN"	"ε"	"CC"	"VB"	"PRP"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"owner"	"of"	"the"	"painting"	"get"	"it"	"for"	"sell"	"it"	"in"	"a"	"market"	"crash"	"and"	"buy"	"it"	"back"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"you"	"it"	"state"	","	"state_you"	"you_it"	"it_,"	"dressed_state_you"	"state_you_it"	"you_it_,"	"it_,_be"	"JJ"	"NN"	"PRP"	"VB"	"PRP"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"framing"	"in"	"hotei"	"be"	"one-inch"	"which"	"in"	"the"	"dressed"	"state"	"you"	"buy"	"it"	"be"	"about"	"the"	"inch"	"thickness"	"specify"	"in"	"the"	"drawings"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"i"	"my"	"``"	"first"	"``_i"	"i_my"	"my_first"	"∅_``_i"	"``_i_my"	"i_my_first"	"my_first_dress"	"ε"	"ε"	"PRP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"buy"	"my"	"first"	"dress"	"from"	"him"	"when"	"i"	"be"	"still"	"a"	"struggling"	"young_actress"	"she"	"reminisce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	","	"enough"	"wrangler"	"groceries"	"wrangler_,"	",_enough"	"enough_groceries"	"food_wrangler_,"	"wrangler_,_enough"	",_enough_groceries"	"enough_groceries_to"	"NN"	"NN"	"ε"	"VB"	"RB"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ramsey"	"as"	"smu"	"wrangler"	"buy"	"enough"	"groceries"	"to"	"serve"	"meals"	"a"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"a"	"is_about"	"drink"	"is_about_to"	"to_a"	"a_drink"	"actor_is_about_to"	"is_about_to_a"	"to_a_drink"	"a_drink_''"	"NN"	"VB"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all_right"	"you"	"bastards"	"i"	"say"	"the"	"great"	"is_about"	"to"	"buy"	"a"	"drink"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"prime_minister"	"fried"	"the"	"chicken"	"the_prime_minister"	"prime_minister_fried"	"fried_chicken"	",_the_prime_minister"	"the_prime_minister_fried"	"prime_minister_fried_chicken"	"fried_chicken_and"	"ε"	"DT"	"NN"	"VB"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"the"	"city"	"silkworm"	"the"	"prime_minister"	"buy"	"fried"	"chicken"	"and"	"fried"	"cicada"	"and"	"two"	"notebook"	"for"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"by"	"good"	"down"	"secondhand"	"down_by"	"by_good"	"good_secondhand"	"investment_down_by"	"down_by_good"	"by_good_secondhand"	"good_secondhand_machinery"	"NN"	"RB"	"IN"	"VB"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"can"	"keep_down"	"machinery"	"investment"	"down"	"by"	"buy"	"good"	"secondhand"	"machinery"	"by"	"share"	"the"	"cost"	"and"	"upkeep"	"of"	"machinery"	"with"	"a"	"neighbor"	"and"	"by"	"hire"	"someone"	"with"	"machinery"	"to"	"do"	"certain"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"want_to"	"or"	"you"	"rent"	"you_want_to"	"want_to_or"	"or_rent"	"whether_you_want_to"	"you_want_to_or"	"want_to_or_rent"	"or_rent_."	"IN"	"PRP"	"VB"	"VB"	"CC"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"you"	"look_for"	"a"	"farm"	"you"	"need_to"	"know"	"the"	"kind"	"and"	"scale"	"of"	"farming"	"want_to"	"undertake"	"and"	"whether"	"you"	"want_to"	"buy"	"or"	"rent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"you"	"."	"before"	"∅"	"before_you"	"you_."	"._∅"	"two_before_you"	"before_you_."	"you_._∅"	"._∅_∅"	"JJ"	"IN"	"PRP"	"VB"	"ε"	"ε"	"ε"	"be"	"not"	"well"	"acquainted_with"	"the"	"area"	"in"	"which"	"you"	"wish_to"	"locate"	"or"	"if"	"you"	"be"	"not"	"sure"	"that"	"you"	"and"	"your"	"family"	"will"	"like"	"and"	"make"	"a"	"success"	"of"	"farming"	"usually"	"you"	"would"	"do"	"better"	"to"	"rent"	"a"	"place"	"for"	"a"	"year"	"or"	"two"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"to"	"employee"	"just"	"good_will"	"just_to"	"to_employee"	"employee_good_will"	"fringe_benefit_just_to"	"just_to_employee"	"to_employee_good_will"	"employee_good_will_."	"NN"	"RB"	"TO"	"VB"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"above_all"	"do"	"n't"	"set_up"	"fringe_benefit"	"just"	"to"	"buy"	"employee"	"good_will"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"'re"	"the"	"they"	"comforts"	"they_'re"	"'re_the"	"the_comforts"	"idea_they_'re"	"they_'re_the"	"'re_the_comforts"	"the_comforts_of"	"NN"	"PRP"	"VBP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"would"	"be"	"a"	"mistake"	"to"	"sell"	"those"	"of"	"beginning"	"camper"	"on"	"the"	"idea"	"they"	"buy"	"the"	"comforts"	"of"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"he"	"her"	"unless"	"the"	"unless_he"	"he_her"	"her_the"	"husband_unless_he"	"unless_he_her"	"he_her_the"	"her_the_luxury"	"NN"	"IN"	"PRP"	"VB"	"PRP$"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"one"	"extreme"	"case"	"cite"	"by"	"a"	"pittsburgh"	"psychologist"	"an"	"office"	"worker"	"refuse"	"to"	"have"	"sexual_relation"	"with"	"her"	"husband"	"unless"	"he"	"buy"	"her"	"the"	"luxury"	"she"	"demand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"could"	"the"	"he"	"equipment"	"he_could"	"could_the"	"the_equipment"	"at_least_he_could"	"he_could_the"	"could_the_equipment"	"the_equipment_for"	"RB"	"PRP"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at_least"	"could"	"buy"	"the"	"equipment"	"for"	"his"	"workshop"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
