"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"	"A141"	"A142"	"A143"	"A144"	"A145"	"A146"	"A147"	"A148"	"A149"	"A150"	"A151"	"A152"	"A153"	"A154"	"A155"
"2:31:00::"	"be"	"a"	"to"	"commodity"	"to_be"	"be_a"	"a_commodity"	"not_to_be"	"to_be_a"	"be_a_commodity"	"a_commodity_."	"RB"	"TO"	"VB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"clayton_act"	"attempt"	"to"	"take_out"	"labor"	"out"	"from"	"under"	"the"	"legislation"	"by"	"state"	"that"	"human"	"labor"	"was"	"not"	"to"	"be"	"consider"	"a"	"commodity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"was"	"``"	"mr._hammarskjold"	"too"	"mr._hammarskjold_was"	"was_``"	"``_too"	",_mr._hammarskjold_was"	"mr._hammarskjold_was_``"	"was_``_too"	"``_too_controversial"	"ε"	"NNP"	"VBD"	"VB"	"ε"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"according"	"to"	"one"	"report"	"mr._hammarskjold"	"was"	"consider"	"too"	"controversial"	"a"	"figure"	"to"	"warrant"	"bestowal"	"of"	"the"	"coveted"	"honor"	"last"	"spring"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"or"	"an"	"dislike"	"annoyance"	"dislike_or"	"or_an"	"an_annoyance"	"it_dislike_or"	"dislike_or_an"	"or_an_annoyance"	"an_annoyance_?"	"PRP"	"VB"	"CC"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fairmount_park_commission"	"does"	"each"	"tentacle"	"of"	"the"	"octopus"	"of"	"reach_out"	"and"	"lash"	"at"	"whatever"	"it"	"dislike"	"or"	"consider"	"an"	"annoyance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"what"	"pause"	"she"	"pause_to"	"to_what"	"what_she"	"not_pause_to"	"pause_to_what"	"to_what_she"	"what_she_would"	"RB"	"VB"	"TO"	"VB"	"WP"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"did"	"pause"	"to"	"consider"	"what"	"she"	"would"	"do"	"if"	"her"	"plan"	"should"	"fail"	"she"	"direct"	"all_of"	"her"	"mental"	"and"	"physical"	"energy"	"toward"	"achieve"	"this"	"one"	"goal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"also"	"sensible"	"how"	"sensible_to"	"to_also"	"also_how"	"only_sensible_to"	"sensible_to_also"	"to_also_how"	"also_how_appealing"	"RB"	"JJ"	"TO"	"VB"	"RB"	"WRB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"in"	"choose"	"a"	"wife"	"be"	"only"	"sensible"	"to"	"consider"	"also"	"how"	"appealing"	"a"	"pool"	"is_likely"	"to"	"be"	"in"	"bad_weather"	"as_well"	"as"	"in"	"good"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"generally"	"the_most"	"most"	"poetic"	"most_generally"	"generally_the_most"	"the_most_poetic"	"been_most_generally"	"most_generally_the_most"	"generally_the_most_poetic"	"the_most_poetic_and"	"VBN"	"RBS"	"RB"	"VB"	"RB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"it"	"was"	"issue"	"in"	"the"	"spring"	"the"	"king_james_version"	"has"	"been"	"most"	"generally"	"consider"	"the_most"	"poetic"	"and"	"beautiful"	"of"	"all"	"translations"	"of"	"the"	"bible"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"the"	"receive"	"additional"	"receive_,"	",_the"	"the_additional"	"is_receive_,"	"receive_,_the"	",_the_additional"	"the_additional_half-million"	"VBZ"	"VB"	"ε"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"actually"	"it"	"amount"	"to"	"above"	"what"	"institution"	"already"	"is"	"receive"	"consider"	"the"	"additional"	"half-million"	"dollars"	"gov._vandiver"	"allocate"	"last"	"year"	"from"	"the"	"state"	"surplus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"∅"	"what"	"∅"	"is"	"∅_∅"	"∅_what"	"what_is"	"∅_∅_∅"	"∅_∅_what"	"∅_what_is"	"what_is_being"	"ε"	"ε"	"ε"	"VB"	"WP"	"VBZ"	"VBG"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"is"	"being"	"do"	"compare"	"to"	"what"	"need"	"to"	"be"	"do"	"it"	"behoove"	"the"	"hospital"	"management"	"to"	"do"	"some"	"mighty"	"careful"	"planning"	"toward"	"making"	"the"	"best"	"use"	"of"	"the"	"increase"	"granted"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"i"	"that"	"and"	"i"	"and_i"	"i_that"	"that_i"	"country_and_i"	"and_i_that"	"i_that_i"	"that_i_have"	"NN"	"CC"	"PRP"	"VB"	"IN"	"PRP"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sam_rayburn"	"be"	"one"	"of"	"the"	"greatest"	"american"	"public"	"in"	"the"	"history"	"of"	"our"	"country"	"and"	"i"	"consider"	"that"	"i"	"have"	"been"	"signally"	"honor"	"in"	"the"	"privilege"	"of"	"know"	"sam_rayburn"	"and"	"share"	"with"	"him"	"the"	"rights"	"and"	"obligations"	"of"	"a"	"member"	"of"	"the"	"house_of_representatives"	"in"	"the"	"congress"	"of"	"the"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"would"	"more"	"antiquarians"	"important"	"antiquarians_would"	"would_more"	"more_important"	"many_antiquarians_would"	"antiquarians_would_more"	"would_more_important"	"more_important_than"	"JJ"	"NNS"	"MD"	"VB"	"RBR"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"room"	"will"	"also"	"another"	"rarity"	"many"	"antiquarians"	"would"	"consider"	"more"	"important"	"than"	"the"	"duncan_phyfe"	"furniture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"be"	","	"to"	"providence"	"to_be"	"be_,"	",_providence"	"cities_to_be"	"to_be_,"	"be_,_providence"	",_providence_and"	"NNS"	"TO"	"VB"	"VB"	"ε"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"to"	"be"	"consider"	"providence"	"and"	"cranston"	"be"	"an"	"enigma"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"allies"	"the"	"their"	"voting"	"their_allies"	"allies_the"	"the_voting"	"and_their_allies"	"their_allies_the"	"allies_the_voting"	"the_voting_trends"	"CC"	"PRP$"	"NNS"	"VB"	"DT"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"be"	"in"	"doubt"	"as"	"free"	"germans"	"and"	"their"	"allies"	"consider"	"the"	"voting"	"trends"	"be"	"the"	"nature"	"of"	"the"	"coalition"	"that"	"will"	"result"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"in"	"population"	"the"	"population_be"	"be_in"	"in_the"	"'s_population_be"	"population_be_in"	"be_in_the"	"in_the_distribution"	"POS"	"NN"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"committee"	"of"	"experts"	"has"	"that"	"a"	"country"	"population"	"be"	"consider"	"in"	"the"	"distribution"	"of"	"professional"	"at"	"the"	"united_nations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"will"	"applications"	"emory_university"	"of"	"emory_university_will"	"will_applications"	"applications_of"	",_emory_university_will"	"emory_university_will_applications"	"will_applications_of"	"applications_of_persons"	"ε"	"NNP"	"MD"	"VB"	"NNS"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"and"	"if"	"it"	"can"	"do"	"so"	"without"	"jeopardize"	"constitutional"	"and"	"statutory"	"tax-exemption"	"essential"	"to"	"the"	"maintenance"	"of"	"its"	"educational"	"program"	"and"	"facilities"	"emory_university"	"will"	"consider"	"applications"	"of"	"persons"	"desire"	"to"	"study"	"or"	"work"	"at"	"the"	"university"	"without"	"regard_to"	"race"	"color"	"or"	"creed"	"continue"	"university"	"policy"	"that"	"all"	"applications"	"shall"	"be"	"consider"	"on"	"the"	"basis"	"of"	"intellectual"	"and"	"moral"	"standards"	"and"	"criteria"	"design"	"to"	"assure"	"the"	"orderly"	"and"	"effective"	"conduct"	"of"	"the"	"university"	"and"	"the"	"fulfillment"	"of"	"its"	"mission"	"as"	"an"	"institution"	"of"	"christian"	"higher"	"education"	
"2:32:00::"	"be"	"on"	"shall"	"the"	"shall_be"	"be_on"	"on_the"	"applications_shall_be"	"shall_be_on"	"be_on_the"	"on_the_basis"	"NNS"	"MD"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"and"	"if"	"it"	"can"	"do"	"so"	"without"	"jeopardize"	"constitutional"	"and"	"statutory"	"tax-exemption"	"privileges"	"essential"	"to"	"the"	"maintenance"	"of"	"its"	"educational"	"program"	"and"	"facilities"	"emory_university"	"will"	"consider"	"applications"	"of"	"persons"	"desire"	"to"	"study"	"or"	"work"	"at"	"the"	"university"	"without"	"race"	"color"	"or"	"creed"	"continue"	"university"	"policy"	"that"	"all"	"applications"	"shall"	"be"	"consider"	"on"	"the"	"basis"	"of"	"intellectual"	"and"	"moral"	"standards"	"and"	"criteria"	"design"	"to"	"assure"	"the"	"orderly"	"and"	"effective"	"conduct"	"of"	"the"	"university"	"and"	"the"	"fulfillment"	"of"	"its"	"mission"	"as"	"an"	"institution"	"of"	"christian"	"higher"	"education"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"the"	"though"	"following"	"though_he"	"he_the"	"the_following"	",_though_he"	"though_he_the"	"he_the_following"	"the_following_statements"	"ε"	"IN"	"PRP"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"change"	"to"	"better"	"nutrition"	"he"	"feel"	"he"	"report"	"on"	"improvements"	"in"	"health"	"though"	"he"	"consider"	"the"	"following"	"statements"	"observations"	"and"	"not"	"scientific"	"proof"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"would"	"as"	"experimenters"	"impressive"	"experimenters_would"	"would_as"	"as_impressive"	",_experimenters_would"	"experimenters_would_as"	"would_as_impressive"	"as_impressive_such"	"ε"	"NNS"	"MD"	"VB"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"conversely"	"would"	"consider"	"as"	"impressive"	"such"	"statements"	"as"	"the"	"following"	"which"	"if"	"they"	"turn_out"	"to"	"be"	"hits"	"be"	"so"	"unusual"	"as"	"to"	"be"	"really"	"significant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"might"	"such"	"i"	"an"	"i_might"	"might_such"	"such_an"	",_i_might"	"i_might_such"	"might_such_an"	"such_an_offer"	"ε"	"PRP"	"MD"	"VB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"i"	"think"	"you"	"be"	"serious"	"about"	"go_back"	"to"	"school"	"that"	"you"	"learn"	"something"	"your"	"experiences"	"here"	"and"	"at"	"hanover"	"well"	"i"	"might"	"consider"	"such"	"an"	"offer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"carvey"	"that"	"∅"	"former"	"∅_carvey"	"carvey_that"	"that_former"	"∅_∅_carvey"	"∅_carvey_that"	"carvey_that_former"	"that_former_vice_president"	"ε"	"ε"	"NNP"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consider"	"that"	"former"	"vice_president"	"nixon"	"would"	"be"	"brown"	"most"	"formidable"	"foe"	"with"	"ex-gov._knight"	"a"	"close"	"second"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
