"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"1:10:00::"	"extraordinary"	"unfold"	"the"	"at"	"the_extraordinary"	"extraordinary_unfold"	"unfold_at"	"of_the_extraordinary"	"the_extraordinary_unfold"	"extraordinary_unfold_at"	"unfold_at_the"	"IN"	"DT"	"JJ"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"high"	"note"	"have"	"the"	"crowd"	"in"	"ecstasy"	"so"	"that"	"it"	"stop"	"the"	"show"	"midway"	"in"	"the"	"mad_scene"	"but"	"real"	"reason"	"be"	"a"	"realization"	"of"	"the"	"extraordinary"	"performance"	"unfold"	"at"	"the"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"also"	"∅"	"mark"	"∅_the"	"the_also"	"also_mark"	"∅_∅_the"	"∅_the_also"	"the_also_mark"	"also_mark_the"	"ε"	"ε"	"DT"	"NN"	"RB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"performance"	"also"	"mark"	"the"	"debut"	"of"	"a"	"most"	"promising"	"young"	"conductor"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"of"	"be"	"person"	"be_the"	"the_of"	"of_person"	",_be_the"	"be_the_of"	"the_of_person"	"of_person_,"	"ε"	"VB"	"DT"	"NN"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"splendid"	"too"	"the"	"performance"	"of"	"person"	"one"	"of"	"russia"	"leading"	"comedian"	"as"	"person"	"the"	"fat"	"grotesque"	"squire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"this"	"."	"like"	"∅"	"like_this"	"this_."	"._∅"	"will_like_this"	"like_this_."	"this_._∅"	"._∅_∅"	"MD"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on_the_whole"	"audience"	"like"	"this"	"performance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"only"	"which"	"the"	"be"	"the_only"	"only_which"	"which_be"	"∅_the_only"	"the_only_which"	"only_which_be"	"which_be_too"	"ε"	"DT"	"JJ"	"NN"	"WDT"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"only"	"performance"	"which"	"be"	"too"	"soft"	"for"	"me"	"be"	"that"	"of"	"person"	"but"	"since"	"someone"	"had"	"to"	"become"	"the"	"victim"	"of"	"despoiler"	"just"	"to"	"emphasize"	"that"	"such"	"thing"	"do"	"happen"	"at"	"these"	"fracas"	"i"	"suppose"	"this"	"be"	"the"	"attitude"	"the"	"part"	"call_for"	
"1:04:00::"	"his"	"against"	"for"	"group"	"for_his"	"his_against"	"against_group"	"cite_for_his"	"for_his_against"	"his_against_group"	"against_group_in"	"VB"	"IN"	"PRP$"	"NN"	"IN"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"ball-hawking"	"defensive"	"expert"	"cite"	"for"	"his"	"performance"	"against"	"group"	"in"	"group"	"nationally"	"televise"	"victory"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"beardown"	"in"	"his"	"a"	"his_beardown"	"beardown_in"	"in_a"	"remember_his_beardown"	"his_beardown_in"	"beardown_in_a"	"in_a_meaningless"	"VB"	"PRP$"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"his"	"beardown"	"performance"	"in"	"a"	"meaningless"	"exhibition_game"	"at"	"location"	"oct"	"before"	"a"	"new"	"record"	"crowd"	"for"	"the"	"period"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"frequent"	"of"	"and"	"the"	"and_frequent"	"frequent_of"	"of_the"	"many_and_frequent"	"and_frequent_of"	"frequent_of_the"	"of_the_trout"	"JJ"	"CC"	"JJ"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"and"	"frequent"	"performance"	"of"	"the"	"trout"	"serve"	"to"	"emphasize"	"the"	"dual"	"nature"	"of"	"its"	"writing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"person"	"with"	"effective"	"minimal"	"effective_person"	"person_with"	"with_minimal"	"and_effective_person"	"effective_person_with"	"person_with_minimal"	"with_minimal_alteration"	"CC"	"JJ"	"NNP"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"easy"	"way"	"to"	"describe"	"this"	"release"	"is"	"say"	"that"	"it"	"reproduce"	"an"	"interesting"	"and"	"effective"	"person"	"performance"	"with"	"minimal"	"alteration"	"of"	"its"	"musical"	"value"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"lack"	"if"	"authority"	"if_the"	"the_lack"	"lack_authority"	",_if_the"	"if_the_lack"	"the_lack_authority"	"lack_authority_and"	"ε"	"IN"	"DT"	"NN"	"VB"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all_of"	"this"	"would"	"be"	"of_course"	"if"	"the"	"performance"	"lack"	"authority"	"and"	"musical"	"distinction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"'s"	"was"	"person"	"schedule"	"person_'s"	"'s_was"	"was_schedule"	"∅_person_'s"	"person_'s_was"	"'s_was_schedule"	"was_schedule_for"	"ε"	"NNP"	"POS"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"performance"	"was"	"schedule"	"for"	"eleven"	"o'clock"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"defensive"	"of"	"the"	"end"	"the_defensive"	"defensive_of"	"of_end"	"at_the_defensive"	"the_defensive_of"	"defensive_of_end"	"of_end_person"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"express"	"particular"	"at"	"the"	"defensive"	"performance"	"of"	"end"	"person"	"and"	"halfback"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"of"	"require"	"standard"	"to"	"standard_of"	"of_require"	"require_to"	"modern_standard_of"	"standard_of_require"	"of_require_to"	"require_to_make"	"JJ"	"NN"	"IN"	"NN"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"country"	"in"	"this"	"second"	"category"	"share"	"the"	"difficulty"	"of"	"have"	"many"	"the"	"structure"	"of"	"a"	"modern"	"political"	"and"	"social_system"	"without"	"the"	"modern"	"standard"	"of"	"performance"	"require"	"to"	"make"	"them"	"effective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
