"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"2:41:13::"	"would"	"to"	"probably"	"appeal"	"probably_would"	"would_to"	"to_appeal"	"they_probably_would"	"probably_would_to"	"would_to_appeal"	"to_appeal_a"	"PRP"	"RB"	"MD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"members"	"of"	"the"	"democratic-endorsed"	"majority"	"the"	"school_board"	"say"	"they"	"probably"	"would"	"vote"	"to"	"appeal"	"a"	"ruling"	"by"	"the"	"state"	"board_of_education"	"which"	"say"	"yesterday"	"that"	"the"	"school"	"committee"	"act"	"improperly"	"in"	"its"	"appointment"	"of"	"the"	"coordinator"	"francis_p._nolan"	"rd"	"the"	"democratic-endorsed"	"committee"	"chairman"	"could"	"not"	"be"	"reach"	"for"	"comment"	
"2:41:13::"	"by"	"or"	"same"	"otherwise"	"same_by"	"by_or"	"or_otherwise"	"the_same_by"	"same_by_or"	"by_or_otherwise"	"or_otherwise_bring_about"	"DT"	"JJ"	"IN"	"VB"	"CC"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"section"	"shall"	"not"	"apply"	"to"	"corporation"	"purchase"	"such"	"solely"	"for"	"investment"	"and"	"not"	"use"	"the"	"same"	"by"	"vote"	"or"	"otherwise"	"bring_about"	"or"	"in"	"attempt"	"to"	"bring_about"	"the"	"substantial"	"lessening"	"of"	"competition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	","	"of"	"were"	"of_the"	"the_,"	",_were"	"one-half_of_the"	"of_the_,"	"the_,_were"	",_were_duplicate"	"NN"	"IN"	"DT"	"NN"	"ε"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"eight"	"of"	"these"	"eighteen"	"which"	"receive"	"at_least"	"one-half"	"of"	"the"	"vote"	"were"	"duplicate"	"to"	"form"	"an"	"analysis"	"checklist"	"for"	"the"	"particular"	"manager"	"and"	"when"	"this"	"particular"	"manager"	"roleplay"	"in"	"situation"	"the"	"member"	"check"	"any"	"item"	"that"	"appear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"adverse"	"of"	"an"	"81"	"an_adverse"	"adverse_of"	"of_81"	"∅_an_adverse"	"an_adverse_of"	"adverse_of_81"	"of_81_to"	"ε"	"DT"	"JJ"	"NN"	"IN"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"adverse"	"vote"	"of"	"to"	"keep"	"in"	"the"	"group"	"a"	"bill"	"which"	"would"	"order"	"the"	"referendum"	"on"	"the"	"april"	"ballot"	"when"	"texas"	"vote"	"on"	"a"	"u.s."	"senator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:13::"	"texas"	"on"	"when"	"a"	"when_texas"	"texas_on"	"on_a"	",_when_texas"	"when_texas_on"	"texas_on_a"	"on_a_u.s."	"ε"	"WRB"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"adverse"	"vote"	"of"	"to"	"keep"	"in"	"the"	"group"	"a"	"bill"	"which"	"would"	"order"	"the"	"referendum"	"on"	"april"	"ballot"	"when"	"texas"	"vote"	"on"	"a"	"u.s."	"senator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:13::"	"member"	"with"	"dallas"	"person"	"dallas_member"	"member_with"	"with_person"	"all_dallas_member"	"dallas_member_with"	"member_with_person"	"with_person_,"	"DT"	"NN"	"NN"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"member"	"vote"	"with"	"person"	"except"	"person"	"who"	"be"	"absent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"unanimous"	"to"	"a"	"enter"	"a_unanimous"	"unanimous_to"	"to_enter"	"be_a_unanimous"	"a_unanimous_to"	"unanimous_to_enter"	"to_enter_a"	"VB"	"DT"	"JJ"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"despite"	"the"	"warning"	"be"	"a"	"unanimous"	"vote"	"to"	"enter"	"a"	"candidate"	"according_to"	"republican"	"who"	"attend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:11::"	"it"	"no"	","	"-"	",_it"	"it_no"	"no_-"	"race_,_it"	",_it_no"	"it_no_-"	"no_-_and"	"NN"	"ε"	"PRP"	"VB"	"RB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"crowd"	"was"	"ask"	"whether"	"it"	"want"	"to"	"one"	"more"	"term"	"to"	"make"	"the"	"race"	"it"	"vote"	"no"	"and"	"there"	"be"	"no"	"dissent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"''"	"on"	"quickie"	"the"	"quickie_''"	"''_on"	"on_the"	"``_quickie_''"	"quickie_''_on"	"''_on_the"	"on_the_increase"	"ε"	"NN"	"ε"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"sunday"	"night"	"there"	"be"	"research"	"do"	"on"	"whether"	"the"	"quickie"	"vote"	"on"	"the"	"increase"	"can"	"be"	"repeal"	"outright"	"or"	"whether"	"notice"	"would"	"have"	"to"	"first"	"be"	"give"	"that"	"reconsideration"	"of"	"the"	"action"	"would"	"be"	"seek"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:13::"	"group"	"through"	"the"	"87"	"the_group"	"group_through"	"through_87"	"which_the_group"	"the_group_through"	"group_through_87"	"through_87_-"	"WDT"	"DT"	"NNP"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"emphasize"	"that"	"technical"	"detail"	"were"	"fully"	"work_out"	"person"	"say"	"his"	"resolution"	"would"	"seek"	"set_aside"	"the"	"privilege"	"resolution"	"which"	"the"	"group"	"vote"	"through"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"a"	"of"	"by"	"29"	"by_a"	"a_of"	"of_29"	"senate_by_a"	"by_a_of"	"a_of_29"	"of_29_-"	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"similar"	"resolution"	"pass"	"the"	"senate"	"by"	"a"	"vote"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"to"	"on"	"legislator"	"pay"	"legislator_to"	"to_on"	"on_pay"	"allow_legislator_to"	"legislator_to_on"	"to_on_pay"	"on_pay_raise"	"VB"	"NN"	"TO"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"point_out"	"that"	"georgia"	"voter"	"last"	"november"	"a"	"constitutional"	"amendment"	"to"	"allow"	"legislator"	"to"	"vote"	"on"	"pay"	"raise"	"for"	"future"	"legislature"	"session"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"1119"	"in"	"receive"	"saturday"	"receive_1119"	"1119_in"	"in_saturday"	"person_receive_1119"	"receive_1119_in"	"1119_in_saturday"	"in_saturday_'s"	"NNP"	"VB"	"CD"	"NN"	"VB"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"vote"	"in"	"saturday"	"election"	"and"	"person"	"get"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:13::"	"to"	"."	"tend"	"∅"	"tend_to"	"to_."	"._∅"	"suburbanite_tend_to"	"tend_to_."	"to_._∅"	"._∅_∅"	"NN"	"VB"	"VB"	"VB"	"ε"	"ε"	"ε"	"book"	"american_skyline"	"person"	"and"	"person"	"argue"	"that"	"person"	"new_deal"	"be"	"what"	"make"	"the"	"modern"	"suburb"	"a"	"possibility"	"fine"	"ironical"	"argument"	"when"	"you"	"consider"	"suburbanite"	"tend"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:13::"	"town_meeting"	"to"	"1946"	"have"	"1946_town_meeting"	"town_meeting_to"	"to_have"	"the_1946_town_meeting"	"1946_town_meeting_to"	"town_meeting_to_have"	"to_have_the"	"DT"	"CD"	"NN"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"vote"	"to"	"have"	"the"	"selectman"	"appoint"	"a"	"committee"	"to"	"investigate"	"and"	"report"	"on"	"the"	"feasibility"	"of"	"some"	"system"	"of"	"sewage_disposal"	"and"	"a"	"disposal_plant"	"to"	"serve"	"location"	"location"	"and"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
