"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"4:02:00::"	"which"	"has"	"problem"	"never"	"problem_which"	"which_has"	"has_never"	"unsolved_problem_which"	"problem_which_has"	"which_has_never"	"has_never_been"	"JJ"	"NN"	"WDT"	"RB"	"VBZ"	"RB"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"unsolved"	"problem"	"which"	"probably"	"has"	"never"	"been"	"seriously"	"investigate"	"although"	"one"	"frequently"	"hear"	"the"	"comment"	"that"	"we"	"have"	"insufficient"	"specialist"	"of"	"the"	"kind"	"who"	"can"	"compete"	"with"	"the"	"german"	"or"	"swiss"	"for_example"	"in"	"precision"	"machinery"	"and"	"mathematics"	"or"	"the"	"finn"	"in"	"geochemistry"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"fair"	"it"	"to"	"it_be"	"be_fair"	"fair_to"	"∅_it_be"	"it_be_fair"	"be_fair_to"	"fair_to_say"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"probably"	"fair"	"to"	"say"	"that"	"the"	"idea"	"of"	"death"	"be"	"more"	"profound"	"in"	"person"	"than"	"the"	"idea"	"of"	"sin"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"no"	"∅"	"one"	"∅_∅"	"∅_no"	"no_one"	"∅_∅_∅"	"∅_∅_no"	"∅_no_one"	"no_one_needs"	"ε"	"ε"	"ε"	"RB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"one"	"needs"	"to"	"tell"	"you"	"that"	"the"	"way"	"to"	"stop"	"all"	"bloom"	"be"	"to"	"let"	"the"	"blossom"	"go"	"to"	"seed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"we"	"would"	","	"find"	",_we"	"we_would"	"would_find"	"deeply_,_we"	",_we_would"	"we_would_find"	"would_find_many"	"RB"	"ε"	"PRP"	"RB"	"MD"	"VB"	"JJ"	"indeed"	"the"	"era"	"from"	"to"	"as"	"a"	"period"	"mainly"	"of"	"consolidation"	"may"	"be"	"a"	"necessary"	"but"	"unfortunate"	"defect"	"bear"	"of"	"our"	"lack"	"of"	"detailed"	"information"	"if"	"we"	"could"	"more"	"deeply"	"we"	"probably"	"find"	"many"	"side"	"issue"	"and"	"wrong"	"turning"	"which"	"come"	"to"	"an"	"end"	"within"	"the"	"period"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"``"	"unconstitutional"	"be"	"''"	"be_``"	"``_unconstitutional"	"unconstitutional_''"	"bill_be_``"	"be_``_unconstitutional"	"``_unconstitutional_''"	"unconstitutional_''_since"	"NN"	"VB"	"ε"	"RB"	"JJ"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"argue"	"that"	"bill"	"be"	"probably"	"unconstitutional"	"since"	"he"	"say"	"it"	"would"	"impair"	"contract"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"should"	"have"	")"	"be"	")_should"	"should_have"	"have_be"	"at_hand_)_should"	")_should_have"	"should_have_be"	"have_be_the"	"JJ"	"ε"	"MD"	"RB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"well-chosen"	"and"	"cleverly"	"arrange"	"such"	"memorabilia"	"unfortunately"	"amount"	"to"	"more"	"of"	"an"	"interruption"	"than"	"an"	"auxiliary"	"the"	"evening"	"main"	"business"	"which"	"consider"	"the"	"at_hand"	"should"	"probably"	"have"	"be"	"the"	"gathering"	"of"	"fresh"	"sample"	"of"	"the"	"chicago"	"style"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"which"	"do"	"film"	"a"	"film_which"	"which_do"	"do_a"	"amusing_film_which"	"film_which_do"	"which_do_a"	"do_a_fairly"	"JJ"	"NN"	"WDT"	"RB"	"VB"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"instead"	"and"	"not"	"just"	"to"	"prove"	"my"	"objectivity"	"i"	"hasten"	"report"	"that"	"it"	"a"	"highly"	"amusing"	"film"	"which"	"probably"	"do"	"a"	"fairly"	"accurate"	"job"	"of"	"report"	"on"	"the"	"easter"	"vacation"	"shenanigan"	"of"	"collegian"	"down"	"in"	"location"	"and"	"that"	"it"	"seem"	"to"	"come_to_grips"	"quite"	"honestly"	"with"	"the"	"moral"	"problem"	"that"	"most"	"commonly"	"vex"	"youngster"	"in"	"this"	"age_group"	"that_is_to_say"	"sex"	
"4:02:00::"	"person"	"will"	"that"	"sit_out"	"that_person"	"person_will"	"will_sit_out"	"news_that_person"	"that_person_will"	"person_will_sit_out"	"will_sit_out_most"	"NN"	"IN"	"NNP"	"RB"	"MD"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"group"	"who"	"will"	"be"	"unhappy"	"over"	"the"	"news"	"that"	"person"	"probably"	"will"	"sit_out"	"most"	"of"	"the"	"series"	"be"	"person"	"who"	"was"	"beat"	"by"	"person"	"twice"	"last"	"season"	"on"	"dramatic"	"home_run"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"pitching"	"reach"	"hitless"	"the"	"hitless_pitching"	"pitching_reach"	"reach_the"	"'s_hitless_pitching"	"hitless_pitching_reach"	"pitching_reach_the"	"reach_the_most"	"POS"	"JJ"	"NN"	"RB"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"the"	"two"	"cherished"	"achievement"	"elderly"	"person"	"hitless"	"pitching"	"probably"	"reach"	"the"	"most"	"heart"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"are"	"waste"	"you"	"your"	"you_are"	"are_waste"	"waste_your"	",_you_are"	"you_are_waste"	"are_waste_your"	"waste_your_time"	"ε"	"PRP"	"VBP"	"RB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"are"	"try"	"to"	"get_out"	"us"	"out"	"of"	"the"	"brothel"	"the"	"the"	"kitchen_sink"	"and"	"the"	"tawdry"	"living_room"	"you"	"are"	"probably"	"waste"	"your"	"time"	"person"	"tell"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"person"	"contribute"	"∅"	"more_than"	"∅_person"	"person_contribute"	"contribute_more_than"	"∅_∅_person"	"∅_person_contribute"	"person_contribute_more_than"	"contribute_more_than_anyone"	"ε"	"ε"	"NNP"	"RB"	"VB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"probably"	"contribute"	"more_than"	"anyone"	"else"	"to"	"the"	"understanding"	"of"	"dream"	"enable"	"us"	"to"	"recognize"	"their"	"equivalent"	"in"	"our"	"wakeful"	"thought"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"("	"nearly"	"many"	"all"	"many_("	"(_nearly"	"nearly_all"	"∅_many_("	"many_(_nearly"	"(_nearly_all"	"nearly_all_)"	"ε"	"JJ"	"ε"	"RB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"probably"	"nearly"	"all"	"snake"	"at"	"maturity"	"be"	"already"	"more_than"	"half"	"their"	"final"	"length"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"no"	"there"	"correlation"	"there_be"	"be_no"	"no_correlation"	"that_there_be"	"there_be_no"	"be_no_correlation"	"no_correlation_between"	"IN"	"EX"	"VB"	"RB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"information"	"on"	"snake"	"vary"	"greatly"	"in"	"size"	"but"	"all"	"less_than"	"a"	"foot"	"maximum"	"show"	"when"	"consider"	"with"	"the"	"that"	"there"	"be"	"probably"	"no"	"correlation"	"between"	"the"	"length"	"of"	"a"	"snake"	"and"	"the"	"time"	"require"	"for"	"it"	"to"	"mature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"generally"	"activity"	"disinterested"	"activity_and"	"and_generally"	"generally_disinterested"	"party_activity_and"	"activity_and_generally"	"and_generally_disinterested"	"generally_disinterested_in"	"NN"	"NN"	"CC"	"RB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bulk"	"of"	"the"	"preparation"	"had"	"of_course"	"proceed"	"under"	"the"	"supervision"	"of"	"group"	"whose"	"official"	"are"	"bar"	"from"	"party"	"activity"	"and"	"probably"	"generally"	"disinterested"	"in"	"party"	"politics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"part"	"figure"	"of"	"figure_be"	"be_part"	"part_of"	"literary_figure_be"	"figure_be_part"	"be_part_of"	"part_of_this"	"JJ"	"NN"	"VB"	"RB"	"NN"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"wish"	"to"	"discuss"	"a"	"literary"	"figure"	"who"	"use"	"folklore"	"in"	"his"	"work"	"first"	"thing"	"he"	"must"	"realize"	"be"	"that"	"the"	"literary"	"figure"	"be"	"probably"	"part"	"of"	"this"	"ignorant"	"american"	"public"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"device"	"date_from"	"film"	"the_great_train_robbery"	"film_device"	"device_date_from"	"date_from_the_great_train_robbery"	"standard_film_device"	"film_device_date_from"	"device_date_from_the_great_train_robbery"	"date_from_the_great_train_robbery_,"	"JJ"	"NN"	"NN"	"RB"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"chase"	"as"	"a"	"film"	"device"	"probably"	"date_from"	"the_great_train_robbery"	"and"	"there"	"be"	"a"	"reason"	"for"	"the"	"continued"	"popularity"	"of"	"the"	"device"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"will"	"be"	"person"	"glad"	"person_will"	"will_be"	"be_glad"	"and_person_will"	"person_will_be"	"will_be_glad"	"be_glad_to"	"CC"	"NNP"	"MD"	"RB"	"VB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"will"	"probably"	"be"	"glad"	"to"	"hear"	"that"	"person"	"has"	"safely"	"recover"	"from"	"a"	"very"	"favorable"	"confinement"	"and"	"that"	"her"	"child"	"be"	"well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"will"	"``"	"have"	"``_and"	"and_will"	"will_have"	",_``_and"	"``_and_will"	"and_will_have"	"will_have_a"	"ε"	"ε"	"CC"	"RB"	"MD"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"work"	"hard"	"tuesday"	"wednesday"	"and"	"thursday"	"person"	"and"	"probably"	"will"	"have"	"a"	"good"	"scrimmage"	"friday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
