"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"2:32:03::"	","	"that"	"complaint"	"the"	"complaint_,"	",_that"	"that_the"	"federal_complaint_,"	"complaint_,_that"	",_that_the"	"that_the_juror"	"JJ"	"NN"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"u._s._attorney_macon_weaver"	"say"	"federal"	"complaint"	"charge"	"that"	"the"	"juror"	"give"	"false"	"information"	"when"	"ask"	"about"	"ku_klux_klan"	"membership"	"during"	"selection"	"of"	"jury"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"warrant"	"him"	"federal"	"with"	"federal_warrant"	"warrant_him"	"him_with"	"suppressed_federal_warrant"	"federal_warrant_him"	"warrant_him_with"	"him_with_embezzle"	"JJ"	"JJ"	"NN"	"VB"	"PRP"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"curtis_allen_huff"	"of"	"lake"	"av."	"wilmette"	"was"	"arrest"	"yesterday"	"on"	"suppressed"	"federal"	"warrant"	"charge"	"him"	"with"	"embezzle"	"an"	"undetermined"	"amount_of_money"	"from"	"the"	"first_federal"	"savings_and_loan_association"	"s._dearborn_st."	"where"	"he"	"formerly"	"was"	"employ"	"as"	"an"	"attorney"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"in"	"."	"adult"	"∅"	"adult_in"	"in_."	"._∅"	"the_adult_in"	"adult_in_."	"in_._∅"	"._∅_∅"	"DT"	"NN"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"family"	"has"	"settle"	"in"	"the"	"shelter"	"the"	"housekeeping"	"should"	"be"	"spell_out"	"by"	"the"	"adult"	"in"	"charge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"two"	"were"	"political_campaign"	"level"	"political_campaign_two"	"two_were"	"were_level"	"recent_political_campaign_two"	"political_campaign_two_were"	"two_were_level"	"were_level_affect"	"JJ"	"NN"	"JJ"	"NN"	"VBD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"political_campaign"	"two"	"charge"	"were"	"level"	"affect"	"the"	"question"	"of"	"power"	"and"	"i"	"think"	"we"	"might"	"begin"	"by"	"try"	"to"	"put"	"them"	"into"	"proper"	"focus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"be"	"∅"	"that"	"∅_the"	"the_be"	"be_that"	"∅_∅_the"	"∅_the_be"	"the_be_that"	"be_that_america"	"ε"	"ε"	"DT"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"charge"	"be"	"that"	"america"	"political"	"position"	"the"	"world"	"has"	"progressively"	"deteriorate"	"in"	"recent"	"years"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"come"	"in"	"hour"	"on"	"hour_come"	"come_in"	"in_on"	"wakeful_hour_come"	"hour_come_in"	"come_in_on"	"in_on_him"	"JJ"	"NN"	"VB"	"VB"	"RB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"old"	"nightmare"	"which"	"had"	"him"	"so"	"many"	"wakeful"	"hour"	"come"	"charge"	"in"	"on"	"him"	"once_more"	"only"	"this"	"time"	"he"	"could"	"n't"	"pacify"	"it"	"with"	"a"	"sleeping_pill"	"and"	"send"	"it"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"of"	"resent"	"be"	"resent_the"	"the_of"	"of_be"	"strongly_resent_the"	"resent_the_of"	"the_of_be"	"of_be_``"	"RB"	"VB"	"DT"	"NN"	"IN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"they"	"have"	"keep"	"the"	"faith"	"of"	"their"	"father"	"english"	"catholic"	"have"	"always"	"strongly"	"resent"	"the"	"charge"	"of"	"be"	"english"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"main"	"level"	"two"	"against"	"two_main"	"main_level"	"level_against"	"the_two_main"	"two_main_level"	"main_level_against"	"level_against_the"	"DT"	"JJ"	"JJ"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"main"	"charge"	"level"	"against"	"the"	"bourbon"	"by"	"liberal"	"be"	"that"	"they"	"be"	"racist"	"and"	"social"	"reactionary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"such"	"as"	"include"	"poor"	"include_such"	"such_as"	"as_poor"	"civilization_include_such"	"include_such_as"	"such_as_poor"	"as_poor_manners"	"NN"	"VB"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"south"	"antipathy"	"to"	"civilization"	"include"	"such"	"charge"	"as"	"poor"	"manners"	"harsh"	"accent"	"lack"	"of"	"appreciation"	"of"	"the"	"art"	"of"	"living"	"like"	"gastronomy"	"and"	"the"	"use"	"of"	"leisure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"overall"	"of"	"have"	"the"	"have_overall"	"overall_of"	"of_the"	"which_have_overall"	"have_overall_of"	"overall_of_the"	"of_the_election"	"WDT"	"VB"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"far"	"say"	"in"	"term"	"end"	"that"	"the"	"group"	"which"	"have"	"overall"	"charge"	"of"	"the"	"election"	"deserve"	"the"	"praise"	"and"	"thanks"	"of"	"the"	"location"	"for"	"the"	"manner"	"in"	"which"	"the"	"election"	"was"	"conduct"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"been"	"by"	"had"	"location"	"had_been"	"been_by"	"by_location"	"jury_had_been"	"had_been_by"	"been_by_location"	"by_location_person"	"NN"	"VBD"	"VBN"	"VB"	"IN"	"NNP"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"september"	"october"	"jury"	"had"	"been"	"charge"	"by"	"location"	"person"	"to"	"investigate"	"report"	"of"	"irregularity"	"in"	"the"	"hard-fought"	"primary"	"which"	"was"	"win"	"by"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"our"	"''"	"in"	","	"in_our"	"our_''"	"''_,"	"member_in_our"	"in_our_''"	"our_''_,"	"''_,_mama"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have"	"nine"	"hundred"	"eleven"	"member"	"in"	"our"	"charge"	"mama"	"announce"	"and"	"three"	"hundred"	"and"	"eighty"	"sunday_school"	"scholar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
