"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"
"1:26:01::"	"religious"	";"	"protestant"	"in_fact"	"protestant_religious"	"religious_;"	";_in_fact"	"of_protestant_religious"	"protestant_religious_;"	"religious_;_in_fact"	";_in_fact_,"	"IN"	"JJ"	"JJ"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"vulnerability"	"of"	"protestant"	"congregation"	"to"	"social"	"difference"	"has"	"often"	"attribute"	"to"	"the"	"folksy"	"spirit"	"of"	"protestant"	"religious"	"life"	"in_fact"	"a"	"contrast"	"is"	"often"	"draw"	"in"	"this"	"regard"	"with"	"the"	"impersonal"	"roman_catholic"	"parish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"congregational"	"can"	"in"	"be"	"in_congregational"	"congregational_can"	"can_be"	"integration_in_congregational"	"in_congregational_can"	"congregational_can_be"	"can_be_see"	"NN"	"IN"	"JJ"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"rule"	"of"	"integration"	"in"	"congregational"	"life"	"can"	"be"	"see"	"in"	"the"	"missionary"	"outreach"	"of"	"the"	"major"	"denomination"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"metropolitan"	"had"	"that"	"split"	"that_metropolitan"	"metropolitan_had"	"had_split"	"chapter_that_metropolitan"	"that_metropolitan_had"	"metropolitan_had_split"	"had_split_into"	"NN"	"IN"	"JJ"	"NN"	"VBD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"observe"	"in"	"introductory"	"chapter"	"that"	"metropolitan"	"life"	"had"	"split"	"into"	"two"	"trend"	"expanding"	"interdependence"	"on"	"an"	"impersonal"	"basis"	"and"	"growing"	"exclusiveness"	"in"	"local"	"communal"	"grouping"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"american"	"be"	"since"	"committed"	"since_american"	"american_be"	"be_committed"	"∅_since_american"	"since_american_be"	"american_be_committed"	"be_committed_above_all"	"ε"	"IN"	"JJ"	"NN"	"VB"	"JJ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"american"	"life"	"be"	"committed"	"above_all"	"to"	"productivity"	"and"	"a"	"high"	"standard"	"of"	"economic"	"life"	"the"	"countervailing"	"force"	"of"	"residential"	"and"	"religious"	"exclusiveness"	"have"	"fight"	"a"	"desperate"	"rearguard"	"action"	"against"	"the"	"expanding"	"interdependence"	"of"	"the"	"metropolis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"economic"	","	"of"	"the"	"of_economic"	"economic_,"	",_the"	"standard_of_economic"	"of_economic_,"	"economic_,_the"	",_the_countervailing"	"NN"	"IN"	"JJ"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"american"	"life"	"be"	"committed"	"above_all"	"productivity"	"and"	"a"	"high"	"standard"	"of"	"economic"	"life"	"the"	"countervailing"	"force"	"of"	"residential"	"and"	"religious"	"exclusiveness"	"have"	"fight"	"a"	"desperate"	"rearguard"	"action"	"against"	"the"	"expanding"	"interdependence"	"of"	"the"	"metropolis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"later"	"."	"of"	"∅"	"of_later"	"later_."	"._∅"	"interest_of_later"	"of_later_."	"later_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"outdoor_education_project"	"take"	"cognizance"	"of"	"the"	"fact"	"often"	"overlooked"	"that"	"athletic"	"activity"	"stress"	"in"	"most"	"school"	"program"	"have"	"little"	"or"	"relationship"	"to"	"the"	"physical"	"and"	"mental"	"need"	"and"	"interest"	"of"	"later"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	","	"had"	"result"	"become"	"result_,"	",_had"	"had_become"	"a_result_,"	"result_,_had"	",_had_become"	"had_become_a"	"DT"	"NN"	"ε"	"NN"	"VBD"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"result"	"life"	"had"	"become"	"a"	"kind"	"of"	"continuous"	"makeready"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"their"	","	"complicate"	"while"	"complicate_their"	"their_,"	",_while"	"to_complicate_their"	"complicate_their_,"	"their_,_while"	",_while_could"	"TO"	"VB"	"PRP$"	"NN"	"ε"	"IN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"be"	"that"	"certain"	"people"	"with"	"a"	"compulsion"	"to"	"complicate"	"their"	"life"	"while"	"could"	"live"	"blissfully"	"motionless"	"almost"	"indefinitely"	"like"	"lizard"	"in"	"the"	"sun"	"too"	"indolent"	"to"	"blink"	"their"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:02::"	"'s"	"since"	"person"	"he"	"person_'s"	"'s_since"	"since_he"	"into_person_'s"	"person_'s_since"	"'s_since_he"	"since_he_move"	"VB"	"NNP"	"POS"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"be"	"at_least"	"sober"	"enough"	"to"	"remember"	"to"	"telephone"	"and"	"turn_out"	"to"	"be"	"the"	"greatest"	"boon"	"that"	"had"	"come"	"into"	"person"	"life"	"since"	"he"	"move"	"to"	"location"	"in_spite_of"	"the"	"fact"	"that"	"he"	"did"	"n't"	"work"	"very"	"fast"	"or"	"very"	"long"	"at_a_time"	"and"	"he"	"did"	"n't"	"like"	"to"	"work"	"at_all"	"unless"	"person"	"hang_around"	"and"	"talk"	"to"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"social"	"of"	"and"	"our"	"and_social"	"social_of"	"of_our"	"political_and_social"	"and_social_of"	"social_of_our"	"of_our_nation"	"JJ"	"CC"	"JJ"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"time"	"has"	"come"	"for"	"citizen"	"of"	"all"	"faith"	"to"	"unite"	"in"	"effort"	"to"	"remove"	"this"	"divisive"	"and"	"nettlesome"	"issue"	"from"	"the"	"political"	"and"	"social"	"life"	"of"	"our"	"nation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"married"	","	"of"	"if"	"of_married"	"married_,"	",_if"	"duration_of_married"	"of_married_,"	"married_,_if"	",_if_there"	"NN"	"IN"	"JJ"	"NN"	"ε"	"IN"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"declare"	"in"	"that"	"it"	"be"	"possible"	"be"	"exempt"	"from"	"the"	"normal"	"obligation"	"parenthood"	"for"	"a"	"long_time"	"and"	"even"	"for"	"the"	"whole"	"duration"	"of"	"married"	"life"	"if"	"there"	"be"	"serious"	"reason"	"such_as"	"those"	"often"	"mention"	"in"	"the"	"so-called"	"medical"	"eugenic"	"economic"	"and"	"social"	"indication"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
