"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"
"2:31:00::"	"secretary"	"his"	"the"	"assessment"	"the_secretary"	"secretary_his"	"his_assessment"	"∅_the_secretary"	"the_secretary_his"	"secretary_his_assessment"	"his_assessment_on"	"ε"	"DT"	"NN"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"secretary"	"base"	"his"	"assessment"	"on"	"the"	"upturn"	"in"	"retail"	"sales"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"largely"	"book"	"on"	"book_,"	",_largely"	"largely_on"	"the_book_,"	"book_,_largely"	",_largely_on"	"largely_on_lectures"	"DT"	"NN"	"ε"	"VB"	"RB"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_short"	"the"	"base"	"largely"	"on"	"lectures"	"deliver"	"at"	"harvard_university"	"be"	"both"	"reliable"	"and"	"readable"	"the"	"author"	"possess"	"uncommonly"	"fine"	"english"	"style"	"and"	"he"	"is"	"deal"	"with"	"subjects"	"of"	"vast"	"importance"	"that"	"be"	"highly"	"topical"	"for"	"our"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"not"	"on"	"was"	"complete"	"was_not"	"not_on"	"on_complete"	"it_was_not"	"was_not_on"	"not_on_complete"	"on_complete_information"	"PRP"	"VBD"	"RB"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"recent"	"editorial"	"discuss"	"a"	"labor-management"	"agreement"	"reach"	"between"	"the"	"southern_pacific_co."	"and"	"the"	"of"	"railroad"	"telegraphers"	"has"	"been"	"criticize"	"on"	"the"	"grounds"	"that"	"it"	"was"	"not"	"base"	"on"	"complete"	"information"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"was"	"on"	"editorial"	"a"	"editorial_was"	"was_on"	"on_a"	"the_editorial_was"	"editorial_was_on"	"was_on_a"	"on_a_news"	"DT"	"NN"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"was"	"base"	"on"	"a"	"news"	"association"	"dispatch"	"which"	"say"	"that"	"the"	"telegraphers"	"had"	"secure"	"an"	"agreement"	"whereby"	"they"	"were"	"guarantee"	"hours"	"pay"	"per"	"week"	"whether"	"they"	"work"	"or"	"not"	"and"	"that"	"a"	"reduction"	"in"	"their"	"number"	"was"	"limit"	"to"	"per_cent"	"per_year"	
"2:31:00::"	","	"on"	"rhode_island"	"a"	"rhode_island_,"	",_on"	"on_a"	"throughout_rhode_island_,"	"rhode_island_,_on"	",_on_a"	"on_a_july_1"	"IN"	"NN"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"adjustments"	"need"	"to"	"establish"	"a"	"uniform"	"coordinated"	"fiscal-tax"	"collection"	"year"	"calendar"	"throughout"	"rhode_island"	"base"	"on"	"a"	"july_1"	"june"	"year"	"are"	"show"	"below"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"on"	"protective"	"his"	"protective_,"	",_on"	"on_his"	"really_protective_,"	"protective_,_on"	",_on_his"	"on_his_training"	"RB"	"JJ"	"ε"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"grant"	"that"	"the"	"dog"	"not"	"be"	"really"	"protective"	"base"	"on"	"his"	"training"	"but"	"if"	"you"	"were"	"roam"	"the"	"streets"	"look_for"	"a"	"purse"	"to"	"snatch"	"or"	"a"	"young_lady"	"to"	"molest"	"how"	"quick"	"would"	"you"	"be"	"to"	"attack"	"a"	"person"	"stroll"	"with"	"a"	"dog"	"0"	"0"	"0"	
"2:31:00::"	","	"on"	"universe"	"the"	"universe_,"	",_on"	"on_the"	"the_universe_,"	"universe_,_on"	",_on_the"	"on_the_general"	"DT"	"NN"	"ε"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dr._bonnor"	"begin"	"with"	"a"	"discussion"	"of"	"relativistic"	"theories"	"of"	"the"	"universe"	"base"	"on"	"the"	"general"	"theory_of_relativity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"is"	"on"	"stockholders"	"an"	"stockholders_is"	"is_on"	"on_an"	"du_pont_stockholders_is"	"stockholders_is_on"	"is_on_an"	"on_an_erroneous"	"NNP"	"NNS"	"VB"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"your"	"july"	"editorial"	"regarding"	"the"	"of"	"attorney_general"	"robert_f._kennedy"	"prospective"	"tax"	"relief"	"for"	"du_pont"	"stockholders"	"is"	"base"	"on"	"an"	"erroneous"	"statement"	"of"	"fact"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"are"	"on"	"it"	"mathematics"	"it_are"	"are_on"	"on_mathematics"	"in_it_are"	"it_are_on"	"are_on_mathematics"	"on_mathematics_."	"IN"	"PRP"	"VB"	"VB"	"VB"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"scientists"	"say"	"that"	"the"	"and"	"everything"	"in"	"it"	"are"	"base"	"on"	"mathematics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"was"	"in"	","	"large"	",_was"	"was_in"	"in_large"	"popularity_,_was"	",_was_in"	"was_in_large"	"in_large_part"	"NN"	"ε"	"VBD"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"chinese"	"world_view"	"during"	"the"	"han"	"dynasty"	"when"	"the"	"lo_shu"	"seem"	"have"	"be"	"at"	"the"	"height"	"of"	"its"	"popularity"	"was"	"base"	"in"	"large"	"part"	"on"	"the"	"teachings"	"of"	"the"	"yin-yang"	"and"	"five-elements_school"	"which"	"was"	"traditionally"	"found"	"by"	"tsou_yen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"angle"	"on"	"new"	"this"	"new_angle"	"angle_on"	"on_this"	"a_new_angle"	"new_angle_on"	"angle_on_this"	"on_this_sx-21"	"DT"	"JJ"	"NN"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"were"	"supposed"	"to"	"meet"	"person"	"at"	"nine"	"p.m."	"for"	"a"	"concern"	"the"	"ad_campaign"	"for"	"their"	"soap"	"a"	"new"	"angle"	"base"	"on"	"this"	"sx-21"	"stuff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"a"	"from"	"provide"	"which"	"provide_a"	"a_from"	"from_which"	"industry_provide_a"	"provide_a_from"	"a_from_which"	"from_which_such"	"NN"	"VB"	"DT"	"NN"	"IN"	"WDT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"existence"	"of"	"a"	"public_school"	"vocational"	"in"	"trade"	"and"	"industry"	"provide"	"a"	"base"	"from"	"which"	"such"	"need"	"can"	"be"	"fill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:04::"	"military"	"."	"dominated"	"∅"	"dominated_military"	"military_."	"._∅"	"russian_dominated_military"	"dominated_military_."	"military_._∅"	"._∅_∅"	"JJ"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"group"	"whatever"	"may"	"have"	"been"	"the"	"setback"	"result"	"from"	"the"	"unsuccessful"	"attempt"	"of"	"the"	"cuban"	"rebel"	"to"	"establish"	"a"	"beachhead"	"on"	"the"	"person"	"held"	"mainland"	"last"	"week"	"there"	"was"	"at_least"	"one"	"benefit"	"and"	"that"	"be"	"the"	"clear-cut"	"revelation"	"to"	"the"	"whole"	"world"	"of"	"the"	"complete"	"conversion"	"of"	"cuba"	"into"	"a"	"dominated"	"military"	"base"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	")"	"upon"	"mine"	"such"	"mine_)"	")_upon"	"upon_such"	"lignite_mine_)"	"mine_)_upon"	")_upon_such"	"upon_such_finding"	"NN"	"NN"	"ε"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"secretary_of_the_interior"	"shall"	"submit"	"a"	"report"	"of"	"his"	"finding"	"together"	"with"	"recommendation"	"for"	"an"	"safety"	"program"	"for"	"metal"	"and"	"nonmetallic"	"mine"	"exclude"	"coal"	"and"	"lignite"	"mine"	"base"	"upon"	"such"	"finding"	"to"	"the"	"congress"	"not"	"more_than"	"two"	"year"	"after"	"the"	"date"	"of"	"enactment"	"of_this"	"act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"allotment"	","	","	"federal"	",_allotment"	"allotment_,"	",_federal"	"appropriation_,_allotment"	",_allotment_,"	"allotment_,_federal"	",_federal_grant"	"NN"	"ε"	"NN"	"NN"	"ε"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"table"	"show"	"for"	"selected"	"year"	"authorization"	"appropriation"	"allotment"	"base"	"federal"	"grant"	"to"	"state"	"and"	"state"	"matching_funds"	"for"	"this"	"part"	"of"	"the"	"grant"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
