"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"1:24:00::"	"the"	"of"	","	"the"	",_the"	"the_of"	"of_the"	"her_,_the"	",_the_of"	"the_of_the"	"of_the_world"	"PRP$"	"ε"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"be"	"the"	"sun"	"he"	"the"	"planet"	"orbiting"	"around"	"her"	"the"	"rest"	"of"	"the"	"world"	"existing"	"and"	"visible"	"yet"	"removed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"of"	"∅"	"the"	"∅_the"	"the_of"	"of_the"	"∅_∅_the"	"∅_the_of"	"the_of_the"	"of_the_crew"	"ε"	"ε"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rest"	"of"	"the"	"crew"	"offsaddle"	"their"	"mount"	"and"	"turn"	"them"	"into"	"the"	"remuda"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"moment"	"forever"	"the"	","	"the_moment"	"moment_forever"	"forever_,"	"of_the_moment"	"the_moment_forever"	"moment_forever_,"	"forever_,_suspend"	"IN"	"DT"	"NN"	"VB"	"RB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"paint"	"the"	"nothing"	"he"	"say"	"once"	"to"	"person"	"and"	"myself"	"the"	"nothing"	"that_is"	"behind"	"the"	"something"	"the"	"inexpressible"	"unpaintable"	"tick"	"in"	"the"	"unconscious"	"the"	"spirit"	"of"	"moment"	"rest"	"forever"	"suspend"	"like"	"a"	"huge"	"balloon"	"in"	"non"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"of"	"∅"	"location"	"∅_the"	"the_of"	"of_location"	"∅_∅_the"	"∅_the_of"	"the_of_location"	"of_location_be"	"ε"	"ε"	"DT"	"NN"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rest"	"of"	"location"	"be"	"a"	"rabbit_warren"	"of"	"home"	"in"	"every"	"condition"	"of"	"neglect"	"disrepair"	"and"	"careful"	"upkeep"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"of"	"mind"	"earth"	"mind_the"	"the_of"	"of_earth"	"his_mind_the"	"mind_the_of"	"the_of_earth"	"of_earth_:"	"PRP$"	"NN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"see"	"his"	"mind"	"the"	"rest"	"of"	"earth"	"iceland"	"greenland"	"the"	"caribbean_island"	"and"	"the"	"eastern"	"half"	"of"	"south_america"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"no"	"of_it"	"``"	"."	"``_no"	"no_of_it"	"of_it_."	"∅_``_no"	"``_no_of_it"	"no_of_it_."	"of_it_._∅"	"ε"	"ε"	"DT"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rest"	"of_it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"it"	"down"	"across"	"down_and"	"and_it"	"it_across"	"winchester_down_and"	"down_and_it"	"and_it_across"	"it_across_his"	"NNP"	"RB"	"CC"	"VB"	"PRP"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"half-breed"	"ease"	"winchester"	"down"	"and"	"rest"	"it"	"across"	"his"	"lap"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"minute"	"period"	"five"	"before"	"five_minute"	"minute_period"	"period_before"	"a_five_minute"	"five_minute_period"	"minute_period_before"	"period_before_start"	"DT"	"JJ"	"NN"	"NN"	"NN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"when"	"person"	"has"	"complete"	"four"	"complete"	"push-pull_super-sets"	"no."	"professor"	"allow"	"him"	"about"	"a"	"five"	"minute"	"rest"	"period"	"before"	"start"	"him"	"on"	"four"	"complete"	"push-pull_super-sets"	"no."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"will"	"against"	"which"	"the"	"which_will"	"will_against"	"against_the"	"(_which_will"	"which_will_against"	"will_against_the"	"against_the_back"	"ε"	"WDT"	"VB"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"place"	"a"	"suitably"	"loaded"	"barbell"	"across"	"grasp"	"the"	"bar"	"which"	"will"	"rest"	"against"	"the"	"back"	"of"	"your"	"neck"	"extend"	"your"	"foot"	"forward"	"and"	"backward"	"until"	"you"	"be"	"in"	"a"	"deep"	"leg"	"split"	
"1:28:00::"	"'s"	"when"	"afternoon"	"she"	"afternoon_'s"	"'s_when"	"when_she"	"an_afternoon_'s"	"afternoon_'s_when"	"'s_when_she"	"when_she_see"	"DT"	"NN"	"POS"	"NN"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"week"	"after"	"location"	"the"	"sound"	"of"	"horse"	"in"	"yard"	"bring_up"	"person"	"up"	"in"	"shock"	"from"	"an"	"afternoon"	"rest"	"when"	"she"	"see"	"the"	"federal"	"soldier"	"from"	"her"	"upstairs"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"eye"	"nearly"	"her"	"close"	"her_eye"	"eye_nearly"	"nearly_close"	",_her_eye"	"her_eye_nearly"	"eye_nearly_close"	"nearly_close_on"	"ε"	"PRP$"	"NN"	"VB"	"RB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"lift"	"her"	"head"	"and"	"the"	"retreating"	"figure"	"her"	"eye"	"rest"	"nearly"	"close"	"on"	"the"	"unselfconscious"	"rise"	"and"	"fall"	"of"	"the"	"rounded"	"hip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"when"	"get"	"i'm"	"get_the"	"the_when"	"when_i'm"	"you_get_the"	"get_the_when"	"the_when_i'm"	"when_i'm_safely"	"PRP"	"VB"	"DT"	"NN"	"WRB"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"the"	"rest"	"when"	"i'm"	"safely"	"out"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
