"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"
"3:00:00::"	"much"	"when"	"obviously"	"the"	"obviously_much"	"much_when"	"when_the"	"be_obviously_much"	"obviously_much_when"	"much_when_the"	"when_the_increase"	"VB"	"RB"	"RB"	"JJ"	"WRB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"public"	"indignation"	"and"	"resistance"	"to"	"price"	"increase"	"be"	"obviously"	"much"	"less"	"when"	"the"	"increase"	"be"	"on"	"the"	"order"	"of"	"per_annum"	"than"	"when"	"the"	"increase"	"be"	"on"	"the"	"order"	"of"	"per"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"than"	"∅"	"70"	"∅_not"	"not_than"	"than_70"	"∅_∅_not"	"∅_not_than"	"not_than_70"	"than_70_milligram"	"ε"	"ε"	"RB"	"RB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"less"	"than"	"milligram"	"of"	"aureomycin"	"per"	"head"	"daily"	"to"	"aid"	"in"	"the"	"prevention"	"of"	"liver"	"abscess"	"in"	"feedlot"	"beef_cattle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"than"	"feed"	"50"	"feed_not"	"not_than"	"than_50"	",_feed_not"	"feed_not_than"	"not_than_50"	"than_50_gram"	"ε"	"VB"	"RB"	"RB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"calf"	"not"	"less"	"than"	"gram"	"of"	"aureomycin"	"per"	"ton"	"complete"	"feed"	"as"	"an"	"aid"	"in"	"prevent"	"bacterial"	"diarrhea"	"and"	"foot_rot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"than"	"contain"	"20"	"contain_not"	"not_than"	"than_20"	"ration_contain_not"	"contain_not_than"	"not_than_20"	"than_20_and"	"NN"	"VB"	"RB"	"RB"	"RB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"an"	"aid"	"in"	"reduce"	"loss"	"due_to"	"enterotoxemia"	"overeating"	"feed"	"a"	"complete"	"ration"	"contain"	"not"	"less"	"than"	"and"	"not"	"more"	"than"	"gram"	"of"	"aureomycin"	"per"	"ton"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"("	"than"	"corn"	"14"	"corn_("	"(_than"	"than_14"	"moisture_corn_("	"corn_(_than"	"(_than_14"	"than_14_%"	"NN"	"NN"	"ε"	"RB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"improve"	"utilization"	"of"	"moisture"	"corn"	"less"	"than"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"than"	"∅"	".75"	"∅_not"	"not_than"	"than_.75"	"∅_∅_not"	"∅_not_than"	"not_than_.75"	"than_.75_milligram"	"ε"	"ε"	"RB"	"RB"	"RB"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"less"	"than"	"milligram"	"but"	"not"	"more"	"than"	"milligram"	"of"	"additive"	"per"	"pound"	"of"	"body_weight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"that"	"populous"	"and"	"place"	"and_that"	"that_populous"	"populous_place"	",_and_that"	"and_that_populous"	"that_populous_place"	"populous_place_would"	"ε"	"CC"	"IN"	"JJ"	"JJ"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"statement"	"by"	"legislator"	"that"	"dallas"	"is"	"pay"	"for"	"its"	"water_program"	"by"	"local"	"bond"	"and"	"that"	"less"	"populous"	"place"	"would"	"benefit"	"most"	"by"	"the"	"pending"	"bill"	"did"	"not"	"sway"	"person"	"attack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"care"	"about"	"have"	"that"	"have_care"	"care_about"	"about_that"	"n't_have_care"	"have_care_about"	"care_about_that"	"about_that_either"	"RB"	"VB"	"VB"	"RB"	"IN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"was"	"name"	"person"	"as"	"a"	"tribute"	"to"	"heritage"	"and"	"he"	"could"	"n't"	"have"	"care"	"less"	"about"	"that"	"either"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"happy"	"i"	"."	"i_be"	"be_happy"	"happy_."	"contribution_i_be"	"i_be_happy"	"be_happy_."	"happy_._∅"	"NN"	"PRP"	"VB"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"about"	"the"	"group"	"i"	"be"	"less"	"happy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"have"	"to"	"may"	"do"	"may_have"	"have_to"	"to_do"	"issue_may_have"	"may_have_to"	"have_to_do"	"to_do_with"	"NN"	"VB"	"VB"	"NN"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"bourbon"	"the"	"issue"	"may"	"have"	"less"	"to"	"do"	"with"	"their"	"remain"	"unreconstructed"	"than"	"factor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"our"	"populous"	"in"	"county"	"in_our"	"our_populous"	"populous_county"	"program_in_our"	"in_our_populous"	"our_populous_county"	"populous_county_''"	"NN"	"IN"	"PRP$"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"juror"	"say"	"they"	"realize"	"a"	"proportionate"	"distribution"	"these"	"fund"	"might"	"disable"	"this"	"program"	"in"	"our"	"less"	"populous"	"county"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"have"	"trouble"	"have"	"convince"	"have_have"	"have_trouble"	"trouble_convince"	"might_have_have"	"have_have_trouble"	"have_trouble_convince"	"trouble_convince_person"	"MD"	"VB"	"VB"	"JJ"	"NN"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"if"	"person"	"had"	"first"	"come_upon"	"us"	"when"	"this"	"boy"	"was"	"not"	"cavort"	"so"	"gaily"	"up_and_down"	"the"	"hall"	"outside"	"the"	"murdered"	"woman"	"we"	"might"	"have"	"have"	"less"	"trouble"	"convince"	"person"	"of"	"our"	"seriousness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"number"	"credible"	"the"	"."	"the_number"	"number_credible"	"credible_."	"render_the_number"	"the_number_credible"	"number_credible_."	"credible_._∅"	"VB"	"DT"	"NN"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"having"	"volunteer"	"that"	"he"	"be"	"a"	"man"	"of"	"about"	"sixty"	"bound"	"up_the_stairs"	"and"	"with"	"each"	"leap"	"render"	"the"	"number"	"less"	"credible"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"extreme"	"mild"	"than"	"mild_and"	"and_extreme"	"extreme_than"	"be_mild_and"	"mild_and_extreme"	"and_extreme_than"	"extreme_than_those"	"VB"	"JJ"	"CC"	"RB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"possible"	"the"	"morning"	"following"	"the"	"location"	"meeting"	"the"	"editor"	"the"	"group"	"write"	"that"	"although"	"the"	"meeting"	"be"	"mild"	"and"	"less"	"extreme"	"than"	"those"	"hold"	"in"	"area"	"for"	"similar"	"purpose"	"it"	"could"	"have"	"been"	"avoid"	"completely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a_little"	"weight"	"carry"	"than"	"carry_a_little"	"a_little_weight"	"weight_than"	"better_carry_a_little"	"carry_a_little_weight"	"a_little_weight_than"	"weight_than_i'm"	"RB"	"VB"	"RB"	"JJ"	"NN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"feel"	"good"	"physically"	"person"	"add"	"but"	"i"	"think"	"move"	"better"	"carry"	"a_little"	"less"	"weight"	"than"	"i'm"	"carry"	"now"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"traveled"	"smaller"	"and"	"smaller_,"	",_traveled"	"traveled_and"	"``_smaller_,"	"smaller_,_traveled"	",_traveled_and"	"traveled_and_relatively"	"ε"	"JJ"	"ε"	"JJ"	"JJ"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"firm"	"has"	"recognize"	"the"	"tight"	"dollar"	"and"	"tourist"	"desire"	"to"	"visit"	"the"	"smaller"	"less"	"traveled"	"and"	"relatively"	"inexpensive"	"country"	"and"	"be"	"now"	"prepared"	"to"	"teach"	"modern_greek"	"and"	"portuguese"	"through"	"recording"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"but"	"spectacularly"	"bodybuilder"	"for"	"bodybuilder_but"	"but_spectacularly"	"spectacularly_for"	"some_bodybuilder_but"	"bodybuilder_but_spectacularly"	"but_spectacularly_for"	"spectacularly_for_."	"DT"	"NN"	"CC"	"RB"	"RB"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"these"	"exercise"	"work"	"for"	"some"	"bodybuilder"	"but"	"less"	"spectacularly"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"strikingly"	";"	"so"	";_not"	"not_strikingly"	"strikingly_so"	"about_;_not"	";_not_strikingly"	"not_strikingly_so"	"strikingly_so_for"	"IN"	"ε"	"RB"	"RB"	"RB"	"JJ"	"IN"	"work"	"of"	"every"	"artist"	"i"	"suppose"	"there"	"may"	"be"	"find"	"one"	"or"	"more"	"moment"	"which"	"strike"	"the"	"student"	"as"	"absolutely"	"decisive"	"ultimately"	"emblematic"	"of"	"what"	"it"	"be"	"all"	"not"	"less"	"so"	"for"	"be"	"mysterious"	"as"	"though"	"some"	"deeply"	"hidden"	"constatation"	"of"	"thought"	"were"	"encipher"	"in"	"a"	"single"	"image"	"a"	"single"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"no"	"ambiguous"	"∅"	"be"	"∅_no"	"no_ambiguous"	"ambiguous_be"	"∅_∅_no"	"∅_no_ambiguous"	"no_ambiguous_be"	"ambiguous_be_the"	"ε"	"ε"	"DT"	"RB"	"JJ"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"less"	"ambiguous"	"be"	"the"	"indefinity"	"of"	"a"	"certain"	"clergyman"	"sermon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"another"	"ambiguous"	"∅"	"case"	"∅_another"	"another_ambiguous"	"ambiguous_case"	"∅_∅_another"	"∅_another_ambiguous"	"another_ambiguous_case"	"ambiguous_case_read"	"ε"	"ε"	"DT"	"RB"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"less"	"ambiguous"	"case"	"read"	"as_follows"	"the"	"bearer"	"of_this"	"letter"	"has"	"serve"	"me"	"for"	"two"	"year"	"to"	"his"	"complete"	"satisfaction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
