"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"2:40:00::"	"say"	"anything"	"just"	"your"	"just_say"	"say_anything"	"anything_your"	"we_just_say"	"just_say_anything"	"say_anything_your"	"anything_your_heart"	"PRP"	"RB"	"VB"	"VB"	"NN"	"PRP$"	"NN"	"0"	"0"	"0"	"then"	"there"	"always"	"hobbies"	"collect"	"stamps"	"coins"	"timetables"	"salt"	"and"	"pepper"	"shakers"	"elephants"	"dogs"	"dolls"	"shells"	"or"	"shall"	"we"	"just"	"say"	"collect"	"your"	"heart"	"desire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"but"	"only"	"dogs"	"$"	"dogs_but"	"but_only"	"only_$"	"regulate_dogs_but"	"dogs_but_only"	"but_only_$"	"only_$_43000"	"VB"	"NNS"	"CC"	"VB"	"RB"	"ε"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_reply"	"deputy"	"police_commissioner"	"howard_r._leary"	"say"	"that"	"the"	"city"	"spend"	"annually"	"to"	"license"	"and"	"regulate"	"dogs"	"but"	"collect"	"only"	"in"	"fees"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"135"	"locally"	"$"	"toward"	"$_135"	"135_locally"	"locally_toward"	"with_$_135"	"$_135_locally"	"135_locally_toward"	"locally_toward_the"	"IN"	"ε"	"CD"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"neighbor"	"mrs._frank_c._smith"	"pall_mall"	"sterling_township"	"surprise"	"kowalski"	"by"	"come"	"to"	"the"	"yesterday"	"with"	"collect"	"locally"	"toward"	"the"	"funeral"	"costs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"had"	"almost"	"students"	"$"	"students_had"	"had_almost"	"almost_$"	"fellow_students_had"	"students_had_almost"	"had_almost_$"	"almost_$_25"	"NN"	"NNS"	"VBD"	"VB"	"RB"	"ε"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"vicky_kowalski"	"meanwhile"	"learn"	"that"	"of"	"her"	"fellow"	"students"	"had"	"collect"	"almost"	"for"	"her"	"family"	"during"	"the"	"lunch"	"hour"	"yesterday"	"at"	"fuhrmann"	"junior_high_school"	"fourteen"	"mile"	"road"	"east"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"who"	"big"	","	"fees"	",_who"	"who_big"	"big_fees"	"47_,_who"	",_who_big"	"who_big_fees"	"big_fees_as"	"CD"	"ε"	"WP"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"federal"	"grand_jury"	"call"	"witnesses"	"yesterday"	"in"	"an"	"investigation"	"the"	"affairs"	"of"	"ben_stein"	"who"	"collect"	"big"	"fees"	"as"	"a"	"labor"	"consultant"	"and"	"operator"	"of"	"a"	"janitors"	"service"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"to"	"her"	"first"	"wit"	"first_to"	"to_her"	"her_wit"	"the_first_to"	"first_to_her"	"to_her_wit"	"her_wit_."	"DT"	"JJ"	"TO"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"be"	"of"	"the"	"first"	"to"	"collect"	"her"	"wit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"dust"	"in"	"and"	"remote"	"and_dust"	"dust_in"	"in_remote"	"sediment_and_dust"	"and_dust_in"	"dust_in_remote"	"in_remote_region"	"NN"	"CC"	"NN"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"measure"	"of"	"the"	"total"	"mass"	"accretion"	"meteoritic"	"material"	"by"	"the"	"earth"	"is"	"obtain"	"analysis"	"of"	"deep"	"sea"	"sediment"	"and"	"dust"	"collect"	"in"	"remote"	"region"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"were"	"at"	"sample"	"weekly"	"sample_were"	"were_at"	"at_weekly"	"composite_sample_were"	"sample_were_at"	"were_at_weekly"	"at_weekly_interval"	"NN"	"NN"	"VBD"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"composite"	"were"	"collect"	"at"	"weekly"	"interval"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"were"	"from"	"grab_sample"	"the"	"grab_sample_were"	"were_from"	"from_the"	"∅_grab_sample_were"	"grab_sample_were_from"	"were_from_the"	"from_the_existing"	"ε"	"NN"	"VBD"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"were"	"collect"	"from"	"the"	"existing"	"oxidation"	"pond"	"to"	"determine"	"its"	"operating"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:01::"	"were"	"."	"fraction"	"∅"	"fraction_were"	"were_."	"._∅"	"ml_fraction_were"	"fraction_were_."	"were_._∅"	"._∅_∅"	"NN"	"NN"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"flow_rate"	"of"	"f"	"was"	"use"	"ml"	"fraction"	"were"	"collect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
