"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"
"2:32:04::"	"first"	"an"	","	"ecumenical_council"	",_first"	"first_an"	"an_ecumenical_council"	"23_,_first"	",_first_an"	"first_an_ecumenical_council"	"an_ecumenical_council_,"	"CD"	"ε"	"JJ"	"VB"	"DT"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"his"	"holiness"	"first"	"call_for"	"an"	"ecumenical_council"	"and"	"at_the_same_time"	"voice"	"his"	"yearning"	"for"	"christian"	"unity"	"the"	"enthusiasm"	"among"	"catholic"	"and"	"protestant"	"ecumenicists"	"be"	"immediate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"help"	"``"	"while"	"``_he"	"he_help"	"help_while"	"∅_``_he"	"``_he_help"	"he_help_while"	"help_while_say"	"ε"	"ε"	"PRP"	"VB"	"NN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"call_for"	"help"	"while"	"say"	"he"	"be"	"against"	"centralization"	"but"	"you"	"can"	"n't"	"have"	"it"	"both"	"ways"	"jones"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"today"	"an"	","	"end"	",_today"	"today_an"	"an_end"	"nomination_,_today"	",_today_an"	"today_an_end"	"an_end_to"	"NN"	"ε"	"NN"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"county_supervisor_weldon_r._sheets"	"who"	"be"	"a"	"candidate"	"for"	"democratic"	"gubernatorial"	"nomination"	"today"	"call_for"	"an"	"end"	"to"	"paper"	"ballots"	"in"	"those"	"counties"	"in"	"the"	"state"	"which"	"still"	"use"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"agreements"	"the"	"the"	"new_eastwick_corp."	"the_agreements"	"agreements_the"	"the_new_eastwick_corp."	"of_the_agreements"	"the_agreements_the"	"agreements_the_new_eastwick_corp."	"the_new_eastwick_corp._to"	"IN"	"DT"	"NNS"	"VB"	"DT"	"NNP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"the"	"agreements"	"call_for"	"the"	"new_eastwick_corp."	"to"	"purchase"	"a"	"acre"	"tract"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"plan"	"divide"	"the"	"the"	"the_plan"	"plan_divide"	"divide_the"	"∅_the_plan"	"the_plan_divide"	"plan_divide_the"	"divide_the_project"	"ε"	"DT"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"plan"	"call_for"	"divide"	"the"	"project"	"into"	"sectors"	"which"	"would"	"be"	"bar"	"to"	"vehicular_traffic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"buchheister"	"support"	","	"of"	",_buchheister"	"buchheister_support"	"support_of"	"spraying_,_buchheister"	",_buchheister_support"	"buchheister_support_of"	"support_of_the"	"NN"	"ε"	"NNP"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_addition"	"to"	"urge"	"greater"	"on"	"aerial"	"spraying"	"buchheister"	"call_for"	"support"	"of"	"the"	"wilderness"	"bill"	"creation"	"of"	"national"	"seashore"	"parks"	"include"	"point_reyes"	"preservation"	"of"	"the"	"wetlands"	"where"	"birds"	"breed"	"a"	"pesticides"	"co-ordination"	"act"	"stronger"	"water_pollution"	"control"	"programs"	"and"	"federal"	"ratification"	"of"	"an"	"international"	"convention"	"to"	"halt"	"pollution"	"of"	"the"	"sea"	"by"	"oil"	"0"	"0"	
"2:32:00::;2:32:04::"	"he"	"his"	"as"	"check"	"as_he"	"he_his"	"his_check"	"matter_as_he"	"as_he_his"	"he_his_check"	"his_check_."	"NN"	"IN"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"watch"	"them"	"go"	"still"	"frown"	"and_then"	"dismiss"	"the"	"matter"	"as"	"he"	"call_for"	"his"	"check"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"was"	"yesterday"	"employment"	"in"	"employment_was"	"was_yesterday"	"yesterday_in"	"in_employment_was"	"employment_was_yesterday"	"was_yesterday_in"	"yesterday_in_a"	"IN"	"NN"	"VB"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"state"	"and"	"federal"	"legislation"	"racial"	"discrimination"	"in"	"employment"	"was"	"call_for"	"yesterday"	"in"	"a"	"report"	"of"	"a"	"blue-ribbon"	"citizens_committee"	"on"	"the"	"aid"	"to"	"dependent"	"child"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"and"	"a"	","	"doctor"	",_and"	"and_a"	"a_doctor"	"inside_,_and"	",_and_a"	"and_a_doctor"	"a_doctor_."	"NN"	"ε"	"CC"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"someone"	"open"	"the"	"corridor"	"from"	"the"	"inside"	"and"	"call_for"	"a"	"doctor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"part"	"."	"the"	"∅"	"the_part"	"part_."	"._∅"	"attitude_the_part"	"the_part_."	"part_._∅"	"._∅_∅"	"NN"	"DT"	"NN"	"VB"	"ε"	"ε"	"ε"	"performance"	"which"	"be"	"too"	"soft"	"for"	"me"	"be"	"that"	"of"	"person"	"but"	"since"	"someone"	"had"	"to"	"become"	"the"	"victim"	"of"	"despoiler"	"just"	"to"	"emphasize"	"that"	"such"	"thing"	"do"	"happen"	"at"	"these"	"fracas"	"i"	"suppose"	"this"	"be"	"the"	"attitude"	"the"	"part"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"detail"	"a"	"photographic"	"theory"	"photographic_detail"	"detail_a"	"a_theory"	"with_photographic_detail"	"photographic_detail_a"	"detail_a_theory"	"a_theory_explain"	"IN"	"JJ"	"NN"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dream"	"that"	"display"	"event"	"the"	"future"	"with"	"photographic"	"detail"	"call_for"	"a"	"theory"	"explain"	"their"	"basic"	"mystery"	"and"	"all"	"its"	"component"	"include"	"that"	"weird"	"feeling"	"of"	"deja_vu"	"inevitably"	"fantastic"	"though"	"that"	"theory"	"must"	"seem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"a"	"territory"	"charitable"	"territory_,"	",_a"	"a_charitable"	"that_territory_,"	"territory_,_a"	",_a_charitable"	"a_charitable_judgment"	"RB"	"NN"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resolve"	"that"	"his"	"wrong"	"and"	"bereavement"	"in"	"kansas"	"occasion"	"by"	"the"	"violence"	"and"	"of"	"those"	"who"	"be"	"intent_on"	"the"	"propagation"	"of"	"slavery"	"in"	"that"	"territory"	"call_for"	"a"	"charitable"	"judgment"	"upon"	"his"	"recent"	"effort"	"in"	"virginia"	"to"	"undermine"	"the"	"despotism"	"from"	"which"	"he"	"had"	"suffer"	"and"	"commend"	"his"	"family"	"to"	"the"	"special"	"sympathy"	"and"	"aid"	"of"	"all"	"who"	"pity"	"suffering"	"and"	"reverence"	"justice"	
"2:42:00::"	"work"	"a"	"recreation"	"good_deal"	"recreation_work"	"work_a"	"a_good_deal"	"most_recreation_work"	"recreation_work_a"	"work_a_good_deal"	"a_good_deal_of"	"JJ"	"NN"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"work"	"call_for"	"a"	"good_deal"	"of"	"pre"	"planning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"growth"	"thorough"	"plant"	"check"	"plant_growth"	"growth_thorough"	"thorough_check"	"existing_plant_growth"	"plant_growth_thorough"	"growth_thorough_check"	"thorough_check_."	"JJ"	"NN"	"NN"	"VB"	"JJ"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"existing"	"growth"	"call_for"	"thorough"	"check"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
