"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"2:31:00::"	"were"	"necessary"	","	"in"	",_were"	"were_necessary"	"necessary_in"	"adopt_,_were"	",_were_necessary"	"were_necessary_in"	"necessary_in_the"	"VB"	"ε"	"VBD"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"changes"	"unanimously"	"were"	"feel"	"necessary"	"in"	"the"	"face"	"of"	"modern"	"trends"	"away"	"from"	"the"	"bible"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"we"	"that"	"∅"	"the"	"∅_we"	"we_that"	"that_the"	"∅_∅_we"	"∅_we_that"	"we_that_the"	"that_the_detroit_news"	"ε"	"ε"	"PRP"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"that"	"the"	"detroit_news"	"be"	"to"	"be"	"compliment"	"upon"	"arrange"	"for"	"articles"	"on"	"these"	"subjects"	"and"	"we"	"hope"	"that"	"it"	"will"	"continue"	"to"	"provide"	"material"	"along"	"wholesome"	"lines"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"still"	"that"	"who"	"adults"	"who_still"	"still_that"	"that_adults"	",_who_still"	"who_still_that"	"still_that_adults"	"that_adults_be"	"ε"	"WP"	"RB"	"VB"	"IN"	"NNS"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"can"	"we"	"parents"	"who"	"still"	"feel"	"that"	"adults"	"be"	"due"	"some"	"respect"	"from"	"children"	"battle"	"the"	"new"	"type"	"of"	"advertising"	"that"	"appear"	"on"	"tv"	"without"	"deny"	"the"	"children"	"the"	"use"	"of"	"television"	"entirely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"never"	"better"	"i"	"in"	"i_never"	"never_better"	"better_in"	"``_i_never"	"i_never_better"	"never_better_in"	"better_in_my"	"ε"	"PRP"	"RB"	"VB"	"JJR"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"feel"	"better"	"in"	"my"	"life"	"fiske"	"bluster"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"you"	"you"	"do"	"can"	"do_you"	"you_you"	"you_can"	"``_do_you"	"do_you_you"	"you_you_can"	"you_can_stand_up"	"ε"	"VBP"	"PRP"	"VB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"feel"	"you"	"can"	"stand_up"	"to"	"the"	"next"	"legislative"	"session"	"and"	"defend"	"this"	"contract"	"ask"	"mrs._grace_o._peck"	"representative"	"from"	"multnomah_county"	"of"	"the"	"commission"	"chairman"	"joseph_e._harvey_jr."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"has"	"compelled"	"administration"	"to"	"administration_has"	"has_compelled"	"compelled_to"	"kennedy_administration_has"	"administration_has_compelled"	"has_compelled_to"	"compelled_to_make"	"NNP"	"NN"	"VBZ"	"VB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"another"	"of"	"the"	"modifications"	"of"	"on"	"laos"	"that"	"the"	"kennedy"	"administration"	"has"	"feel"	"compelled"	"to"	"make"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"congress"	"this"	"in"	"understate"	"in_congress"	"congress_this"	"this_understate"	"republicans_in_congress"	"in_congress_this"	"congress_this_understate"	"this_understate_the"	"NNPS"	"IN"	"NNP"	"VB"	"DT"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"does"	"not"	"take"	"a"	"gallup"	"to"	"find_out"	"that"	"most"	"republicans"	"in"	"congress"	"feel"	"this"	"understate"	"the"	"situation"	"as"	"republicans"	"see"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"it"	"be"	"whom"	"too"	"whom_it"	"it_be"	"be_too"	",_whom_it"	"whom_it_be"	"it_be_too"	"be_too_trusting"	"ε"	"WP"	"PRP"	"VB"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"administration"	"ever"	"have"	"any"	"ideas"	"that"	"it"	"find"	"an"	"acceptable"	"alternative"	"to"	"prince_souvanna_phouma"	"whom"	"it"	"feel"	"be"	"too"	"trusting"	"of"	"communists"	"it"	"gradually"	"had"	"to"	"relinquish"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"jack"	"a"	"∅"	"wave"	"∅_jack"	"jack_a"	"a_wave"	"∅_∅_jack"	"∅_jack_a"	"jack_a_wave"	"a_wave_of"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"a"	"wave"	"of"	"complete"	"elation"	"but"	"in"	"a"	"second"	"it"	"had"	"vanish"	"without"	"a"	"trace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"may"	"pessimistic"	"we"	"at"	"we_may"	"may_pessimistic"	"pessimistic_at"	"∅_we_may"	"we_may_pessimistic"	"may_pessimistic_at"	"pessimistic_at_the"	"ε"	"PRP"	"MD"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"may"	"feel"	"pessimistic"	"at"	"the"	"outlook"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"and"	"uneasy"	"wall"	"."	"wall_and"	"and_uneasy"	"uneasy_."	"port_wall_and"	"wall_and_uneasy"	"and_uneasy_."	"uneasy_._∅"	"NN"	"NN"	"CC"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"above"	"decks"	"on"	"the"	"john_harvey"	"lieutenant_richardson"	"gaze"	"at"	"lights"	"still"	"burn"	"on"	"the"	"port"	"wall"	"and"	"feel"	"uneasy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"the"	"see"	"``"	"see_and"	"and_the"	"the_``"	"also_see_and"	"see_and_the"	"and_the_``"	"the_``_rain"	"RB"	"VB"	"CC"	"VB"	"DT"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"capt._michael_a._musmanno"	"military_governor"	"of"	"the"	"sorrentine_peninsula"	"also"	"see"	"and"	"feel"	"the"	"rain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"strongly"	"∅"	"attached"	"∅_i"	"i_strongly"	"strongly_attached"	"∅_∅_i"	"∅_i_strongly"	"i_strongly_attached"	"strongly_attached_to"	"ε"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"strongly"	"attached"	"to"	"the"	"hall"	"however"	"and"	"hardly_a"	"day"	"pass"	"when"	"i"	"did"	"not"	"go"	"to"	"look"	"at"	"it"	"from"	"a"	"distance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"about"	"how"	"it"	"how_he"	"he_about"	"about_it"	"ask_how_he"	"how_he_about"	"he_about_it"	"about_it_."	"VB"	"WRB"	"PRP"	"VB"	"IN"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"he"	"introduce"	"so_much"	"modern"	"music"	"could"	"not"	"resist"	"ask"	"how"	"he"	"feel"	"about"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"about"	"did"	"modern"	"did_he"	"he_about"	"about_modern"	"and_how_did_he"	"did_he_about"	"he_about_modern"	"about_modern_art"	"RB"	"VBD"	"PRP"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and_how"	"he"	"feel"	"about"	"modern"	"art"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
