"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"
"2:42:05::"	"it"	"from"	","	"the"	",_it"	"it_from"	"from_the"	"lines_,_it"	",_it_from"	"it_from_the"	"from_the_formula"	"NNS"	"ε"	"PRP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"complex"	"of"	"singular"	"lines"	"be"	"of"	"order"	"k"	"since"	"there"	"is"	"no"	"complex"	"of"	"invariant"	"lines"	"it"	"follow"	"from"	"the"	"formula"	"f"	"that"	"the"	"order"	"of"	"the"	"involution"	"be"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:05::"	"it"	"that"	","	"their"	",_it"	"it_that"	"that_their"	"intersect_,_it"	",_it_that"	"it_that_their"	"that_their_image"	"VB"	"ε"	"PRP"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"final"	"class"	"of"	"exceptional"	"lines"	"be"	"identifiable"	"from"	"the"	"following"	"considerations"	"no"	"two"	"generators"	"of"	"f"	"can"	"intersect"	"it"	"follow"	"that"	"their"	"image"	"curves"	"can"	"have"	"no"	"free"	"intersections"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"a"	"expect"	"singer"	"expect_to"	"to_a"	"a_singer"	"be_expect_to"	"expect_to_a"	"to_a_singer"	"a_singer_through"	"VB"	"VB"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"orchestra"	"however"	"could"	"expect"	"to"	"follow"	"a"	"singer"	"through"	"quite"	"as_many"	"adventures"	"with"	"pitch"	"as"	"miss_pons"	"encounter"	"last"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"to"	"."	"for"	"∅"	"for_to"	"to_."	"._∅"	"model_for_to"	"for_to_."	"to_._∅"	"._∅_∅"	"NN"	"IN"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"new_york"	"state"	"have"	"what"	"be"	"probably"	"the_most"	"advanced"	"of"	"these"	"co-operative"	"so"	"well"	"developed"	"that"	"it"	"has"	"become"	"a"	"model"	"for"	"to"	"follow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"jones"	"him"	"∅"	"into"	"∅_jones"	"jones_him"	"him_into"	"∅_∅_jones"	"∅_jones_him"	"jones_him_into"	"him_into_the"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"him"	"into"	"the"	"front_room"	"close"	"the"	"door"	"behind"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"there"	"the"	"∅"	"historic"	"∅_there"	"there_the"	"the_historic"	"∅_∅_there"	"∅_there_the"	"there_the_historic"	"the_historic_appropriations"	"ε"	"ε"	"EX"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"the"	"historic"	"appropriations"	"and"	"budget"	"fight"	"in_which"	"the"	"general_assembly"	"decide"	"to"	"tackle"	"executive"	"powers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"thereupon"	"a"	"∅"	"demonstration"	"∅_thereupon"	"thereupon_a"	"a_demonstration"	"∅_∅_thereupon"	"∅_thereupon_a"	"thereupon_a_demonstration"	"a_demonstration_that"	"ε"	"ε"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"a"	"demonstration"	"that"	"tyranny"	"know"	"no"	"ideological"	"confines"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"had"	"him"	","	"and"	",_had"	"had_him"	"him_and"	"here_,_had"	",_had_him"	"had_him_and"	"him_and_wait"	"RB"	"ε"	"VBD"	"VB"	"PRP"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whoever"	"it"	"be"	"had"	"mean"	"to"	"him"	"up"	"in"	"here"	"had"	"follow"	"him"	"and"	"wait"	"till"	"the"	"courthouse"	"and"	"square"	"be"	"deserted"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	";"	"years"	"dorothy_loudon"	"years_that"	"that_;"	";_dorothy_loudon"	"the_years_that"	"years_that_;"	"that_;_dorothy_loudon"	";_dorothy_loudon_'s"	"DT"	"NNS"	"WDT"	"VB"	"ε"	"NNP"	"POS"	"0"	"0"	"among"	"the"	"particular"	"gems"	"in_this"	"collection"	"be"	"the"	"impudent"	"opening"	"song"	"of"	"the"	"garrick"	"gaieties"	"an"	"impressive"	"forecast"	"of"	"the"	"wit"	"and"	"melody"	"that"	"were"	"to"	"come"	"from"	"rodgers"	"and"	"hart"	"in"	"the"	"that"	"follow"	"dorothy_loudon"	"raucous"	"listing"	"of"	"the"	"attractions"	"at"	"the"	"roxy"	"music_hall"	"from"	"i"	"marry"	"an"	"angel"	"and"	"the"	"incisive"	"style"	"with"	"which"	"charlotte_rae"	"deliver"	"the"	"top-drawer"	"hart"	"lyrics"	"of"	"i"	"blush"	"a"	"song"	"that"	"was"	"cut"	"from"	"a"	"connecticut_yankee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"the"	","	"captain"	",_and"	"and_the"	"the_captain"	"smile_,_and"	",_and_the"	"and_the_captain"	"the_captain_through"	"VB"	"ε"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ekstrohm"	"and"	"follow"	"the"	"captain"	"through"	"the"	"airlock"	"with"	"only"	"a"	"glance"	"at"	"the"	"lapel"	"gauge"	"on"	"his"	"coverall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	","	"ekstrohm"	"toe"	"'s"	"toe_,"	",_ekstrohm"	"ekstrohm_'s"	"his_toe_,"	"toe_,_ekstrohm"	",_ekstrohm_'s"	"ekstrohm_'s_example"	"PRP$"	"NN"	"ε"	"VB"	"NNP"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ryan"	"nudge"	"it"	"his"	"toe"	"follow"	"ekstrohm"	"example"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:05::"	"pieces"	"another"	"light-weight"	"on"	"light-weight_pieces"	"pieces_another"	"another_on"	"these_light-weight_pieces"	"light-weight_pieces_another"	"pieces_another_on"	"another_on_saturday"	"DT"	"JJ"	"NNS"	"VB"	"DT"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"there"	"be"	"really"	"an"	"excess"	"of"	"charm"	"as"	"one"	"of"	"these"	"light-weight"	"pieces"	"follow"	"another"	"on"	"saturday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"he"	"as"	"police"	"the"	"police_he"	"he_as"	"as_the"	"tell_police_he"	"police_he_as"	"he_as_the"	"as_the_negro"	"VB"	"NN"	"PRP"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"driver"	"police"	"he"	"follow"	"as"	"the"	"negro"	"man"	"get_out"	"of"	"the"	"cab"	"with"	"his"	"money"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
