"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:42:00::"	"after"	"a"	","	"week"	",_after"	"after_a"	"a_week"	"calif._,_after"	",_after_a"	"after_a_week"	"a_week_in"	"NNP"	"ε"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._mcintosh_buell"	"will"	"leave"	"sunday"	"to"	"return"	"to"	"home"	"in"	"santa_barbara"	"calif."	"after"	"spend"	"a"	"week"	"in"	"her"	"polo"	"grounds"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"is"	"several"	"manzanola"	"days"	"manzanola_is"	"is_several"	"several_days"	"of_manzanola_is"	"manzanola_is_several"	"is_several_days"	"several_days_in"	"IN"	"NNP"	"VBZ"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._john_c._vroman_jr."	"manzanola"	"is"	"spend"	"several"	"days"	"in"	"her"	"sherman_plaza"	"apartment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"after"	"a_few"	"colorado_springs"	"days"	"colorado_springs_after"	"after_a_few"	"a_few_days"	"in_colorado_springs_after"	"colorado_springs_after_a_few"	"after_a_few_days"	"a_few_days_at"	"IN"	"NN"	"IN"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr."	"and"	"mrs._merrill_shoup"	"have"	"return"	"their"	"home"	"in"	"colorado_springs"	"after"	"spend"	"a_few"	"days"	"at"	"the"	"brown_palace_hotel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"were"	"with"	"years"	"the"	"years_were"	"were_with"	"with_the"	"five_years_were"	"years_were_with"	"were_with_the"	"with_the_cologne_opera"	"CD"	"NNS"	"VBD"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"five"	"were"	"spend"	"with"	"the"	"cologne_opera"	"after"	"which"	"he"	"was"	"call"	"to"	"prague"	"by"	"alexander_von_zemlinsky"	"teacher"	"of"	"arnold_scho"	"nberg"	"and"	"erich_korngold"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"be"	"only"	"will"	"around"	"will_be"	"be_only"	"only_around"	"georgia_will_be"	"will_be_only"	"be_only_around"	"only_around_$"	"NNP"	"MD"	"VB"	"VB"	"RB"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"with"	"the"	"increase"	"in"	"funds"	"the"	"next"	"fiscal_year"	"georgia"	"will"	"be"	"spend"	"only"	"around"	"per"	"day"	"per"	"patient"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"each_year"	"20000000000"	"."	"20000000000_to"	"to_each_year"	"each_year_."	"$_20000000000_to"	"20000000000_to_each_year"	"to_each_year_."	"each_year_._∅"	"ε"	"CD"	"TO"	"VB"	"RB"	"ε"	"ε"	"so"	"well_known"	"be"	"the"	"growth"	"of"	"broadcasting"	"operations"	"aim"	"wholly"	"or"	"partly"	"at"	"negro"	"listeners"	"an"	"audience"	"which"	"in"	"the"	"united_states"	"comprise"	"some"	"people"	"to"	"spend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"suburbs"	"yesterday"	"the"	"morning"	"the_suburbs"	"suburbs_yesterday"	"yesterday_morning"	"in_the_suburbs"	"the_suburbs_yesterday"	"suburbs_yesterday_morning"	"yesterday_morning_dig"	"VB"	"DT"	"NNS"	"VB"	"NN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"of"	"the"	"new_york"	"philharmonic"	"who"	"live"	"in"	"the"	"suburbs"	"spend"	"yesterday"	"morning"	"dig"	"themselves"	"free"	"from"	"snow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"his"	","	"nine-year"	",_to"	"to_his"	"his_nine-year"	"executive_,_to"	",_to_his"	"to_his_nine-year"	"his_nine-year_reign"	"NN"	"ε"	"TO"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"fall"	"to"	"chancellor_kimpton"	"now"	"a"	"indiana"	"executive"	"to"	"spend"	"his"	"nine-year"	"reign"	"tidy_up"	"chicago"	"after"	"the"	"year"	"typhoon"	"of"	"idealist"	"robert_maynard_hutchins"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"the"	"widow"	"first_half"	"widow_,"	",_the"	"the_first_half"	"the_widow_,"	"widow_,_the"	",_the_first_half"	"the_first_half_of"	"DT"	"NN"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"susan_johnson"	"as"	"widow"	"spend"	"the"	"first_half"	"of"	"the"	"play"	"run"	"a"	"bar"	"and"	"sing"	"about"	"the"	"unlamented"	"death"	"of"	"her"	"late"	"husband"	"and"	"the"	"second_half"	"try"	"to"	"acquire"	"a"	"new"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"who"	"six"	"18"	"weeks"	"18_who"	"who_six"	"six_weeks"	"to_18_who"	"18_who_six"	"who_six_weeks"	"six_weeks_at"	"TO"	"CD"	"WP"	"VB"	"CD"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"p."	"m."	"the"	"president"	"leave"	"the"	"white_house"	"to"	"welcome"	"the"	"young"	"musicians"	"students"	"the"	"ages"	"of"	"to"	"who"	"spend"	"six"	"weeks"	"at"	"the"	"brevard_music_center"	"summer_camp"	"and"	"to"	"greet"	"the"	"crippled"	"cardiac"	"and"	"blind"	"children"	"from"	"the"	"district"	"area"	"who"	"be"	"special"	"guests"	"at"	"the"	"concert"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"has"	"a"	"which"	"good_deal"	"which_has"	"has_a"	"a_good_deal"	",_which_has"	"which_has_a"	"has_a_good_deal"	"a_good_deal_of"	"ε"	"WDT"	"VBZ"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"request"	"for"	"lower"	"rates"	"originate"	"the"	"southern"	"railway"	"which"	"has"	"spend"	"a"	"good_deal"	"of"	"time"	"and"	"money"	"develop"	"a"	"ton"	"hopper"	"car"	"with"	"which"	"it"	"say"	"it"	"can"	"move"	"grain"	"at"	"about"	"half"	"what"	"it"	"cost"	"in"	"the"	"conventional"	"smaller"	"car"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"having"	"$"	"of"	"8555"	"of_having"	"having_$"	"$_8555"	"accuse_of_having"	"of_having_$"	"having_$_8555"	"$_8555_to"	"VB"	"IN"	"VBG"	"VB"	"ε"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"state"	"public_works"	"is"	"accuse"	"of"	"having"	"spend"	"to"	"build"	"a"	"private"	"beach"	"for"	"a"	"state"	"judge"	"on"	"his"	"waterfront"	"property"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"be"	"through"	"would"	"universities"	"would_be"	"be_through"	"through_universities"	"26000000_would_be"	"would_be_through"	"be_through_universities"	"through_universities_and"	"CD"	"MD"	"VB"	"VB"	"IN"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"budget"	"that"	"has"	"been"	"submit"	"for"	"approval"	"would"	"be"	"spend"	"through"	"universities"	"and"	"private"	"voluntary"	"agencies"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"of"	"several"	"tell"	"months"	"tell_of"	"of_several"	"several_months"	"financier_tell_of"	"tell_of_several"	"of_several_months"	"several_months_with"	"NN"	"VB"	"IN"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"an"	"anonymous"	"interview"	"with"	"french"	"newspaper"	"the"	"financier"	"tell"	"of"	"spend"	"several"	"months"	"with"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"committee"	"months"	"investigation"	"digest"	"investigation_committee"	"committee_months"	"months_digest"	"the_investigation_committee"	"investigation_committee_months"	"committee_months_digest"	"months_digest_the"	"DT"	"NN"	"NN"	"VB"	"NNS"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"investigation"	"committee"	"spend"	"months"	"digest"	"the"	"thoughtful"	"food"	"serve"	"them"	"at"	"the"	"laboratory_school"	"they"	"leave"	"helva"	"with"	"a"	"morsel"	"as_well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"all"	"decide"	"his"	"decide_to"	"to_all"	"all_his"	"has_decide_to"	"decide_to_all"	"to_all_his"	"all_his_available"	"VBZ"	"VB"	"TO"	"VB"	"DT"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sandman"	"say"	"the"	"announcement"	"that"	"has"	"decide"	"to"	"spend"	"all"	"his"	"available"	"time"	"campaign"	"for"	"mr._mitchell"	"be"	"a"	"dead"	"giveaway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"days"	"in"	"a_few"	"cosmopolitan"	"a_few_days"	"days_in"	"in_cosmopolitan"	"be_a_few_days"	"a_few_days_in"	"days_in_cosmopolitan"	"in_cosmopolitan_chicago"	"VB"	"JJ"	"NNS"	"VB"	"IN"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"pleasant"	"start"	"to"	"midwestern"	"vacation"	"be"	"a_few"	"days"	"spend"	"in"	"cosmopolitan"	"chicago"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"city"	"more_than"	"the"	"$"	"the_city"	"city_more_than"	"more_than_$"	"that_the_city"	"the_city_more_than"	"city_more_than_$"	"more_than_$_115000"	"IN"	"DT"	"NN"	"VB"	"RB"	"ε"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_reply"	"deputy"	"police_commissioner"	"howard_r._leary"	"that"	"the"	"city"	"spend"	"more_than"	"annually"	"to"	"license"	"and"	"regulate"	"dogs"	"but"	"collect"	"only"	"in"	"fees"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
