"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"3:00:03::"	"in"	"communal"	"exclusiveness"	"grouping"	"exclusiveness_in"	"in_communal"	"communal_grouping"	"growing_exclusiveness_in"	"exclusiveness_in_communal"	"in_communal_grouping"	"communal_grouping_."	"JJ"	"NN"	"IN"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"observe"	"in"	"the"	"introductory"	"chapter"	"that"	"metropolitan"	"life"	"had"	"split"	"two"	"trend"	"expanding"	"interdependence"	"on"	"an"	"impersonal"	"basis"	"and"	"growing"	"exclusiveness"	"in"	"local"	"communal"	"grouping"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"or"	"legislation"	"partial"	"''"	"partial_or"	"or_legislation"	"legislation_''"	"all_partial_or"	"partial_or_legislation"	"or_legislation_''"	"legislation_''_."	"DT"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"against"	"the"	"tyranny"	"of"	"a"	"numerical"	"majority"	"person"	"develop"	"his"	"theory"	"of"	"concurrent"	"majority"	"which"	"he"	"say"	"by"	"give"	"to"	"each"	"portion"	"of"	"the"	"community"	"which"	"may"	"be"	"unequally"	"affected"	"by"	"the"	"action"	"of"	"government"	"a"	"negative"	"on"	"the"	"prevent"	"all"	"partial"	"or"	"local"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"under"	"law"	","	","	",_under"	"under_law"	"law_,"	"may_,_under"	",_under_law"	"under_law_,"	"law_,_have"	"MD"	"ε"	"IN"	"JJ"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"minor"	"be"	"subject"	"to"	"tax"	"on"	"his"	"earnings"	"even"	"though"	"his"	"parent"	"may"	"under"	"local"	"law"	"have"	"the"	"right"	"to"	"them"	"and"	"might"	"actually"	"have"	"receive"	"the"	"money"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:native:01"	"a"	"little"	"join"	"theater"	"join_a"	"a_little"	"little_theater"	"he_join_a"	"join_a_little"	"a_little_theater"	"little_theater_group"	"PRP"	"VB"	"DT"	"JJ"	"JJ"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"family"	"business"	"fail"	"mercer"	"leave"	"school"	"and"	"on"	"his"	"mother"	"urging"	"for"	"hope"	"that"	"he"	"would"	"become"	"an"	"actor"	"he"	"join"	"a"	"local"	"little"	"theater"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"the"	"board"	"of"	"as"	"of_the"	"the_board"	"board_as"	"statement_of_the"	"of_the_board"	"the_board_as"	"board_as_to"	"NN"	"IN"	"DT"	"JJ"	"NN"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"petitioner"	"first"	"contend"	"that"	"the"	"group"	"deny"	"him"	"procedural"	"due_process"	"by"	"not"	"give"	"him"	"timely"	"before"	"its"	"final"	"recommendation"	"to"	"the"	"appeal_board"	"to"	"answer"	"the"	"statement"	"of"	"the"	"local"	"board"	"as"	"to"	"his"	"claim"	"of"	"devote"	"hour"	"to"	"actual"	"preaching"	"0"	
"3:01:01::"	"the"	"rodeo"	"win"	"."	"win_the"	"the_rodeo"	"rodeo_."	"invariably_win_the"	"win_the_rodeo"	"the_rodeo_."	"rodeo_._∅"	"RB"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"cow"	"camp"	"person"	"was"	"regard_as"	"a"	"hero"	"as"	"the"	"same"	"of"	"champion"	"he"	"be"	"when"	"he"	"enter"	"and"	"invariably"	"win"	"the"	"local"	"rodeo"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"attend"	"college"	"to"	"at"	"to_attend"	"attend_college"	"college_at"	"enable_to_attend"	"to_attend_college"	"attend_college_at"	"college_at_modest"	"VB"	"TO"	"VB"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"reason"	"for"	"the"	"high"	"percentage"	"of"	"jewish"	"teenager"	"college"	"be"	"that"	"a"	"great"	"many"	"urban"	"jew"	"are"	"enable"	"to"	"attend"	"local"	"college"	"at"	"modest"	"cost"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"its"	"manifestation"	"of"	","	"of_its"	"its_manifestation"	"manifestation_,"	"some_of_its"	"of_its_manifestation"	"its_manifestation_,"	"manifestation_,_as"	"DT"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"geometric"	"pottery"	"has"	"not_yet"	"receive"	"the"	"thorough"	"detailed"	"study"	"which"	"it"	"deserve"	"partly"	"the"	"task"	"be"	"a"	"mammoth"	"one"	"and"	"partly"	"because"	"some"	"of"	"its"	"local"	"manifestation"	"as"	"at"	"location"	"are"	"only"	"now"	"come_to_light"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"the"	"variation"	","	"within"	",_the"	"the_variation"	"variation_within"	"increase_,_the"	",_the_variation"	"the_variation_within"	"variation_within_a"	"VB"	"ε"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"material"	"at"	"the"	"command"	"of"	"the"	"potter"	"and"	"the"	"volume"	"of"	"their"	"production"	"increase"	"the"	"local"	"variation"	"within"	"a"	"common"	"style"	"become"	"more"	"evident"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:native:01"	"by"	"bond"	"water_program"	","	"water_program_by"	"by_bond"	"bond_,"	"its_water_program_by"	"water_program_by_bond"	"by_bond_,"	"bond_,_and"	"PRP$"	"NN"	"IN"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"statement"	"by"	"legislator"	"that"	"dallas"	"pay"	"for"	"all"	"its"	"water_program"	"by"	"local"	"bond"	"and"	"that"	"less"	"populous"	"place"	"would"	"benefit"	"most"	"by"	"the"	"pending"	"bill"	"did"	"not"	"sway"	"person"	"attack"	"0"	
"5:00:00:native:01"	"the"	"person"	"and"	"yesterday"	"and_the"	"the_person"	"person_yesterday"	"group_and_the"	"and_the_person"	"the_person_yesterday"	"person_yesterday_."	"NNP"	"CC"	"DT"	"JJ"	"NNP"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"be"	"quiet"	"in"	"the"	"of"	"the"	"group"	"and"	"the"	"local"	"person"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"group"	"."	"the"	"∅"	"the_group"	"group_."	"._∅"	"of_the_group"	"the_group_."	"group_._∅"	"._∅_∅"	"IN"	"DT"	"NNP"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"need"	"a"	"front"	"some"	"labor"	"stiff"	"with"	"clean"	"record"	"to"	"act_as"	"business_agent"	"of"	"the"	"group"	"local"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"to"	"community"	"beneficial"	"and"	"beneficial_to"	"to_community"	"community_and"	"be_beneficial_to"	"beneficial_to_community"	"to_community_and"	"community_and_encourage"	"VB"	"JJ"	"TO"	"JJ"	"NN"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"a"	"source"	"of"	"investment"	"the"	"system"	"be"	"beneficial"	"to"	"local"	"community"	"and"	"encourage"	"the"	"development"	"of"	"industry"	"in"	"rural_area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:native:01"	"many"	"citizen"	"∅"	"fear"	"∅_many"	"many_citizen"	"citizen_fear"	"∅_∅_many"	"∅_many_citizen"	"many_citizen_fear"	"citizen_fear_that"	"ε"	"ε"	"JJ"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"local"	"citizen"	"fear"	"that"	"there"	"would"	"be"	"irregularity"	"at"	"the"	"polls"	"and"	"person"	"get"	"himself"	"a"	"permit"	"to"	"carry"	"a"	"gun"	"and"	"promise"	"an"	"orderly"	"election"	
"3:00:03::"	"of"	"party"	"deterioration"	"organization"	"deterioration_of"	"of_party"	"party_organization"	"the_deterioration_of"	"deterioration_of_party"	"of_party_organization"	"party_organization_."	"DT"	"NN"	"IN"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"general"	"setting"	"of"	"the"	"moroccan"	"may"	"also"	"encourage"	"the"	"deterioration"	"of"	"local"	"party"	"organization"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:native:01"	","	"haberdashery"	"drugstore"	"and"	"drugstore_,"	",_haberdashery"	"haberdashery_and"	",_drugstore_,"	"drugstore_,_haberdashery"	",_haberdashery_and"	"haberdashery_and_dress_shop"	"ε"	"NN"	"ε"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"retailing"	"of_course"	"always"	"spread"	"with"	"the"	"grocery_store"	"drugstore"	"local"	"haberdashery"	"and"	"dress_shop"	"candy_store"	"and"	"the_like"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"for"	"history"	"fondness"	"or"	"fondness_for"	"for_history"	"history_or"	"his_fondness_for"	"fondness_for_history"	"for_history_or"	"history_or_for"	"PRP$"	"NN"	"IN"	"JJ"	"NN"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"outlook"	"for"	"the"	"amateur"	"for_instance"	"usually"	"dependent_on"	"his"	"fondness"	"for"	"local"	"history"	"or"	"for"	"the"	"picturesque"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:native:01"	"a"	"romance"	"report"	":"	"report_a"	"a_romance"	"romance_:"	"newspaper_report_a"	"report_a_romance"	"a_romance_:"	"romance_:_``"	"NN"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"weekly"	"report"	"a"	"local"	"romance"	"and"	"the"	"couple"	"were"	"marry"	"last"	"saturday"	"thus"	"end"	"a"	"friendship"	"which"	"begin"	"in"	"their"	"schooldays"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:native:01"	"the"	"plant"	"of"	","	"of_the"	"the_plant"	"plant_,"	"abandonment_of_the"	"of_the_plant"	"the_plant_,"	"plant_,_electric_current"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"a"	"time"	"the"	"abandonment"	"of"	"the"	"local"	"plant"	"electric_current"	"for"	"location"	"was"	"bring_in"	"from"	"the"	"south"	"with"	"an"	"emergency"	"tie-in"	"with"	"the"	"group"	"system"	"to_the_north"	"0"	"0"	"0"	
