"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"
"1:28:00::"	"a"	"the"	"for"	"hall"	"for_a"	"a_the"	"the_hall"	"∅_for_a"	"for_a_the"	"a_the_hall"	"the_hall_confuse"	"ε"	"IN"	"DT"	"NN"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"moment"	"the"	"hall"	"confuse"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"still"	"when"	"be"	"he"	"be_still"	"still_when"	"when_he"	"there_be_still"	"be_still_when"	"still_when_he"	"when_he_love"	"EX"	"VB"	"RB"	"NN"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everyone"	"be"	"ambivalent"	"about"	"his"	"profession"	"if"	"he"	"has"	"it"	"long"	"enough"	"but"	"there"	"be"	"still"	"moment"	"when"	"he"	"love"	"the"	"stage"	"and"	"all"	"those"	"unseen"	"people"	"out"	"there"	"who"	"might"	"cheer"	"you"	"or"	"boo"	"you"	"but"	"that"	"be"	"largely"	"though"	"not"	"entirely"	"up_to_you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"."	"at"	"∅"	"at_the"	"the_."	"._∅"	"unfold_at_the"	"at_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"high"	"note"	"have"	"the"	"crowd"	"in"	"ecstasy"	"so"	"that"	"it"	"stop"	"the"	"show"	"midway"	"in"	"the"	"but"	"the"	"real"	"reason"	"be"	"a"	"realization"	"of"	"the"	"extraordinary"	"performance"	"unfold"	"at"	"the"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"that"	"of"	"in"	"vision"	"in_that"	"that_of"	"of_vision"	"∅_in_that"	"in_that_of"	"that_of_vision"	"of_vision_person"	"ε"	"RB"	"RB"	"NN"	"IN"	"NN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"moment"	"of"	"vision"	"person"	"hear"	"the"	"voice"	"within"	"himself"	"say"	"i"	"must"	"not"	"hate"	"him"	"i"	"must"	"not"	"hate"	"him"	"or"	"i"	"shall"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"a"	"."	"for"	"∅"	"for_a"	"a_."	"._∅"	"her_for_a"	"for_a_."	"a_._∅"	"._∅_∅"	"PRP"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"liar"	"logic"	"a"	"wisp"	"of"	"optimism"	"as"	"fragile"	"as"	"the"	"scent"	"of"	"tropical"	"blossom"	"that"	"come_through"	"the"	"window"	"euphoria"	"perhaps"	"engender"	"by"	"the"	"pill"	"person"	"had"	"give"	"her"	"console"	"her"	"for"	"a"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"a_few"	"thought"	"call"	","	"call_a_few"	"a_few_thought"	"thought_,"	"the_call_a_few"	"call_a_few_thought"	"a_few_thought_,"	"thought_,_he"	"DT"	"NN"	"JJ"	"NN"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"had"	"the"	"call"	"a_few"	"moment"	"thought"	"he"	"go_into"	"the"	"kitchen"	"to"	"ask"	"person"	"to"	"prepare"	"tea"	"and"	"sushi"	"for"	"the"	"visitor"	"use"	"the"	"formal"	"english"	"china"	"and"	"the"	"silver"	"tea_service"	"which"	"had"	"been"	"donate"	"to"	"the"	"mission"	"then"	"he"	"go"	"outside"	"to"	"inspect"	"the"	"grounds"	"0"	"0"	
"1:28:00::"	"this"	","	"at"	"all"	"at_this"	"this_,"	",_all"	"∅_at_this"	"at_this_,"	"this_,_all"	",_all_he"	"ε"	"IN"	"DT"	"NN"	"ε"	"JJ"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"moment"	"all"	"he"	"could"	"think_of"	"be"	"what"	"he"	"been"	"force"	"to"	"undergo"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"a"	"."	"for"	"∅"	"for_a"	"a_."	"._∅"	"place_for_a"	"for_a_."	"a_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"put"	"yourself"	"in"	"place"	"for"	"a"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"a_few"	"for"	"us"	"take_stock"	"us_a_few"	"a_few_for"	"for_take_stock"	"give_us_a_few"	"us_a_few_for"	"a_few_for_take_stock"	"for_take_stock_of"	"VB"	"PRP"	"JJ"	"NN"	"IN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"wait"	"till"	"he"	"had"	"finish"	"and"	"that"	"give"	"us"	"a_few"	"moment"	"for"	"take_stock"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"a"	"think"	"for"	"."	"for_a"	"a_think"	"think_."	"sit_for_a"	"for_a_think"	"a_think_."	"think_._∅"	"VB"	"IN"	"DT"	"NN"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"try"	"i"	"say"	"and"	"sit"	"a"	"moment"	"think"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"a"	"an"	"for"	"immense"	"for_a"	"a_an"	"an_immense"	"know_for_a"	"for_a_an"	"a_an_immense"	"an_immense_relief"	"VB"	"IN"	"DT"	"NN"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"in"	"one"	"letter"	"person"	"inform"	"me"	"that"	"her"	"father"	"did"	"not"	"the"	"idea"	"of"	"her"	"go_out"	"alone"	"on"	"new_year's_eve"	"i"	"know"	"for"	"a"	"moment"	"an"	"immense"	"relief"	"but"	"the"	"letter"	"go_on"	"she"	"had"	"cry"	"she"	"had"	"implore"	"she"	"had"	"be"	"miserable"	"at"	"his"	"refusal"	"and"	"finally"	"he"	"had"	"relent"	"and"	"now"	"how"	"happy"	"she"	"be"	"how"	"expectant"	
"1:28:01::"	"a"	"she"	"for"	"think_of"	"for_a"	"a_she"	"she_think_of"	"∅_for_a"	"for_a_she"	"a_she_think_of"	"she_think_of_answer"	"ε"	"IN"	"DT"	"NN"	"PRP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"moment"	"she"	"think_of"	"answer"	"with"	"the"	"truth"	"but"	"she"	"know"	"there"	"be"	"man"	"who"	"shy_away_from"	"virginity"	"who"	"demand"	"some"	"degree"	"of"	"education"	"in"	"body"	"as_well_as"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"more"	"which"	"or"	"strike"	"or_more"	"more_which"	"which_strike"	"one_or_more"	"or_more_which"	"more_which_strike"	"which_strike_the"	"JJ"	"CC"	"JJ"	"NN"	"WDT"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"work"	"of"	"every"	"artist"	"i"	"suppose"	"may"	"be"	"find"	"one"	"or"	"more"	"moment"	"which"	"strike"	"the"	"student"	"as"	"absolutely"	"decisive"	"ultimately"	"emblematic"	"of"	"what"	"it"	"be"	"all"	"about"	"not"	"less"	"strikingly"	"so"	"for"	"be"	"mysterious"	"as"	"though"	"some"	"deeply"	"hidden"	"constatation"	"of"	"thought"	"were"	"encipher"	"in"	"a"	"single"	"image"	"a"	"single"	"moment"	
"1:28:00::"	"single"	"."	"a"	"∅"	"a_single"	"single_."	"._∅"	",_a_single"	"a_single_."	"single_._∅"	"._∅_∅"	"ε"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"the"	"work"	"of"	"every"	"artist"	"i"	"suppose"	"there"	"may"	"be"	"find"	"one"	"or"	"more"	"moment"	"which"	"strike"	"the"	"student"	"as"	"absolutely"	"decisive"	"ultimately"	"emblematic"	"of"	"what"	"it"	"be"	"all"	"about"	"not"	"less"	"strikingly"	"so"	"for"	"be"	"mysterious"	"as"	"though"	"some"	"deeply"	"hidden"	"constatation"	"of"	"thought"	"were"	"encipher"	"in"	"a"	"single"	"image"	"a"	"single"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
