"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"3:00:00::"	"to"	"degree"	"assure"	"that"	"assure_to"	"to_degree"	"degree_that"	"will_assure_to"	"assure_to_degree"	"to_degree_that"	"degree_that_national"	"MD"	"VB"	"RB"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"continuation"	"and"	"expansion"	"of"	"shooting"	"development"	"program"	"will"	"assure"	"to"	"some"	"degree"	"that"	"national"	"and"	"community"	"leaders"	"will"	"be"	"make"	"aware"	"of"	"the"	"ever"	"growing"	"need"	"for"	"shooting"	"facility"	"and"	"activity"	"for"	"hunting"	"and"	"shooting"	"in"	"answer"	"to"	"public"	"demand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"psychologist"	"∅"	","	"∅_∅"	"∅_psychologist"	"psychologist_,"	"∅_∅_∅"	"∅_∅_psychologist"	"∅_psychologist_,"	"psychologist_,_in_fact"	"ε"	"ε"	"ε"	"JJ"	"NN"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"psychologist"	"in_fact"	"suggest"	"that"	"career"	"bound"	"husband"	"often"	"be"	"more"	"to"	"blame"	"for"	"topsy-turvy"	"marriage"	"than"	"their"	"wife"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"case"	"∅"	","	"∅_in"	"in_case"	"case_,"	"∅_∅_in"	"∅_in_case"	"in_case_,"	"case_,_however"	"ε"	"ε"	"IN"	"JJ"	"NN"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"case"	"however"	"domination"	"of"	"the"	"sex_act"	"by"	"one"	"partner"	"can"	"be"	"temporary"	"trigger"	"by"	"a"	"passing"	"but"	"urgent"	"emotional"	"need"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"take"	"very"	"must"	"basic"	"must_take"	"take_very"	"very_basic"	"husband_must_take"	"must_take_very"	"take_very_basic"	"very_basic_step"	"NN"	"MD"	"VB"	"JJ"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"get"	"a"	"marriage"	"back"	"where"	"it"	"belong"	"comment"	"person"	"the"	"group"	"the"	"husband"	"must"	"take"	"some"	"very"	"basic"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"depend_on"	"trick"	"success"	"or"	"success_depend_on"	"depend_on_trick"	"trick_or"	"their_success_depend_on"	"success_depend_on_trick"	"depend_on_trick_or"	"trick_or_technique"	"PRP$"	"NN"	"VB"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"too"	"many"	"husband"	"person"	"continue"	"worry"	"about"	"how"	"well"	"they"	"do"	"fear"	"that"	"their"	"success"	"depend_on"	"some"	"trick"	"or"	"technique"	"of"	"sexual"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"begin"	"year"	","	"before"	",_begin"	"begin_year"	"year_before"	"person_,_begin"	",_begin_year"	"begin_year_before"	"year_before_."	"NNP"	"ε"	"VB"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"return"	"to"	"california"	"in"	"the"	"winter"	"of"	"it"	"to"	"take_up"	"again"	"a"	"collaboration"	"with"	"person"	"begin"	"some"	"year"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"produce"	"very"	"would"	"memorable"	"would_produce"	"produce_very"	"very_memorable"	"they_would_produce"	"would_produce_very"	"produce_very_memorable"	"very_memorable_and"	"PRP"	"MD"	"VB"	"JJ"	"RB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"though"	"would"	"produce"	"some"	"very"	"memorable"	"and"	"lasting"	"song"	"person"	"and"	"person"	"were"	"not"	"give"	"strong"	"material"	"to"	"work_on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	","	"aspect"	"therapist"	"of"	"therapist_,"	",_aspect"	"aspect_of"	"the_therapist_,"	"therapist_,_aspect"	",_aspect_of"	"aspect_of_the"	"DT"	"NN"	"ε"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"particularly"	"hard"	"for"	"the"	"therapist"	"to"	"grasp"	"be"	"those"	"instance"	"in_which"	"patient"	"is"	"manifest"	"an"	"introject"	"traceable"	"to"	"something"	"in"	"the"	"therapist"	"some"	"aspect"	"of"	"the"	"therapist"	"of"	"which"	"the"	"latter"	"be"	"himself"	"only"	"poorly"	"aware"	"and"	"the"	"recognition"	"of"	"which"	"as"	"a"	"part"	"of"	"himself"	"he"	"find"	"distinctly"	"unwelcome"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:much(a):00"	"for"	"time"	"here"	"''"	"here_for"	"for_time"	"time_''"	"be_here_for"	"here_for_time"	"for_time_''"	"time_''_."	"VB"	"RB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"for"	"some"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"extent"	"irregularity"	"."	"irregularity_to"	"to_extent"	"extent_."	"surface_irregularity_to"	"irregularity_to_extent"	"to_extent_."	"extent_._∅"	"NN"	"NN"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dirt"	"on"	"the"	"soiled"	"object"	"mechanically"	"hold"	"by"	"surface"	"irregularity"	"to"	"some"	"extent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"extent"	","	","	",_to"	"to_extent"	"extent_,"	"act_as_,_to"	",_to_extent"	"to_extent_,"	"extent_,_as"	"VB"	"ε"	"RB"	"JJ"	"NN"	"ε"	"RB"	"process"	"whereby"	"soil"	"are"	"remove"	"consist"	"basically"	"of"	"apply"	"mechanical"	"action"	"to"	"loosen"	"the"	"dirt"	"particle"	"and"	"dried"	"matter"	"in"	"the"	"presence"	"of"	"water"	"which"	"help"	"to"	"float"	"off"	"the"	"debris"	"and"	"act_as"	"some"	"extent"	"as"	"a"	"dissolving_agent"	"and"	"solvating_agent"	"agent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"extent"	","	"at_least"	",_to"	"to_extent"	"extent_at_least"	"and_,_to"	",_to_extent"	"to_extent_at_least"	"extent_at_least_,"	"CC"	"ε"	"RB"	"JJ"	"NN"	"RB"	"ε"	"0"	"it"	"follow"	"then"	"provided"	"the"	"possibility"	"been"	"exhaust"	"that"	"the"	"only"	"real"	"alternative"	"be"	"the"	"general"	"viewpoint"	"of"	"the"	"left"	"which"	"has"	"been"	"represent"	"on"	"the"	"continent"	"by"	"person"	"and"	"to"	"some"	"at_least"	"is"	"find"	"in"	"much"	"that"	"be"	"significant"	"in"	"american"	"and"	"english"	"theology"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"build"	"new"	"have"	"church"	"have_build"	"build_new"	"new_church"	"protestant_have_build"	"have_build_new"	"build_new_church"	"new_church_during"	"NN"	"VBP"	"VB"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"it"	"must"	"be"	"say"	"these"	"same"	"protestant"	"have"	"build"	"some"	"new"	"church"	"during"	"this"	"period"	"and"	"that"	"religious"	"population_shift"	"have"	"empty"	"church"	"a"	"principal"	"reason"	"for"	"this"	"phenomenon"	"of"	"redundancy"	"be"	"that"	"fewer"	"protestant"	"are"	"go_to"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"of"	"∅"	"the"	"∅_∅"	"∅_of"	"of_the"	"∅_∅_∅"	"∅_∅_of"	"∅_of_the"	"of_the_feature"	"ε"	"ε"	"ε"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"the"	"feature"	"of"	"the"	"top"	"portion"	"of"	"figure"	"and"	"figure"	"were"	"mention"	"in"	"discuss"	"table"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"∅"	"experiment"	"∅"	"be"	"∅_∅"	"∅_experiment"	"experiment_be"	"∅_∅_∅"	"∅_∅_experiment"	"∅_experiment_be"	"experiment_be_composed"	"ε"	"ε"	"ε"	"JJ"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"experiment"	"be"	"composed"	"of"	"repetition"	"of"	"independent"	"trial"	"each"	"with"	"two"	"outcome"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"have"	"probability"	"marksman"	"p"	"marksman_have"	"have_probability"	"probability_p"	"the_marksman_have"	"marksman_have_probability"	"have_probability_p"	"probability_p_,"	"DT"	"NN"	"VB"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"die"	"have"	"probability"	"f"	"of"	"produce"	"ace"	"the"	"marksman"	"have"	"some"	"probability"	"p"	"perhaps"	"of"	"make"	"a"	"bull's_eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"and"	"good"	"base_on_balls"	"infield"	"base_on_balls_and"	"and_good"	"good_infield"	"three_base_on_balls_and"	"base_on_balls_and_good"	"and_good_infield"	"good_infield_play"	"JJ"	"NN"	"CC"	"JJ"	"JJ"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"despite"	"the"	"degree"	"weather"	"the"	"game"	"was"	"click_off"	"in"	"thanks"	"only"	"three"	"base_on_balls"	"and"	"some"	"good"	"infield"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
