"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"
"1:07:00::"	"limit"	"is"	"public"	"elevate"	"public_limit"	"limit_is"	"is_elevate"	"the_public_limit"	"public_limit_is"	"limit_is_elevate"	"is_elevate_,"	"DT"	"JJ"	"NN"	"NN"	"VBZ"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"marginal_cost"	"rise"	"when"	"the"	"wage"	"rate"	"rise"	"profit-maximizing"	"price"	"also"	"rise"	"when"	"the"	"public"	"limit"	"price"	"is"	"elevate"	"and"	"be"	"likely"	"to"	"remain"	"well"	"above"	"the"	"latter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"limit"	"rise"	"public"	"in"	"public_limit"	"limit_rise"	"rise_in"	"the_public_limit"	"public_limit_rise"	"limit_rise_in"	"rise_in_response"	"DT"	"JJ"	"NN"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"or"	"not"	"it"	"be"	"in"	"the"	"industry"	"interest"	"to"	"allow"	"the"	"basic"	"wage"	"rate"	"to"	"rise"	"depend_upon"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"rise"	"in"	"response"	"to"	"a"	"basic"	"wage"	"increase"	"and"	"the"	"relation"	"of"	"this"	"response"	"to"	"the"	"increase"	"in"	"cost"	"accompany"	"the"	"wage"	"increase"	"0"	"0"	"0"	
"1:07:00::"	"limit"	"is"	"public"	"raise"	"public_limit"	"limit_is"	"is_raise"	"the_public_limit"	"public_limit_is"	"limit_is_raise"	"is_raise_by"	"DT"	"JJ"	"NN"	"NN"	"VBZ"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"are"	"abstract"	"from"	"the"	"fact"	"of"	"strike"	"here"	"but"	"it"	"be"	"obvious"	"that"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"is"	"raise"	"by"	"a"	"given"	"increase"	"in"	"the"	"basic"	"wage"	"rate"	"be"	"also"	"a"	"function"	"of"	"the"	"show"	"of"	"resistance"	"put_up"	"by"	"the"	"industry"	
"1:07:00::"	"wage"	"increase"	"to"	"be"	"to_wage"	"wage_increase"	"increase_be"	"resistance_to_wage"	"to_wage_increase"	"wage_increase_be"	"increase_be_obviously"	"NN"	"TO"	"NN"	"NN"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"public"	"indignation"	"resistance"	"to"	"wage"	"price"	"increase"	"be"	"obviously"	"much"	"less"	"when"	"the"	"increase"	"be"	"on"	"the"	"order"	"of"	"per_annum"	"than"	"when"	"the"	"increase"	"be"	"on"	"the"	"order"	"of"	"per"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"possibility"	"level"	"the"	"increase"	"the_possibility"	"possibility_level"	"level_increase"	"recognize_the_possibility"	"the_possibility_level"	"possibility_level_increase"	"level_increase_may"	"VB"	"DT"	"IN"	"NN"	"NN"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"assume"	"further"	"that"	"union"	"recognize"	"the"	"possibility"	"price"	"level"	"increase"	"may"	"offset"	"wage"	"rate"	"increase"	"and"	"it"	"does"	"not"	"entirely"	"disregard"	"the"	"effect"	"of"	"price"	"increase"	"arise"	"from"	"its"	"own"	"wage"	"increase"	"upon"	"the"	"real"	"wage"	"rate"	"0"	
"1:07:00::"	"of"	"increase"	"effect"	"arise"	"effect_of"	"of_increase"	"increase_arise"	"the_effect_of"	"effect_of_increase"	"of_increase_arise"	"increase_arise_from"	"DT"	"NN"	"IN"	"NN"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"assume"	"further"	"that"	"the"	"union"	"recognize"	"possibility"	"price"	"level"	"increase"	"may"	"offset"	"wage"	"rate"	"increase"	"it"	"does"	"not"	"entirely"	"disregard"	"the"	"effect"	"of"	"price"	"increase"	"arise"	"from"	"its"	"own"	"wage"	"increase"	"upon"	"the"	"real"	"wage"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"raise"	"."	"for"	"∅"	"for_raise"	"raise_."	"._∅"	"argument_for_raise"	"for_raise_."	"raise_._∅"	"._∅_∅"	"NN"	"IN"	"VB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"change"	"in"	"the"	"basic"	"wage"	"rate"	"be"	"cost"	"and"	"they"	"constitute"	"an"	"argument"	"for"	"raise"	"price"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"raise"	"they"	"to"	"may"	"to_raise"	"raise_they"	"they_may"	"means_to_raise"	"to_raise_they"	"raise_they_may"	"they_may_,"	"NN"	"TO"	"VB"	"NN"	"PRP"	"MD"	"ε"	"model"	"then"	"the"	"industry"	"is"	"presume"	"to"	"realize"	"that"	"they"	"could"	"successfully"	"resist"	"a"	"change"	"in"	"the"	"basic"	"wage"	"rate"	"but"	"since"	"such"	"a"	"change"	"be"	"the"	"only"	"effective"	"means"	"to"	"raise"	"they"	"may"	"in"	"circumstance"	"to"	"be"	"spell_out"	"in"	"part"	"below"	"find"	"it"	"to"	"their"	"advantage"	"to"	"allow"	"the"	"wage"	"rise"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"a"	"of"	"receive"	"$"	"receive_a"	"a_of"	"of_$"	"he_receive_a"	"receive_a_of"	"a_of_$"	"of_$_600"	"PRP"	"VB"	"DT"	"NN"	"IN"	"ε"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"that"	"legend"	"was"	"grow"	"explosively"	"was"	"insist"	"he"	"receive"	"a"	"price"	"of"	"a"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"the"	"reasonable"	"keep"	"''"	"keep_the"	"the_reasonable"	"reasonable_''"	"of_keep_the"	"keep_the_reasonable"	"the_reasonable_''"	"reasonable_''_."	"RB"	"VB"	"DT"	"NN"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"did"	"not"	"elaborate"	"but"	"it"	"add"	"that"	"should"	"be"	"periodic"	"surveillance"	"of"	"the"	"pricing"	"practice"	"of"	"concessionaire"	"for"	"the"	"purpose"	"of"	"keep"	"the"	"price"	"reasonable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
