"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"
"2:41:00::"	"to"	"him"	"∅"	"on"	"∅_to"	"to_him"	"him_on"	"∅_∅_to"	"∅_to_him"	"to_him_on"	"him_on_this"	"ε"	"ε"	"TO"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"help"	"him"	"on"	"this"	"religious"	"aspect"	"of"	"primitive"	"jazz"	"he"	"have"	"big"	"miller"	"as"	"a"	"preacher-singer"	"and"	"hannah_dean"	"gospel-singer"	"while"	"oscar_brown_jr."	"an"	"extremely"	"talented"	"young_man"	"do"	"a"	"slave"	"auctioneer"	"call"	"a"	"field-hands"	"work_song"	"and"	"a"	"beautifully"	"sung"	"negro"	"lullaby"	"brown_baby"	"which"	"be"	"one"	"of"	"the"	"truly"	"moving"	"moments"	"of"	"the"	"festival"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"him"	"now"	"with"	"now_,"	",_him"	"him_with"	"afternoons_now_,"	"now_,_him"	",_him_with"	"him_with_the"	"NNS"	"RB"	"ε"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hendricks"	"have"	"billy_mitchell"	"tenor"	"sax"	"pony_poindexter"	"alto"	"sax"	"jimmy_witherspoon"	"blues"	"singer"	"and"	"a"	"good"	"one"	"and"	"the"	"ike_isaacs_trio"	"which"	"has"	"such"	"wonderful"	"work"	"for"	"two"	"afternoons"	"now"	"help"	"him"	"with"	"the"	"musical"	"examples"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"old"	"unwilling"	"people"	"unwilling_to"	"to_old"	"old_people"	"more_unwilling_to"	"unwilling_to_old"	"to_old_people"	"old_people_who"	"RBR"	"JJ"	"TO"	"VB"	"JJ"	"NNS"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the_most"	"articulate"	"republicans"	"be"	"those"	"who"	"in"	"their"	"desire"	"to"	"get_back"	"at"	"mr._kennedy"	"already"	"have"	"create"	"the"	"image"	"of"	"a"	"republican"	"leadership"	"which"	"be"	"reluctant"	"to"	"assist"	"distressed"	"and"	"the"	"unemployed"	"and"	"which"	"be"	"even"	"more"	"unwilling"	"to"	"help"	"old"	"people"	"who"	"need"	"medical_care"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"cannot"	"wonder"	"one"	"whether"	"one_cannot"	"cannot_wonder"	"wonder_whether"	"∅_one_cannot"	"one_cannot_wonder"	"cannot_wonder_whether"	"wonder_whether_molotov"	"ε"	"CD"	"MD"	"VB"	"VB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cannot"	"help"	"wonder"	"whether"	"molotov"	"and"	"the"	"rest"	"of"	"the"	"anti-party"	"group"	"are"	"not"	"being"	"use"	"as"	"china"	"whipping-boys"	"by"	"khrushchev"	"and"	"his"	"faithful"	"followers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"skies"	"attract"	"clear"	"fairgoers"	"clear_skies"	"skies_attract"	"attract_fairgoers"	"with_clear_skies"	"clear_skies_attract"	"skies_attract_fairgoers"	"attract_fairgoers_."	"IN"	"JJ"	"NNS"	"VB"	"VB"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"attendance"	"continue"	"to"	"run"	"ahead"	"of"	"last"	"year"	"the"	"five-day"	"show"	"with"	"clear"	"skies"	"help"	"attract"	"fairgoers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"that"	"to"	"link"	"bridge"	"link_that"	"that_to"	"to_bridge"	"the_link_that"	"link_that_to"	"that_to_bridge"	"to_bridge_the"	"DT"	"NN"	"WDT"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mom"	"marr"	"as"	"the"	"more_than"	"men"	"at"	"the"	"center"	"her"	"be"	"the"	"link"	"that"	"help"	"to"	"bridge"	"the"	"gulf"	"between"	"alcoholics"	"and"	"the"	"outside"	"world"	"and"	"between"	"parolees"	"and"	"society"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"the_birds"	"means"	"occur"	"means_to"	"to_the_birds"	"the_birds_occur"	"one_means_to"	"means_to_the_birds"	"to_the_birds_occur"	"the_birds_occur_to"	"CD"	"NN"	"TO"	"VB"	"NN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"to"	"help"	"the_birds"	"occur"	"to"	"me"	"let"	"the"	"chimes"	"that"	"ring"	"over"	"washington_square"	"twice"	"daily"	"discontinue"	"any"	"piece_of_music"	"but"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"-"	"him"	"extent"	"overcome"	"extent_-"	"-_him"	"him_overcome"	"large_extent_-"	"extent_-_him"	"-_him_overcome"	"him_overcome_them"	"JJ"	"NN"	"ε"	"VB"	"PRP"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sometimes"	"she"	"can"	"to"	"large"	"extent"	"help"	"him"	"overcome"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"to"	"her"	"great_deal"	"own"	"great_deal_to"	"to_her"	"her_own"	"a_great_deal_to"	"great_deal_to_her"	"to_her_own"	"her_own_child"	"DT"	"NN"	"TO"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mother"	"of"	"a"	"difficult"	"can"	"do"	"a"	"great_deal"	"to"	"help"	"her"	"own"	"child"	"and"	"often"	"by"	"share"	"her"	"experiences"	"she"	"can"	"help"	"mothers"	"with"	"the"	"same"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"can"	"mothers"	"she"	"with"	"she_can"	"can_mothers"	"mothers_with"	",_she_can"	"she_can_mothers"	"can_mothers_with"	"mothers_with_the"	"ε"	"PRP"	"MD"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mother"	"of"	"a"	"difficult"	"child"	"can"	"do"	"a"	"great_deal"	"to"	"help"	"own"	"child"	"and"	"often"	"by"	"share"	"her"	"experiences"	"she"	"can"	"help"	"mothers"	"with"	"the"	"same"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"she"	"him"	"∅"	"with"	"∅_she"	"she_him"	"him_with"	"∅_∅_she"	"∅_she_him"	"she_him_with"	"him_with_the"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"help"	"him"	"with"	"the"	"dishes"	"then"	"he"	"bring"	"more"	"water"	"in"	"from"	"the"	"spring"	"before"	"it"	"get"	"dark"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"eagerly"	"him"	"and"	"restore"	"and_eagerly"	"eagerly_him"	"him_restore"	"situation_and_eagerly"	"and_eagerly_him"	"eagerly_him_restore"	"him_restore_his"	"NN"	"CC"	"RB"	"VB"	"PRP"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"while"	"he"	"use"	"talk"	"caresses"	"or"	"require"	"caresses"	"from"	"his"	"bride"	"will"	"sympathetically"	"understand"	"the"	"situation"	"and"	"eagerly"	"help"	"him"	"restore"	"his"	"physical"	"situation"	"so"	"they"	"can"	"have"	"the"	"consummation"	"they"	"both"	"so"	"eagerly"	"desire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
