"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"2:38:05::"	"must"	"to"	"person"	"enter"	"person_must"	"must_to"	"to_enter"	"a_person_must"	"person_must_to"	"must_to_enter"	"to_enter_the"	"DT"	"NN"	"MD"	"VB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"forgiveness"	"be"	"the"	"door"	"which"	"a"	"person"	"must"	"pass"	"to"	"enter"	"the"	"kingdom_of_god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"never"	"a"	"having"	"day"	"having_never"	"never_a"	"a_day"	",_having_never"	"having_never_a"	"never_a_day"	"a_day_,"	"ε"	"VBG"	"RB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"so"	"the"	"young"	"minister"	"resign"	"to"	"and"	"study"	"and"	"pray"	"having"	"never"	"pass"	"a"	"day"	"he"	"tell"	"his"	"parishioners"	"when"	"i"	"did"	"not"	"gain"	"from"	"you"	"far"	"more_than"	"i"	"ever"	"give"	"to"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	")"	"and"	"170"	"send"	"170_)"	")_and"	"and_send"	"-_170_)"	"170_)_and"	")_and_send"	"and_send_to"	"ε"	"CD"	"ε"	"VB"	"CC"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"senate"	"by"	"voice"	"vote"	"and"	"the"	"by"	"pass"	"and"	"send"	"to"	"the"	"white_house"	"the"	"compromise"	"farm_bill"	"which"	"the"	"president"	"is"	"expect"	"to"	"sign"	"not"	"too"	"unhappily"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"∅"	"the"	"∅"	"iron"	"∅_∅"	"∅_the"	"the_iron"	"∅_∅_∅"	"∅_∅_the"	"∅_the_iron"	"the_iron_rations"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"iron"	"rations"	"please"	"and"	"light"	"another"	"candle"	"for"	"it"	"get"	"dark"	"down"	"here"	"and"	"we"	"be"	"minded"	"to"	"read"	"a_bit"	"of"	"world"	"law"	"just"	"to"	"pass"	"the"	"time"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"the"	"just"	"time"	"just_to"	"to_the"	"the_time"	"law_just_to"	"just_to_the"	"to_the_time"	"the_time_away"	"NN"	"RB"	"TO"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pass"	"the"	"iron"	"rations"	"please"	"and"	"light"	"another"	"candle"	"for"	"it"	"get"	"dark"	"down"	"here"	"we"	"be"	"minded"	"to"	"read"	"a_bit"	"of"	"world"	"law"	"just"	"to"	"pass"	"the"	"time"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:03::"	"yet"	"before"	"may"	"the"	"may_yet"	"yet_before"	"before_the"	"that_may_yet"	"may_yet_before"	"yet_before_the"	"before_the_end"	"WDT"	"MD"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"just_as"	"no"	"different"	"issues"	"are"	"pose"	"thoughtful"	"by"	"the"	"foreshorten"	"of"	"time"	"that"	"may"	"yet"	"pass"	"before"	"the"	"end"	"of"	"human"	"life"	"on"	"this"	"earth"	"but"	"only"	"stimulation"	"and"	"alarm"	"to"	"the"	"imagination"	"the"	"same"	"thing"	"must"	"be"	"say"	"in"	"connection"	"with"	"the"	"question"	"of_what"	"we"	"may"	"perhaps"	"already"	"be"	"do"	"by"	"human_action"	"to"	"accelerate"	"this"	"end"	
"2:41:02::"	"to"	"without"	"expect"	"any"	"expect_to"	"to_without"	"without_any"	"are_expect_to"	"expect_to_without"	"to_without_any"	"without_any_major"	"VBP"	"VB"	"TO"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"senate"	"several"	"are"	"expect"	"to"	"pass"	"without"	"any"	"major"	"conflict"	"or"	"opposition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"was"	"last"	"which"	"monday"	"which_was"	"was_last"	"last_monday"	",_which_was"	"which_was_last"	"was_last_monday"	"last_monday_by"	"ε"	"WDT"	"VBD"	"VB"	"JJ"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"measure"	"which"	"pass"	"last"	"monday"	"by"	"the"	"senate"	"provide_for"	"forty-year"	"mortgages"	"at"	"low"	"down-payments"	"for"	"moderate-income"	"families"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	","	"fail"	"he"	"fail_to"	"to_,"	",_he"	"it_fail_to"	"fail_to_,"	"to_,_he"	",_he_can"	"PRP"	"VB"	"TO"	"VB"	"ε"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"fail"	"to"	"pass"	"he"	"can"	"throw"	"up"	"his"	"hands"	"and"	"say"	"the"	"legislature"	"would"	"not"	"support"	"him"	"in"	"his"	"efforts"	"to"	"prevent"	"integration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"in"	"the"	"succeed"	"sales_tax"	"succeed_in"	"in_the"	"the_sales_tax"	"not_succeed_in"	"succeed_in_the"	"in_the_sales_tax"	"the_sales_tax_bill"	"RB"	"VB"	"VB"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"administration"	"not"	"succeed"	"in"	"pass"	"the"	"sales_tax"	"bill"	"or"	"any"	"tax_bill"	"it"	"could"	"very_well"	"be"	"face"	"this"	"spring"	"at"	"the"	"fiscal"	"session"	"of"	"the"	"legislature"	"with"	"an"	"interesting"	"dilemma"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"which"	"the"	"bill"	"assembly"	"bill_which"	"which_the"	"the_assembly"	"the_bill_which"	"bill_which_the"	"which_the_assembly"	"the_assembly_last"	"DT"	"NN"	"WDT"	"VB"	"DT"	"NNP"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"which"	"pass"	"the"	"assembly"	"last"	"may"	"and"	"be"	"now"	"pending"	"in"	"the"	"senate"	"should"	"be"	"give"	"careful"	"scrutiny"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"anger"	"quickly"	"her"	","	"her_anger"	"anger_quickly"	"quickly_,"	"because_her_anger"	"her_anger_quickly"	"anger_quickly_,"	"quickly_,_and"	"IN"	"PRP$"	"NN"	"VB"	"RB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"something"	"in"	"my"	"voice"	"must"	"touch"	"her"	"deeply"	"because"	"her"	"anger"	"pass"	"quickly"	"and"	"she"	"turn_away"	"to"	"keep"	"me"	"from"	"see"	"her"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"laws"	"by"	"the"	"the"	"the_laws"	"laws_by"	"by_the"	"in_the_laws"	"the_laws_by"	"laws_by_the"	"by_the_junta"	"IN"	"DT"	"NNS"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"military"	"also"	"had"	"demand"	"pledges"	"that"	"would"	"be"	"no"	"changes"	"in"	"the"	"laws"	"pass"	"by"	"the"	"junta"	"and"	"no"	"leaders"	"of"	"the"	"menderes"	"regime"	"now"	"in"	"prison"	"would"	"be"	"pardon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:05::"	"they"	"ranches"	"∅"	"that"	"∅_they"	"they_ranches"	"ranches_that"	"∅_∅_they"	"∅_they_ranches"	"they_ranches_that"	"ranches_that_were"	"ε"	"ε"	"PRP"	"VB"	"NNS"	"WDT"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pass"	"ranches"	"that"	"were"	"frame"	"dark"	"gray"	"against"	"the"	"black"	"hills"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"she"	","	"as"	"the"	"as_she"	"she_,"	",_the"	"look_as_she"	"as_she_,"	"she_,_the"	",_the_sap"	"NN"	"IN"	"PRP"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"old_man"	"sit"	"against"	"the"	"wall"	"of"	"a"	"cottage"	"and"	"wait"	"for"	"the"	"to"	"find"	"him"	"give"	"her"	"a"	"more_than"	"reflective"	"look"	"as"	"she"	"pass"	"the"	"sap"	"still"	"plainly"	"rise"	"in"	"his"	"branches"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
