"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"
"2:41:00::"	"had"	"to"	"these"	"write"	"these_had"	"had_to"	"to_write"	"of_these_had"	"these_had_to"	"had_to_write"	"to_write_a"	"IN"	"DT"	"VBD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"far"	"long_ago"	"some"	"prisoner"	"one"	"of"	"these"	"had"	"try"	"to"	"write"	"a"	"letter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"''"	"to"	"vopos"	"gun_down"	"vopos_''"	"''_to"	"to_gun_down"	"``_vopos_''"	"vopos_''_to"	"''_to_gun_down"	"to_gun_down_fleeing"	"ε"	"FW"	"ε"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"ground"	"of"	"action"	"certainly"	"exist"	"when"	"fusillades"	"of"	"shots"	"go"	"over"	"into"	"west_berlin"	"as"	"communist"	"vopos"	"try"	"to"	"gun_down"	"fleeing"	"unarmed"	"residents"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"are"	"to"	"countries"	"build"	"countries_are"	"are_to"	"to_build"	"the_countries_are"	"countries_are_to"	"are_to_build"	"to_build_in"	"DT"	"NNS"	"VBP"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"are"	"try"	"to"	"build"	"in"	"a"	"decade"	"the"	"kind_of"	"society"	"we"	"take"	"a"	"century"	"to"	"build"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"chamber_of_commerce"	"to"	"georgia_state"	"guard"	"georgia_state_chamber_of_commerce"	"chamber_of_commerce_to"	"to_guard"	"the_georgia_state_chamber_of_commerce"	"georgia_state_chamber_of_commerce_to"	"chamber_of_commerce_to_guard"	"to_guard_against"	"DT"	"NNP"	"NN"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"chamber_of_commerce"	"try"	"to"	"guard"	"against"	"the"	"danger"	"of"	"eliminate"	"potential"	"candidates"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"to"	"it"	"decide"	"it_,"	",_to"	"to_decide"	"debate_it_,"	"it_,_to"	",_to_decide"	"to_decide_whether"	"VB"	"PRP"	"ε"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mike"	"it"	"try"	"to"	"decide"	"whether"	"fiske"	"be"	"strong"	"enough"	"to"	"ride"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"is"	"to"	"hodges"	"get"	"hodges_is"	"is_to"	"to_get"	"``_hodges_is"	"hodges_is_to"	"is_to_get"	"to_get_more"	"ε"	"NNP"	"VBZ"	"VB"	"TO"	"VB"	"RBR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hodges"	"try"	"to"	"get"	"more"	"foreign"	"business"	"to"	"go_to"	"the"	"u._s."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"will"	"to"	"u._s."	"get"	"u._s._will"	"will_to"	"to_get"	"the_u._s._will"	"u._s._will_to"	"will_to_get"	"to_get_agreement"	"DT"	"NNP"	"MD"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"will"	"try"	"to"	"get"	"agreement"	"among"	"the"	"industrialized"	"countries"	"to"	"take"	"more"	"textile"	"imports"	"from"	"the"	"less-developed"	"countries"	"over"	"the"	"years"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"would"	"to"	"undoubtedly"	"cut_down"	"undoubtedly_would"	"would_to"	"to_cut_down"	"rees_undoubtedly_would"	"undoubtedly_would_to"	"would_to_cut_down"	"to_cut_down_as_many"	"NNPS"	"RB"	"MD"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pony"	"herd"	"be"	"the"	"one"	"flaw"	"our"	"defense"	"the"	"rees"	"undoubtedly"	"would"	"try"	"to"	"cut_down"	"as_many"	"of"	"the"	"animals"	"as"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"to"	"violence"	"stop"	"violence_to"	"to_to"	"to_stop"	"to_violence_to"	"violence_to_to"	"to_to_stop"	"to_stop_the"	"VB"	"NN"	"TO"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"two"	"cities"	"have"	"the"	"examples"	"of"	"little_rock"	"and"	"to"	"hold_up"	"as"	"warnings"	"against"	"resort"	"to"	"violence"	"to"	"try"	"to"	"stop"	"the"	"processes"	"of"	"desegregation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"worth"	"."	"was"	"∅"	"was_worth"	"worth_."	"._∅"	"it_was_worth"	"was_worth_."	"worth_._∅"	"._∅_∅"	"PRP"	"VB"	"JJ"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"worth"	"try"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"mr._cunningham"	"not"	"∅"	"to"	"∅_mr._cunningham"	"mr._cunningham_not"	"not_to"	"∅_∅_mr._cunningham"	"∅_mr._cunningham_not"	"mr._cunningham_not_to"	"not_to_cheat"	"ε"	"ε"	"NNP"	"VB"	"RB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"try"	"not"	"to"	"cheat"	"the"	"chance"	"method"	"he"	"adhere"	"to"	"its"	"dictates"	"as"	"faithfully"	"as"	"he"	"can"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"to"	"time"	"frighten"	"time_to"	"to_to"	"to_frighten"	"peace_time_to"	"time_to_to"	"to_to_frighten"	"to_frighten_the"	"NN"	"NN"	"TO"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"russia"	"has"	"show"	"its"	"intentions"	"explode"	"bombs"	"in"	"peace"	"time"	"to"	"try"	"to"	"frighten"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"to"	"her"	"fling"	"her_and"	"and_to"	"to_fling"	"resist_her_and"	"her_and_to"	"and_to_fling"	"to_fling_her"	"VB"	"PRP$"	"CC"	"VB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"thrust"	"forward"	"through"	"the"	"shadows"	"the"	"trees"	"that"	"resist"	"her"	"and"	"try"	"to"	"fling"	"her"	"back"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"and"	"lives"	"recapture"	"lives_to"	"to_and"	"and_recapture"	"our_lives_to"	"lives_to_and"	"to_and_recapture"	"and_recapture_the"	"PRP$"	"NNS"	"TO"	"VB"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"another"	"thanksgiving"	"draw_near"	"let"	"us"	"take"	"time_out"	"the"	"often"	"hectic"	"pace"	"of"	"our"	"lives"	"to"	"try"	"and"	"recapture"	"the"	"feelings"	"that"	"fill"	"the"	"hearts"	"of"	"the"	"pilgrims"	"on"	"the"	"first"	"thanksgiving"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"even"	"to"	"n't"	"thank"	"n't_even"	"even_to"	"to_thank"	"won_n't_even"	"n't_even_to"	"even_to_thank"	"to_thank_you"	"VBD"	"RB"	"RB"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"won"	"even"	"try"	"to"	"thank"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"i"	"to"	"``"	"treat"	"``_i"	"i_to"	"to_treat"	"∅_``_i"	"``_i_to"	"i_to_treat"	"to_treat_daniel"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"try"	"to"	"treat"	"daniel"	"as"	"if"	"he"	"be"	"normal"	"though"	"of_course"	"i"	"realize"	"he"	"be"	"far"	"from_that"	"at_present"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"are"	"to"	"seoul"	"find"	"seoul_are"	"are_to"	"to_find"	"in_seoul_are"	"seoul_are_to"	"are_to_find"	"to_find_the"	"IN"	"NNP"	"VBP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"next"	"year"	"be"	"the"	"th"	"anniversary"	"of"	"the"	"signing"	"of"	"the"	"between"	"korea"	"and"	"the"	"united_states"	"and"	"experts"	"in"	"seoul"	"are"	"try"	"to"	"find"	"the"	"correspondence"	"between"	"frederick_frelinghuysen"	"who"	"be"	"secretary_of_state"	"in"	"and"	"and"	"gen._lucius_foote"	"who"	"be"	"the"	"first"	"minister"	"to"	"korea"	"0"	"0"	"0"	"0"	
"2:41:00::"	"like"	"to"	"be"	"catch_up_with"	"be_like"	"like_to"	"to_catch_up_with"	"mrs._calhoun_be_like"	"be_like_to"	"like_to_catch_up_with"	"to_catch_up_with_paul_revere"	"NNP"	"VB"	"JJ"	"VB"	"VB"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"track_down"	"be"	"like"	"try"	"to"	"catch_up_with"	"paul_revere"	"between"	"lexington"	"and"	"concord"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
