"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"2:41:00::"	"had"	"a"	","	"matter-of-factness"	",_had"	"had_a"	"a_matter-of-factness"	"return_,_had"	",_had_a"	"had_a_matter-of-factness"	"a_matter-of-factness_which"	"VB"	"ε"	"VBD"	"VB"	"DT"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"barco"	"his"	"state"	"of"	"apprehension"	"go"	"to"	"return"	"had"	"assume"	"a"	"matter-of-factness"	"which"	"remain"	"his"	"principal"	"attitude"	"from_that_time_on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"us"	"that"	"let"	"*"	"let_us"	"us_that"	"that_*"	"∅_let_us"	"let_us_that"	"us_that_*"	"that_*_*"	"ε"	"VB"	"PRP"	"VB"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"us"	"assume"	"that"	"f"	"be"	"identical"	"to"	"the"	"form"	"of"	"an"	"occurrence"	"f"	"which"	"precede"	"f"	"in"	"the"	"text"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"will"	"that"	"i"	"we"	"i_will"	"will_that"	"that_we"	"∅_i_will"	"i_will_that"	"will_that_we"	"that_we_be"	"ε"	"PRP"	"MD"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"assume"	"that"	"we"	"be"	"all"	"aware"	"of"	"the"	"continuing"	"struggle"	"with"	"its"	"limited"	"and"	"precarious"	"success"	"toward"	"conservatism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"wife"	"more"	"modern"	"and"	"modern_wife"	"wife_more"	"more_and"	"the_modern_wife"	"modern_wife_more"	"wife_more_and"	"more_and_more"	"DT"	"JJ"	"NN"	"VB"	"JJ"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave"	"alone"	"while"	"her"	"husband"	"be"	"mile"	"in"	"the"	"city"	"the"	"modern"	"wife"	"assume"	"more"	"and"	"more"	"duty"	"normally"	"reserve"	"for"	"the"	"male"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"had"	"before"	"she"	"then"	"she_had"	"had_before"	"before_then"	"∅_she_had"	"she_had_before"	"had_before_then"	"before_then_that"	"ε"	"PRP"	"VBD"	"VB"	"IN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"assume"	"before"	"then"	"that"	"one"	"day"	"he"	"would"	"ask"	"her"	"to"	"marry"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"we"	"that"	"∅"	"average"	"∅_we"	"we_that"	"that_average"	"∅_∅_we"	"∅_we_that"	"we_that_average"	"that_average_total"	"ε"	"ε"	"PRP"	"VB"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assume"	"that"	"average"	"total"	"unit_cost"	"in"	"the"	"relevant"	"region"	"of"	"operation"	"be"	"constant"	"with_respect_to"	"quantity"	"produce"	"the"	"average_cost"	"curve"	"be"	"horizontal"	"and"	"therefore"	"be"	"identical"	"with"	"the"	"marginal_cost"	"curve"	"and"	"be"	"the"	"same"	"for"	"every"	"firm"	"and"	"therefore"	"for"	"the"	"industry"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"we"	"further"	"∅"	"that"	"∅_we"	"we_further"	"further_that"	"∅_∅_we"	"∅_we_further"	"we_further_that"	"further_that_the"	"ε"	"ε"	"PRP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assume"	"further"	"that"	"the"	"union"	"recognize"	"the"	"possibility"	"price"	"level"	"increase"	"may"	"offset"	"wage"	"rate"	"increase"	"and"	"it"	"does"	"not"	"entirely"	"disregard"	"the"	"effect"	"of"	"price"	"increase"	"arise"	"from"	"its"	"own"	"wage"	"increase"	"upon"	"the"	"real"	"wage"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"that"	"convenient"	"the"	"convenient_to"	"to_that"	"that_the"	"be_convenient_to"	"convenient_to_that"	"to_that_the"	"that_the_union"	"VB"	"JJ"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"convenient"	"to"	"assume"	"that"	"the"	"union"	"industry"	"contract"	"be"	"of"	"one"	"year"	"duration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"article"	"that"	"this"	"the"	"this_article"	"article_that"	"that_the"	"∅_this_article"	"this_article_that"	"article_that_the"	"that_the_ration"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"article"	"assume"	"that"	"the"	"ration"	"you"	"are"	"feed"	"your"	"beef"	"dairy_cattle"	"and"	"sheep"	"be"	"adequately"	"balanced"	"with"	"protein"	"vitamin"	"and"	"mineral"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"he"	"his"	"∅"	"academic"	"∅_he"	"he_his"	"his_academic"	"∅_∅_he"	"∅_he_his"	"he_his_academic"	"his_academic_career"	"ε"	"ε"	"PRP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assume"	"his"	"academic"	"career"	"with"	"the"	"same"	"intensity"	"and"	"thoroughness"	"that"	"had"	"mark"	"every"	"step"	"in"	"his"	"rise"	"from"	"boyhood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"was"	"that"	"it"	"the"	"it_was"	"was_that"	"that_the"	"∅_it_was"	"it_was_that"	"was_that_the"	"that_the_sampling"	"ε"	"PRP"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"assume"	"that"	"the"	"sampling"	"procedure"	"be"	"purely"	"random"	"with_respect_to"	"the"	"personality"	"variable"	"under"	"investigation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"we"	","	"when"	"as"	"when_we"	"we_,"	",_as"	"run_when_we"	"when_we_,"	"we_,_as"	",_as_we"	"VB"	"WRB"	"PRP"	"VB"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"yet"	"this"	"be"	"exactly"	"risk"	"we"	"run"	"when"	"we"	"assume"	"as"	"we"	"too"	"often"	"do"	"that"	"we"	"can"	"continue"	"to"	"preach"	"the"	"gospel"	"in"	"a"	"form"	"that"	"make"	"it"	"seem"	"incredible"	"and"	"irrelevant"	"to"	"cultured"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"always"	"that"	"has"	"the"	"has_always"	"always_that"	"that_the"	"science_fiction_has_always"	"has_always_that"	"always_that_the"	"that_the_creature"	"NN"	"VBZ"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"human"	"ego"	"be"	"what"	"it"	"be"	"i"	"science_fiction"	"has"	"always"	"assume"	"that"	"the"	"creature"	"on"	"the"	"planet"	"of"	"a_thousand"	"larger"	"solar_system"	"than"	"ours"	"must"	"look_like"	"gigantic"	"tube-nosed_fruit_bat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"to"	"the"	"government"	"role"	"government_to"	"to_the"	"the_role"	"central_government_to"	"government_to_the"	"to_the_role"	"the_role_of"	"JJ"	"NN"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"technical"	"assistance"	"to"	"these"	"country"	"should"	"special"	"emphasis"	"on"	"induce"	"the"	"central"	"government"	"to"	"assume"	"the"	"role"	"of"	"advisor"	"and"	"guide"	"which"	"at"	"an"	"earlier"	"stage"	"foreign"	"expert"	"assume"	"in"	"deal"	"with"	"the"	"central"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"expert"	"in"	"foreign"	"deal"	"foreign_expert"	"expert_in"	"in_deal"	"stage_foreign_expert"	"foreign_expert_in"	"expert_in_deal"	"in_deal_with"	"NN"	"JJ"	"NN"	"VB"	"IN"	"VB"	"VB"	"assistance"	"to"	"these"	"country"	"should"	"place"	"special"	"emphasis"	"on"	"induce"	"the"	"central"	"government"	"to"	"assume"	"the"	"role"	"of"	"advisor"	"and"	"guide"	"which"	"at"	"an"	"earlier"	"stage"	"foreign"	"expert"	"in"	"deal"	"with"	"the"	"central"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"was"	"that"	"it"	"the"	"it_was"	"was_that"	"that_the"	"∅_it_was"	"it_was_that"	"was_that_the"	"that_the_shift"	"ε"	"PRP"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"assume"	"that"	"the"	"shift"	"in"	"autonomic"	"hypothalamic"	"balance"	"occur"	"spontaneously"	"in"	"neuropsychiatric"	"patient"	"from"	"the"	"application"	"of"	"certain"	"therapeutic"	"procedure"	"follow"	"the"	"pattern"	"know"	"from"	"the"	"sleep"	"wakefulness"	"cycle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
