"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"1:07:00::"	"deterrent"	"of"	"the"	"our"	"the_deterrent"	"deterrent_of"	"of_our"	"-_the_deterrent"	"the_deterrent_of"	"deterrent_of_our"	"of_our_armed_forces"	"ε"	"DT"	"NN"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"power"	"of"	"our"	"armed_forces"	"come"	"from"	"both"	"their"	"nuclear"	"retaliatory"	"capability"	"and"	"their"	"capability"	"to"	"conduct"	"essential"	"operation"	"in"	"any"	"form"	"of"	"war"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"just"	"from"	"their"	"the"	"their_just"	"just_from"	"from_the"	"derive_their_just"	"their_just_from"	"just_from_the"	"from_the_consent"	"VB"	"PRP$"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"declaration_of_independence"	"say"	"that"	"derive"	"their"	"just"	"power"	"from"	"the"	"consent"	"of"	"the"	"governed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"creative"	"of"	"the"	"observation"	"the_creative"	"creative_of"	"of_observation"	"of_the_creative"	"the_creative_of"	"creative_of_observation"	"of_observation_,"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"discover"	"in"	"the"	"process"	"of"	"write"	"as"	"the"	"born"	"writer"	"does"	"not"	"merely"	"a"	"channel"	"for"	"the"	"discharge"	"of"	"accumulate"	"information"	"but"	"stimulus"	"to"	"the"	"development"	"of"	"the"	"creative"	"power"	"of"	"observation"	"insight"	"and"	"intuition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:02::"	"effective"	"of"	"the"	"the"	"the_effective"	"effective_of"	"of_the"	"determine_the_effective"	"the_effective_of"	"effective_of_the"	"of_the_heart"	"VB"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"still"	"more"	"sophisticated"	"system"	"been"	"devise"	"for"	"determine"	"the"	"effective"	"power"	"of"	"the"	"heart"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"the"	"of"	"increase"	"parliament"	"increase_the"	"the_of"	"of_parliament"	"by_increase_the"	"increase_the_of"	"the_of_parliament"	"of_parliament_-"	"IN"	"VB"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"municipal"	"system"	"we"	"tend"	"to"	"view"	"what"	"be"	"positivism"	"fundamentally"	"a"	"movement"	"to"	"democratize"	"policy"	"by"	"increase"	"the"	"power"	"of"	"parliament"	"the"	"elected"	"representative"	"at"	"the"	"expense"	"of"	"the"	"more"	"conservative"	"judiciary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"union"	","	"such_as"	"which"	"such_as_union"	"union_,"	",_which"	",_such_as_union"	"such_as_union_,"	"union_,_which"	",_which_may"	"ε"	"JJ"	"NN"	"NN"	"ε"	"WDT"	"MD"	"clearly"	"upon"	"the"	"operation"	"of"	"this"	"one"	"force"	"which"	"we"	"may"	"call"	"the"	"effect"	"of"	"public"	"limit"	"price"	"on"	"key"	"wage"	"bargain"	"we"	"deliberately"	"simplify"	"the"	"model"	"by"	"abstract"	"from"	"force"	"such_as"	"union"	"power"	"may"	"be"	"relevant"	"in"	"an"	"actual"	"situation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"latent"	"of"	"my"	"hypocrisy"	"my_latent"	"latent_of"	"of_hypocrisy"	"all_my_latent"	"my_latent_of"	"latent_of_hypocrisy"	"of_hypocrisy_to"	"DT"	"PRP$"	"JJ"	"NN"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"my"	"driver"	"suddenly"	"exclaim"	"with"	"something"	"so"	"definite"	"so"	"final"	"in"	"his"	"i"	"once_more"	"repeat"	"the"	"absurdity"	"muster"	"all"	"my"	"latent"	"power"	"of"	"hypocrisy"	"to"	"sound"	"convinced"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"lowered"	"of"	"and"	"discrimination"	"and_lowered"	"lowered_of"	"of_discrimination"	"energy_and_lowered"	"and_lowered_of"	"lowered_of_discrimination"	"of_discrimination_."	"NN"	"CC"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"individual"	"with"	"high"	"anxiety"	"in"	"the"	"structured"	"classroom"	"may"	"the"	"learning"	"task"	"with"	"the"	"same"	"increased"	"energy"	"and"	"lowered"	"power"	"of"	"discrimination"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"and"	"what"	"vitality"	"in"	"vitality_and"	"and_what"	"what_in"	"sheer_vitality_and"	"vitality_and_what"	"and_what_in"	"what_in_a"	"JJ"	"NN"	"CC"	"NN"	"WP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"altogether"	"a"	"successful"	"play"	"epitaph_for_george_dillon"	"through"	"sheer"	"vitality"	"and"	"power"	"what"	"in"	"a"	"lesser"	"work"	"might"	"be"	"crippling"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"and"	"of"	"speed"	"the"	"speed_and"	"and_of"	"of_the"	"the_speed_and"	"speed_and_of"	"and_of_the"	"of_the_body"	"DT"	"NN"	"CC"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"possibility"	"speed"	"and"	"power"	"of"	"the"	"body"	"beautiful"	"he"	"see"	"before"	"him"	"person"	"want"	"no."	"to"	"be"	"not_only"	"the"	"best"	"home_run"	"hitter"	"but"	"also"	"the"	"best"	"bunter"	"base_runner"	"and"	"outfielder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"gather"	"and"	"ominously"	"soon"	"ominously_gather"	"gather_and"	"and_soon"	"with_ominously_gather"	"ominously_gather_and"	"gather_and_soon"	"and_soon_engulf"	"IN"	"RB"	"VB"	"NN"	"CC"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"play"	"unfold"	"however"	"the"	"audience"	"is"	"subtly"	"bring"	"into"	"grip"	"of"	"an"	"awful"	"evil"	"which"	"grow"	"with"	"ominously"	"gather"	"power"	"and"	"soon"	"engulf"	"the"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"terrible"	","	"such"	"there"	"such_terrible"	"terrible_,"	",_there"	"with_such_terrible"	"such_terrible_,"	"terrible_,_there"	",_there_be"	"IN"	"JJ"	"JJ"	"NN"	"ε"	"EX"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"one"	"ask"	"about"	"this"	"play"	"what"	"it"	"be"	"that"	"this"	"community"	"and"	"work"	"within"	"it"	"with"	"such"	"terrible"	"power"	"there"	"be"	"no"	"better"	"answer"	"to"	"give"	"than"	"spirit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"the"	"to"	"have"	"bring"	"have_the"	"the_to"	"to_bring"	"had_have_the"	"have_the_to"	"the_to_bring"	"to_bring_me"	"VBD"	"VB"	"DT"	"NN"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nothing"	"in_all"	"the"	"year"	"had"	"have"	"the"	"power"	"to"	"bring"	"me"	"close"	"to"	"a"	"knowledge"	"of"	"profound"	"sorrow"	"than"	"the"	"breakup"	"of"	"camp"	"the"	"packing"	"away"	"of"	"my"	"camp"	"uniform"	"the"	"severing"	"of"	"tie"	"with"	"the"	"six"	"or"	"ten"	"people"	"i"	"had"	"grow"	"most"	"to"	"love"	"in"	"the"	"world"	
"1:07:02::"	"and"	"development"	"growth"	"even"	"growth_and"	"and_development"	"development_even"	"muscle_growth_and"	"growth_and_development"	"and_development_even"	"development_even_for"	"NN"	"NN"	"CC"	"NN"	"NN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"speed"	"growth"	"and"	"power"	"development"	"even"	"for"	"the"	"advanced"	"bodybuilder"	"because"	"each"	"hip"	"and"	"leg"	"is"	"exercise"	"thus"	"enable"	"a"	"massive"	"concentrated"	"effort"	"to"	"be"	"focus_on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"surplus"	"for"	"its"	"generate"	"its_surplus"	"surplus_for"	"for_generate"	"use_its_surplus"	"its_surplus_for"	"surplus_for_generate"	"for_generate_electricity"	"VB"	"PRP$"	"JJ"	"NN"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"about"	"the"	"time"	"the"	"person"	"enterprise"	"was"	"get"	"underway"	"the"	"group"	"start"	"construction"	"of"	"a"	"chair"	"stock"	"factory"	"on"	"the"	"site"	"of"	"present"	"group"	"intend"	"to"	"use"	"its"	"surplus"	"power"	"for"	"generate"	"electricity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
