"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"4:02:02::"	"but"	"a"	","	"condensed"	",_but"	"but_a"	"a_condensed"	"sort_out_,_but"	",_but_a"	"but_a_condensed"	"a_condensed_expression"	"VB"	"ε"	"CC"	"RB"	"DT"	"JJ"	"NN"	"have"	"been"	"intimate"	"in"	"the"	"schizophrenic"	"and"	"perhaps"	"also"	"in"	"the"	"dream"	"of"	"the"	"neurotic"	"this"	"be"	"a"	"question"	"which"	"i"	"have"	"no"	"wish"	"to"	"take_up"	"condensation"	"be"	"a"	"phenomenon"	"in"	"which"	"one"	"find"	"not"	"a"	"condensed"	"expression"	"of"	"various"	"feeling"	"and"	"idea"	"which"	"be"	"at"	"an"	"unconscious"	"level"	"well"	"sort_out"	"but"	"rather"	"condensed"	"expression"	"of"	"feeling"	"and"	"idea"	"which"	"even"	"in"	"the"	"unconscious"	"have"	"yet"	"to"	"become"	"well"	"differentiated"	"from"	"one"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"but"	"with"	"decision"	"the"	"decision_but"	"but_with"	"with_the"	"overall_decision_but"	"decision_but_with"	"but_with_the"	"with_the_examination"	"JJ"	"NN"	"CC"	"RB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"consider"	"roleplaying"	"for"	"analysis"	"we"	"enter"	"a"	"more"	"complex"	"area"	"we"	"are"	"now"	"no_longer"	"deal"	"with"	"a"	"simple"	"overall"	"decision"	"but"	"rather"	"with"	"the"	"examination"	"and"	"evaluation"	"of"	"many"	"element"	"see"	"in"	"dynamic"	"functioning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"or"	","	"-"	"person"	"-_or"	"or_,"	",_person"	"idea_-_or"	"-_or_,"	"or_,_person"	",_person_'s"	"NN"	"ε"	"CC"	"RB"	"ε"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"attend"	"the"	"life_class"	"my"	"idea"	"or"	"rather"	"person"	"idea"	"but"	"i"	"be"	"ripe"	"for"	"it"	"and"	"the"	"other"	"would"	"n't"	"have"	"go"	"if"	"i"	"had"	"n't"	"talk_into"	"them"	"into"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"field_of_battle"	"than"	"on"	"on"	"on_field_of_battle"	"field_of_battle_than"	"than_on"	"disperse_on_field_of_battle"	"on_field_of_battle_than"	"field_of_battle_than_on"	"than_on_the"	"VB"	"IN"	"NN"	"RB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"troops"	"on"	"field_of_battle"	"rather"	"than"	"on"	"the"	"parade_ground"	"it"	"may"	"seem"	"that"	"a"	"certain"	"amount"	"of"	"monitor"	"is"	"automatically"	"enforce"	"by"	"the"	"line"	"of"	"communication"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"greek"	"than"	"the"	"from"	"the_greek"	"greek_than"	"than_from"	"of_the_greek"	"the_greek_than"	"greek_than_from"	"than_from_the"	"IN"	"DT"	"NN"	"RB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"an"	"ancient"	"and"	"venerable"	"tradition"	"in"	"the"	"church"	"derive"	"however"	"from"	"the"	"heritage"	"of"	"the"	"greek"	"rather"	"than"	"from"	"the"	"bible"	"that"	"god"	"be"	"completely"	"independent"	"of"	"his"	"creation"	"and"	"so"	"have"	"no"	"need"	"of"	"man"	"for"	"accomplish"	"his"	"work"	"in"	"the"	"world"	
"4:02:04::"	"and"	"abruptly"	","	","	",_and"	"and_abruptly"	"abruptly_,"	"widely_,_and"	",_and_abruptly"	"and_abruptly_,"	"abruptly_,_in"	"RB"	"ε"	"CC"	"RB"	"RB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"landscape"	"of"	"greek"	"broaden"	"widely"	"and"	"rather"	"abruptly"	"in"	"the"	"eighth"	"century"	"bc"	"the"	"age"	"of"	"homer"	"rosy"	"fingered"	"dawn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	","	"weary"	"hotel"	"and"	"hotel_,"	",_weary"	"weary_and"	"the_hotel_,"	"hotel_,_weary"	",_weary_and"	"weary_and_with"	"DT"	"NN"	"ε"	"RB"	"JJ"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"return"	"the"	"hotel"	"rather"	"weary"	"and"	"with"	"no"	"new"	"prospect"	"of"	"a"	"role"	"in"	"the"	"late"	"afternoon"	"but"	"find"	"the"	"doctor"	"in"	"an"	"ebullient"	"mood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"∅"	"than"	"∅"	"being"	"∅_∅"	"∅_than"	"than_being"	"∅_∅_∅"	"∅_∅_than"	"∅_than_being"	"than_being_deceive"	"ε"	"ε"	"ε"	"RB"	"RB"	"VBG"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"than"	"being"	"deceive"	"the"	"eye"	"is"	"puzzle"	"instead"	"of"	"see"	"object"	"in"	"space"	"it"	"see"	"nothing"	"more"	"than"	"a"	"picture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"orchestra"	"than"	"real"	"a"	"real_orchestra"	"orchestra_than"	"than_a"	"a_real_orchestra"	"real_orchestra_than"	"orchestra_than_a"	"than_a_copy"	"DT"	"JJ"	"NN"	"RB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"new"	"person"	"second"	"be"	"a"	"major"	"effort"	"to"	"a"	"record"	"that"	"sound"	"like"	"a"	"real"	"orchestra"	"rather"	"than"	"a"	"copy"	"of"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"the"	"pleasant"	";"	"white"	";_the"	"the_pleasant"	"pleasant_white"	"over_;_the"	";_the_pleasant"	"the_pleasant_white"	"pleasant_white_city"	"IN"	"ε"	"DT"	"RB"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"come"	"by"	"train"	"from"	"location"	"look"	"the"	"city"	"over"	"the"	"rather"	"pleasant"	"white"	"city"	"be"	"on"	"the"	"hill"	"where"	"the"	"chief"	"store"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"seem"	"sympathetic"	"who"	","	"who_seem"	"seem_sympathetic"	"sympathetic_,"	"white_man_who_seem"	"who_seem_sympathetic"	"seem_sympathetic_,"	"sympathetic_,_but"	"NN"	"WP"	"VB"	"RB"	"JJ"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"again"	"go"	"downtown"	"to"	"a"	"different"	"an"	"intelligent"	"young"	"white_man"	"who"	"seem"	"rather"	"sympathetic"	"but"	"he"	"shake"	"his"	"head"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	","	"than"	"running"	"passing"	"running_,"	",_than"	"than_passing"	"on_running_,"	"running_,_than"	",_than_passing"	"than_passing_."	"IN"	"NN"	"ε"	"RB"	"RB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"person"	"at"	"the"	"helm"	"the"	"group"	"are"	"to"	"put"	"more"	"emphasis"	"on"	"running"	"rather"	"than"	"passing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"the"	"tortuous"	"from"	"history"	"from_the"	"the_tortuous"	"tortuous_history"	"∅_from_the"	"from_the_tortuous"	"the_tortuous_history"	"tortuous_history_of"	"ε"	"IN"	"DT"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"rather"	"tortuous"	"history"	"of"	"electoral"	"planning"	"in"	"morocco"	"an"	"important"	"point"	"emerge"	"concern"	"the"	"first"	"election"	"in"	"a"	"developing"	"country"	"and"	"evaluate"	"their"	"result"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"would"	"be"	"i"	"banish"	"i_would"	"would_be"	"be_banish"	"that_i_would"	"i_would_be"	"would_be_banish"	"be_banish_with"	"DT"	"PRP"	"MD"	"RB"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"would"	"rather"	"be"	"banish"	"with"	"two"	"such"	"christian"	"than"	"be"	"make"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"``"	"pretty"	"for_the_most_part"	"and"	"for_the_most_part_``"	"``_pretty"	"pretty_and"	"be_for_the_most_part_``"	"for_the_most_part_``_pretty"	"``_pretty_and"	"pretty_and_perfectly"	"VB"	"RB"	"ε"	"RB"	"JJ"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"music"	"which"	"person"	"has"	"for"	"this"	"episode"	"be"	"for_the_most_part"	"rather"	"pretty"	"and"	"perfectly"	"banal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
