"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"1:15:03::"	"the"	","	"in"	"be"	"in_the"	"the_,"	",_be"	"even_in_the"	"in_the_,"	"the_,_be"	",_be_more"	"RB"	"IN"	"DT"	"NN"	"ε"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"contrast"	"to"	"cocktail_party"	"military"	"even"	"in"	"the"	"field"	"be"	"more"	"formal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"f"	"over"	"."	"over_the"	"the_f"	"f_."	"v_over_the"	"over_the_f"	"the_f_."	"f_._∅"	"NN"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"t"	"be"	"a"	"linear_operator"	"on"	"finite"	"dimensional"	"vector"	"space"	"v"	"over"	"the"	"field"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"f"	"over"	"."	"over_the"	"the_f"	"f_."	"v_over_the"	"over_the_f"	"the_f_."	"f_._∅"	"NN"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"t"	"be"	"a"	"linear_operator"	"on"	"finite"	"dimensional"	"vector"	"space"	"v"	"over"	"the"	"field"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"closed"	"f"	"algebraically"	","	"algebraically_closed"	"closed_f"	"f_,"	"an_algebraically_closed"	"algebraically_closed_f"	"closed_f_,"	"f_,_e.g."	"DT"	"RB"	"JJ"	"NN"	"NN"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"v"	"be"	"a"	"finite"	"vector"	"space"	"over"	"an"	"algebraically"	"closed"	"field"	"f"	"e.g."	"the"	"field"	"of"	"complex_number"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"of"	","	"complex_number"	",_the"	"the_of"	"of_complex_number"	"e.g._,_the"	",_the_of"	"the_of_complex_number"	"of_complex_number_."	"RB"	"ε"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"v"	"be"	"a"	"finite"	"dimensional"	"vector"	"space"	"an"	"algebraically"	"closed"	"field"	"f"	"e.g."	"the"	"field"	"of"	"complex_number"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"closed"	"is"	"algebraically"	"essentially"	"algebraically_closed"	"closed_is"	"is_essentially"	"an_algebraically_closed"	"algebraically_closed_is"	"closed_is_essentially"	"is_essentially_reduce"	"DT"	"RB"	"JJ"	"NN"	"VBZ"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"these"	"result"	"one"	"see"	"that"	"the"	"study"	"linear_operator"	"on"	"vector"	"space"	"over"	"an"	"algebraically"	"closed"	"field"	"is"	"essentially"	"reduce"	"to"	"the"	"study"	"of"	"nilpotent"	"operator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"∅"	"shift"	"∅"	"were"	"∅_∅"	"∅_shift"	"shift_were"	"∅_∅_∅"	"∅_∅_shift"	"∅_shift_were"	"shift_were_derive"	"ε"	"ε"	"ε"	"NN"	"NN"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shift"	"were"	"derive"	"from"	"the"	"mean"	"value"	"of"	"the"	"resonance"	"line"	"define"	"as"	"the"	"field"	"about"	"which"	"the"	"first_moment"	"be"	"zero"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"the"	"about"	"as"	"which"	"as_the"	"the_about"	"about_which"	"define_as_the"	"as_the_about"	"the_about_which"	"about_which_the"	"VB"	"IN"	"DT"	"NN"	"IN"	"WDT"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"field"	"shift"	"were"	"derive"	"from"	"the"	"mean"	"of"	"the"	"resonance"	"line"	"define"	"as"	"the"	"field"	"about"	"which"	"the"	"first_moment"	"be"	"zero"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"and"	"measurement"	","	"be"	",_and"	"and_measurement"	"measurement_be"	"preserved_,_and"	",_and_measurement"	"and_measurement_be"	"measurement_be_obviously"	"JJ"	"ε"	"CC"	"NN"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oversized"	"monster"	"are"	"never"	"bring"	"either"	"alive"	"or"	"preserved"	"and"	"field"	"measurement"	"be"	"obviously"	"open_to"	"doubt"	"because"	"of"	"the"	"universal"	"tendency"	"to"	"exaggerate"	"dimension"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"shear"	"is"	"a"	"calculate"	"a_shear"	"shear_is"	"is_calculate"	"by_a_shear"	"a_shear_is"	"shear_is_calculate"	"is_calculate_by"	"IN"	"DT"	"NN"	"NN"	"VBZ"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"actual"	"change"	"f"	"by"	"a"	"shear"	"field"	"is"	"calculate"	"by"	"multiply"	"the"	"pressure"	"differential"	"times"	"the"	"volume"	"just_as_it_is"	"for"	"any"	"gravitational"	"or"	"osmotic_pressure"	"head"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"shear"	"."	"in"	"∅"	"in_shear"	"shear_."	"._∅"	"fluid_in_shear"	"in_shear_."	"shear_._∅"	"._∅_∅"	"NN"	"IN"	"NN"	"NN"	"ε"	"ε"	"ε"	"another"	"means"	"which"	"should"	"show"	"the"	"direction"	"and"	"relative"	"value"	"of"	"the"	"stress"	"in"	"viscoelastic"	"fluid"	"that"	"is"	"not"	"mention"	"as_such"	"in"	"the"	"literature"	"and"	"that"	"be"	"the"	"shape"	"of"	"the"	"suspended"	"drop"	"of"	"low"	"viscosity"	"fluid"	"in"	"shear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"group"	"possibly"	"the"	"strong"	"the_group"	"group_possibly"	"possibly_strong"	"as_the_group"	"the_group_possibly"	"group_possibly_strong"	"possibly_strong_team"	"IN"	"DT"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"perform"	"in"	"as"	"the"	"group"	"field"	"possibly"	"strong"	"team"	"of"	"the"	"spring"	"work"	"person"	"for"	"a"	"base_on_balls"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:01::"	"to"	"and"	"cut_across"	"throw"	"cut_across_to"	"to_and"	"and_throw"	"person_cut_across_to"	"cut_across_to_and"	"to_and_throw"	"and_throw_wide"	"NNP"	"VB"	"TO"	"VB"	"CC"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"single"	"on"	"a"	"slow"	"bounce"	"to"	"short"	"which"	"person"	"cut_across"	"to"	"field"	"and"	"throw"	"wide"	"to"	"first"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"her"	"in"	"toy_with"	"the"	"toy_with_her"	"her_in"	"in_the"	"∅_toy_with_her"	"toy_with_her_in"	"her_in_the"	"in_the_early"	"ε"	"VB"	"PRP$"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"field"	"in"	"the"	"early"	"stage"	"garden_fresh"	"was"	"ask"	"for"	"top"	"speed"	"only"	"in"	"the"	"stretch"	"by"	"jockey"	"person"	"and"	"win"	"by"	"a"	"length"	"and"	"a"	"half"	"in"	"for"	"the"	"furlong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:02::"	"the"	"sharply"	"cross"	"in"	"cross_the"	"the_sharply"	"sharply_in"	"and_cross_the"	"cross_the_sharply"	"the_sharply_in"	"sharply_in_two"	"CC"	"VB"	"DT"	"NN"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"prior"	"to"	"the"	"featured"	"race"	"the"	"steward"	"announce"	"that"	"apprentice"	"is"	"suspend"	"ten"	"day"	"for"	"crowd"	"horse"	"and"	"cross"	"the"	"field"	"sharply"	"in"	"two"	"race"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"of"	"in"	"entertainment"	"in_the"	"the_of"	"of_entertainment"	"∅_in_the"	"in_the_of"	"the_of_entertainment"	"of_entertainment_there"	"ε"	"IN"	"DT"	"NN"	"IN"	"NN"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"field"	"of"	"entertainment"	"there"	"be"	"no"	"spur"	"to"	"financial"	"daring"	"so"	"effective"	"as"	"audience"	"boredom"	"and"	"the"	"first"	"decade"	"of"	"the"	"new"	"device"	"be"	"not"	"over"	"before"	"audience"	"begin"	"stay"	"away"	"in"	"large_number"	"from"	"the"	"simple-minded"	"one"	"minute"	"show"	
"1:15:00::"	"open"	"."	"the"	"∅"	"the_open"	"open_."	"._∅"	"in_the_open"	"the_open_."	"open_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fortunately"	"the"	"embarrassing"	"question"	"raise"	"by"	"object"	"do"	"not"	"need"	"to"	"be"	"or"	"we"	"would"	"all"	"have_to"	"go"	"sleep"	"in"	"the"	"open"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:02::"	"the"	"."	"go_into"	"∅"	"go_into_the"	"the_."	"._∅"	",_go_into_the"	"go_into_the_."	"the_._∅"	"._∅_∅"	"ε"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"time"	"stand_still"	"every"	"time"	"person"	"a"	"year"	"group"	"veteran"	"go_into"	"the"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"during"	"in"	"the"	"in_the"	"the_during"	"during_the"	"site_in_the"	"in_the_during"	"the_during_the"	"during_the_time"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"inspect"	"the"	"in"	"the"	"field"	"during"	"the"	"time"	"of"	"the"	"year"	"when"	"the"	"area"	"will"	"be"	"most"	"heavily"	"use"	"for"	"recreation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
