"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"
"2:32:05::"	"1933"	"may"	"since"	"22"	"since_1933"	"1933_may"	"may_22"	"each_year_since_1933"	"since_1933_may"	"1933_may_22"	"may_22_nd"	"RB"	"IN"	"CD"	"VB"	"MD"	"CD"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"president_of_the_united_states"	"pursuant_to"	"a"	"joint_resolution"	"of"	"congress"	"has"	"a"	"proclamation"	"each_year"	"since"	"declare"	"may"	"nd"	"to"	"be"	"national_maritime_day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"kenneth_clark"	":"	","	"``"	",_kenneth_clark"	"kenneth_clark_:"	":_``"	"form_,_kenneth_clark"	",_kenneth_clark_:"	"kenneth_clark_:_``"	":_``_he"	"NN"	"ε"	"NNP"	"VB"	"ε"	"ε"	"PRP"	"a"	"large"	"volume"	"on"	"the"	"nude"	"in"	"painting"	"and"	"sculptures"	"titled"	"the"	"nude"	"a"	"study"	"in"	"ideal"	"form"	"kenneth_clark"	"he"	"human_body"	"as"	"a"	"nucleus"	"be"	"rich_in"	"associations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"could"	"with"	"life"	"some"	"life_could"	"could_with"	"with_some"	"married_life_could"	"life_could_with"	"could_with_some"	"with_some_pride"	"JJ"	"NN"	"MD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"understanding"	"help"	"to"	"explain"	"why"	"one"	"celebrate"	"thirty-five"	"years"	"of"	"married"	"life"	"could"	"declare"	"with"	"some"	"pride"	"that"	"her"	"husband"	"had"	"never"	"see"	"her"	"entirely"	"naked"	"while"	"another"	"woman"	"boast"	"an"	"equal"	"number"	"of"	"years"	"of"	"married"	"life"	"be"	"proud"	"of"	"having"	"share"	"the"	"nudist"	"way_of_life"	"the"	"really"	"free"	"natural"	"nude"	"life"	"for"	"most_of"	"that"	"period"	
"2:32:02::"	"been"	"a_billion"	"has"	"dollar"	"has_been"	"been_a_billion"	"a_billion_dollar"	",_has_been"	"has_been_a_billion"	"been_a_billion_dollar"	"a_billion_dollar_fiasco"	"ε"	"VBZ"	"VBN"	"VB"	"JJ"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"feed_grain"	"program"	"which"	"the"	"sponsor"	"has"	"been"	"declare"	"a_billion"	"dollar"	"fiasco"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"legislature"	"that"	"the"	"``"	"the_legislature"	"legislature_that"	"that_``"	",_the_legislature"	"the_legislature_that"	"legislature_that_``"	"that_``_the"	"ε"	"DT"	"NNP"	"VB"	"IN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"preamble"	"to"	"the"	"open-meeting"	"statutes"	"collectively"	"as"	"the"	"brown_act"	"the"	"legislature"	"declare"	"that"	"the"	"public"	"commissions"	"boards"	"and"	"councils"	"and"	"public"	"agencies"	"in_this"	"state"	"exist"	"to"	"aid"	"in"	"the"	"conduct"	"of"	"the"	"people"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"just"	"his"	"has"	"solidarity"	"has_just"	"just_his"	"his_solidarity"	"who_has_just"	"has_just_his"	"just_his_solidarity"	"his_solidarity_with"	"WP"	"VBZ"	"RB"	"VB"	"PRP$"	"NN"	"IN"	"in"	"the"	"very"	"week"	"of"	"our"	"war"	"against"	"katanga"	"we"	"make"	"a"	"million"	"grant"	"to"	"kwame_nkrumah"	"who"	"has"	"just"	"his"	"solidarity"	"with"	"the"	"communist"	"bloc"	"and"	"is"	"busily"	"turn"	"his"	"own"	"country"	"into"	"a"	"totalitarian"	"dictatorship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"and"	"the"	"citizen"	"income_tax"	"citizen_and"	"and_the"	"the_income_tax"	"a_citizen_and"	"citizen_and_the"	"and_the_income_tax"	"the_income_tax_unconstitutional"	"DT"	"NN"	"CC"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"then"	"that"	"i"	"avail"	"of"	"the"	"rights"	"of"	"a"	"citizen"	"and"	"declare"	"the"	"income_tax"	"unconstitutional"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"the"	"∅"	"government"	"∅_he"	"he_the"	"the_government"	"∅_∅_he"	"∅_he_the"	"he_the_government"	"the_government_is"	"ε"	"ε"	"PRP"	"VB"	"DT"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"declare"	"the"	"government"	"is"	"think_of"	"ask"	"for"	"foreign"	"troops"	"if"	"the"	"situation"	"worsen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"."	","	"∅"	",_person"	"person_."	"._∅"	"''_,_person"	",_person_."	"person_._∅"	"._∅_∅"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"i"	"mean"	"what"	"i"	"person"	"declare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"person"	"''"	","	"''_,"	",_person"	"person_,"	"vacuum_''_,"	"''_,_person"	",_person_,"	"person_,_medical"	"NN"	"ε"	"ε"	"VB"	"NNP"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sexual_relationship"	"does"	"not"	"exist"	"a"	"vacuum"	"declare"	"person"	"medical"	"director"	"of"	"the"	"group"	"and"	"author"	"of"	"the"	"recent"	"book"	"release"	"from"	"sexual"	"tensions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"person"	"''"	"."	"''_,"	",_person"	"person_."	"maleness_''_,"	"''_,_person"	",_person_."	"person_._∅"	"NN"	"ε"	"ε"	"VB"	"NNP"	"ε"	"ε"	"marriage"	"can"	"survive"	"almost"	"any"	"kind"	"of"	"stress"	"except"	"an"	"open"	"and"	"direct"	"challenge"	"to"	"the"	"husband"	"maleness"	"declare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"has"	"flatly"	","	"that"	",_has"	"has_flatly"	"flatly_that"	"person_,_has"	",_has_flatly"	"has_flatly_that"	"flatly_that_woman"	"NNP"	"ε"	"VBZ"	"VB"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_fact"	"the"	"noted"	"psychologist"	"and"	"researcher"	"person"	"has"	"declare"	"flatly"	"that"	"woman"	"be"	"sexually"	"superior"	"to"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	","	"in"	"person"	"1951"	"person_,"	",_in"	"in_1951"	"∅_person_,"	"person_,_in"	",_in_1951"	"in_1951_that"	"ε"	"NNP"	"ε"	"VB"	"IN"	"CD"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"declare"	"in"	"that"	"it"	"be"	"possible"	"be"	"exempt"	"from"	"the"	"normal"	"obligation"	"of"	"parenthood"	"for"	"a"	"long_time"	"and"	"even"	"for"	"the"	"whole"	"duration"	"of"	"married"	"life"	"if"	"there"	"be"	"serious"	"reason"	"such_as"	"those"	"often"	"mention"	"in"	"the"	"so-called"	"medical"	"eugenic"	"economic"	"and"	"social"	"indication"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"but"	"it"	","	"at_times"	",_but"	"but_it"	"it_at_times"	"birth_control_,_but"	",_but_it"	"but_it_at_times"	"it_at_times_to"	"NN"	"ε"	"CC"	"VB"	"PRP"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"then"	"many"	"protestant_denomination"	"have"	"made"	"pronouncement"	"in"	"which"	"not_only"	"approve"	"birth_control"	"but"	"declare"	"it"	"at_times"	"to"	"be"	"a"	"religious"	"duty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"board"	":"	"general"	"``"	"general_board"	"board_:"	":_``"	"the_general_board"	"general_board_:"	"board_:_``"	":_``_most_of"	"DT"	"JJ"	"NN"	"VB"	"ε"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"board"	"declare"	"most_of"	"the"	"protestant"	"church"	"hold"	"contraception"	"and"	"periodic"	"continence"	"to"	"be"	"morally"	"right"	"when"	"the"	"motive"	"be"	"right"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	","	","	"glance"	",_person"	"person_,"	",_glance"	"''_,_person"	",_person_,"	"person_,_glance"	",_glance_along"	"ε"	"ε"	"NNP"	"VB"	"ε"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"holdin_'_forth"	"in"	"some"	"bar"	"if"	"here"	"at_all"	"person"	"declare"	"glance"	"along"	"the"	"street"	"as"	"they"	"stretch"	"their"	"leg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"christianity"	"that"	"∅"	"in"	"∅_christianity"	"christianity_that"	"that_in"	"∅_∅_christianity"	"∅_christianity_that"	"christianity_that_in"	"that_in_the"	"ε"	"ε"	"NN"	"VB"	"IN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"declare"	"that"	"in"	"the"	"life"	"and"	"death"	"of"	"jesus_christ"	"the"	"unique"	"and"	"the"	"universal"	"concur"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"by"	"the"	"state_government"	"government"	"state_government_by"	"by_the"	"the_government"	"new_state_government_by"	"state_government_by_the"	"by_the_government"	"the_government_at"	"JJ"	"NN"	"IN"	"VB"	"DT"	"NN"	"IN"	"the"	"peddler"	"come"	"bawl"	"his"	"wares"	"and"	"tell"	"them"	"of"	"the"	"convention"	"in"	"location"	"which"	"had"	"form"	"a"	"new"	"by"	"declare"	"the"	"government"	"at"	"location"	"in"	"the"	"east"	"illegal"	"because"	"they"	"be"	"traitor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"."	","	"∅"	",_person"	"person_."	"._∅"	"timing_,_person"	",_person_."	"person_._∅"	"._∅_∅"	"NN"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"place"	"be"	"largely"	"a"	"of"	"timing"	"person"	"declare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
