"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"4:02:00::"	"at"	"like"	"not"	"the"	"not_at"	"at_like"	"like_the"	"did_not_at"	"not_at_like"	"at_like_the"	"like_the_look"	"VBD"	"RB"	"RB"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"not"	"at"	"all"	"like"	"the"	"look"	"on"	"person"	"regular"	"featured"	"almost"	"girlishly"	"good-looking"	"face"	"or"	"indeed"	"anything"	"about"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"part"	"exist"	"of"	"exist_in"	"in_part"	"part_of"	"to_exist_in"	"exist_in_part"	"in_part_of"	"part_of_the"	"TO"	"VB"	"RB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_general"	"religious"	"interest"	"to"	"exist"	"in"	"all"	"part"	"of"	"the"	"metropolis"	"congregational"	"membership"	"however"	"be"	"another"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"ago"	"africa"	"time"	"be"	"time_ago"	"ago_africa"	"africa_be"	"short_time_ago"	"time_ago_africa"	"ago_africa_be"	"africa_be_a"	"JJ"	"NN"	"RB"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"time"	"ago"	"all"	"africa"	"be"	"a"	"western"	"preserve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"program"	"as"	"where"	"as_in"	"in_program"	"program_where"	"as_well_as_in"	"as_in_program"	"in_program_where"	"program_where_speed"	"RB"	"IN"	"RB"	"JJ"	"NN"	"WRB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"substantial"	"increase"	"is"	"estimate"	"in"	"the"	"cost"	"of"	"additional"	"communication_system"	"in"	"the"	"air"	"defense_program"	"as_well"	"as"	"in"	"all"	"program"	"where"	"speed"	"and"	"security"	"of"	"communication"	"be"	"essential"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"state"	"∅"	"it"	"∅_in"	"in_state"	"state_it"	"∅_∅_in"	"∅_in_state"	"in_state_it"	"state_it_be"	"ε"	"ε"	"RB"	"JJ"	"NN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"state"	"it"	"be"	"the"	"difference"	"obtain"	"by"	"subtract"	"from"	"the"	"result"	"obtain"	"in"	"item"	"above"	"except"	"that"	"no"	"state"	"shall"	"have"	"an"	"allotment"	"percentage"	"less_than"	"nor"	"more_than"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"for"	"the"	","	"state"	",_for"	"for_the"	"the_state"	"above_,_for"	",_for_the"	"for_the_state"	"the_state_."	"RB"	"ε"	"IN"	"JJ"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"determine"	"the"	"sum"	"of"	"the"	"product"	"in"	"item"	"above"	"for"	"all"	"the"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"for"	"the"	"product"	"state"	"product_for"	"for_the"	"the_state"	"the_product_for"	"product_for_the"	"for_the_state"	"the_state_."	"DT"	"NN"	"IN"	"JJ"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"determine"	"the"	"ratio"	"that"	"the"	"amount"	"being"	"be"	"to"	"the"	"sum"	"of"	"the"	"product"	"for"	"all"	"the"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"state"	"∅"	"it"	"∅_in"	"in_state"	"state_it"	"∅_∅_in"	"∅_in_state"	"in_state_it"	"state_it_be"	"ε"	"ε"	"RB"	"JJ"	"NN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"state"	"it"	"be"	"the"	"difference"	"obtain"	"by"	"subtract"	"from"	"the"	"result"	"obtain"	"in"	"item"	"above"	"except"	"that"	"no"	"state"	"shall"	"have"	"a"	"federal"	"share"	"less_than"	"nor"	"more_than"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"culture"	"that"	"``"	"that_in"	"in_culture"	"culture_``"	")_that_in"	"that_in_culture"	"in_culture_``"	"culture_``_the"	"ε"	"IN"	"RB"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"inform"	"us"	"the_psychology_of_women"	"vol."	"that"	"all"	"culture"	"the"	"term"	"stepmother"	"automatically"	"evoke"	"deprecatory"	"implication"	"a"	"conclusion"	"accept"	"by"	"many"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"the"	"thing"	"world"	"thing_in"	"in_the"	"the_world"	"beautiful_thing_in"	"thing_in_the"	"in_the_world"	"the_world_''"	"JJ"	"NN"	"RB"	"JJ"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_got"	"father"	"and"	"mother"	"and"	"each_other"	"say"	"person"	"on"	"the"	"first"	"page"	"of"	"person"	"little_women"	"and"	"i"	"do"	"think"	"that"	"be"	"the"	"most"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"five_hundred"	"page"	"later"	"in"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"had"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"as"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	
"3:00:00::"	"of"	"the"	"``"	"many"	"``_of"	"of_the"	"the_many"	",_``_of"	"``_of_the"	"of_the_many"	"the_many_song"	"ε"	"ε"	"IN"	"JJ"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"negro"	"composer"	"person"	"study"	"the"	"and"	"say"	"of"	"it"	"of"	"all"	"the"	"many"	"song"	"write"	"by"	"white"	"composer"	"and"	"employ"	"what"	"claim"	"to"	"be"	"a"	"negroid"	"idiom"	"in"	"both"	"words"	"and"	"music"	"these"	"six"	"song"	"by"	"person"	"and"	"person"	"easily"	"stand_out"	"far"	"out"	"above"	"the"	"rest"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"case"	"apply"	"."	"apply_to"	"to_case"	"case_."	"which_apply_to"	"apply_to_case"	"to_case_."	"case_._∅"	"WDT"	"VB"	"VB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wage"	"price"	"policy"	"of"	"industry"	"be"	"the"	"result"	"of"	"a"	"complex"	"force"	"no"	"single"	"explanation"	"has"	"been"	"find"	"which"	"apply"	"to"	"all"	"case"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"so"	"receiving"	"inadequate"	"receiving_be"	"be_so"	"so_inadequate"	"and_receiving_be"	"receiving_be_so"	"be_so_inadequate"	"so_inadequate_that"	"CC"	"NN"	"VB"	"JJ"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"discuss"	"here"	"are"	"some"	"military"	"problem"	"of"	"modern_times"	"such_as"	"undersea"	"where"	"the"	"surveillance"	"sending"	"transmitting"	"and"	"receiving"	"be"	"all"	"so"	"inadequate"	"that"	"network"	"and"	"decision_making"	"be"	"not"	"the"	"bottleneck"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"the"	"∅"	"woman"	"∅_∅"	"∅_the"	"the_woman"	"∅_∅_∅"	"∅_∅_the"	"∅_the_woman"	"the_woman_get_up"	"ε"	"ε"	"ε"	"JJ"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"woman"	"get_up"	"and"	"offer"	"their"	"chair"	"and"	"when"	"they"	"were"	"all"	"seated"	"again"	"the"	"guest"	"make"	"their"	"inquiry"	"and"	"their"	"explanation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"were"	"seated"	"they"	"again"	"they_were"	"were_seated"	"seated_again"	"when_they_were"	"they_were_seated"	"were_seated_again"	"seated_again_,"	"WRB"	"PRP"	"VBD"	"JJ"	"JJ"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"the"	"woman"	"get_up"	"and"	"offer"	"chair"	"and"	"when"	"they"	"were"	"all"	"seated"	"again"	"the"	"guest"	"make"	"their"	"inquiry"	"and"	"their"	"explanation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"n"	"space"	"times"	"space_of"	"of_n"	"n_times"	"the_space_of"	"space_of_n"	"of_n_times"	"n_times_continuously"	"DT"	"NN"	"IN"	"JJ"	"NN"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"n"	"be"	"a"	"integer"	"let"	"v"	"be"	"the"	"space"	"of"	"all"	"n"	"times"	"continuously"	"differentiable"	"function"	"f"	"on"	"the"	"real"	"line"	"which"	"satisfy"	"the"	"differential_equation"	"f"	"where"	"f"	"be"	"some"	"fixed"	"constant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"by"	"the"	"accept"	"theologian"	"accept_by"	"by_the"	"the_theologian"	"not_accept_by"	"accept_by_the"	"by_the_theologian"	"the_theologian_philosopher"	"RB"	"VB"	"IN"	"JJ"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"the"	"conception"	"of"	"the"	"natural"	"community"	"of"	"all"	"possession"	"originate"	"with"	"the"	"stoic"	"was"	"firmly"	"in"	"a"	"tradition"	"by"	"person"	"time"	"although"	"it"	"was"	"not"	"accept"	"by"	"all"	"the"	"theologian"	"philosopher"	"of"	"the"	"middle_ages"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
