"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:30:01::"	"will"	"early"	"festivities"	","	"festivities_will"	"will_early"	"early_,"	"indicate_festivities_will"	"festivities_will_early"	"will_early_,"	"early_,_that"	"VB"	"NNS"	"MD"	"VB"	"JJ"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"she"	"indicate"	"festivities"	"will"	"start"	"early"	"that"	"a"	"jazz"	"combo"	"will"	"give"	"with"	"the"	"basin_street"	"beat"	"during"	"the"	"cocktail"	"and"	"dinner"	"hours"	"and"	"that"	"lester_lanin"	"orchestra"	"will"	"take_over"	"during"	"the"	"dancing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"to"	"broom"	"sweep"	"broom_and"	"and_to"	"to_sweep"	"a_broom_and"	"broom_and_to"	"and_to_sweep"	"to_sweep_up"	"DT"	"NN"	"CC"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"grosse"	"quietly"	"a"	"broom"	"and"	"start"	"to"	"sweep"	"up"	"the"	"sugar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"new"	"churches"	"churches"	"churches_to"	"to_new"	"new_churches"	"god_churches_to"	"churches_to_new"	"to_new_churches"	"new_churches_."	"NNP"	"NNS"	"TO"	"VB"	"JJ"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"encourage"	"by"	"every"	"means"	"all"	"assemblies"	"of"	"god"	"churches"	"to"	"start"	"new"	"churches"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"she"	"well"	"that"	"."	"that_she"	"she_well"	"well_."	"believe_that_she"	"that_she_well"	"she_well_."	"well_._∅"	"VB"	"IN"	"PRP"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"montgomery"	"that"	"she"	"start"	"well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"day"	"early"	"her"	","	"her_day"	"day_early"	"early_,"	"∅_her_day"	"her_day_early"	"day_early_,"	"early_,_but"	"ε"	"PRP$"	"NN"	"VB"	"JJ"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"start"	"early"	"but"	"no_matter_how"	"many"	"pressing"	"letters"	"there"	"be"	"to"	"be"	"write"	"and"	"during"	"may"	"which"	"be"	"national"	"salvation_army"	"week"	"there"	"be"	"plenty"	"schedules"	"to"	"be"	"make"	"or"	"problems"	"to"	"be"	"solve"	"mrs._marr"	"office"	"be"	"always"	"open"	"and"	"the"	"welcome_mat"	"be"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"war"	"and"	"if"	"we"	"if_war"	"war_and"	"and_we"	",_if_war"	"if_war_and"	"war_and_we"	"and_we_survive"	"ε"	"IN"	"NN"	"VB"	"CC"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"i"	"see"	"if"	"war"	"start"	"and"	"we"	"survive"	"the"	"initial"	"attack"	"enough"	"to"	"be"	"able"	"to"	"fight_back"	"the"	"nuclear_weapons"	"we"	"now"	"have"	"at_least"	"the"	"bombs"	"can"	"inflict"	"all"	"the"	"demage"	"that"	"be"	"necessary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"not"	"one"	"war"	"."	"war_not"	"not_one"	"one_."	"a_war_not"	"war_not_one"	"not_one_."	"one_._∅"	"DT"	"NN"	"RB"	"VB"	"CD"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"to"	"remind"	"the"	"communists"	"that"	"the"	"bombs"	"on"	"japan"	"be"	"to"	"end"	"a"	"war"	"not"	"start"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"do"	"fires"	"∅"	"one"	"∅_do"	"do_fires"	"fires_one"	"∅_∅_do"	"∅_do_fires"	"do_fires_one"	"fires_one_or"	"ε"	"ε"	"VBP"	"VB"	"NNS"	"CD"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"fires"	"one"	"or"	"two"	"hours"	"ahead_of_time"	"to"	"obtain"	"a"	"lasting"	"bed"	"of"	"glowing"	"coals"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"have_to"	"with"	"you"	"the_most"	"you_have_to"	"have_to_with"	"with_the_most"	"think_you_have_to"	"you_have_to_with"	"have_to_with_the_most"	"with_the_most_expensive"	"VB"	"PRP"	"VB"	"VB"	"IN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"you"	"have_to"	"start"	"with"	"the_most"	"expensive"	"equipment"	"in"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"downstream"	","	"."	",_and"	"and_downstream"	"downstream_."	"winchester_,_and"	",_and_downstream"	"and_downstream_."	"downstream_._∅"	"NNP"	"ε"	"CC"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"clean"	"his"	"shovel"	"leave"	"it"	"against"	"fence"	"pick_up"	"his"	"winchester"	"and"	"start"	"downstream"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"then"	"supper"	","	"and"	",_then"	"then_supper"	"supper_and"	"again_,_then"	",_then_supper"	"then_supper_and"	"supper_and_set"	"RB"	"ε"	"RB"	"VB"	"NN"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"morgan"	"fill"	"the"	"fire"	"with"	"wood"	"again"	"then"	"start"	"supper"	"and"	"set"	"the"	"table"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"to"	"low-grade"	"leeway"	"brushfire"	"leeway_to"	"to_low-grade"	"low-grade_brushfire"	"of_leeway_to"	"leeway_to_low-grade"	"to_low-grade_brushfire"	"low-grade_brushfire_aggressions"	"IN"	"NN"	"TO"	"VB"	"JJ"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"leave"	"the"	"plenty"	"of"	"leeway"	"to"	"start"	"low-grade"	"brushfire"	"aggressions"	"with"	"considerable"	"impunity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"he"	"to"	","	"plod"	",_he"	"he_to"	"to_plod"	"spring_,_he"	",_he_to"	"he_to_plod"	"to_plod_through"	"NN"	"ε"	"PRP"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"mrs._calhoun"	"remember"	"only"	"that"	"the"	"had"	"be"	"in"	"the"	"spring"	"he"	"start"	"to"	"plod"	"through"	"several"	"months"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"should"	"go"	"it"	"upward"	"it_should"	"should_go"	"go_upward"	"that_it_should"	"it_should_go"	"should_go_upward"	"go_upward_from"	"IN"	"PRP"	"MD"	"VB"	"VB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"now"	"mr._hodges"	"has"	"pioneer"	"further"	"into"	"the"	"economic"	"unknown"	"the"	"announcement"	"that"	"he"	"think"	"business"	"stop"	"slide"	"and"	"that"	"it"	"should"	"start"	"go"	"upward"	"from"	"this"	"point"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"are"	"to"	"horses"	"go"	"horses_are"	"are_to"	"to_go"	"green_horses_are"	"horses_are_to"	"are_to_go"	"to_go_a_bit"	"JJ"	"NNS"	"VBP"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"year-olds"	"are"	"still"	"gain"	"most_of"	"the"	"attention"	"the"	"track"	"green"	"horses"	"are"	"start"	"to"	"go"	"a_bit"	"and"	"jimmy_cruise"	"have"	"several"	"that"	"can"	"really"	"make_it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"congress"	"another"	"∅"	"week"	"∅_congress"	"congress_another"	"another_week"	"∅_∅_congress"	"∅_congress_another"	"congress_another_week"	"another_week_tomorrow"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"another"	"week"	"tomorrow"	"with"	"sharply"	"contrasting"	"forecasts"	"for"	"the"	"two"	"chambers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"."	","	"∅"	",_to"	"to_."	"._∅"	"economist_,_to"	",_to_."	"to_._∅"	"._∅_∅"	"NN"	"ε"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"of"	"the"	"organization"	"ninety-nine"	"members"	"would"	"get"	"professional"	"such_as"	"political"	"affairs"	"officer"	"a"	"department_head"	"an"	"economist"	"to"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
