"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"
"2:35:00::"	"streets"	"a"	"the"	"purse"	"the_streets"	"streets_a"	"a_purse"	"roam_the_streets"	"the_streets_a"	"streets_a_purse"	"a_purse_to"	"VB"	"DT"	"NNS"	"VB"	"DT"	"NN"	"TO"	"that"	"the"	"dog"	"may"	"not"	"be"	"really"	"protective"	"base"	"on"	"his"	"training"	"but"	"if"	"you"	"were"	"roam"	"streets"	"a"	"purse"	"to"	"snatch"	"or"	"a"	"young_lady"	"to"	"molest"	"how"	"quick"	"would"	"you"	"be"	"to"	"attack"	"a"	"person"	"stroll"	"with"	"a"	"dog"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"sailors"	"autumn"	"and"	"winds"	"and_sailors"	"sailors_autumn"	"autumn_winds"	",_and_sailors"	"and_sailors_autumn"	"sailors_autumn_winds"	"autumn_winds_at"	"ε"	"CC"	"NNS"	"VB"	"NN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"memphis"	"stinkpotters"	"like"	"mckellar_lake"	"inside"	"city_limits"	"and"	"sailors"	"look_for"	"autumn"	"winds"	"at"	"arkabutla_lake"	"where"	"fall"	"racing"	"be"	"now"	"in_progress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"are"	"the"	"fund"	"usual"	"fund_are"	"are_the"	"the_usual"	"santa_claus_fund_are"	"fund_are_the"	"are_the_usual"	"the_usual_generous"	"NN"	"NNP"	"VBP"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"santa"	"lieutenants"	"in"	"charge"	"of"	"journal-bulletin"	"santa_claus"	"fund"	"are"	"look_for"	"the"	"usual"	"generous"	"response"	"this"	"year"	"from"	"cranston"	"residents"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"you"	"a"	"before"	"farm"	"before_you"	"you_a"	"a_farm"	"∅_before_you"	"before_you_a"	"you_a_farm"	"a_farm_you"	"ε"	"IN"	"PRP"	"VB"	"DT"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"look_for"	"a"	"farm"	"you"	"need_to"	"know"	"the"	"kind"	"and"	"scale"	"of"	"farming"	"you"	"want_to"	"undertake"	"and"	"whether"	"you"	"want_to"	"buy"	"or"	"rent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"to"	"when"	"thing"	"you"	"thing_to"	"to_when"	"when_you"	"main_thing_to"	"thing_to_when"	"to_when_you"	"when_you_select"	"JJ"	"NN"	"TO"	"VB"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"discuss"	"below"	"be"	"some"	"the"	"main"	"thing"	"to"	"look_for"	"when"	"you"	"select"	"a"	"part-time"	"farm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"∅"	"a"	"∅"	"farm"	"∅_∅"	"∅_a"	"a_farm"	"∅_∅_∅"	"∅_∅_a"	"∅_a_farm"	"a_farm_in"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"farm"	"in"	"a"	"neighborhood"	"of"	"well-kept"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"was"	"singer"	"person"	"to"	"person_was"	"was_singer"	"singer_to"	"that_person_was"	"person_was_singer"	"was_singer_to"	"singer_to_replace"	"IN"	"NNP"	"VBD"	"VB"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"that"	"person"	"was"	"look_for"	"singer"	"to"	"replace"	"the"	"rhythm_boys"	"person"	"apply"	"and"	"get"	"the"	"job"	"not"	"for"	"my"	"voice"	"i"	"sure"	"but"	"because"	"i"	"could"	"write"	"song"	"and"	"material"	"generally"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"'re"	"''"	"we"	"?"	"we_'re"	"'re_''"	"''_?"	"one_we_'re"	"we_'re_''"	"'re_''_?"	"''_?_∅"	"CD"	"PRP"	"VBP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"think"	"person"	"the"	"we"	"look_for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"been"	"them"	"'ve"	","	"'ve_been"	"been_them"	"them_,"	"i_'ve_been"	"'ve_been_them"	"been_them_,"	"them_,_and"	"PRP"	"VBP"	"VBN"	"VB"	"PRP"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"look_for"	"them"	"and"	"they"	"be"	"gone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"in"	"the"	"∅"	"best"	"∅_in"	"in_the"	"the_best"	"∅_∅_in"	"∅_in_the"	"in_the_best"	"the_best_site"	"ε"	"ε"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look_for"	"the"	"best"	"site"	"available"	"that"	"meet"	"the"	"requirement"	"you"	"need"	"information"	"to"	"compare"	"the"	"site"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"your"	"drink"	"checkbook"	"drink_and"	"and_your"	"your_checkbook"	"your_drink_and"	"drink_and_your"	"and_your_checkbook"	"your_checkbook_later"	"PRP$"	"NN"	"CC"	"VB"	"PRP$"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sit_down"	"he"	"say"	"and"	"enjoy"	"your"	"and"	"look_for"	"your"	"checkbook"	"later"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
