"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:32:01::"	"∅"	"to"	"∅"	"the"	"∅_∅"	"∅_to"	"to_the"	"∅_∅_∅"	"∅_∅_to"	"∅_to_the"	"to_the_fund"	"ε"	"ε"	"ε"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"the"	"fund"	"custodian"	"bank"	"the"	"first"	"national_bank"	"of"	"jersey_city"	"n._j."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"and"	"a"	"march"	"story"	"march_and"	"and_a"	"a_story"	"in_march_and"	"march_and_a"	"and_a_story"	"a_story_about"	"IN"	"NNP"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"visit"	"the"	"in"	"march"	"and"	"write"	"a"	"story"	"about"	"the"	"situation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"a"	"try"	"letter"	"try_to"	"to_a"	"a_letter"	"had_try_to"	"try_to_a"	"to_a_letter"	"a_letter_."	"VBD"	"VB"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"far"	"long_ago"	"some"	"prisoner"	"than"	"of"	"these"	"had"	"try"	"to"	"write"	"a"	"letter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"to"	"a"	"∅"	"play"	"∅_to"	"to_a"	"a_play"	"∅_∅_to"	"∅_to_a"	"to_a_play"	"a_play_,"	"ε"	"ε"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"a"	"play"	"the"	"dramatist"	"once"	"need"	"an"	"idea"	"plus"	"the"	"imagination"	"the"	"knowledge"	"of"	"life"	"and"	"the"	"craft"	"to"	"develop"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"and_then"	"in"	"recently"	"the"	"recently_and_then"	"and_then_in"	"in_the"	"london_recently_and_then"	"recently_and_then_in"	"and_then_in_the"	"in_the_paper"	"NNP"	"RB"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"i"	"make"	"this"	"observation"	"about"	"the"	"lady"	"miss_judy_garland"	"because"	"she"	"bring_up"	"the"	"subject"	"herself"	"in"	"tell"	"a"	"story"	"about"	"british"	"female"	"reporter"	"who"	"flatter"	"her"	"in"	"london"	"recently"	"and_then"	"write"	"in"	"the"	"paper"	"the"	"next"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"are"	"for"	"directions"	"those"	"directions_are"	"are_for"	"for_those"	"∅_directions_are"	"directions_are_for"	"are_for_those"	"for_those_who"	"ε"	"NNS"	"VBP"	"VB"	"IN"	"DT"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"write"	"for"	"those"	"who"	"have"	"have"	"previous"	"experience"	"in"	"make"	"pottery"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"been"	"ground"	"yet"	"on"	"yet_been"	"been_ground"	"ground_on"	"has_yet_been"	"yet_been_ground"	"been_ground_on"	"ground_on_automobile"	"VBZ"	"RB"	"VBN"	"VB"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"look_forward"	"to"	"mr._remarque"	"ninth"	"book"	"if"	"only"	"because"	"even"	"a"	"reasonably"	"good"	"novel"	"has"	"yet"	"been"	"write"	"ground"	"on"	"automobile"	"racing"	"as"	"dramatic"	"a"	"sport"	"as"	"mankind"	"has"	"devise"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"be"	"("	"to"	"and"	"to_be"	"be_("	"(_and"	"be_to_be"	"to_be_("	"be_(_and"	"(_and_during"	"VB"	"TO"	"VB"	"VB"	"ε"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"day"	"start"	"early"	"but"	"no_matter_how"	"pressing"	"letters"	"there"	"be"	"to"	"be"	"write"	"and"	"during"	"may"	"which"	"be"	"national"	"salvation_army"	"week"	"there"	"be"	"plenty"	"schedules"	"to"	"be"	"make"	"or"	"problems"	"to"	"be"	"solve"	"mrs._marr"	"office"	"be"	"always"	"open"	"and"	"the"	"welcome_mat"	"be"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	","	"the"	"ideology"	"constitution"	"ideology_,"	",_the"	"the_constitution"	"radical_ideology_,"	"ideology_,_the"	",_the_constitution"	"the_constitution_of"	"JJ"	"NN"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"john_adams"	"fashion"	"much"	"pre-revolutionary"	"radical"	"ideology"	"write"	"the"	"constitution"	"of"	"his"	"home"	"state"	"of"	"massachusetts"	"negotiate"	"with"	"franklin"	"and"	"jay"	"the"	"peace"	"with"	"britain"	"and"	"serve"	"as"	"our"	"first"	"vice_president"	"and"	"our"	"second"	"president"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"could"	"with"	"who"	"a"	"who_could"	"could_with"	"with_a"	",_who_could"	"who_could_with"	"could_with_a"	"with_a_drop"	"ε"	"WP"	"MD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"capable_of"	"enduring"	"friendships"	"they"	"be"	"stout"	"controversialists"	"who"	"could"	"write"	"with"	"a"	"drop"	"of"	"vitriol"	"on"	"their"	"pens"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"cadet"	","	"the"	"``"	"the_cadet"	"cadet_,"	",_``"	",_the_cadet"	"the_cadet_,"	"cadet_,_``"	",_``_though"	"ε"	"DT"	"NN"	"VB"	"ε"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"air_force"	"life"	"be"	"the"	"cadet"	"write"	"though"	"the"	"fourth-class"	"system"	"be"	"no"	"fun"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"∅"	"in"	"∅"	"a"	"∅_∅"	"∅_in"	"in_a"	"∅_∅_∅"	"∅_∅_in"	"∅_in_a"	"in_a_large"	"ε"	"ε"	"ε"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"large"	"volume"	"on"	"the"	"nude"	"in"	"painting"	"and"	"sculptures"	"titled"	"the"	"nude"	"a"	"study"	"in"	"ideal"	"form"	"kenneth_clark"	"declare"	"he"	"human_body"	"as"	"a"	"nucleus"	"be"	"rich_in"	"associations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"also"	"the"	"coward"	"book"	"coward_also"	"also_the"	"the_book"	"l_coward_also"	"coward_also_the"	"also_the_book"	"the_book_and"	"NN"	"NNP"	"RB"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"content"	"to"	"create"	"only"	"the"	"music"	"lyrics"	"noe"	"l"	"coward"	"also"	"write"	"the"	"book"	"and"	"direct"	"sail"	"away"	"capitol_wao"	"stereo"	"swao"	"a"	"saga"	"of"	"life"	"on"	"a"	"cruise_ship"	"that"	"be"	"not"	"apt"	"to"	"be"	"include"	"among"	"mr._coward"	"more"	"memorable"	"works"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"carefully"	","	","	"perform"	",_carefully"	"carefully_,"	",_perform"	"grave_,_carefully"	",_carefully_,"	"carefully_,_perform"	",_perform_and"	"JJ"	"ε"	"RB"	"VB"	"ε"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"make"	"no"	"mistake"	"this"	"gorky_studio"	"drama"	"be"	"respectable"	"import"	"aptly"	"grave"	"carefully"	"write"	"perform"	"and"	"direct"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"rector"	"after"	"the"	"almost"	"the_rector"	"rector_after"	"after_almost"	"letter_the_rector"	"the_rector_after"	"rector_after_almost"	"after_almost_a"	"NN"	"DT"	"NN"	"VB"	"IN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"imagine"	"the"	"searching"	"and"	"the"	"prayer"	"lie"	"behind"	"the"	"letter"	"the"	"rector"	"write"	"after"	"almost"	"a"	"decade"	"of"	"service"	"to"	"this"	"majestic"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"he"	","	","	"``"	",_he"	"he_,"	",_``"	"church_,_he"	",_he_,"	"he_,_``"	",_``_for"	"NN"	"ε"	"PRP"	"VB"	"ε"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"minister"	"should"	"not"	"stay"	"beyond"	"the"	"time"	"that"	"leadership"	"should"	"benefit"	"his"	"church"	"he"	"write"	"for"	"he"	"become"	"ordinary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"they"	","	"everything"	"not"	"everything_they"	"they_,"	",_not"	"nearly_everything_they"	"everything_they_,"	"they_,_not"	",_not_in"	"RB"	"NN"	"PRP"	"VB"	"ε"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"couperin"	"and"	"rameau"	"give"	"to"	"nearly"	"everything"	"they"	"write"	"not"	"in"	"the"	"later"	"sense"	"of"	"program"	"music"	"but"	"as"	"a"	"kind_of"	"nonmusical"	"reference"	"for"	"the"	"close"	"clear"	"musical"	"forms"	"fill"	"with"	"keen"	"wit"	"and"	"precise"	"utterance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
