"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"1:15:04::"	"american"	","	"of"	"marriage"	"of_american"	"american_,"	",_marriage"	"number_of_american"	"of_american_,"	"american_,_marriage"	",_marriage_counselor"	"NN"	"IN"	"JJ"	"NN"	"ε"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"number"	"of"	"american"	"home"	"marriage"	"counselor"	"report"	"the"	"wife"	"is"	"take"	"a"	"commanding"	"role"	"in"	"sexual_relationship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"at"	"."	"rule"	"∅"	"rule_at"	"at_."	"._∅"	"same_rule_at"	"rule_at_."	"at_._∅"	"._∅_∅"	"JJ"	"NN"	"RB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"though"	"he"	"be"	"so"	"accustomed"	"to"	"submit"	"to"	"authority"	"on"	"the"	"without"	"argument"	"that"	"he"	"live"	"by"	"the"	"same"	"rule"	"at"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"of"	"."	"distance"	"∅"	"distance_of"	"of_."	"._∅"	"walk_distance_of"	"distance_of_."	"of_._∅"	"._∅_∅"	"VB"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"source"	"of"	"intellectual"	"stimulus"	"was"	"open"	"to"	"her"	"at"	"time"	"by"	"the"	"founding"	"of"	"group"	"within"	"walk"	"distance"	"of"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"be"	","	"kingdom"	"her"	"kingdom_be"	"be_,"	",_her"	"happy_kingdom_be"	"kingdom_be_,"	"be_,_her"	",_her_highest"	"JJ"	"NN"	"VB"	"NN"	"ε"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"more"	"like"	"person"	"the"	"eldest"	"person"	"girl"	"who"	"that"	"a"	"woman"	"happy"	"kingdom"	"be"	"home"	"her"	"highest"	"honor"	"the"	"art"	"of"	"rule"	"it"	"not"	"as"	"a"	"queen"	"but"	"a"	"wise"	"wife"	"and"	"mother"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"person"	","	"the"	"any"	"the_person"	"person_,"	",_any"	"in_the_person"	"the_person_,"	"person_,_any"	",_any_young_man"	"IN"	"DT"	"NNP"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"person"	"like"	"the"	"person"	"enjoy"	"and"	"love"	"live"	"together"	"even"	"troubled"	"times"	"and"	"as"	"in"	"the"	"person"	"home"	"any"	"young_man"	"who"	"call"	"on"	"the"	"person"	"find"	"himself"	"confront"	"with"	"a"	"phalanx"	"of"	"femininity"	"which"	"make"	"it"	"rather"	"difficult"	"to"	"direct"	"his"	"particular"	"attention"	"to"	"any"	"one"	"of"	"them"	
"1:15:04::"	"from"	"in_connection_with"	"away"	"the"	"away_from"	"from_in_connection_with"	"in_connection_with_the"	"while_away_from"	"away_from_in_connection_with"	"from_in_connection_with_the"	"in_connection_with_the_performance"	"VB"	"VB"	"IN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"employee"	"deduct"	"expense"	"of"	"travel"	"and"	"lodge"	"while"	"away"	"from"	"home"	"in_connection_with"	"the"	"performance"	"of"	"their"	"services"	"as"	"employee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"at"	"."	"sweetheart"	"∅"	"sweetheart_at"	"at_."	"._∅"	"with_sweetheart_at"	"sweetheart_at_."	"at_._∅"	"._∅_∅"	"IN"	"NN"	"RB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"unmarried"	"soldier"	"carry_on"	"with"	"sweetheart"	"at"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"at"	"about"	"companion"	"their"	"companion_at"	"at_about"	"about_their"	"boon_companion_at"	"companion_at_about"	"at_about_their"	"about_their_amorous"	"JJ"	"NN"	"RB"	"RB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"occasionally"	"gay"	"young"	"blade"	"would"	"vividly"	"to"	"boon"	"companion"	"at"	"home"	"about"	"their"	"amorous"	"exploit"	"in"	"richmond"	"location"	"washington"	"or"	"nashville"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"near"	","	"∅"	"he"	"∅_near"	"near_,"	",_he"	"∅_∅_near"	"∅_near_,"	"near_,_he"	",_he_jerk"	"ε"	"ε"	"VB"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"home"	"he"	"jerk"	"to"	"attention"	"at"	"the"	"distant"	"crack"	"of"	"a"	"gun"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"drive"	"a"	"and"	"solid"	"and_drive"	"drive_a"	"a_solid"	",_and_drive"	"and_drive_a"	"drive_a_solid"	"a_solid_left"	"ε"	"CC"	"VB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"manage"	"to"	"duck"	"beneath"	"the"	"flailing"	"fist"	"and"	"drive"	"home"	"a"	"solid"	"left"	"to"	"person"	"midsection"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"come"	"''"	"had_better"	"."	"had_better_come"	"come_''"	"''_."	"you_had_better_come"	"had_better_come_''"	"come_''_."	"''_._∅"	"PRP"	"VB"	"VB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"had_better"	"come"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"be"	"''"	"i"	"!"	"i_be"	"be_''"	"''_!"	"if_i_be"	"i_be_''"	"be_''_!"	"''_!_∅"	"IN"	"PRP"	"VB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"i"	"could"	"n't"	"do"	"even"	"if"	"i"	"be"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"for"	","	"road"	"do"	"road_for"	"for_,"	",_do"	"the_road_for"	"road_for_,"	"for_,_do"	",_do_her"	"DT"	"NN"	"IN"	"NN"	"ε"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"as"	"the"	"conviction"	"of"	"truth"	"roar"	"through"	"him"	"shatter"	"his"	"last"	"hope"	"safety"	"he"	"was"	"reach"	"to"	"release"	"the"	"hand_brake"	"head"	"up"	"the"	"road"	"for"	"home"	"do"	"her"	"bidding"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"the"	"."	"in"	"∅"	"in_the"	"the_."	"._∅"	"see_in_the"	"in_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"interview"	"schedule"	"of"	"open-ended"	"question"	"and"	"a"	"multiple-choice"	"questionnaire"	"were"	"prepare"	"and"	"parent"	"of"	"each"	"of"	"the"	"sample"	"child"	"was"	"see"	"in"	"the"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"nearly"	"."	"be"	"∅"	"be_nearly"	"nearly_."	"._∅"	"we_be_nearly"	"be_nearly_."	"nearly_._∅"	"._∅_∅"	"PRP"	"VB"	"RB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"we"	"be"	"on"	"our"	"vacation"	"in"	"canada"	"person"	"explain"	"in"	"a"	"muffled"	"voice"	"that"	"must"	"have"	"been"	"used_to"	"boom"	"and"	"the"	"news"	"did"	"n't"	"catch_up_with"	"us"	"till"	"be"	"nearly"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"cousin"	"for"	"the"	"supper"	"the_cousin"	"cousin_for"	"for_supper"	"of_the_cousin"	"the_cousin_for"	"cousin_for_supper"	"for_supper_,"	"IN"	"DT"	"NN"	"RB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"was"	"going_to"	"tell"	"person"	"about"	"how"	"mistaken"	"she"	"be"	"but"	"he"	"bring"	"one"	"of"	"the"	"cousin"	"home"	"for"	"supper"	"and"	"all"	"they"	"do"	"be"	"talk_about"	"antelope"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"it"	"."	"bring"	"∅"	"bring_it"	"it_."	"._∅"	"he_bring_it"	"bring_it_."	"it_._∅"	"._∅_∅"	"PRP"	"VB"	"PRP"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"try"	"to"	"get"	"person"	"to"	"she"	"would"	"cook"	"one"	"if"	"he"	"bring"	"it"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	"on"	"father"	"the"	"father_'s"	"'s_on"	"on_the"	"his_father_'s"	"father_'s_on"	"'s_on_the"	"on_the_upper"	"PRP$"	"NN"	"POS"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"early"	"the"	"next"	"morning"	"a"	"mexican"	"telephone"	"person"	"that"	"person"	"one"	"of"	"the"	"be"	"surround"	"by"	"ten"	"mexican"	"at"	"his"	"father"	"home"	"on"	"the"	"upper"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::"	"'s"	","	"friend"	"voltaire"	"friend_'s"	"'s_,"	",_voltaire"	"their_friend_'s"	"friend_'s_,"	"'s_,_voltaire"	",_voltaire_'s"	"PRP$"	"NN"	"POS"	"NN"	"ε"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"finally"	"the"	"two"	"man"	"reach"	"their"	"friend"	"home"	"voltaire"	"fear"	"are"	"once_again"	"arouse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"country"	"of"	"the"	"a"	"the_country"	"country_of"	"of_a"	"to_the_country"	"the_country_of"	"country_of_a"	"of_a_retired"	"TO"	"DT"	"NN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"then"	"one"	"day"	"while"	"on"	"week"	"visit"	"to"	"the"	"country"	"home"	"of"	"a"	"retired"	"swiss"	"jeweler"	"rousseau"	"amuse"	"the"	"company"	"with"	"a_few"	"little"	"melody"	"he"	"had"	"write"	"to"	"which"	"he"	"attach"	"no"	"great"	"importance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:04::;1:06:00::"	"at"	","	"``"	"yes"	"``_at"	"at_,"	",_yes"	"∅_``_at"	"``_at_,"	"at_,_yes"	",_yes_''"	"ε"	"ε"	"RB"	"NN"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"home"	"yes"	"they"	"argue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
