"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"
"3:00:01::"	"hear"	"about"	"'ve"	"sx-21"	"'ve_hear"	"hear_about"	"about_sx-21"	"i_'ve_hear"	"'ve_hear_about"	"hear_about_sx-21"	"about_sx-21_than"	"PRP"	"VBP"	"VB"	"JJ"	"IN"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yeah"	"i"	"more"	"about"	"sx-21"	"than"	"space"	"exploration"	"lately"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"enable"	"emphasis"	"would"	"to"	"would_enable"	"enable_emphasis"	"emphasis_to"	"assistance_would_enable"	"would_enable_emphasis"	"enable_emphasis_to"	"emphasis_to_be"	"NN"	"MD"	"VB"	"JJ"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"personal"	"financial"	"would"	"enable"	"more"	"emphasis"	"to"	"be"	"placed"	"on"	"the"	"interest"	"of"	"the"	"individual"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"no"	"water"	"be"	"''"	"be_no"	"no_water"	"water_''"	"there_be_no"	"be_no_water"	"no_water_''"	"water_''_?"	"EX"	"VB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"happen"	"when"	"be"	"no"	"more"	"water"	"she"	"ask"	"smolderingly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"dramatically"	","	"coherent"	",_be"	"be_dramatically"	"dramatically_coherent"	"1709_,_be"	",_be_dramatically"	"be_dramatically_coherent"	"dramatically_coherent_than"	"CD"	"ε"	"VB"	"RB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"half"	"of"	"the_charles_men"	"end"	"on"	"the"	"climax"	"the"	"battle"	"of"	"location"	"in"	"be"	"more"	"dramatically"	"coherent"	"than"	"the"	"second"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"which"	"word"	"about"	"have"	"about_which"	"which_word"	"word_have"	",_about_which"	"about_which_word"	"which_word_have"	"word_have_been"	"ε"	"IN"	"WDT"	"JJ"	"NN"	"VBP"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"it"	"be"	"at"	"battle_of_the_little_horn"	"about"	"which"	"more"	"word"	"have"	"been"	"write"	"than"	"any"	"battle"	"in"	"american"	"history"	"that"	"the"	"group"	"first"	"make"	"its"	"mark"	"in"	"history"	"the"	"regiment"	"be"	"ten"	"year"	"old"	"by"	"then"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"need"	"land"	"'ll"	"."	"'ll_need"	"need_land"	"land_."	"you_'ll_need"	"'ll_need_land"	"need_land_."	"land_._∅"	"PRP"	"MD"	"VB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"want_to"	"raise"	"feed"	"or"	"carry_out"	"some"	"on"	"a"	"larger"	"scale"	"you"	"need"	"more"	"land"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"much"	"than"	"grow"	"your"	"grow_much"	"much_than"	"than_your"	"to_grow_much"	"grow_much_than"	"much_than_your"	"than_your_family"	"TO"	"VB"	"RB"	"NN"	"RB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"have"	"a"	"year-round"	"full-time"	"job"	"can"	"n't"	"expect"	"to"	"grow"	"much"	"more"	"than"	"your"	"family"	"use"	"unless"	"member"	"of"	"the"	"family"	"do"	"a"	"good_deal"	"of"	"the"	"work"	"or"	"you"	"hire"	"help"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"even"	"decisive"	"contrast"	"than"	"contrast_even"	"even_decisive"	"decisive_than"	"a_contrast_even"	"contrast_even_decisive"	"even_decisive_than"	"decisive_than_a"	"DT"	"NN"	"RB"	"RB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"there"	"a"	"contrast"	"even"	"more"	"decisive"	"than"	"a"	"hunger"	"for"	"fact"	"between"	"the"	"trial"	"in"	"jerusalem"	"and"	"those"	"in"	"moscow"	"and"	"new_york"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"what"	"could"	"∅"	"be"	"∅_what"	"what_could"	"could_be"	"∅_∅_what"	"∅_what_could"	"what_could_be"	"could_be_ask"	"ε"	"ε"	"WP"	"NN"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more"	"could"	"be"	"ask"	"for"	"a"	"trial"	"intend"	"to"	"warn"	"the"	"world"	"against"	"anti-semitism"	"than"	"this"	"opportunity"	"to"	"expose"	"the"	"exact"	"link"	"between"	"the"	"respectable"	"anti-semite"	"and"	"the"	"concentration_camp"	"brute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"still"	"jealous"	"∅"	"bitterness"	"∅_still"	"still_jealous"	"jealous_bitterness"	"∅_∅_still"	"∅_still_jealous"	"still_jealous_bitterness"	"jealous_bitterness_was"	"ε"	"ε"	"RB"	"JJ"	"JJ"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more"	"jealous"	"bitterness"	"was"	"engender"	"by"	"the"	"person"	"gang"	"seizure"	"from"	"a"	"location"	"marshalling_yard"	"of"	"a"	"freight_car"	"load"	"of"	"canadian"	"whisky"	"worth"	"and"	"by"	"one"	"of"	"the"	"big"	"coup"	"of"	"the"	"prohibition_era"	"the"	"location"	"warehouse"	"robbery"	"which"	"become"	"famous"	"for"	"the"	"cool"	"brazenness"	"of"	"the"	"operation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
