"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"
"2:31:00::"	","	"''"	"life"	"!"	"life_,"	",_''"	"''_!"	"fuller_life_,"	"life_,_''"	",_''_!"	"''_!_∅"	"JJR"	"NN"	"ε"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"one"	"of"	"the"	"main"	"reasons"	"for"	"national_library_week"	"april"	"and"	"for"	"its"	"for"	"a"	"richer"	"fuller"	"life"	"read"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"version"	":"	"1611"	"∅"	"1611_version"	"version_:"	":_∅"	"the_1611_version"	"1611_version_:"	"version_:_∅"	":_∅_∅"	"DT"	"CD"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for_example"	"in"	"the"	"third"	"chapter"	"of"	"matthew"	"verses"	"describe"	"the"	"baptism"	"jesus"	"the"	"version"	"read"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"which"	":"	"new_english_bible"	"``"	"new_english_bible_which"	"which_:"	":_``"	"the_new_english_bible_which"	"new_english_bible_which_:"	"which_:_``"	":_``_then"	"DT"	"NN"	"WDT"	"VB"	"ε"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"certainly"	"the"	"meaning"	"be"	"clearer"	"to"	"one"	"who"	"be"	"familiar_with"	"biblical"	"teachings"	"in"	"the"	"new_english_bible"	"which"	"read"	"then"	"jesus"	"arrive_at"	"jordan"	"from"	"galilee"	"and"	"he"	"come"	"to"	"john"	"to"	"be"	"baptize"	"by"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"king_james_bible"	":"	"the"	"``"	"the_king_james_bible"	"king_james_bible_:"	":_``"	"in_the_king_james_bible"	"the_king_james_bible_:"	"king_james_bible_:_``"	":_``_blessed"	"IN"	"DT"	"NNP"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"illustrate"	"the"	"first"	"in"	"the"	"king_james_bible"	"read"	"blessed"	"be"	"the"	"poor"	"in"	"spirit"	"for"	"their"	"be"	"the"	"kingdom"	"of"	"heaven"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"you"	"them"	"like"	"at_all"	"like_you"	"you_them"	"them_at_all"	"lug_like_you"	"like_you_them"	"you_them_at_all"	"them_at_all_."	"NN"	"IN"	"PRP"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"not"	"worried"	"about"	"you"	"misread"	"the"	"nogol"	"just_about"	"a"	"lug"	"like"	"you"	"read"	"them"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"by"	"two"	"montevideo"	"secret"	"montevideo_by"	"by_two"	"two_secret"	"in_montevideo_by"	"montevideo_by_two"	"by_two_secret"	"two_secret_american"	"IN"	"NNP"	"IN"	"VB"	"CD"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"less"	"respect"	"for"	"the"	"legal"	"conventions"	"was"	"display"	"by"	"castro"	"right_hand"	"man"	"who"	"edify"	"the"	"inter-american"	"economic_and_social_council"	"meeting"	"in"	"montevideo"	"by"	"read"	"two"	"secret"	"american"	"documents"	"purloin"	"from"	"the"	"united_states"	"embassy"	"at"	"caracas"	"venezuela"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"a_bit"	"minded"	"of"	"minded_to"	"to_a_bit"	"a_bit_of"	"be_minded_to"	"minded_to_a_bit"	"to_a_bit_of"	"a_bit_of_world"	"VB"	"JJ"	"TO"	"VB"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pass"	"the"	"iron"	"rations"	"please"	"and"	"light"	"another"	"candle"	"for"	"it"	"dark"	"down"	"here"	"and"	"we"	"be"	"minded"	"to"	"read"	"a_bit"	"of"	"world"	"law"	"just"	"to"	"pass"	"the"	"time"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	","	"the"	"daughter"	"princes"	"daughter_,"	",_the"	"the_princes"	"young_daughter_,"	"daughter_,_the"	",_the_princes"	"the_princes_'"	"JJ"	"NN"	"ε"	"VB"	"DT"	"NNPS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"princess_moune"	"prince_souvanna_phouma"	"young"	"read"	"the"	"princes"	"statement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"begin"	"``"	"he"	"organic_gardening"	"he_begin"	"begin_``"	"``_organic_gardening"	"when_he_begin"	"he_begin_``"	"begin_``_organic_gardening"	"``_organic_gardening_''"	"WRB"	"PRP"	"VB"	"VB"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"give_up"	"these"	"notions"	"require"	"a"	"revolution"	"in"	"thought"	"mr._clark"	"say"	"in"	"about"	"the"	"abrupt_changes"	"in"	"ideas"	"he"	"experience"	"when"	"he"	"begin"	"read"	"organic_gardening"	"and"	"modern_nutrition"	"in"	"a"	"search"	"for"	"help"	"with"	"his"	"problems"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"i"	"of"	"-"	"a"	"-_i"	"i_of"	"of_a"	"sir_-_i"	"-_i_of"	"i_of_a"	"of_a_man"	"NNP"	"ε"	"PRP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"read"	"of"	"a"	"man"	"who"	"feel"	"he"	"should"	"not"	"build"	"a"	"fallout"	"shelter"	"in"	"his"	"home"	"because"	"it"	"would"	"be"	"selfish"	"for"	"him"	"to"	"sit"	"secure"	"while"	"his"	"neighbors"	"have"	"no"	"shelters"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
