"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"
"2:31:04::"	"they"	"would"	"stigma"	"inevitably"	"stigma_they"	"they_would"	"would_inevitably"	"supposed_stigma_they"	"stigma_they_would"	"they_would_inevitably"	"would_inevitably_attach_to"	"JJ"	"NN"	"PRP"	"VB"	"MD"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"rationale"	"for"	"this"	"avoidance"	"was"	"most"	"frequently"	"express"	"economic"	"terms"	"all"	"fear"	"the"	"supposed"	"stigma"	"they"	"believe"	"would"	"inevitably"	"attach_to"	"any"	"realtor"	"who"	"openly"	"introduce"	"non-white"	"particularly"	"negro"	"peoples"	"into"	"all-white"	"restricted"	"areas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:04::"	"he"	"vital"	"which"	","	"which_he"	"he_vital"	"vital_,"	",_which_he"	"which_he_vital"	"he_vital_,"	"vital_,_of"	"ε"	"WDT"	"PRP"	"VB"	"JJ"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"president"	"had"	"set"	"for"	"the"	"task"	"which"	"he"	"believe"	"vital"	"of"	"awaken"	"the"	"u._s."	"and"	"its"	"allies"	"to"	"the"	"hard"	"and"	"complex"	"effort"	"necessary"	"to"	"shift"	"that"	"balance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:04::"	"minutemen"	"that"	"the"	"guerrilla"	"the_minutemen"	"minutemen_that"	"that_guerrilla"	"say_the_minutemen"	"the_minutemen_that"	"minutemen_that_guerrilla"	"that_guerrilla_tactics"	"VB"	"DT"	"NNPS"	"VB"	"IN"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"their"	"national_leader"	"robert_bolivar_depugh"	"of"	"norborne"	"say"	"the"	"minutemen"	"believe"	"that"	"guerrilla"	"tactics"	"be"	"best"	"suited"	"to"	"defeat"	"the"	"red"	"onslaught"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:04::"	"we"	"that"	"∅"	"the"	"∅_we"	"we_that"	"that_the"	"∅_∅_we"	"∅_we_that"	"we_that_the"	"that_the_list"	"ε"	"ε"	"PRP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"believe"	"that"	"the"	"list"	"of"	"vital"	"things"	"leave"	"undone"	"to_date"	"by"	"the"	"eighty-seventh_congress"	"should"	"have"	"include"	"repeal"	"by"	"the"	"senate"	"of"	"the"	"connally"	"amendment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:04::"	"montgomery"	"that"	"∅"	"she"	"∅_montgomery"	"montgomery_that"	"that_she"	"∅_∅_montgomery"	"∅_montgomery_that"	"montgomery_that_she"	"that_she_start"	"ε"	"ε"	"NNP"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"believe"	"that"	"she"	"start"	"well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:04::"	"mr._white"	","	","	"``"	",_mr._white"	"mr._white_,"	",_``"	"mr._kennedy_,_mr._white"	",_mr._white_,"	"mr._white_,_``"	",_``_had"	"NNP"	"ε"	"NNP"	"VB"	"ε"	"ε"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._kennedy"	"believe"	"had"	"master"	"politics"	"on"	"so"	"many"	"different"	"levels"	"that"	"no"	"american"	"could"	"match"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"it"	"refuse"	"until"	"refuse_to"	"to_it"	"it_until"	"mind_refuse_to"	"refuse_to_it"	"to_it_until"	"it_until_he"	"NN"	"VB"	"VB"	"VB"	"PRP"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"only"	"one"	"answer"	"but"	"horrified"	"mind"	"refuse"	"to"	"believe"	"it"	"until"	"he"	"had"	"feed"	"the"	"radar"	"plots"	"of"	"the"	"skiff"	"course"	"into"	"the"	"computer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"also"	"in"	"midi_garth"	"subjective"	"midi_garth_also"	"also_in"	"in_subjective"	"∅_midi_garth_also"	"midi_garth_also_in"	"also_in_subjective"	"in_subjective_continuity"	"ε"	"NNP"	"RB"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"believe"	"in"	"subjective"	"continuity"	"that"	"begin"	"with"	"the"	"feeling"	"engender"	"by"	"an"	"initial"	"movement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"pamela"	"now"	","	","	",_pamela"	"pamela_now"	"now_,"	"which_,_pamela"	",_pamela_now"	"pamela_now_,"	"now_,_had"	"WDT"	"ε"	"NNP"	"VB"	"RB"	"ε"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"her"	"bureau"	"lie"	"a"	"small"	"brass"	"ornament"	"of"	"simple"	"and"	"faded"	"engraving"	"an"	"object"	"which"	"pamela"	"believe"	"now"	"had"	"be"	"the"	"property"	"of"	"her"	"great-grandfather"	"major_hiram_munroe_culver"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"she"	"be"	"in_what"	"the"	"in_what_she"	"she_be"	"be_the"	"head_in_what_she"	"in_what_she_be"	"she_be_the"	"be_the_direction"	"VB"	"RB"	"PRP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"face"	"the"	"forest"	"now"	"she"	"who"	"had"	"not"	"dare"	"to"	"enter"	"before"	"walk"	"between"	"two"	"trees"	"at_random"	"and"	"head"	"in_what"	"she"	"believe"	"be"	"the"	"direction"	"of"	"the"	"pool"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
