"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"2:38:00::"	"troops"	"into"	"u._n."	"the"	"u._n._troops"	"troops_into"	"into_the"	"the_u._n._troops"	"u._n._troops_into"	"troops_into_the"	"into_the_congo"	"DT"	"NNP"	"NNS"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"secretary-general_hammarskjo"	"ld"	"decide"	"that"	"it"	"would"	"preferable"	"if"	"the"	"u._n."	"troops"	"send"	"into"	"the"	"congo"	"were"	"to"	"come"	"from"	"african"	"or"	"at_least"	"nonwhite"	"nations"	"certainly"	"not"	"from"	"the"	"u._s."	"russia"	"great_britain"	"or"	"france"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"century"	"abroad"	"th"	"for"	"th_century"	"century_abroad"	"abroad_for"	"19_th_century"	"th_century_abroad"	"century_abroad_for"	"abroad_for_their"	"CD"	"DT"	"NNP"	"VB"	"RB"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at_last"	"the"	"white_house"	"is"	"go"	"to"	"get"	"some"	"much-copied"	"furniture"	"by"	"that"	"master"	"american"	"craftsman"	"duncan_phyfe"	"whose"	"designs"	"were"	"snub"	"in"	"his"	"lifetime"	"when"	"the"	"presidents"	"of"	"the"	"th"	"century"	"send"	"abroad"	"for"	"their"	"furnishings"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"has"	"a"	"crash"	"shockwave"	"crash_has"	"has_a"	"a_shockwave"	"plane_crash_has"	"crash_has_a"	"has_a_shockwave"	"a_shockwave_around"	"NN"	"NN"	"VBZ"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"word"	"of"	"dag_hammarskjold"	"death"	"in"	"african"	"plane"	"crash"	"has"	"send"	"a"	"shockwave"	"around"	"the"	"globe"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"students"	"letters"	"the"	"to"	"the_students"	"students_letters"	"letters_to"	",_the_students"	"the_students_letters"	"students_letters_to"	"letters_to_owners"	"ε"	"DT"	"NNS"	"VB"	"NNS"	"TO"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"besides"	"managers"	"of"	"theaters"	"the"	"students"	"send"	"letters"	"to"	"owners"	"of"	"art"	"theaters"	"in"	"the"	"uptown"	"area"	"and"	"buckhead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"are"	"each_month"	"copies"	"to"	"copies_are"	"are_each_month"	"each_month_to"	"free_copies_are"	"copies_are_each_month"	"are_each_month_to"	"each_month_to_chaplains"	"JJ"	"NNS"	"VBP"	"VB"	"RB"	"TO"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thousands"	"of"	"copies"	"are"	"send"	"each_month"	"to"	"chaplains"	"in"	"the"	"armed_forces"	"to"	"prison"	"libraries"	"and"	"to"	"hospitals"	"everywhere"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"explosion"	"the"	"the"	"hood"	"the_explosion"	"explosion_the"	"the_hood"	"∅_the_explosion"	"the_explosion_the"	"explosion_the_hood"	"the_hood_of"	"ε"	"DT"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"explosion"	"send"	"the"	"hood"	"of"	"the"	"car"	"fly"	"over"	"the"	"roof"	"of"	"the"	"house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"in"	"judge_cash"	"his"	"judge_cash_to"	"to_in"	"in_his"	"ask_judge_cash_to"	"judge_cash_to_in"	"to_in_his"	"in_his_written"	"VB"	"NNP"	"TO"	"VB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"judge_cash"	"to"	"send"	"in"	"his"	"written"	"definition"	"of"	"the"	"difference"	"between"	"first"	"and"	"second-degree"	"murder"	"and"	"manslaughter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	","	"to"	"reconvene"	"new_delhi"	"reconvene_,"	",_to"	"to_new_delhi"	"be_reconvene_,"	"reconvene_,_to"	",_to_new_delhi"	"to_new_delhi_and"	"VB"	"VB"	"ε"	"VB"	"TO"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"britain"	"also"	"propose"	"that"	"international"	"truce"	"commission"	"should"	"be"	"reconvene"	"send"	"to"	"new_delhi"	"and"	"from"	"there"	"to"	"laos"	"to"	"verify"	"the"	"cease-fire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"who"	"me"	"him"	","	"him_who"	"who_me"	"me_,"	"believe_him_who"	"him_who_me"	"who_me_,"	"me_,_have"	"VB"	"PRP"	"WP"	"VB"	"PRP"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"amen"	"amen"	"i"	"say"	"to"	"you"	"he"	"who"	"hear"	"word"	"and"	"believe"	"him"	"who"	"send"	"me"	"have"	"life"	"everlasting"	"and"	"does"	"not"	"come"	"to"	"judgment"	"but"	"has"	"pass"	"from"	"death"	"to"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"may"	"their"	"convenient"	"contributions"	"convenient_may"	"may_their"	"their_contributions"	"it_convenient_may"	"convenient_may_their"	"may_their_contributions"	"their_contributions_to"	"PRP"	"JJ"	"MD"	"VB"	"PRP$"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"persons"	"who"	"it"	"convenient"	"may"	"send"	"their"	"contributions"	"to"	"the"	"journal-bulletin"	"cranston"	"office"	"at"	"park_avenue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"to"	"questionnaire"	"all"	"questionnaire_was"	"was_to"	"to_all"	"a_questionnaire_was"	"questionnaire_was_to"	"was_to_all"	"to_all_local_government"	"DT"	"NN"	"VBD"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"determine"	"the"	"practice"	"and"	"attitude"	"of"	"concerning"	"tangible"	"movable"	"property"	"a"	"questionnaire"	"was"	"send"	"to"	"all"	"local_government"	"assessors"	"or"	"boards"	"of"	"assessors"	"in"	"rhode_island"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"person"	"1819"	"from"	"1819_to"	"to_person"	"person_from"	"in_1819_to"	"1819_to_person"	"to_person_from"	"person_from_detroit"	"IN"	"CD"	"TO"	"VB"	"NNP"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"activity"	"by"	"british"	"trader"	"and"	"the"	"presence"	"of"	"a"	"on"	"the"	"red"	"prompt"	"the"	"united_states"	"war_department"	"in"	"to"	"send"	"person"	"from"	"detroit"	"to"	"put"	"a"	"post"	"mile"	"northwest"	"of"	"location"	"until"	"then"	"the"	"most"	"advanced"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"and"	"it"	"sleeping_pill"	"away"	"sleeping_pill_and"	"and_it"	"it_away"	"a_sleeping_pill_and"	"sleeping_pill_and_it"	"and_it_away"	"it_away_."	"DT"	"NN"	"CC"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"old"	"nightmare"	"which"	"had"	"cause"	"him"	"so"	"wakeful"	"hour"	"come"	"charge"	"in"	"on"	"him"	"once_more"	"only"	"this"	"he"	"could"	"n't"	"pacify"	"it"	"with"	"a"	"sleeping_pill"	"and"	"send"	"it"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"his"	"willing"	"own"	"willing_to"	"to_his"	"his_own"	"be_willing_to"	"willing_to_his"	"to_his_own"	"his_own_child"	"VB"	"JJ"	"TO"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"must"	"confess"	"that"	"i"	"prefer"	"the"	"liberal"	"be"	"personally"	"affected"	"who"	"be"	"willing"	"to"	"send"	"his"	"own"	"child"	"to"	"a"	"mixed"	"school"	"as"	"proof"	"of"	"his"	"faith"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"∅"	"your"	"∅"	"return"	"∅_∅"	"∅_your"	"your_return"	"∅_∅_∅"	"∅_∅_your"	"∅_your_return"	"your_return_to"	"ε"	"ε"	"ε"	"VB"	"PRP$"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"your"	"return"	"to"	"the"	"person"	"for"	"the"	"district"	"in"	"which"	"you"	"have"	"your"	"legal"	"residence"	"or"	"principal"	"place_of_business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"they"	"wave"	"for"	"through"	"for_they"	"they_wave"	"wave_through"	",_for_they"	"for_they_wave"	"they_wave_through"	"wave_through_the"	"ε"	"IN"	"PRP"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have"	"learn"	"from"	"earthquake"	"much"	"of_what"	"we"	"know"	"about"	"the"	"earth"	"interior"	"for"	"they"	"send"	"wave"	"through"	"the"	"earth"	"which"	"emerge"	"with"	"information"	"about"	"the"	"material"	"through"	"which"	"they"	"have"	"travel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"she"	"person"	"∅"	"back"	"∅_she"	"she_person"	"person_back"	"∅_∅_she"	"∅_she_person"	"she_person_back"	"person_back_to"	"ε"	"ε"	"PRP"	"VB"	"NNP"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"send"	"person"	"back"	"to"	"the"	"house"	"her"	"basket"	"and"	"her"	"apron"	"laden"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"mind"	"him"	"you"	"up_here"	"you_mind"	"mind_him"	"him_up_here"	"would_you_mind"	"you_mind_him"	"mind_him_up_here"	"him_up_here_?"	"MD"	"PRP"	"VB"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"mind"	"send"	"him"	"up_here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
