"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"
"2:32:01::"	"editorial"	"a"	"recent"	"labor-management"	"recent_editorial"	"editorial_a"	"a_labor-management"	"a_recent_editorial"	"recent_editorial_a"	"editorial_a_labor-management"	"a_labor-management_agreement"	"DT"	"JJ"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"editorial"	"discuss"	"a"	"labor-management"	"agreement"	"reach"	"between"	"the"	"southern_pacific_co."	"and"	"the"	"order"	"of"	"railroad"	"telegraphers"	"has"	"been"	"criticize"	"on"	"the"	"grounds"	"that"	"it"	"was"	"not"	"base"	"on"	"complete"	"information"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"be"	"tomorrow"	"will"	"."	"will_be"	"be_tomorrow"	"tomorrow_."	"members_will_be"	"will_be_tomorrow"	"be_tomorrow_."	"tomorrow_._∅"	"NNS"	"MD"	"VB"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enlargement"	"of"	"the"	"city_council"	"and"	"a"	"method"	"of"	"select"	"members"	"will"	"be"	"discuss"	"tomorrow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"things"	"freer"	"than"	"freer_to"	"to_things"	"things_than"	"feel_freer_to"	"freer_to_things"	"to_things_than"	"things_than_students"	"VB"	"JJR"	"TO"	"VB"	"NNS"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"reproductive"	"area"	"it"	"could"	"readily"	"observe"	"that"	"all"	"feel"	"freer"	"to"	"discuss"	"things"	"than"	"students"	"had"	"previously"	"in"	"mixed"	"marital_status"	"sections"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"be"	"in_this"	"will"	"report"	"will_be"	"be_in_this"	"in_this_report"	"that_will_be"	"will_be_in_this"	"be_in_this_report"	"in_this_report_."	"WDT"	"MD"	"VB"	"VB"	"RB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"meanwhile"	"experts"	"speak"	"of"	"wars"	"trigger"	"by"	"false"	"pre-emption"	"escalation"	"unauthorized"	"behavior"	"and"	"that"	"will"	"be"	"discuss"	"in_this"	"report"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"will"	"``"	"mrs._schenk"	"the"	"mrs._schenk_will"	"will_``"	"``_the"	",_mrs._schenk_will"	"mrs._schenk_will_``"	"will_``_the"	"``_the_board"	"ε"	"NNP"	"MD"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"the"	"mrs._schenk"	"will"	"discuss"	"the"	"board"	"and"	"the"	"staff"	"librarian-board"	"relationships"	"personnel"	"policies"	"how"	"good"	"be"	"our"	"librarian"	"and"	"staff"	"how"	"good"	"be"	"i"	"as"	"a"	"library"	"board_member"	"and_how"	"good"	"be"	"our"	"library"	"0"	"0"	"0"	
"2:32:01::"	"have"	"the"	"to"	"magic"	"to_have"	"have_the"	"the_magic"	"say_to_have"	"to_have_the"	"have_the_magic"	"the_magic_square"	"VB"	"TO"	"VB"	"VB"	"DT"	"NN"	"NN"	"we"	"have"	"no"	"real"	"evidence"	"on"	"this"	"from_that"	"quarter"	"until"	"the"	"close"	"of"	"the"	"ninth"	"century"	"a._d."	"when"	"an"	"arabic"	"scholar"	"tabit"	"ibn"	"korra"	"is"	"say"	"to"	"have"	"discuss"	"the"	"square"	"of"	"three"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"n't"	";"	"had"	"so"	"had_n't"	"n't_;"	";_so"	"person_had_n't"	"had_n't_;"	"n't_;_so"	";_so_he"	"NNP"	"VBD"	"RB"	"VB"	"ε"	"RB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"your"	"people"	"still"	"alive"	"he"	"ask"	"try"	"to"	"touch"	"part"	"of"	"her"	"life"	"person"	"had"	"n't"	"discuss"	"so"	"he"	"could"	"have"	"something"	"of"	"her"	"for"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"are"	"below"	"equipment"	"."	"equipment_are"	"are_below"	"below_."	"and_equipment_are"	"equipment_are_below"	"are_below_."	"below_._∅"	"CC"	"NN"	"VBP"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"general"	"requirement"	"for"	"land"	"and"	"equipment"	"are"	"discuss"	"below"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"∅"	"below"	"∅"	"be"	"∅_∅"	"∅_below"	"below_be"	"∅_∅_∅"	"∅_∅_below"	"∅_below_be"	"below_be_some"	"ε"	"ε"	"ε"	"VB"	"RB"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"below"	"be"	"some"	"of"	"the"	"main"	"thing"	"to"	"look_for"	"when"	"you"	"select"	"a"	"part-time"	"farm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"shall"	"the"	"i"	"importance"	"i_shall"	"shall_the"	"the_importance"	",_i_shall"	"i_shall_the"	"shall_the_importance"	"the_importance_of"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"later"	"chapter"	"deal"	"the"	"suburban"	"school"	"i"	"shall"	"discuss"	"the"	"importance"	"of"	"arrange"	"a"	"program"	"for"	"the"	"academically"	"talented"	"and"	"highly"	"gifted"	"youth"	"in"	"any"	"high_school"	"where"	"he"	"is"	"find"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"they"	"this"	"∅"	"."	"∅_they"	"they_this"	"this_."	"∅_∅_they"	"∅_they_this"	"they_this_."	"this_._∅"	"ε"	"ε"	"PRP"	"VB"	"DT"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"discuss"	"this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"were"	"and"	"error"	"one_by_one"	"error_were"	"were_and"	"and_one_by_one"	"these_error_were"	"error_were_and"	"were_and_one_by_one"	"and_one_by_one_he"	"DT"	"NN"	"VBD"	"VB"	"CC"	"RB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one_by_one"	"these"	"were"	"discuss"	"and"	"one_by_one"	"he"	"reject"	"accept"	"them"	"as"	"error"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"not"	"here"	"∅"	"are"	"∅_not"	"not_here"	"here_are"	"∅_∅_not"	"∅_not_here"	"not_here_are"	"here_are_some"	"ε"	"ε"	"RB"	"VB"	"RB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"discuss"	"here"	"are"	"some"	"military"	"problem"	"of"	"modern_times"	"such_as"	"undersea"	"warfare"	"where"	"the"	"surveillance"	"sending"	"transmitting"	"and"	"receiving"	"be"	"all"	"so"	"inadequate"	"that"	"network"	"and"	"decision_making"	"be"	"not"	"the"	"bottleneck"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"popularly"	"as"	"so"	"christian"	"so_popularly"	"popularly_as"	"as_christian"	"sphere_so_popularly"	"so_popularly_as"	"popularly_as_christian"	"as_christian_unity"	"NN"	"RB"	"RB"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"again"	"in"	"in"	"england"	"there"	"be"	"perhaps"	"in"	"the"	"religious"	"sphere"	"so"	"popularly"	"discuss"	"as"	"christian"	"unity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"sometimes"	"the"	","	"christian"	",_sometimes"	"sometimes_the"	"the_christian"	"television_program_,_sometimes"	",_sometimes_the"	"sometimes_the_christian"	"the_christian_faith"	"NN"	"ε"	"RB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"catholic"	"priest"	"have"	"frequently"	"on"	"television_program"	"sometimes"	"discuss"	"the"	"christian"	"faith"	"on"	"an"	"equal"	"footing"	"with"	"protestant"	"clergyman"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"are"	"differentiable"	"we"	"complex"	"we_are"	"are_differentiable"	"differentiable_complex"	"if_we_are"	"we_are_differentiable"	"are_differentiable_complex"	"differentiable_complex_valued"	"IN"	"PRP"	"VBP"	"VB"	"JJ"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"are"	"discuss"	"differentiable"	"complex"	"valued"	"function"	"then"	"f"	"and"	"v"	"be"	"complex"	"vector"	"space"	"and"	"f"	"may"	"be"	"any"	"complex_number"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"in"	"table"	"mention"	"1"	"mention_in"	"in_table"	"table_1"	"were_mention_in"	"mention_in_table"	"in_table_1"	"table_1_."	"VB"	"VB"	"IN"	"VB"	"NN"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"of"	"the"	"feature"	"of"	"the"	"top"	"portion"	"figure"	"and"	"figure"	"were"	"mention"	"in"	"discuss"	"table"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"being"	","	"was"	"we"	"was_being"	"being_,"	",_we"	"this_was_being"	"was_being_,"	"being_,_we"	",_we_see"	"DT"	"VBD"	"VB"	"VB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"was"	"being"	"discuss"	"we"	"see"	"the"	"militia"	"to"	"the"	"west"	"of"	"us"	"fan_out"	"and"	"break"	"into"	"little"	"cluster"	"of"	"two"	"and"	"three"	"man"	"as"	"they"	"approach"	"the"	"road"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"first"	"the"	"we"	"**f"	"we_first"	"first_the"	"the_**f"	"∅_we_first"	"we_first_the"	"first_the_**f"	"the_**f_bond"	"ε"	"PRP"	"RB"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"discuss"	"the"	"bond"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"by"	"will"	"group"	"will_be"	"be_by"	"by_group"	"game_will_be"	"will_be_by"	"be_by_group"	"by_group_owner"	"NN"	"MD"	"VB"	"VB"	"IN"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"formula"	"to"	"supply"	"player"	"for"	"the"	"new"	"group"	"and"	"problem"	"of"	"increase"	"the"	"schedule"	"to"	"fourteen"	"game"	"will"	"be"	"discuss"	"by"	"group"	"owner"	"at"	"a"	"meeting"	"at"	"the"	"group"	"today"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"a"	"wish"	"literary"	"wish_to"	"to_a"	"a_literary"	"one_wish_to"	"wish_to_a"	"to_a_literary"	"a_literary_figure"	"CD"	"VB"	"VB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"wish"	"to"	"discuss"	"a"	"literary"	"figure"	"who"	"use"	"folklore"	"in"	"his"	"work"	"the"	"first"	"thing"	"he"	"must"	"realize"	"be"	"that"	"the"	"literary"	"figure"	"be"	"probably"	"part"	"of"	"this"	"ignorant"	"american"	"public"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"a"	","	"second"	",_to"	"to_a"	"a_second"	"therefore_,_to"	",_to_a"	"to_a_second"	"a_second_and"	"RB"	"ε"	"TO"	"VB"	"DT"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"want"	"to"	"discuss"	"a"	"second"	"and"	"quite"	"different"	"fruit"	"of"	"science"	"the"	"connection"	"between"	"scientific"	"understanding"	"and"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
