"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"2:31:01::"	"to"	"that"	"well"	"their"	"well_to"	"to_that"	"that_their"	"be_well_to"	"well_to_that"	"to_that_their"	"that_their_careers"	"VB"	"JJ"	"TO"	"VB"	"IN"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"merge"	"them"	"into"	"a"	"profile"	"it"	"be"	"well"	"to"	"remember"	"that"	"their"	"careers"	"be"	"extraordinary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"us"	"on_this_day"	"let"	"not_only"	"let_us"	"us_on_this_day"	"on_this_day_not_only"	",_let_us"	"let_us_on_this_day"	"us_on_this_day_not_only"	"on_this_day_not_only_to"	"ε"	"VB"	"PRP"	"VB"	"RB"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"so"	"us"	"remember"	"on_this_day"	"not_only"	"to"	"thank"	"the"	"almighty"	"who"	"give"	"hope"	"and"	"courage"	"to"	"the"	"pilgrims"	"but"	"also"	"to"	"place"	"our"	"trust"	"in"	"him"	"that"	"he"	"will"	"continue"	"to"	"protect"	"us"	"in_the_future"	"as"	"he"	"has"	"in_the_past"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"would"	"a"	"editor"	"good-looking"	"editor_would"	"would_a"	"a_good-looking"	"society_editor_would"	"editor_would_a"	"would_a_good-looking"	"a_good-looking_out-of-town"	"NN"	"NN"	"MD"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"the"	"editor"	"would"	"remember"	"a"	"good-looking"	"out-of-town"	"bride"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"i"	"that"	"would"	"''"	"would_i"	"i_that"	"that_''"	"hell_would_i"	"would_i_that"	"i_that_''"	"that_''_?"	"NN"	"MD"	"PRP"	"VB"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"how"	"in"	"would"	"i"	"remember"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"mrs._calhoun"	"only"	"since"	"that"	"since_mrs._calhoun"	"mrs._calhoun_only"	"only_that"	"∅_since_mrs._calhoun"	"since_mrs._calhoun_only"	"mrs._calhoun_only_that"	"only_that_the"	"ε"	"IN"	"NNP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._calhoun"	"remember"	"only"	"that"	"the"	"marriage"	"had"	"be"	"in"	"the"	"spring"	"he"	"start"	"to"	"plod"	"through"	"several"	"months"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"had"	","	"mrs._calhoun"	"state"	"mrs._calhoun_had"	"had_,"	",_state"	"more_than_mrs._calhoun_had"	"mrs._calhoun_had_,"	"had_,_state"	",_state_that"	"RB"	"NNP"	"VBD"	"VB"	"ε"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"tell"	"him"	"more_than"	"mrs._calhoun"	"had"	"remember"	"state"	"that"	"it"	"had"	"be"	"a"	"small"	"modest"	"wedding"	"compare"	"to"	"some"	"of"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"nor"	","	"record"	"certainly"	"record_nor"	"nor_,"	",_certainly"	"not_record_nor"	"record_nor_,"	"nor_,_certainly"	",_certainly_not"	"RB"	"VB"	"CC"	"VB"	"ε"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"again"	"reverend_corder"	"save"	"the"	"bridge"	"when"	"union"	"soldiers"	"plan"	"to"	"destroy"	"it"	"after"	"fill"	"its"	"lanes"	"with"	"hay"	"and"	"straw"	"but"	"for"	"what"	"reason"	"is"	"not"	"record"	"nor"	"remember"	"certainly"	"not"	"because"	"of"	"pressure"	"from"	"an"	"opposing"	"confederate"	"force"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"n't"	"when"	"can"	"i"	"can_n't"	"n't_when"	"when_i"	"i_can_n't"	"can_n't_when"	"n't_when_i"	"when_i_did"	"PRP"	"MD"	"RB"	"VB"	"WRB"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ramsey"	"and"	"ruggedly"	"slim"	"say"	"i"	"can"	"n't"	"when"	"i"	"did"	"n't"	"pester"	"my"	"mother"	"to"	"teach"	"me"	"to"	"cook"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"they"	"to"	"did"	"program"	"did_they"	"they_to"	"to_program"	"``_did_they"	"did_they_to"	"they_to_program"	"to_program_a"	"ε"	"VBD"	"PRP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"did"	"remember"	"to"	"program"	"a"	"sense_of_humor"	"as_well"	"young_lady"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"the"	","	"state"	",_to"	"to_the"	"the_state"	"tusks_,_to"	",_to_the"	"to_the_state"	"the_state_committee"	"NNS"	"ε"	"TO"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"outgoing"	"members"	"whose"	"four-year"	"terms"	"will"	"expire"	"a"	"week"	"after"	"the"	"april"	"receive"	"carved"	"wooden"	"elephants"	"complete"	"with"	"ivory"	"tusks"	"to"	"remember"	"the"	"state"	"committee"	"by"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"``"	"the_french"	"∅"	"railroad"	"∅_``"	"``_the_french"	"the_french_railroad"	"∅_∅_``"	"∅_``_the_french"	"``_the_french_railroad"	"the_french_railroad_baron"	"ε"	"ε"	"ε"	"VB"	"NN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the_french"	"railroad"	"baron"	"who"	"was"	"going_to"	"take"	"me"	"float"	"down"	"the"	"nile"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"this"	"take_place"	"all"	"the"	"all_this"	"this_take_place"	"take_place_the"	"∅_all_this"	"all_this_take_place"	"this_take_place_the"	"take_place_the_night"	"ε"	"DT"	"DT"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"remember"	"take_place"	"the"	"night"	"when"	"i"	"have"	"supper"	"with"	"the"	"ziegfeld_girls"	"at"	"the"	"beverly_hills_club"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"clayton"	"∅"	"'s"	"∅_he"	"he_clayton"	"clayton_'s"	"∅_∅_he"	"∅_he_clayton"	"he_clayton_'s"	"clayton_'s_mocking"	"ε"	"ε"	"PRP"	"VB"	"NNP"	"POS"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remember"	"clayton"	"mocking"	"smile"	"in"	"the"	"saloon"	"when"	"he"	"had"	"ask"	"him"	"what"	"he"	"would"	"do"	"if"	"they"	"bring"	"their"	"cattle"	"to"	"water"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"i"	"you"	"of_course"	"''"	"of_course_i"	"i_you"	"you_''"	"``_of_course_i"	"of_course_i_you"	"i_you_''"	"you_''_."	"ε"	"RB"	"PRP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"say"	"gently"	"i"	"remember"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
