"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"
"2:30:07::"	"was"	"from"	"that"	"``"	"that_was"	"was_from"	"from_``"	"song_that_was"	"that_was_from"	"was_from_``"	"from_``_a"	"NN"	"WDT"	"VBD"	"VB"	"IN"	"ε"	"DT"	"particular"	"gems"	"in_this"	"collection"	"be"	"the"	"impudent"	"opening"	"song"	"of"	"the"	"garrick"	"gaieties"	"an"	"impressive"	"forecast"	"of"	"the"	"wit"	"and"	"melody"	"that"	"were"	"to"	"come"	"from"	"rodgers"	"and"	"hart"	"in"	"the"	"years"	"that"	"follow"	"dorothy_loudon"	"raucous"	"listing"	"of"	"the"	"attractions"	"at"	"the"	"roxy"	"music_hall"	"from"	"i"	"marry"	"an"	"angel"	"and"	"the"	"incisive"	"style"	"with"	"which"	"charlotte_rae"	"deliver"	"the"	"top-drawer"	"hart"	"lyrics"	"i"	"blush"	"a"	"song"	"that"	"was"	"cut"	"from"	"a"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"is_next"	"to"	"jig"	"the"	"jig_is_next"	"is_next_to"	"to_the"	"stem_jig_is_next"	"jig_is_next_to"	"is_next_to_the"	"to_the_proper"	"NN"	"NN"	"VB"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"jig"	"is_next"	"cut"	"to"	"the"	"proper"	"shape"	"and"	"temporarily"	"fasten"	"to"	"frame"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"when"	","	"∅"	"the"	"∅_when"	"when_,"	",_the"	"∅_∅_when"	"∅_when_,"	"when_,_the"	",_the_planking"	"ε"	"ε"	"WRB"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cut"	"the"	"planking"	"is"	"clamp"	"in_place"	"for"	"a"	"final"	"and"	"careful"	"trimming"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"when"	"the"	"∅"	"pieces"	"∅_when"	"when_the"	"the_pieces"	"∅_∅_when"	"∅_when_the"	"when_the_pieces"	"the_pieces_,"	"ε"	"ε"	"WRB"	"VB"	"DT"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cut"	"the"	"pieces"	"dress"	"the"	"ends"	"smooth"	"and"	"square"	"with"	"a"	"smooth"	"file"	"or"	"sanding"	"disk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"now"	"five"	"∅"	"*"	"∅_now"	"now_five"	"five_*"	"∅_∅_now"	"∅_now_five"	"now_five_*"	"five_*_*"	"ε"	"ε"	"RB"	"VB"	"CD"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cut"	"five"	"f"	"locking"	"bar"	"spacers"	"which"	"run"	"horizontally"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:06::"	"of"	"the"	"problem"	"state"	"problem_of"	"of_the"	"the_state"	"highly_sensitive_problem_of"	"problem_of_the"	"of_the_state"	"the_state_'s"	"JJ"	"NN"	"IN"	"VB"	"DT"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"issue"	"which"	"may"	"make"	"it"	"necessary"	"have"	"a"	"session"	"be"	"the"	"highly_sensitive"	"problem"	"of"	"cut"	"the"	"state"	"congressional_districts"	"from"	"six"	"to"	"five"	"to"	"eliminate"	"one"	"congressional"	"seat"	"0"	"0"	
"2:30:06::"	"can"	"in"	"details"	"half"	"details_can"	"can_in"	"in_half"	"to_details_can"	"details_can_in"	"can_in_half"	"in_half_the"	"TO"	"NNS"	"MD"	"VB"	"RB"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"attention"	"details"	"can"	"cut"	"in"	"half"	"the"	"size"	"unit"	"you"	"need"	"and"	"pare"	"operating"	"expense"	"proportionately"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:06::"	"can"	"the"	"basement"	"fallout"	"basement_can"	"can_the"	"the_fallout"	"belowground_basement_can"	"basement_can_the"	"can_the_fallout"	"the_fallout_radiation"	"JJ"	"NN"	"MD"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"basement"	"can"	"cut"	"the"	"fallout"	"radiation"	"to"	"one"	"tenth"	"of"	"the"	"outside"	"level"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"sweat"	"rivulet"	"trapped"	"through"	"trapped_sweat"	"sweat_rivulet"	"rivulet_through"	"the_trapped_sweat"	"trapped_sweat_rivulet"	"sweat_rivulet_through"	"rivulet_through_the"	"DT"	"JJ"	"NN"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"remove"	"his"	"hat"	"let"	"the"	"trapped"	"sweat"	"cut"	"rivulet"	"through"	"the"	"dust"	"film"	"upon"	"his"	"gaunt"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"a"	"in"	"and"	"the"	"and_a"	"a_in"	"in_the"	"proceeds_and_a"	"and_a_in"	"a_in_the"	"in_the_person"	"NN"	"CC"	"DT"	"NN"	"NN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"part"	"of"	"the"	"same"	"arrangement"	"person"	"had"	"in"	"the"	"spirit"	"of"	"peace"	"and"	"good_will"	"and"	"in"	"exchange"	"for"	"armed"	"in"	"the"	"april"	"election"	"campaign"	"bestow"	"upon"	"person"	"a"	"third"	"share"	"in"	"the"	"group"	"proceeds"	"and"	"a"	"cut"	"in"	"the"	"person"	"beer"	"trade"	
"2:30:06::"	"and"	"his"	"person"	"pay"	"person_and"	"and_his"	"his_pay"	"depose_person_and"	"person_and_his"	"and_his_pay"	"his_pay_."	"VB"	"NNP"	"CC"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"person"	"and"	"cut"	"his"	"pay"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"person"	"the"	"∅"	"foil"	"∅_person"	"person_the"	"the_foil"	"∅_∅_person"	"∅_person_the"	"person_the_foil"	"the_foil_off"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cut"	"the"	"foil"	"off"	"finally"	"and"	"unscrew"	"the"	"cap"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	","	"the"	"dusk"	"vein"	"dusk_,"	",_the"	"the_vein"	"at_dusk_,"	"dusk_,_the"	",_the_vein"	"the_vein_of"	"IN"	"NN"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"surgeon"	"at"	"dusk"	"cut"	"the"	"vein"	"of"	"a"	"second"	"pigeon"	"again"	"wash"	"out"	"the"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"the"	"surface"	"and"	"was"	"and_the"	"the_surface"	"surface_was"	",_and_the"	"and_the_surface"	"the_surface_was"	"surface_was_mottle"	"ε"	"CC"	"DT"	"JJ"	"NN"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"liver"	"weigh"	"gm"	"be"	"brown"	"color"	"and"	"the"	"cut"	"surface"	"was"	"mottle"	"by"	"irregular"	"pale"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
