"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"
"2:40:01::"	"that"	"only"	"uniform"	"a_few"	"uniform_that"	"that_only"	"only_a_few"	"team_uniform_that"	"uniform_that_only"	"that_only_a_few"	"only_a_few_employee"	"NN"	"NN"	"IN"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"you"	"spending"	"too"	"money"	"on"	"team"	"uniform"	"that"	"benefit"	"only"	"a_few"	"employee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"employee"	"program"	"your"	"."	"your_employee"	"employee_program"	"program_."	"revamp_your_employee"	"your_employee_program"	"employee_program_."	"program_._∅"	"VB"	"PRP$"	"NN"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consider"	"what"	"you"	"can"	"afford"	"to"	"spend"	"and"	"your"	"goal"	"be"	"before"	"set_up"	"or"	"revamp"	"your"	"employee"	"benefit"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"employee"	"package"	"your"	"."	"your_employee"	"employee_package"	"package_."	"balance_your_employee"	"your_employee_package"	"employee_package_."	"package_._∅"	"VB"	"PRP$"	"NN"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"aim"	"to"	"your"	"employee"	"benefit"	"package"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"your"	"-"	"of"	"such_as"	"of_your"	"your_-"	"-_such_as"	"some_of_your"	"of_your_-"	"your_-_such_as"	"-_such_as_on_the_job"	"DT"	"IN"	"PRP$"	"NN"	"ε"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"check"	"to"	"see"	"some"	"of"	"your"	"benefit"	"such_as"	"on_the_job"	"disability"	"pay"	"can"	"be"	"put"	"on"	"a"	"direct"	"payment"	"rather"	"than"	"an"	"insured"	"basis"	"at"	"a"	"saving"	"to"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"pay"	"only"	"that"	"upon"	"that_pay"	"pay_only"	"only_upon"	"insurance_that_pay"	"that_pay_only"	"pay_only_upon"	"only_upon_death"	"NN"	"WDT"	"VB"	"NN"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"go"	"on"	"insurance"	"that"	"pay"	"benefit"	"only"	"upon"	"death"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"one"	","	"at_least"	"and"	"at_least_one"	"one_,"	",_and"	"was_at_least_one"	"at_least_one_,"	"one_,_and"	",_and_that"	"VBD"	"RB"	"JJ"	"NN"	"ε"	"CC"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cuban"	"group"	"whatever"	"may"	"been"	"the"	"setback"	"result"	"from"	"the"	"unsuccessful"	"attempt"	"of"	"the"	"cuban"	"rebel"	"to"	"establish"	"beachhead"	"on"	"the"	"person"	"held"	"mainland"	"last"	"week"	"there"	"was"	"at_least"	"one"	"benefit"	"and"	"that"	"be"	"the"	"clear-cut"	"revelation"	"to"	"the"	"whole"	"world"	"of"	"the"	"complete"	"conversion"	"of"	"cuba"	"into"	"a"	"russian"	"dominated"	"military"	"base"	"0"	"0"	"0"	"0"	
"2:40:01::"	"be"	"instead"	"will"	"''"	"will_be"	"be_instead"	"instead_''"	"reader_will_be"	"will_be_instead"	"be_instead_''"	"instead_''_."	"NN"	"MD"	"VB"	"VB"	"RB"	"ε"	"ε"	"so"	"pleased"	"with"	"the"	"quality"	"of"	"her"	"biographical"	"study"	"of"	"person"	"that"	"he"	"consider"	"submit"	"it"	"to"	"the"	"century_magazine"	"or"	"harper"	"but"	"he"	"decide"	"that"	"its"	"jewish"	"subject"	"probably"	"would"	"not"	"interest"	"them"	"and"	"publish"	"it"	"in"	"the_messenger"	"so"	"our"	"reader"	"will"	"be"	"instead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"greatest"	"have"	"∅"	"been"	"∅_greatest"	"greatest_have"	"have_been"	"∅_∅_greatest"	"∅_greatest_have"	"greatest_have_been"	"have_been_associate"	"ε"	"ε"	"JJ"	"NN"	"VBP"	"VBN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"benefit"	"have"	"been"	"associate"	"with"	"feed"	"low"	"moisture"	"corn"	"in"	"beef"	"feeding"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"would"	"most"	"place"	"by"	"place_would"	"would_most"	"most_by"	"populous_place_would"	"place_would_most"	"would_most_by"	"most_by_the"	"JJ"	"NN"	"MD"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"statement"	"by"	"legislator"	"that"	"dallas"	"is"	"pay"	"for"	"all"	"its"	"by"	"local"	"bond"	"and"	"that"	"less"	"populous"	"place"	"would"	"benefit"	"most"	"by"	"the"	"pending"	"bill"	"did"	"not"	"sway"	"person"	"attack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"'"	"and"	"player"	"constitutional"	"player_'"	"'_and"	"and_constitutional"	",_player_'"	"player_'_and"	"'_and_constitutional"	"and_constitutional_amendment"	"ε"	"NN"	"ε"	"NN"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"item"	"on"	"the"	"agenda"	"during"	"the"	"meeting"	"which"	"are"	"expect"	"to"	"continue"	"through"	"concern"	"television"	"rule"	"change"	"professional"	"football"	"hall_of_fame"	"player"	"benefit"	"and"	"constitutional"	"amendment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"the"	"of"	"without"	"a"	"without_the"	"the_of"	"of_a"	"make_without_the"	"without_the_of"	"the_of_a"	"of_a_reliable"	"VB"	"IN"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"registration"	"figure"	"give"	"in"	"table"	"must"	"be"	"interpret"	"with"	"since"	"the"	"estimate"	"for"	"eligible"	"elector"	"were"	"make"	"without"	"the"	"benefit"	"of"	"a"	"reliable"	"census"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
