"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"2:32:02::"	"neither"	"us"	"but"	"how"	"but_neither"	"neither_us"	"us_how"	"-_but_neither"	"but_neither_us"	"neither_us_how"	"us_how_to"	"ε"	"CC"	"DT"	"VB"	"PRP"	"WRB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._reama"	"who"	"retire"	"as"	"vice_president"	"of"	"the"	"american_screw_co."	"in"	"both"	"parties"	"in"	"the"	"last"	"election"	"tell"	"us"	"that"	"we"	"need"	"a"	"per_cent"	"growth"	"in"	"the"	"gross_national_product"	"but"	"neither"	"tell"	"us"	"how"	"to"	"achieve"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"to"	"them"	"and"	"what"	"and_to"	"to_them"	"them_what"	"``_and_to"	"and_to_them"	"to_them_what"	"them_what_this"	"ε"	"CC"	"TO"	"VB"	"PRP"	"WP"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"most"	"immediate"	"goal"	"be"	"to"	"increase"	"public"	"awareness"	"of"	"movement"	"he"	"indicate"	"and"	"to"	"tell"	"them"	"what"	"this"	"will"	"mean"	"for"	"the"	"town"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"cannot"	"of"	"words"	"the"	"words_cannot"	"cannot_of"	"of_the"	"∅_words_cannot"	"words_cannot_of"	"cannot_of_the"	"of_the_undivided"	"ε"	"NNS"	"MD"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cannot"	"tell"	"of"	"the"	"undivided"	"attention"	"and"	"comfort"	"their"	"service"	"give"	"to"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"i"	"you"	"``"	","	"``_i"	"i_you"	"you_,"	"∅_``_i"	"``_i_you"	"i_you_,"	"you_,_mike"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"you"	"mike"	"say"	"rourke"	"in"	"an"	"aggrieved"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"and"	"of"	"chair"	"a"	"chair_and"	"and_of"	"of_a"	"battered_chair_and"	"chair_and_of"	"and_of_a"	"of_a_sharp"	"JJ"	"NN"	"CC"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"farm"	"machinery"	"dealer"	"bob_houtz"	"tilt"	"in"	"a"	"battered"	"chair"	"and"	"tell"	"of"	"a"	"sharp"	"pickup"	"in"	"sales"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"and"	"moscow"	"communism"	"bluntly"	"communism_and"	"and_moscow"	"moscow_bluntly"	"to_communism_and"	"communism_and_moscow"	"and_moscow_bluntly"	"moscow_bluntly_we"	"TO"	"NN"	"CC"	"VB"	"NNP"	"RB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"another"	"speaker"	"william_h._draper"	"jr."	"former"	"under"	"secretary"	"of"	"the"	"army"	"and"	"now"	"with"	"the"	"palo_alto"	"venture_capital"	"firm"	"of"	"draper"	"gaither"	"anderson"	"urge"	"the"	"u._s."	"to"	"throw"	"down"	"the"	"gauntlet"	"of"	"to"	"communism"	"and"	"tell"	"moscow"	"bluntly"	"we"	"won"	"n't"	"be"	"push_around"	"arouny"	"any_more"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"sprinkel"	"conferees"	"∅"	"that"	"∅_sprinkel"	"sprinkel_conferees"	"conferees_that"	"∅_∅_sprinkel"	"∅_sprinkel_conferees"	"sprinkel_conferees_that"	"conferees_that_the"	"ε"	"ε"	"NNP"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"conferees"	"that"	"the"	"recent"	"improvement"	"in"	"economic"	"activity"	"be"	"not"	"a"	"temporary"	"flash"	"in"	"the"	"pan"	"but"	"the"	"beginning"	"of"	"a"	"substantial"	"cyclical"	"expansion"	"that"	"will"	"carry"	"the"	"economy"	"back"	"to"	"full"	"employment"	"levels"	"and"	"witness"	"a"	"renewal"	"of"	"our"	"traditional"	"growth"	"pattern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"the"	","	"hearing"	",_he"	"he_the"	"the_hearing"	"''_,_he"	",_he_the"	"he_the_hearing"	"the_hearing_."	"ε"	"ε"	"PRP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"financial"	"situation"	"of"	"the"	"baltimore"	"ohio"	"has"	"become"	"precarious"	"much"	"worse"	"than"	"since"	"the"	"depression"	"of"	"the"	"s"	"he"	"tell"	"the"	"hearing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"parents"	"him"	"'s"	"they"	"'s_parents"	"parents_him"	"him_they"	"richard_'s_parents"	"'s_parents_him"	"parents_him_they"	"him_they_want"	"NNP"	"POS"	"NNS"	"VB"	"PRP"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"parents"	"tell"	"him"	"they"	"want"	"to"	"take"	"him"	"to"	"an"	"orthodontist"	"a"	"dentist"	"who"	"specialize"	"in"	"realign"	"teeth"	"and"	"jaws"	"their"	"young"	"son"	"be"	"interested"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"to"	"b"	","	"'"	",_to"	"to_b"	"b_'"	"spacesuit_,_to"	",_to_b"	"to_b_'"	"b_'_dikkat"	"NN"	"ε"	"TO"	"VB"	"NNP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"try"	"to"	"run"	"after"	"b"	"dikkat"	"hug"	"the"	"lead"	"spacesuit"	"to"	"tell"	"b"	"dikkat"	"that"	"he"	"love"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"not"	"how"	"could"	"long"	"could_not"	"not_how"	"how_long"	"himself_could_not"	"could_not_how"	"not_how_long"	"how_long_it"	"PRP"	"MD"	"RB"	"VB"	"WRB"	"JJ"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mercer"	"could"	"not"	"tell"	"how"	"long"	"it"	"was"	"before"	"b"	"dikkat"	"come_back"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"'s"	"guardino"	"who"	"''"	"who_'s"	"'s_guardino"	"guardino_''"	"``_who_'s"	"who_'s_guardino"	"'s_guardino_''"	"guardino_''_?"	"ε"	"WP"	"POS"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"who"	"guardino"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"affairs"	"members"	"economic"	"of"	"economic_affairs"	"affairs_members"	"members_of"	"for_economic_affairs"	"economic_affairs_members"	"affairs_members_of"	"members_of_the"	"IN"	"JJ"	"NNS"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"help"	"foreign"	"countries"	"to"	"build"	"a"	"sound"	"political"	"structure"	"be"	"more"	"than"	"aid"	"them"	"economically"	"e._m._martin"	"assistant"	"secretary_of_state"	"for"	"economic"	"affairs"	"tell"	"members"	"of"	"the"	"world_affairs_council_monday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"without"	"over_and_over_again"	"at_all"	"what"	"at_all_without"	"without_over_and_over_again"	"over_and_over_again_what"	"talk_at_all_without"	"at_all_without_over_and_over_again"	"without_over_and_over_again_what"	"over_and_over_again_what_sort_of"	"VB"	"RB"	"IN"	"VB"	"RB"	"WP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"joint"	"investigations"	"of"	"linguistics"	"and"	"psychiatry"	"have"	"establish"	"in_point_of_fact"	"that"	"no_matter"	"what"	"the"	"subject"	"of"	"conversation"	"be"	"or"	"what"	"words"	"it"	"be"	"impossible"	"for"	"people"	"to"	"talk"	"at_all"	"without"	"tell"	"over_and_over_again"	"what"	"sort_of"	"people"	"they"	"be"	"and_how"	"they"	"relate"	"to"	"the"	"rest"	"of"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"in"	"a"	"herself"	"story"	"herself_in"	"in_a"	"a_story"	"subject_herself_in"	"herself_in_a"	"in_a_story"	"a_story_about"	"NN"	"PRP"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"make"	"this"	"observation"	"about"	"the"	"lady"	"miss_judy_garland"	"she"	"bring_up"	"the"	"subject"	"herself"	"in"	"tell"	"a"	"story"	"about"	"a"	"british"	"female"	"reporter"	"who"	"flatter"	"her"	"terribly"	"in"	"london"	"recently"	"and_then"	"write"	"in"	"the"	"paper"	"the"	"next"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"friends"	"me"	"biologist"	","	"biologist_friends"	"friends_me"	"me_,"	"my_biologist_friends"	"biologist_friends_me"	"friends_me_,"	"me_,_mechanisms"	"PRP$"	"NN"	"NNS"	"VB"	"PRP"	"ε"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"so"	"biologist"	"friends"	"tell"	"me"	"mechanisms"	"of"	"adaptation"	"and"	"defense"	"that"	"be"	"just"	"too"	"complete"	"and"	"too"	"satisfactory"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
