"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"
"2:32:00::"	"be"	"somewhere"	"will"	"-"	"will_be"	"be_somewhere"	"somewhere_-"	"i_will_be"	"will_be_somewhere"	"be_somewhere_-"	"somewhere_-_that_much"	"PRP"	"MD"	"VB"	"VB"	"RB"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"next"	"september"	"after"	"receive"	"a"	"degree"	"from"	"master_of_arts_in_teaching"	"program"	"i"	"will"	"be"	"teach"	"somewhere"	"that_much"	"be"	"guaranteed"	"by"	"the"	"present"	"shortage"	"of"	"mathematics_teachers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"them"	"and"	"the"	"and_to"	"to_them"	"them_the"	"children_and_to"	"and_to_them"	"to_them_the"	"them_the_fundamentals"	"NNS"	"CC"	"TO"	"VB"	"PRP"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"you"	"stand_up"	"in_public"	"and"	"take"	"vows"	"to"	"strive"	"set"	"an"	"example"	"before"	"your"	"children"	"and"	"to"	"teach"	"them"	"the"	"fundamentals"	"of"	"the"	"christian"	"faith"	"you"	"strive"	"a_little"	"harder"	"to"	"uphold"	"those"	"vows"	"explain"	"the"	"slender"	"vice_president"	"of"	"the"	"young"	"couples"	"sunday_school_class"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"not"	"person"	"had"	"was"	"had_not"	"not_person"	"person_was"	"papa_had_not"	"had_not_person"	"not_person_was"	"person_was_how"	"NN"	"VBD"	"RB"	"VB"	"NNP"	"VB"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"thing"	"had"	"not"	"teach"	"person"	"was"	"how"	"to"	"handle"	"a"	"young_man"	"as"	"high-spirited"	"and"	"opinionated"	"as"	"herself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"him"	"person"	"geometry"	"person_was"	"was_him"	"him_geometry"	"that_person_was"	"person_was_him"	"was_him_geometry"	"him_geometry_''"	"IN"	"NNP"	"VBD"	"VB"	"PRP"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"person"	"had"	"tell"	"person"	"person"	"was"	"teach"	"him"	"geometry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"has"	"person"	"observation"	"that"	"observation_has"	"has_person"	"person_that"	"long_observation_has"	"observation_has_person"	"has_person_that"	"person_that_most"	"JJ"	"NN"	"VBZ"	"VB"	"NNP"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"long"	"has"	"teach"	"person"	"that"	"most"	"landscape"	"can"	"be"	"reduce"	"to"	"three"	"essential"	"plane"	"a"	"foreground"	"in"	"sharp"	"focus"	"either"	"a"	"light"	"area"	"with"	"dark"	"accent"	"or"	"a"	"dark"	"one"	"with"	"light"	"a"	"middle_distance"	"often"	"contain"	"the"	"major"	"motif"	"and"	"a"	"background"	"usually"	"a"	"silhouette"	"form"	"foil"	"against"	"the"	"sky"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"are"	","	"lesson"	"the"	"lesson_are"	"are_,"	",_the"	"school_lesson_are"	"lesson_are_,"	"are_,_the"	",_the_compulsive"	"NN"	"NN"	"VBP"	"VB"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"conjecture"	"be"	"then"	"that"	"regardless"	"of"	"manner"	"in"	"which"	"school"	"lesson"	"are"	"teach"	"the"	"compulsive"	"child"	"accentuate"	"those"	"element"	"of"	"each"	"lesson"	"that"	"aid"	"him"	"in"	"systematize"	"his"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"in"	"request"	"a"	"request_to"	"to_in"	"in_a"	"been_request_to"	"request_to_in"	"to_in_a"	"in_a_non-catholic"	"VBN"	"VB"	"TO"	"VB"	"IN"	"DT"	"NN"	"something"	"is"	"report"	"which"	"feed"	"this"	"catholic"	"hope"	"in"	"england"	"statistic"	"of"	"the"	"increasing"	"number"	"of"	"convert"	"and"	"irish"	"catholic"	"immigrant"	"news"	"of"	"a"	"protestant"	"minister"	"in"	"location"	"who"	"has"	"offer"	"to"	"allow"	"a"	"catholic"	"priest"	"to"	"preach"	"from"	"his"	"pulpit"	"a"	"report"	"that"	"a"	"catholic"	"nun"	"had"	"request"	"to"	"in"	"a"	"non-catholic"	"secondary_school"	"during"	"the"	"sickness"	"of"	"one"	"of"	"its"	"master"	"the"	"startling"	"statement"	"in"	"a"	"respectable"	"periodical"	"that"	"catholic"	"if"	"the"	"present"	"system"	"be"	"still"	"in_operation"	"will"	"constitute"	"almost"	"one-third"	"of"	"the"	"group"	"in"	"the"	"next"	"generation"	"a"	"report"	"that"	"protestant"	"clergyman"	"and"	"laity"	"attend"	"a"	"votive"	"mass"	"offer"	"for"	"christian"	"unity"	"at"	"a"	"catholic_church"	"in"	"location"	"during"	"the"	"church"	"unity"	"octave"	
"2:32:00::"	"to"	"it"	"and"	","	"and_to"	"to_it"	"it_,"	"music_and_to"	"and_to_it"	"to_it_,"	"it_,_rousseau"	"NN"	"CC"	"TO"	"VB"	"PRP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ever"	"since"	"he"	"had"	"first"	"to"	"study"	"music"	"and"	"to"	"teach"	"it"	"rousseau"	"had"	"dream"	"of"	"pierce"	"through"	"to"	"fame"	"as"	"the"	"result"	"of"	"a"	"successful"	"opera"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"who"	"history"	","	"in"	",_who"	"who_history"	"history_in"	"person_,_who"	",_who_history"	"who_history_in"	"history_in_the"	"NNP"	"ε"	"WP"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"teach"	"history"	"in"	"the"	"houston"	"public_school"	"would"	"reduce"	"from"	"to"	"semester_hour"	"the"	"so-called"	"teaching_method"	"course"	"require"	"to"	"obtain"	"a"	"junior_high_school"	"or"	"senior_high_school"	"teaching_certificate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"are"	"."	"they"	"∅"	"they_are"	"are_."	"._∅"	"subject_they_are"	"they_are_."	"are_._∅"	"._∅_∅"	"NN"	"PRP"	"VBP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"also"	"would"	"require"	"junior_high"	"senior_high"	"teacher"	"to"	"at_least"	"semester_hour"	"credit"	"in"	"the"	"subject"	"they"	"are"	"teach"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"in"	"permit"	"the"	"permit_to"	"to_in"	"in_the"	"not_permit_to"	"permit_to_in"	"to_in_the"	"in_the_public_school"	"RB"	"VB"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"person"	"with"	"a"	"master's_degree"	"in"	"physics"	"chemistry"	"math"	"or"	"english"	"yet"	"who"	"not"	"take"	"education"	"course"	"is"	"not"	"permit"	"to"	"teach"	"in"	"the"	"public_school"	"say"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
