"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"
"2:32:01::"	"and"	"the"	"from"	"hope"	"from_and"	"and_the"	"the_hope"	"be_from_and"	"from_and_the"	"and_the_hope"	"the_hope_that"	"VB"	"VB"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._dwyer"	"say"	"that"	"although"	"it"	"be"	"obvious"	"that"	"mr._rayburn"	"be"	"not"	"well"	"he"	"stop"	"give"	"the"	"youngster"	"his"	"autograph"	"ask"	"he"	"be"	"from"	"and"	"express"	"the"	"hope"	"that"	"he"	"would"	"enjoy"	"his"	"visit"	"to"	"congress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"must"	"the"	"it"	"nation"	"it_must"	"must_the"	"the_nation"	";_it_must"	"it_must_the"	"must_the_nation"	"the_nation_'s"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"neither"	"growth"	"nor"	"a"	"development"	"program"	"can"	"impose"	"on"	"a"	"country"	"it"	"must"	"express"	"the"	"nation"	"own"	"will"	"and"	"goal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"aisle"	"their"	"the"	"respect"	"the_aisle"	"aisle_their"	"their_respect"	"of_the_aisle"	"the_aisle_their"	"aisle_their_respect"	"their_respect_and"	"IN"	"DT"	"NN"	"VB"	"PRP$"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"notably"	"significant"	"that"	"so"	"members"	"from"	"both"	"sides"	"of"	"the"	"aisle"	"express"	"their"	"respect"	"and"	"admiration"	"for"	"our"	"beloved"	"speaker"	"the"	"honorable_sam_rayburn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"in"	"my"	"and"	"esteem"	"and_in"	"in_my"	"my_esteem"	",_and_in"	"and_in_my"	"in_my_esteem"	"my_esteem_for"	"ε"	"CC"	"IN"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"on"	"september"	"sam_rayburn"	"will"	"have"	"serve"	"as"	"speaker"	"twice_as"	"long"	"as"	"any"	"predecessor"	"and"	"i"	"be"	"proud"	"join"	"with"	"in"	"mark"	"this"	"and"	"in"	"express"	"my"	"esteem"	"for"	"that"	"notable"	"american"	"sam_rayburn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"surprise"	"∅"	"to"	"∅_he"	"he_surprise"	"surprise_to"	"∅_∅_he"	"∅_he_surprise"	"he_surprise_to"	"surprise_to_learn"	"ε"	"ε"	"PRP"	"VB"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"express"	"surprise"	"to"	"learn"	"that"	"pretty"	"blonde"	"patricia_holbrook"	"of"	"mount_rainier"	"had"	"attend"	"the"	"joseph_p._kennedy_school"	"for"	"the"	"handicapped"	"in"	"boston"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"has"	"as"	","	"directly"	",_has"	"has_as"	"as_directly"	"christian_unity_,_has"	",_has_as"	"has_as_directly"	"as_directly_as"	"NNP"	"ε"	"VBZ"	"VB"	"RB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"augustin_cardinal_bea"	"the"	"director"	"of"	"the"	"for"	"christian_unity"	"has"	"express"	"as"	"directly"	"as"	"anyone"	"the"	"new"	"spirit"	"that"	"pervade"	"the"	"church"	"stance"	"toward"	"the"	"protestant"	"and"	"orthodox_churches"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"best"	"in_terms_of"	"are"	"btu"	"are_best"	"best_in_terms_of"	"in_terms_of_btu"	"requirements_are_best"	"are_best_in_terms_of"	"best_in_terms_of_btu"	"in_terms_of_btu_'s"	"NNS"	"VBP"	"JJS"	"VB"	"JJ"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cooling"	"are"	"best"	"express"	"in_terms_of"	"btu"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"catholic_church"	"such"	"the"	"desire"	"the_catholic_church"	"catholic_church_such"	"such_desire"	"since_the_catholic_church"	"the_catholic_church_such"	"catholic_church_such_desire"	"such_desire_that"	"IN"	"DT"	"NN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"catholic_church"	"express"	"such"	"desire"	"that"	"the"	"sacred"	"scriptures"	"be"	"read"	"the"	"following"	"take"	"from"	"the"	"holy_bible"	"new_catholic_edition"	"will"	"prove"	"a"	"means"	"of"	"grace"	"and"	"a"	"source"	"of"	"great"	"spiritual"	"blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"have"	"surprise"	"scholars"	"that"	"scholars_have"	"have_surprise"	"surprise_that"	"modern_scholars_have"	"scholars_have_surprise"	"have_surprise_that"	"surprise_that_``"	"JJ"	"NNS"	"VBP"	"VB"	"NN"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"scholars"	"have"	"express"	"surprise"	"that"	"the"	"simple"	"magic"	"square"	"of"	"three"	"a"	"mere"	"mathematical"	"puzzle"	"be"	"able_to"	"exert"	"a"	"considerable"	"influence"	"on"	"the"	"minds"	"and"	"imaginations"	"of"	"the"	"cultured"	"chinese"	"for"	"so"	"many"	"centuries"	"they"	"could"	"have"	"find"	"most_of"	"the"	"answers"	"right"	"within"	"the"	"square"	"itself"	"0"	"0"	"0"	
"2:32:01::"	"to"	"itself"	"tend"	"in"	"tend_to"	"to_itself"	"itself_in"	"consciousness_tend_to"	"tend_to_itself"	"to_itself_in"	"itself_in_the"	"NN"	"VB"	"TO"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mimetic"	"character"	"of"	"imaginative"	"consciousness"	"tend"	"to"	"express"	"itself"	"in"	"the"	"presentation"	"of"	"artistic"	"form"	"and"	"material"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"as"	"in"	","	"radical"	",_as"	"as_in"	"in_radical"	"progress_,_as"	",_as_in"	"as_in_radical"	"in_radical_or"	"NN"	"ε"	"IN"	"VB"	"IN"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"beside"	"the"	"protestant"	"of"	"progress"	"as"	"express"	"in"	"radical"	"or"	"conservative"	"millenarianism"	"should"	"be"	"place"	"the"	"doctrine"	"of"	"the"	"democratic"	"faith"	"which"	"affirm"	"it"	"to"	"be"	"the"	"duty"	"of"	"the"	"destiny"	"of"	"the"	"united_states"	"to"	"assist"	"in"	"the"	"creation"	"of"	"a"	"better"	"world"	"by"	"keep"	"lighted"	"the"	"beacon"	"of"	"democracy"	"0"	"0"	
"2:32:01::"	"person"	"some"	"∅"	"reservation"	"∅_person"	"person_some"	"some_reservation"	"∅_∅_person"	"∅_person_some"	"person_some_reservation"	"some_reservation_about"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"express"	"some"	"reservation"	"about"	"this"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"had"	"a"	","	"wish"	",_had"	"had_a"	"a_wish"	"director_,_had"	",_had_a"	"had_a_wish"	"a_wish_that"	"NN"	"ε"	"VBD"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"man"	"named"	"person"	"director"	"had"	"express"	"a"	"wish"	"that"	"person"	"drop_dead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"law"	"a"	"a"	"moral"	"a_law"	"law_a"	"a_moral"	"that_a_law"	"a_law_a"	"law_a_moral"	"a_moral_judgment"	"IN"	"DT"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"tumultuous"	"painful"	"and"	"costly"	"show"	"clearly"	"that"	"a"	"law"	"express"	"a"	"moral"	"judgment"	"cannot"	"be"	"enforce"	"when"	"it"	"have"	"little"	"correspondence"	"with"	"the"	"general"	"view"	"of"	"society"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"i"	"privately"	"which"	"in"	"which_i"	"i_privately"	"privately_in"	"thought_which_i"	"which_i_privately"	"i_privately_in"	"privately_in_recent"	"NN"	"WDT"	"PRP"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"occur"	"to"	"me"	"that"	"you"	"be"	"interested"	"in"	"some"	"thought"	"which"	"i"	"express"	"privately"	"in"	"recent"	"year"	"in"	"the"	"hope"	"of"	"clear_up"	"a"	"certain"	"confusion"	"in"	"the"	"public"	"mind"	"about"	"what"	"foreign_policy"	"be"	"all"	"about"	"and"	"what"	"it"	"mean"	"and"	"of"	"develop"	"a"	"certain"	"compassion"	"for"	"those"	"who"	"are"	"carry"	"such"	"responsibility"	"inside"	"government"	
"2:32:00::"	","	"in"	"excuse"	"ominous"	"excuse_,"	",_in"	"in_ominous"	"without_excuse_,"	"excuse_,_in"	",_in_ominous"	"in_ominous_tone"	"IN"	"NN"	"ε"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"potential"	"follower"	"be"	"openly"	"sullen"	"and"	"miss"	"muster"	"without"	"excuse"	"express"	"in"	"ominous"	"tone"	"their"	"displeasure"	"at"	"the"	"prisoner"	"being"	"keep"	"in"	"irons"	"communicate"	"with"	"the"	"three"	"by"	"glance"	"and"	"signal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"for"	"the"	"vehicle"	"most"	"vehicle_for"	"for_the"	"the_most"	"the_vehicle_for"	"vehicle_for_the"	"for_the_most"	"the_most_varied"	"DT"	"NN"	"IN"	"VB"	"RB"	"RB"	"JJ"	"for_example"	"that"	"a"	"terse"	"and"	"stereotyped"	"verbal"	"expression"	"seem"	"at_first"	"to"	"be"	"a"	"mere"	"hollow"	"convention"	"reveal"	"itself"	"over"	"the"	"month"	"of"	"therapy"	"the"	"vehicle"	"for"	"the"	"most"	"varied"	"and"	"intense"	"feeling"	"and"	"the"	"most"	"unconventional"	"of"	"meaning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"fully"	"construction"	"in"	"."	"in_fully"	"fully_construction"	"construction_."	"have_in_fully"	"in_fully_construction"	"fully_construction_."	"construction_._∅"	"VB"	"IN"	"RB"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"a"	"word"	"represent"	"a"	"larger"	"construction"	"of"	"which"	"it"	"be"	"the"	"only"	"expressed"	"part"	"it"	"normally"	"have"	"more"	"stress"	"it"	"would"	"have"	"in"	"fully"	"express"	"construction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"which"	"the"	","	"fact"	",_which"	"which_the"	"the_fact"	"athabascan_,_which"	",_which_the"	"which_the_fact"	"the_fact_that"	"NN"	"ε"	"WDT"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"more"	"stem"	"item"	"in"	"athabascan"	"which"	"express"	"the"	"fact"	"that"	"the"	"athabascan"	"language"	"have"	"undergo"	"somewhat"	"more"	"change"	"in"	"diverge"	"from"	"proto"	"athabascan"	"than"	"the"	"yokuts"	"language"	"from"	"proto"	"yokuts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
