"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"1:28:01::"	"morning"	","	"the"	"it"	"the_morning"	"morning_,"	",_it"	"during_the_morning"	"the_morning_,"	"morning_,_it"	",_it_become"	"IN"	"DT"	"JJ"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"morning"	"hour"	"it"	"become"	"clear"	"that"	"the"	"arrest"	"of"	"person"	"was"	"have"	"no"	"sobering"	"effect"	"upon"	"the"	"man"	"of"	"the"	"somers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"an"	"after"	"in"	"nightfall"	"in_an"	"an_after"	"after_nightfall"	"ride_in_an"	"in_an_after"	"an_after_nightfall"	"after_nightfall_."	"VB"	"RB"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"time"	"it"	"so"	"they"	"ride"	"in"	"an"	"hour"	"after"	"nightfall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"48"	"before"	"medication"	"slaughter"	"medication_48"	"48_before"	"before_slaughter"	"discontinue_medication_48"	"medication_48_before"	"48_before_slaughter"	"before_slaughter_."	"VB"	"NN"	"CD"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"discontinue"	"hour"	"before"	"slaughter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"72"	"before"	"feed"	"animal"	"feed_72"	"72_before"	"before_animal"	"be_feed_72"	"feed_72_before"	"72_before_animal"	"before_animal_are"	"VB"	"VB"	"CD"	"NN"	"IN"	"NN"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"additive"	"should"	"be"	"feed"	"hour"	"before"	"animal"	"are"	"slaughter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"100"	"to"	"devote"	"actual"	"devote_100"	"100_to"	"to_actual"	"of_devote_100"	"devote_100_to"	"100_to_actual"	"to_actual_preaching"	"IN"	"VB"	"JJ"	"NN"	"TO"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"petitioner"	"first"	"contend"	"that"	"the"	"group"	"deny"	"him"	"procedural"	"due_process"	"by"	"not"	"give"	"him"	"timely"	"opportunity"	"before"	"its"	"final"	"to"	"the"	"appeal_board"	"to"	"answer"	"the"	"statement"	"of"	"the"	"local"	"board"	"as"	"to"	"his"	"claim"	"of"	"devote"	"hour"	"to"	"actual"	"preaching"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"this"	","	"at"	"housewife"	"at_this"	"this_,"	",_housewife"	",_at_this"	"at_this_,"	"this_,_housewife"	",_housewife_would"	"ε"	"IN"	"DT"	"NN"	"ε"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"open"	"the"	"inner"	"door"	"the"	"cooking"	"odor"	"strong"	"all_over"	"the"	"city"	"at"	"this"	"hour"	"housewife"	"would"	"be"	"fuss"	"over"	"stove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"the"	"which"	":"	","	":_the"	"the_which"	"which_,"	"morning_:_the"	":_the_which"	"the_which_,"	"which_,_like"	"NN"	"ε"	"DT"	"NN"	"WDT"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"nine"	"o'clock"	"the"	"morning"	"the"	"hour"	"which"	"like"	"a"	"spade"	"turn"	"clod"	"of"	"earth"	"expose"	"to"	"the"	"day"	"a"	"myriad"	"of"	"busy"	"creature"	"that"	"had"	"lie_dormant"	"in"	"the"	"quiet"	"night"	
"1:28:01::"	"only"	"since"	"was"	"i"	"was_only"	"only_since"	"since_i"	"it_was_only"	"was_only_since"	"only_since_i"	"since_i_had"	"PRP"	"VBD"	"RB"	"NN"	"IN"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"only"	"hour"	"since"	"i"	"had"	"last"	"see"	"them"	"but"	"they"	"had"	"change"	"and"	"i"	"had"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"50"	"with"	"about"	"a"	"about_50"	"50_with"	"with_a"	"for_about_50"	"about_50_with"	"50_with_a"	"with_a_1000"	"IN"	"RB"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"liter"	"quantity"	"of"	"mallinckrodt"	"low"	"sulfur"	"reagent"	"grade"	"carbon_tetrachloride"	"were"	"saturate"	"with"	"and"	"f"	"and"	"illuminate"	"for"	"about"	"hour"	"with"	"a"	"watt"	"tungsten"	"lamp"	"at"	"a"	"distance"	"of"	"a_few"	"inch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"to"	"exchange"	"0.7"	"exchange_per"	"per_to"	"to_0.7"	"chlorine_exchange_per"	"exchange_per_to"	"per_to_0.7"	"to_0.7_exchange"	"NN"	"VB"	"IN"	"NN"	"TO"	"CD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reaction"	"rate"	"observe"	"at"	"range"	"from"	"f"	"the"	"chlorine"	"exchange"	"per"	"hour"	"to"	"exchange"	"per"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"."	"exchange"	"∅"	"exchange_per"	"per_."	"._∅"	"0.7_exchange_per"	"exchange_per_."	"per_._∅"	"._∅_∅"	"CD"	"VB"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reaction"	"rate"	"observe"	"at"	"range"	"from"	"f"	"of"	"the"	"exchange"	"per"	"hour"	"to"	"exchange"	"per"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"an"	"of"	"that"	"chicago"	"that_an"	"an_of"	"of_chicago"	"assumption_that_an"	"that_an_of"	"an_of_chicago"	"of_chicago_style"	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"seem"	"to"	"be"	"unfortunate"	"assumption"	"that"	"an"	"hour"	"of"	"chicago"	"style"	"jazz"	"in"	"prime_time"	"evening"	"time"	"for_example"	"could"	"not"	"be"	"justify"	"without"	"the"	"trimming"	"of"	"a"	"portentous"	"documentary"	"0"	"0"	"0"	
"1:28:00::"	"half"	"."	"a"	"∅"	"a_half"	"half_."	"._∅"	"in_a_half"	"a_half_."	"half_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"tell"	"the"	"parent"	"he"	"would"	"them"	"to"	"police_headquarters"	"in"	"a"	"half"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"former"	","	"some"	"they"	"some_former"	"former_,"	",_they"	"at_some_former"	"some_former_,"	"former_,_they"	",_they_know"	"IN"	"DT"	"JJ"	"NN"	"ε"	"PRP"	"VB"	"his"	"lecture"	"refer"	"to"	"the"	"startling"	"experience"	"which"	"almost"	"every"	"person"	"confess"	"in"	"daylight"	"that"	"particular"	"passage"	"of"	"conversation"	"and"	"action"	"have"	"occur"	"to"	"him"	"in"	"the"	"same"	"order"	"before"	"whether"	"dream"	"or"	"wake"	"a"	"suspicion"	"that"	"they"	"have"	"be"	"with"	"precisely"	"these"	"person"	"in"	"precisely"	"this"	"room"	"and"	"hear"	"precisely"	"this"	"dialogue"	"at"	"some"	"former"	"hour"	"know"	"not"	"when"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"2130"	"they"	"at"	"had"	"at_2130"	"2130_they"	"they_had"	"∅_at_2130"	"at_2130_they"	"2130_they_had"	"they_had_pass_through"	"ε"	"IN"	"CD"	"NN"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hour"	"they"	"had"	"pass_through"	"the"	"barbed_wire"	"at"	"the"	"point"	"of"	"departure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"two"	"except"	"of"	"one"	"of_two"	"two_except"	"except_one"	"period_of_two"	"of_two_except"	"two_except_one"	"except_one_,"	"NN"	"IN"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"sampler"	"were"	"operate"	"a"	"period"	"of"	"two"	"hour"	"except"	"one"	"which"	"was"	"operate"	"for"	"four"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"four"	"."	"for"	"∅"	"for_four"	"four_."	"._∅"	"operate_for_four"	"for_four_."	"four_._∅"	"._∅_∅"	"VB"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"sampler"	"were"	"operate"	"for"	"a"	"period"	"of"	"hour"	"except"	"one"	"which"	"was"	"operate"	"for"	"four"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
