"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"1:16:00::"	"a"	"why"	"be"	"i"	"be_a"	"a_why"	"why_i"	"there_be_a"	"be_a_why"	"a_why_i"	"why_i_should"	"EX"	"VB"	"DT"	"NN"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"do"	"you"	"there"	"be"	"a"	"reason"	"why"	"i"	"should"	"accept"	"your"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"that"	"for"	"concrete"	"for_the"	"the_that"	"that_concrete"	"so_for_the"	"for_the_that"	"the_that_concrete"	"that_concrete_meaning"	"RB"	"IN"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"my"	"experience"	"a"	"great"	"many_of"	"the"	"patient"	"puzzling"	"verbal"	"communication"	"be"	"so"	"for"	"the"	"reason"	"that"	"concrete"	"meaning"	"have"	"not"	"become"	"differentiate"	"from"	"figurative"	"meaning"	"in"	"his"	"subjective"	"experience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"two"	"for"	"have"	"persist"	"have_two"	"two_for"	"for_persist"	"have_have_two"	"have_two_for"	"two_for_persist"	"for_persist_so"	"VBP"	"VB"	"JJ"	"NN"	"IN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"historian"	"have"	"two"	"reason"	"for"	"persist"	"so"	"long"	"in"	"their"	"investigation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"for"	"∅"	"the"	"∅_the"	"the_for"	"for_the"	"∅_∅_the"	"∅_the_for"	"the_for_the"	"for_the_value"	"ε"	"ε"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reason"	"for"	"the"	"value"	"of"	"this"	"procedure"	"be"	"simply"	"that"	"the"	"applicant"	"were"	"test"	"at"	"work"	"in"	"different"	"situation"	"by"	"the"	"judgment"	"of"	"a"	"number"	"of"	"expert"	"who"	"could"	"see"	"how"	"the"	"salesman"	"conduct"	"themselves"	"with"	"different"	"but"	"typical"	"restaurant"	"owner"	"and"	"manager"	
"1:16:00::"	"apparent"	"why"	"no"	"we"	"no_apparent"	"apparent_why"	"why_we"	"is_no_apparent"	"no_apparent_why"	"apparent_why_we"	"why_we_should"	"VB"	"JJ"	"JJ"	"NN"	"WRB"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"no"	"apparent"	"reason"	"why"	"we"	"should"	"feel"	"bound"	"by"	"person"	"rule"	"and"	"procedure"	"since"	"his"	"predilection"	"and"	"aim"	"have"	"grow"	"so"	"vast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"the"	"offer"	"∅"	"for"	"∅_the"	"the_offer"	"offer_for"	"∅_∅_the"	"∅_the_offer"	"the_offer_for"	"offer_for_cling"	"ε"	"ε"	"DT"	"NN"	"VB"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reason"	"offer"	"for"	"cling"	"to"	"the"	"ancestral"	"faith"	"lack"	"force"	"and"	"authority"	"even"	"in"	"the"	"teenager"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"for"	"of"	"the"	"of_the"	"the_for"	"for_the"	"one_of_the"	"of_the_for"	"the_for_the"	"for_the_high"	"JJ"	"IN"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"the"	"reason"	"for"	"the"	"high"	"percentage"	"of"	"jewish"	"teenager"	"in"	"college"	"be"	"that"	"a"	"great"	"many"	"urban"	"jew"	"are"	"enable"	"to"	"attend"	"local"	"college"	"at"	"modest"	"cost"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"no"	"to"	"really"	"refuse"	"really_no"	"no_to"	"to_refuse"	"be_really_no"	"really_no_to"	"no_to_refuse"	"to_refuse_,"	"VB"	"RB"	"DT"	"NN"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"really"	"no"	"reason"	"to"	"refuse"	"and"	"person"	"had"	"never"	"ride"	"in"	"a"	"cadillac"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"set_forth"	"to"	"we"	"justify"	"we_set_forth"	"set_forth_to"	"to_justify"	"when_we_set_forth"	"we_set_forth_to"	"set_forth_to_justify"	"to_justify_such"	"WRB"	"PRP"	"VB"	"NN"	"TO"	"VB"	"JJ"	"in"	"this"	"way"	"we"	"are"	"obviously"	"take"	"for"	"granted"	"that"	"a"	"demythologized"	"restatement"	"of"	"the"	"kerygma"	"can"	"be"	"achieve"	"and"	"that"	"we"	"firmly"	"believe"	"this"	"will"	"presently"	"become"	"evident"	"when"	"set_forth"	"to"	"justify"	"such"	"a"	"conviction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"principal"	"for"	"a"	"this"	"a_principal"	"principal_for"	"for_this"	",_a_principal"	"a_principal_for"	"principal_for_this"	"for_this_phenomenon"	"ε"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"it"	"must"	"be"	"say"	"that"	"these"	"same"	"protestant"	"have"	"build"	"some"	"church"	"during"	"this"	"period"	"and"	"that"	"religious"	"have"	"empty"	"church"	"a"	"principal"	"reason"	"for"	"this"	"phenomenon"	"of"	"redundancy"	"be"	"that"	"fewer"	"protestant"	"are"	"go_to"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"one"	"alone"	"for"	"-"	"for_one"	"one_alone"	"alone_-"	"modernity_for_one"	"for_one_alone"	"one_alone_-"	"alone_-_because"	"NN"	"IN"	"JJ"	"NN"	"RB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"stand"	"on"	"the"	"of"	"modernity"	"for"	"one"	"reason"	"alone"	"because"	"he"	"write"	"utopia"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"one"	"-"	"for"	"they"	"for_one"	"one_-"	"-_they"	"olympics_for_one"	"for_one_-"	"one_-_they"	"-_they_be"	"NN"	"IN"	"JJ"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"russian"	"gymnast"	"beat_the_tar_out_of"	"the"	"american"	"in"	"the"	"olympics"	"for"	"one"	"reason"	"they"	"be"	"better"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"another"	"gymnastic"	"∅"	"study"	"∅_another"	"another_gymnastic"	"gymnastic_study"	"∅_∅_another"	"∅_another_gymnastic"	"another_gymnastic_study"	"gymnastic_study_be"	"ε"	"ε"	"DT"	"NN"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reason"	"gymnastic"	"study"	"be"	"valuable"	"be"	"that"	"it"	"can"	"be"	"start"	"very"	"early"	"in"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"no"	"he"	"for"	"could"	"for_no"	"no_he"	"he_could"	"suddenly_for_no"	"for_no_he"	"no_he_could"	"he_could_imagine"	"RB"	"IN"	"DT"	"NN"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"time"	"play"	"an"	"essential"	"part"	"in"	"mortality"	"and"	"suddenly"	"for"	"no"	"reason"	"he"	"could"	"imagine"	"or"	"admit"	"the"	"image"	"of"	"person"	"laugh"	"fill"	"his"	"mind"	"so"	"desirable"	"so"	"lusty"	"so"	"full"	"of"	"nuance"	"of"	"pleasure"	"and"	"joy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"the"	"why"	"be"	"he"	"be_the"	"the_why"	"why_he"	"which_be_the"	"be_the_why"	"the_why_he"	"why_he_had"	"WDT"	"VB"	"DT"	"NN"	"WRB"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"explain"	"his"	"errand"	"but"	"without"	"bother"	"much"	"to"	"make"	"it"	"plausible"	"he"	"feel"	"something"	"well_up"	"in"	"him"	"which"	"be"	"the"	"reason"	"why"	"he"	"had"	"flee"	"the"	"army"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"real"	"be"	"the"	"a"	"the_real"	"real_be"	"be_a"	"but_the_real"	"the_real_be"	"real_be_a"	"be_a_realization"	"CC"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"high"	"note"	"have"	"the"	"crowd"	"in"	"ecstasy"	"so"	"that"	"it"	"stop"	"show"	"midway"	"in"	"the"	"mad_scene"	"but"	"the"	"real"	"reason"	"be"	"a"	"realization"	"of"	"the"	"extraordinary"	"performance"	"unfold"	"at"	"the"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"several"	":"	"for"	"∅"	"for_several"	"several_:"	":_∅"	",_for_several"	"for_several_:"	"several_:_∅"	":_∅_∅"	"ε"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"announce"	"a"	"switch"	"in"	"his"	"starting_pitcher"	"person"	"to"	"person"	"for"	"several"	"reason"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"a"	"for"	"location"	"more"	"location_a"	"a_for"	"for_more"	"at_location_a"	"location_a_for"	"a_for_more"	"for_more_earnest"	"IN"	"NNP"	"DT"	"NN"	"IN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resolve"	"that"	"we"	"find"	"in"	"fearful"	"tragedy"	"at"	"location"	"a"	"reason"	"for"	"more"	"earnest"	"effort"	"to"	"remove"	"the"	"evil"	"of"	"slavery"	"from"	"the"	"whole"	"land"	"as"	"speedily"	"as"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:16:00::"	"the"	"and"	"∅"	"the"	"∅_the"	"the_and"	"and_the"	"∅_∅_the"	"∅_the_and"	"the_and_the"	"and_the_day"	"ε"	"ε"	"DT"	"NN"	"CC"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reason"	"and"	"the"	"day"	"of"	"grandfather_clause"	"has"	"long_since"	"pass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"a"	"for"	"be"	"the"	"be_a"	"a_for"	"for_the"	"there_be_a"	"be_a_for"	"a_for_the"	"for_the_continued"	"EX"	"VB"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"chase"	"as"	"a"	"standard"	"film"	"device"	"probably"	"the_great_train_robbery"	"and"	"there"	"be"	"a"	"reason"	"for"	"the"	"continued"	"popularity"	"of"	"the"	"device"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
