"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"	"A141"	"A142"	"A143"	"A144"	"A145"	"A146"	"A147"	"A148"	"A149"	"A150"	"A151"	"A152"	"A153"	"A154"	"A155"	"A156"	"A157"	"A158"	"A159"	"A160"	"A161"	"A162"	"A163"	"A164"	"A165"	"A166"	"A167"	"A168"	"A169"	"A170"	"A171"	"A172"	"A173"	"A174"	"A175"	"A176"	"A177"	"A178"	"A179"	"A180"	"A181"	"A182"
"2:41:00::"	"subcommittee"	"by"	"senate"	"sen._jackson"	"senate_subcommittee"	"subcommittee_by"	"by_sen._jackson"	"a_senate_subcommittee"	"senate_subcommittee_by"	"subcommittee_by_sen._jackson"	"by_sen._jackson_of"	"DT"	"NNP"	"NN"	"VB"	"IN"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"subcommittee"	"head"	"by"	"sen._jackson"	"of"	"washington"	"has"	"been"	"go_over"	"the"	"state_department"	"and"	"has"	"reach"	"some"	"predictable"	"conclusions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"who"	"the"	","	"scottish_rite"	",_who"	"who_the"	"the_scottish_rite"	"albert_pike_,_who"	",_who_the"	"who_the_scottish_rite"	"the_scottish_rite_from"	"NNP"	"ε"	"WP"	"VB"	"DT"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more_than"	"scottish_rite"	"masons"	"and"	"guests"	"gather"	"in"	"their"	"house"	"of"	"the"	"temple"	"pay"	"tribute"	"to"	"their"	"most"	"prominent"	"leader"	"albert_pike"	"who"	"head"	"the"	"scottish_rite"	"from"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"group"	"by"	"this"	"harold_colee"	"this_group"	"group_by"	"by_harold_colee"	"report_this_group"	"this_group_by"	"group_by_harold_colee"	"by_harold_colee_of"	"VB"	"DT"	"NN"	"VB"	"IN"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"established"	"pattern"	"of"	"relative"	"calm"	"in"	"the"	"field"	"of"	"relations"	"has"	"continue"	"in_all"	"areas"	"report"	"this"	"group"	"head"	"by"	"harold_colee"	"of"	"jacksonville"	"and"	"include"	"two"	"south_floridians"	"william_d._singer"	"and"	"john_b._turner"	"of"	"miami"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"be"	"by"	"will"	"the"	"will_be"	"be_by"	"by_the"	"three_will_be"	"will_be_by"	"be_by_the"	"by_the_marines"	"CD"	"MD"	"VB"	"VB"	"IN"	"DT"	"NNPS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"division"	"will"	"be"	"head"	"by"	"the"	"marines"	"follow"	"by"	"states"	"division"	"four"	"will"	"be"	"head"	"by"	"the"	"navy"	"follow"	"by"	"states"	"division"	"five"	"by"	"the"	"air_force"	"follow"	"by"	"states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"be"	"by"	"will"	"the"	"will_be"	"be_by"	"by_the"	"four_will_be"	"will_be_by"	"be_by_the"	"by_the_navy"	"CD"	"MD"	"VB"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"division"	"three"	"will"	"be"	"head"	"by"	"the"	"marines"	"by"	"states"	"division"	"four"	"will"	"be"	"head"	"by"	"the"	"navy"	"follow"	"by"	"states"	"division"	"five"	"by"	"the"	"air_force"	"follow"	"by"	"states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"toward"	"highway"	"hanover"	"highway_and"	"and_toward"	"toward_hanover"	"main_highway_and"	"highway_and_toward"	"and_toward_hanover"	"toward_hanover_i"	"JJ"	"NN"	"CC"	"VB"	"IN"	"NNP"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"bus"	"turn"	"the"	"main"	"highway"	"and"	"head"	"toward"	"hanover"	"i"	"settle"	"back"	"in"	"my"	"seat"	"and"	"close"	"my"	"eyes"	"think_over"	"the"	"events"	"of"	"the"	"past"	"two_weeks"	"try"	"to"	"put"	"the"	"pieces"	"in_order"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"mr._bolker"	"a"	"∅"	"group"	"∅_mr._bolker"	"mr._bolker_a"	"a_group"	"∅_∅_mr._bolker"	"∅_mr._bolker_a"	"mr._bolker_a_group"	"a_group_within"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"head"	"a"	"group"	"within"	"the"	"building"	"and"	"development"	"industry"	"to"	"raise"	"funds"	"in"	"support"	"of_this"	"cultural"	"center"	"for"	"the"	"perform"	"arts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"car"	"north"	"a"	"on"	"a_car"	"car_north"	"north_on"	"when_a_car"	"a_car_north"	"car_north_on"	"north_on_belvidere"	"WRB"	"DT"	"NN"	"VB"	"RB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"kimmell"	"say"	"he"	"and"	"ralph"	"were"	"help"	"across"	"belvidere"	"at"	"kercheval_monday"	"afternoon"	"when"	"a"	"car"	"head"	"north"	"on"	"belvidere"	"stop"	"belatedly"	"inside"	"the"	"pedestrian"	"crosswalk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"plymouth"	"east"	"old"	"toward"	"old_plymouth"	"plymouth_east"	"east_toward"	"the_old_plymouth"	"old_plymouth_east"	"plymouth_east_toward"	"east_toward_jarrodsville"	"DT"	"JJ"	"NNP"	"VB"	"JJ"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"station_wagon"	"the"	"old"	"plymouth"	"head"	"east"	"toward"	"jarrodsville"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"for"	"lost"	"hell"	"lost_and"	"and_for"	"for_hell"	"be_lost_and"	"lost_and_for"	"and_for_hell"	"for_hell_and"	"VB"	"JJ"	"CC"	"VB"	"IN"	"NN"	"CC"	"be"	"very"	"religious"	"a"	"good"	"church_member"	"an"	"upright"	"honest"	"and"	"sincere"	"person"	"you"	"may"	"be"	"baptize"	"confirmed"	"reverent"	"and"	"worshipful"	"you"	"may"	"attend"	"mass"	"do"	"penance"	"say"	"prayers"	"and"	"zealously"	"keep"	"all"	"the"	"sacraments"	"and"	"ceremonies"	"of"	"the"	"church"	"you"	"may"	"have"	"the"	"final"	"and"	"extreme_unction"	"but"	"you"	"be_born"	"not"	"be_born"	"again"	"you"	"be"	"lost"	"and"	"for"	"hell"	"and"	"eternal"	"punishment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"a"	"ever"	"major"	"ever_to"	"to_a"	"a_major"	"men_ever_to"	"ever_to_a"	"to_a_major"	"a_major_american"	"NNS"	"RB"	"TO"	"VB"	"DT"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dr._hester"	"also"	"one"	"of"	"youngest"	"men"	"ever"	"to"	"head"	"a"	"major"	"american"	"university"	"succeed"	"dr._carroll_v._newsom"	"who"	"resign"	"last"	"september"	"to"	"join"	"prentice-hall_inc."	"publishing_firm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"her"	","	"turn"	"``"	"turn_her"	"her_,"	",_``"	"without_turn_her"	"turn_her_,"	"her_,_``"	",_``_after"	"IN"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"say"	"turn"	"her"	"head"	"after"	"that"	"rain"	"beat"	"in"	"atop"	"the"	"dust"	"there"	"be"	"n't"	"a"	"thing"	"that"	"won"	"n't"	"be"	"streaked"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"practically"	"had"	"blow_off"	"had_his"	"his_practically"	"practically_blow_off"	"have_had_his"	"had_his_practically"	"his_practically_blow_off"	"practically_blow_off_by"	"VB"	"VBN"	"PRP$"	"NN"	"RB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"though"	"person"	"seem"	"have"	"had"	"his"	"head"	"practically"	"blow_off"	"by"	"the"	"explode"	"grenade"	"he"	"live"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"he"	"into"	","	"location"	",_he"	"he_into"	"into_location"	"run_out_,_he"	",_he_into"	"he_into_location"	"into_location_and"	"VB"	"ε"	"PRP"	"VB"	"IN"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"as"	"time"	"begin"	"run_out"	"he"	"head"	"into"	"location"	"and"	"glide-bomb"	"a"	"group"	"of"	"house"	"that"	"intelligence"	"had"	"think"	"might"	"contain"	"japanese"	"supplies"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"'s"	"."	"left_fielder"	"∅"	"left_fielder_'s"	"'s_."	"._∅"	"the_left_fielder_'s"	"left_fielder_'s_."	"'s_._∅"	"._∅_∅"	"DT"	"NN"	"POS"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"last"	"of"	"the"	"sixth"	"inning"	"person"	"get_up"	"bat"	"and"	"hit"	"a"	"fastball"	"over"	"the"	"left_fielder"	"head"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"'s"	"."	"person"	"∅"	"person_'s"	"'s_."	"._∅"	"for_person_'s"	"person_'s_."	"'s_._∅"	"._∅_∅"	"VB"	"NNP"	"POS"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"ball"	"the"	"hefty"	"throw"	"come"	"in"	"for"	"person"	"head"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
