"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"1:04:05::"	"the"	"in"	"∅"	"a_few"	"∅_the"	"the_in"	"in_a_few"	"∅_∅_the"	"∅_the_in"	"the_in_a_few"	"in_a_few_commodity"	"ε"	"ε"	"DT"	"NN"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"trade"	"in"	"a_few"	"commodity"	"note"	"above"	"was"	"to"	"grow"	"in"	"volume"	"as"	"a"	"result"	"of"	"change"	"both"	"north"	"and"	"south"	"of"	"the"	"th"	"parallel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:05::"	"u.s."	"with"	"remaining"	"cuba"	"remaining_u.s."	"u.s._with"	"with_cuba"	"of_remaining_u.s."	"remaining_u.s._with"	"u.s._with_cuba"	"with_cuba_was"	"IN"	"JJ"	"NN"	"NN"	"IN"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"april"	"twenty-fifth"	"the"	"white_house"	"report"	"a"	"total"	"embargo"	"of"	"remaining"	"u.s."	"trade"	"with"	"cuba"	"was"	"being"	"consider"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:commercial:00"	"industry"	"association"	"their"	"."	"their_industry"	"industry_association"	"association_."	"through_their_industry"	"their_industry_association"	"industry_association_."	"association_._∅"	"IN"	"PRP$"	"NN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"american"	"gun"	"and"	"ammunition"	"producer"	"a"	"successful"	"promotional"	"program"	"through"	"their"	"industry"	"trade"	"association"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"a"	"or"	"to"	"business"	"to_a"	"a_or"	"or_business"	"attributable_to_a"	"to_a_or"	"a_or_business"	"or_business_."	"JJ"	"TO"	"DT"	"NN"	"CC"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"businessman"	"deduct"	"all"	"ordinary"	"necessary"	"expense"	"attributable"	"to"	"a"	"trade"	"or"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"of"	"for"	"celebrate"	"for_the"	"the_of"	"of_celebrate"	"vie_for_the"	"for_the_of"	"the_of_celebrate"	"of_celebrate_miner"	"VB"	"IN"	"DT"	"NN"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"no"	"less"	"than"	"six"	"or"	"seven"	"saloon"	"in"	"not"	"count"	"the"	"lower_class"	"dive"	"all"	"vie"	"for"	"the"	"trade"	"of"	"celebrate"	"miner"	"and"	"teamster"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::;1:04:05::"	"restrain"	"or"	"to"	"attempt"	"to_restrain"	"restrain_or"	"or_attempt"	"conspiracy_to_restrain"	"to_restrain_or"	"restrain_or_attempt"	"or_attempt_to"	"NN"	"TO"	"VB"	"NN"	"CC"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"a"	"finding"	"conspiracy"	"to"	"restrain"	"trade"	"or"	"attempt"	"to"	"monopolize"	"was"	"exclude"	"from"	"the"	"court"	"decision"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:05::"	"in"	"''"	"stock"	","	"stock_in"	"in_''"	"''_,"	"my_stock_in"	"stock_in_''"	"in_''_,"	"''_,_person"	"PRP$"	"NN"	"IN"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"reputation"	"be"	"stock"	"in"	"trade"	"person"	"mention"	"more_than"	"once"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"operatic"	"to"	"of"	"cushion"	"of_operatic"	"operatic_to"	"to_cushion"	"line_of_operatic"	"of_operatic_to"	"operatic_to_cushion"	"to_cushion_the"	"NN"	"IN"	"JJ"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"of"	"operatic"	"trade"	"to"	"cushion"	"the"	"budget"	"the"	"group"	"will"	"use"	"san_francisco"	"new"	"group"	"production"	"of"	"lucia_di_lammermoor"	"this"	"season"	"return"	"the"	"favor"	"next"	"season"	"when"	"san_francisco"	"use"	"the"	"dallas"	"don_giovanni"	"design"	"by"	"person"	"0"	"0"	"0"	
"1:14:00::"	"the"	"."	"in"	"∅"	"in_the"	"the_."	"._∅"	"say_in_the"	"in_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"not_only"	"be"	"a"	"superior"	"pitcher"	"but"	"a"	"gentlemanly"	"fine"	"a"	"ballplayer"	"ballplayer"	"as"	"they"	"say"	"in"	"the"	"trade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"various"	"association"	"and"	","	"and_various"	"various_association"	"association_,"	"group_and_various"	"and_various_association"	"various_association_,"	"association_,_can"	"NNP"	"CC"	"JJ"	"NN"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"professional"	"organization"	"such_as"	"group"	"group"	"and"	"various"	"trade"	"association"	"can"	"and"	"do"	"aid"	"greatly"	"in"	"this"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"in"	"."	"staple"	"∅"	"staple_in"	"in_."	"._∅"	"sole_staple_in"	"staple_in_."	"in_._∅"	"._∅_∅"	"JJ"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"one"	"who"	"has"	"study"	"the"	"radical"	"right"	"suppose"	"that"	"words"	"be"	"their"	"sole"	"staple"	"in"	"trade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
