"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"
"2:39:00::"	"have"	"livelier"	"rule"	"interest"	"rule_have"	"have_livelier"	"livelier_interest"	"a_rule_have"	"rule_have_livelier"	"have_livelier_interest"	"livelier_interest_in"	"DT"	"NN"	"VBP"	"VB"	"JJR"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"state_controller_arthur_levitt"	"on_the_other_hand"	"cannot"	"effectively"	"deny"	"that"	"he"	"has"	"choose"	"to"	"be"	"candidate"	"of"	"those"	"party"	"leaders"	"who"	"as"	"a"	"rule"	"have"	"show"	"livelier"	"interest"	"in"	"political"	"power"	"than"	"in"	"the"	"city"	"welfare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"surveys"	"that"	"``"	"one"	"``_surveys"	"surveys_that"	"that_one"	"∅_``_surveys"	"``_surveys_that"	"surveys_that_one"	"that_one_out"	"ε"	"ε"	"NNS"	"VB"	"IN"	"CD"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"show"	"that"	"one"	"out"	"of"	"three"	"americans"	"has"	"vital"	"contact"	"with"	"the"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"when"	"dogs"	"``"	"cease"	"``_when"	"when_dogs"	"dogs_cease"	":_``_when"	"``_when_dogs"	"when_dogs_cease"	"dogs_cease_to"	"ε"	"ε"	"WRB"	"VB"	"NNS"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"speak"	"from"	"long"	"years"	"of"	"experience"	"advise"	"the"	"juniors"	"when"	"show"	"dogs"	"cease"	"to"	"be"	"fun"	"and"	"excitement"	"stop"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"to"	"your"	"is"	"ability"	"is_to"	"to_your"	"your_ability"	"today_is_to"	"is_to_your"	"to_your_ability"	"your_ability_to"	"NN"	"VBZ"	"TO"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reason"	"you"	"be"	"in"	"ring"	"today"	"is"	"to"	"show"	"your"	"ability"	"to"	"present"	"to"	"any"	"judge"	"the_most"	"attractive"	"picture"	"of"	"your"	"dog"	"that"	"the"	"skillful"	"use"	"of"	"your"	"aids"	"can"	"produce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	","	"an"	"mass."	"irish_setter"	"mass._,"	",_an"	"an_irish_setter"	",_mass._,"	"mass._,_an"	",_an_irish_setter"	"an_irish_setter_,"	"ε"	"NNP"	"ε"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"betty_lou_ham"	"age"	"holyoke"	"mass."	"an"	"irish_setter"	"was"	"choose"	"as"	"international_champion"	"of"	"the"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	","	"a"	"n._y."	"doberman_pinscher"	"n._y._,"	",_a"	"a_doberman_pinscher"	",_n._y._,"	"n._y._,_a"	",_a_doberman_pinscher"	"a_doberman_pinscher_,"	"ε"	"NNP"	"ε"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sydney_le_blanc"	"age"	"staten_island"	"n._y."	"a"	"doberman_pinscher"	"be"	"nd"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	","	"a"	"md."	"dachshund"	"md._,"	",_a"	"a_dachshund"	",_md._,"	"md._,_a"	",_a_dachshund"	"a_dachshund_,"	"ε"	"NNP"	"ε"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"susan_hackmann"	"age"	"from"	"baltimore"	"show"	"a"	"dachshund"	"be"	"rd"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	","	"a"	"penna."	"keeshond"	"penna._,"	",_a"	"a_keeshond"	",_penna._,"	"penna._,_a"	",_a_keeshond"	"a_keeshond_be"	"ε"	"FW"	"ε"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"karen_marcmann"	"age"	"trapp"	"penna."	"a"	"keeshond"	"be"	"th"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"not_only"	"and"	"and"	"win"	"and_not_only"	"not_only_and"	"and_win"	"campaigners_and_not_only"	"and_not_only_and"	"not_only_and_win"	"and_win_in"	"NNS"	"CC"	"RB"	"VB"	"CC"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"juniors"	"who"	"were"	"enter"	"in"	"finals"	"be"	"seasoned"	"campaigners"	"and"	"not_only"	"show"	"and"	"win"	"in"	"junior_classes"	"but"	"score"	"in"	"the"	"breed"	"classes"	"as_well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"to"	"a"	"ability"	"dog"	"ability_to"	"to_a"	"a_dog"	"'s_ability_to"	"ability_to_a"	"to_a_dog"	"a_dog_."	"POS"	"NN"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"years"	"ago"	"this"	"class"	"was"	"judge"	"by"	"celebrities"	"who"	"nothing"	"of_what"	"was"	"require"	"of"	"a"	"junior"	"ability"	"to"	"show"	"a"	"dog"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"-"	"what"	"march"	"is"	"march_-"	"-_what"	"what_is"	"or_march_-"	"march_-_what"	"-_what_is"	"what_is_happen"	"CC"	"NNP"	"ε"	"VB"	"WP"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"new"	"report"	"on"	"the"	"earnings"	"records"	"of"	"toll"	"roads"	"in"	"recent"	"month"	"period"	"end"	"in"	"february"	"or"	"march"	"show"	"what"	"is"	"happen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"turnpikes"	"gains"	"the"	"in"	"the_turnpikes"	"turnpikes_gains"	"gains_in"	"all_the_turnpikes"	"the_turnpikes_gains"	"turnpikes_gains_in"	"gains_in_net"	"PDT"	"DT"	"NNS"	"VB"	"NNS"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nearly"	"the"	"turnpikes"	"show"	"gains"	"in"	"net"	"revenues"	"during"	"the"	"period"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"and"	"the"	"nonconformist"	"world"	"nonconformist_and"	"and_the"	"the_world"	"violently_nonconformist_and"	"nonconformist_and_the"	"and_the_world"	"the_world_they"	"RB"	"NN"	"CC"	"VB"	"DT"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"francesca"	"and"	"herbert"	"themselves"	"violently"	"nonconformist"	"and"	"show"	"the"	"world"	"they"	"were"	"by"	"fill"	"their"	"colonial"	"house"	"with"	"contemporary"	"furniture"	"and"	"paintings"	"and"	"art"	"objects"	"expensive"	"but"	"not"	"necessarily"	"valuable"	"contemporary"	"things"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
