"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"1:21:00::"	"''"	"bargain"	"key"	","	"key_''"	"''_bargain"	"bargain_,"	"``_key_''"	"key_''_bargain"	"''_bargain_,"	"bargain_,_we"	"ε"	"JJ"	"ε"	"NN"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_order_to"	"focus"	"clearly"	"upon"	"the"	"operation"	"of"	"this"	"one"	"force"	"which"	"we"	"may"	"the"	"effect"	"of"	"public"	"limit"	"price"	"on"	"key"	"wage"	"bargain"	"we"	"deliberately"	"simplify"	"the"	"model"	"by"	"abstract"	"from"	"force"	"such_as"	"union"	"power"	"which"	"may"	"be"	"relevant"	"in"	"an"	"actual"	"situation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"its"	"and"	"that"	"price"	"that_its"	"its_and"	"and_price"	"important_that_its"	"that_its_and"	"its_and_price"	"and_price_policy"	"JJ"	"IN"	"PRP$"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"industry"	"of"	"this"	"be"	"so"	"important"	"that"	"its"	"wage"	"and"	"price"	"policy"	"are"	"affect"	"with"	"a"	"public"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"rising"	","	"due_to"	"etc"	"due_to_rising"	"rising_,"	",_etc"	"(_due_to_rising"	"due_to_rising_,"	"rising_,_etc"	",_etc_."	"ε"	"JJ"	"JJ"	"NN"	"ε"	"FW"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"such"	"an"	"industry"	"it"	"be"	"only"	"safe"	"to"	"raise"	"its"	"price"	"if"	"such"	"increase"	"is"	"manifestly"	"justify"	"by"	"rising"	"cost"	"due_to"	"rising"	"wage"	"etc"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"the"	"rate"	"when"	"rise"	"when_the"	"the_rate"	"rate_rise"	"rise_when_the"	"when_the_rate"	"the_rate_rise"	"rate_rise_,"	"VB"	"WRB"	"DT"	"NN"	"NN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"marginal_cost"	"when"	"the"	"wage"	"rate"	"rise"	"the"	"profit-maximizing"	"price"	"also"	"rise"	"when"	"the"	"public"	"limit"	"price"	"is"	"elevate"	"and"	"be"	"likely"	"to"	"remain"	"well"	"above"	"the"	"latter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"basic"	"rate"	"the"	"to"	"the_basic"	"basic_rate"	"rate_to"	"allow_the_basic"	"the_basic_rate"	"basic_rate_to"	"rate_to_rise"	"VB"	"DT"	"JJ"	"NN"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"or"	"not"	"it"	"be"	"in"	"industry"	"interest"	"to"	"allow"	"the"	"basic"	"wage"	"rate"	"to"	"rise"	"obviously"	"depend_upon"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"rise"	"in"	"response"	"to"	"a"	"basic"	"wage"	"increase"	"and"	"the"	"relation"	"of"	"this"	"response"	"to"	"the"	"increase"	"in"	"cost"	"accompany"	"the"	"wage"	"increase"	"0"	
"1:21:00::"	"basic"	"increase"	"a"	","	"a_basic"	"basic_increase"	"increase_,"	"to_a_basic"	"a_basic_increase"	"basic_increase_,"	"increase_,_and"	"TO"	"DT"	"JJ"	"NN"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"or"	"not"	"it"	"be"	"in"	"the"	"industry"	"interest"	"to"	"allow"	"the"	"basic"	"wage"	"rate"	"to"	"obviously"	"depend_upon"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"rise"	"in"	"response"	"to"	"a"	"basic"	"wage"	"increase"	"and"	"the"	"relation"	"of"	"this"	"response"	"to"	"the"	"increase"	"in"	"cost"	"accompany"	"the"	"wage"	"increase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"the"	"increase"	"accompany"	"."	"accompany_the"	"the_increase"	"increase_."	"cost_accompany_the"	"accompany_the_increase"	"the_increase_."	"increase_._∅"	"NN"	"VB"	"DT"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"or"	"not"	"it"	"be"	"in"	"the"	"industry"	"interest"	"to"	"allow"	"the"	"basic"	"wage"	"rate"	"to"	"rise"	"obviously"	"depend_upon"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"rise"	"response"	"to"	"a"	"basic"	"wage"	"increase"	"and"	"the"	"relation"	"of"	"response"	"to"	"the"	"increase"	"in"	"cost"	"accompany"	"the"	"wage"	"increase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"basic"	"rate"	"the"	"be"	"the_basic"	"basic_rate"	"rate_be"	"in_the_basic"	"the_basic_rate"	"basic_rate_be"	"rate_be_also"	"IN"	"DT"	"JJ"	"NN"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"are"	"abstract"	"from"	"the"	"fact"	"of"	"strike"	"here"	"but"	"it"	"should"	"be"	"obvious"	"that"	"the"	"to"	"which"	"the"	"public"	"limit"	"price"	"is"	"raise"	"by"	"a"	"given"	"increase"	"in"	"the"	"basic"	"wage"	"rate"	"be"	"also"	"a"	"function"	"of"	"the"	"show"	"of"	"resistance"	"put_up"	"by"	"the"	"industry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"to"	"price"	"resistance"	"increase"	"resistance_to"	"to_price"	"price_increase"	"and_resistance_to"	"resistance_to_price"	"to_price_increase"	"price_increase_be"	"CC"	"NN"	"TO"	"NN"	"NN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"public"	"indignation"	"resistance"	"to"	"wage"	"price"	"increase"	"be"	"obviously"	"much"	"less"	"when"	"the"	"increase"	"be"	"on"	"the"	"order"	"of"	"per_annum"	"than"	"when"	"the"	"increase"	"be"	"on"	"the"	"order"	"of"	"per"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"going"	"rate"	"the"	"."	"the_going"	"going_rate"	"rate_."	"at_the_going"	"the_going_rate"	"going_rate_."	"rate_._∅"	"IN"	"DT"	"JJ"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"single"	"union"	"which"	"face"	"the"	"industry"	"does"	"not"	"restrict"	"its"	"membership"	"and"	"there"	"be"	"adequate"	"supply"	"of"	"labor"	"available"	"to"	"the"	"firm"	"of"	"the"	"industry"	"at"	"the"	"going"	"wage"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"demand"	"increase"	"vigorously"	"from"	"vigorously_demand"	"demand_increase"	"increase_from"	"union_vigorously_demand"	"vigorously_demand_increase"	"demand_increase_from"	"increase_from_productivity"	"NN"	"RB"	"VB"	"NN"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"vigorously"	"demand"	"wage"	"increase"	"from"	"productivity"	"increase"	"and"	"wage"	"increase"	"to"	"offset"	"cost_of_living"	"increase"	"but"	"we"	"abstract"	"from"	"these"	"force"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"and"	"increase"	","	"to"	",_and"	"and_increase"	"increase_to"	"increase_,_and"	",_and_increase"	"and_increase_to"	"increase_to_offset"	"NN"	"ε"	"CC"	"NN"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"union"	"vigorously"	"demand"	"wage"	"from"	"productivity"	"increase"	"and"	"wage"	"increase"	"to"	"offset"	"cost_of_living"	"increase"	"but"	"we"	"abstract"	"from"	"these"	"force"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"offset"	"rate"	"may"	"increase"	"may_offset"	"offset_rate"	"rate_increase"	"increase_may_offset"	"may_offset_rate"	"offset_rate_increase"	"rate_increase_,"	"NN"	"MD"	"VB"	"NN"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"assume"	"further"	"that"	"the"	"union"	"the"	"possibility"	"price"	"level"	"increase"	"may"	"offset"	"wage"	"rate"	"increase"	"and"	"it"	"does"	"not"	"entirely"	"disregard"	"the"	"effect"	"of"	"price"	"increase"	"arise"	"from"	"its"	"own"	"wage"	"increase"	"upon"	"the"	"real"	"wage"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"own"	"increase"	"its"	"upon"	"its_own"	"own_increase"	"increase_upon"	"from_its_own"	"its_own_increase"	"own_increase_upon"	"increase_upon_the"	"IN"	"PRP$"	"JJ"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"assume"	"further"	"that"	"the"	"union"	"recognize"	"the"	"possibility"	"price"	"level"	"increase"	"may"	"offset"	"wage"	"rate"	"and"	"it"	"does"	"not"	"entirely"	"disregard"	"the"	"effect"	"of"	"price"	"increase"	"arise"	"from"	"its"	"own"	"wage"	"increase"	"upon"	"the"	"real"	"wage"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
