"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"5:00:00:high:02"	"have"	"promise"	","	"of"	",_have"	"have_promise"	"promise_of"	"above_,_have"	",_have_promise"	"have_promise_of"	"promise_of_accomplish"	"RB"	"ε"	"VB"	"JJ"	"NN"	"IN"	"VB"	"the"	"congress"	"from_time_to_time"	"authorization"	"for"	"construction"	"and"	"operation"	"or"	"for"	"participation"	"in"	"the"	"construction"	"and"	"operation"	"of"	"a"	"demonstration"	"plant"	"for"	"any"	"process"	"which"	"he"	"determine"	"on"	"the"	"basis"	"of"	"subsection"	"a"	"and"	"b"	"above"	"have"	"great"	"promise"	"accomplish"	"the"	"purpose"	"of_this"	"act"	"such"	"recommendation"	"to"	"be"	"accompany"	"by"	"a"	"report"	"on"	"the"	"size"	"location"	"and"	"cost"	"of"	"the"	"proposed"	"plant"	"and"	"the"	"engineering"	"and"	"economic"	"detail"	"with_respect_thereto"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"no"	"problem"	"be"	"."	"be_no"	"no_problem"	"problem_."	"meal_be_no"	"be_no_problem"	"no_problem_."	"problem_._∅"	"NN"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"camp"	"be"	"no"	"great"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"as"	"as"	"three_times"	"the"	"three_times_as"	"as_as"	"as_the"	"speed_three_times_as"	"three_times_as_as"	"as_as_the"	"as_the_speed"	"NN"	"RB"	"RB"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"example"	"be"	"the"	"recent"	"cancellation"	"of"	"the"	"f-108"	"long"	"range"	"interceptor"	"with"	"a"	"speed"	"three_times"	"as"	"great"	"as"	"the"	"speed"	"of"	"sound"	"which"	"was"	"design"	"for"	"use"	"against"	"manned"	"bomber"	"in"	"the"	"period"	"of"	"the"	"mid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:major:06"	"that"	"symbol"	","	"of"	",_that"	"that_symbol"	"symbol_of"	"university_,_that"	",_that_symbol"	"that_symbol_of"	"symbol_of_american"	"NN"	"ε"	"IN"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"did"	"it"	"happen"	"for_example"	"that"	"state"	"university"	"that"	"great"	"symbol"	"of"	"american"	"democracy"	"fail"	"to"	"flourish"	"in"	"new_england"	"as"	"it"	"did"	"in"	"part"	"of"	"the"	"country"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"be"	"than"	")"	"its"	")_be"	"be_than"	"than_its"	"above_)_be"	")_be_than"	"be_than_its"	"than_its_maximum"	"RB"	"ε"	"VB"	"JJ"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"determine"	"if"	"the"	"particular"	"state"	"unadjusted"	"allotment"	"result"	"in"	"item"	"above"	"be"	"great"	"than"	"its"	"maximum"	"allotment"	"and"	"if"	"so"	"lower"	"its"	"unadjusted"	"allotment"	"to"	"its"	"maximum"	"allotment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"a"	"many_of"	","	"the"	",_a"	"a_many_of"	"many_of_the"	"experience_,_a"	",_a_many_of"	"a_many_of_the"	"many_of_the_patient"	"NN"	"ε"	"DT"	"JJ"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"my"	"a"	"great"	"many_of"	"the"	"patient"	"more"	"puzzling"	"verbal"	"communication"	"be"	"so"	"for"	"the"	"reason"	"that"	"concrete"	"meaning"	"have"	"not"	"become"	"differentiate"	"from"	"figurative"	"meaning"	"in"	"his"	"subjective"	"experience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"the"	"strait"	"of"	"."	"of_the"	"the_strait"	"strait_."	"inlet_of_the"	"of_the_strait"	"the_strait_."	"strait_._∅"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"berg"	"grow"	"large"	"person"	"was"	"force"	"to"	"turn"	"into"	"what"	"be"	"now"	"location"	"an"	"inlet"	"of"	"the"	"great"	"strait"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"the"	"appeal"	"account_for"	"of"	"account_for_the"	"the_appeal"	"appeal_of"	"which_account_for_the"	"account_for_the_appeal"	"the_appeal_of"	"appeal_of_the"	"WDT"	"VB"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"this"	"curious"	"blend"	"of"	"individualism"	"and"	"public"	"service"	"which"	"account_for"	"the"	"great"	"appeal"	"of"	"the"	"mythological"	"detective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:good:01"	"sound"	"''"	"it"	","	"it_sound"	"sound_''"	"''_,"	",_it_sound"	"it_sound_''"	"sound_''_,"	"''_,_i"	"ε"	"PRP"	"VB"	"JJ"	"ε"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"it"	"great"	"i"	"say"	"but"	"suppose"	"you"	"do"	"n't"	"think_of"	"yourself"	"as"	"an"	"impressionist"	"painter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"no"	"surprise"	"as"	"to"	"as_no"	"no_surprise"	"surprise_to"	"come_as_no"	"as_no_surprise"	"no_surprise_to"	"surprise_to_person"	"VB"	"IN"	"JJ"	"JJ"	"NN"	"TO"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"had"	"as"	"no"	"great"	"surprise"	"to"	"person"	"that"	"the"	"hot"	"water"	"in"	"the"	"shower"	"did"	"n't"	"work"	"that"	"person"	"had"	"throw_up"	"all_over"	"the"	"stairs"	"or"	"that"	"some"	"thieving"	"bastard"	"of"	"a"	"cop"	"had"	"walk_off"	"with"	"his"	"cigarette"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"the"	"difference"	"∅"	"in"	"∅_the"	"the_difference"	"difference_in"	"∅_∅_the"	"∅_the_difference"	"the_difference_in"	"difference_in_the"	"ε"	"ε"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"great"	"difference"	"in"	"the"	"two"	"set"	"of"	"figure"	"be_due"	"to"	"difference"	"in"	"the"	"two"	"set"	"of"	"list"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"acquire"	"tact"	"has"	"and"	"has_acquire"	"acquire_tact"	"tact_and"	"but_has_acquire"	"has_acquire_tact"	"acquire_tact_and"	"tact_and_feeling"	"CC"	"VBZ"	"VB"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"evident"	"that"	"person"	"has"	"not_only"	"have"	"much"	"with"	"basic"	"vocabulary"	"in"	"many"	"language"	"but"	"has"	"acquire"	"great"	"tact"	"and"	"feeling"	"for"	"the"	"expectable"	"behavior"	"of"	"lexical"	"item"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:extraordinary:00"	"three"	"terrible"	","	"force"	",_three"	"three_terrible"	"terrible_force"	"meanwhile_,_three"	",_three_terrible"	"three_terrible_force"	"terrible_force_were"	"RB"	"ε"	"JJ"	"JJ"	"JJ"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"meanwhile"	"great"	"terrible"	"force"	"were"	"coagulate"	"and"	"crystallize"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:important:00"	"the"	"composer"	"of"	"of"	"of_the"	"the_composer"	"composer_of"	"one_of_the"	"of_the_composer"	"the_composer_of"	"composer_of_the"	"NN"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"in"	"person"	"the"	"produce"	"one"	"of"	"the"	"great"	"composer"	"of"	"the"	"twentieth"	"century"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"a"	"many"	"that"	"urban"	"that_a"	"a_many"	"many_urban"	"be_that_a"	"that_a_many"	"a_many_urban"	"many_urban_jew"	"VB"	"IN"	"DT"	"JJ"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"reason"	"for"	"the"	"high"	"of"	"jewish"	"teenager"	"in"	"college"	"be"	"that"	"a"	"great"	"many"	"urban"	"jew"	"are"	"enable"	"to"	"attend"	"local"	"college"	"at"	"modest"	"cost"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"the"	"falling_off"	"admit"	"in"	"admit_the"	"the_falling_off"	"falling_off_in"	"to_admit_the"	"admit_the_falling_off"	"the_falling_off_in"	"falling_off_in_effective"	"TO"	"VB"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"protestant"	"themselves"	"be"	"first"	"to"	"admit"	"the"	"great"	"falling_off"	"in"	"effective"	"membership"	"in"	"their"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
