"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"
"2:30:00::"	"and"	"at"	"the_buddha"	"peace"	"the_buddha_and"	"and_at"	"at_peace"	"in_the_buddha_and"	"the_buddha_and_at"	"and_at_peace"	"at_peace_with"	"IN"	"NN"	"CC"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"matter"	"here"	"be"	"family"	"faith"	"in"	"the_buddha"	"and"	"stay"	"at"	"peace"	"with"	"the"	"phis"	"the"	"spirit"	"and"	"to"	"live"	"in"	"harmony"	"with"	"nature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"and"	"until"	","	"laos"	",_and"	"and_until"	"until_laos"	"colonize_,_and"	",_and_until"	"and_until_laos"	"until_laos_become"	"VB"	"ε"	"CC"	"VB"	"IN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"many_a"	"frenchman"	"they"	"come"	"year"	"colonize"	"and"	"stay"	"until"	"laos"	"become"	"independent"	"in"	"the"	"land"	"had"	"be"	"even"	"more"	"delightfully"	"tranquil"	"than"	"tahiti"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"in"	"long"	"your"	"long_to"	"to_in"	"in_your"	"how_long_to"	"long_to_in"	"to_in_your"	"in_your_shelter"	"WRB"	"JJ"	"TO"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"to"	"stay"	"in"	"your"	"shelter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"may"	"outside"	"you"	"."	"you_may"	"may_outside"	"outside_."	"long_you_may"	"you_may_outside"	"may_outside_."	"outside_._∅"	"JJ"	"PRP"	"MD"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"you"	"may"	"stay"	"outside"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"in"	"prepared"	"your"	"prepared_to"	"to_in"	"in_your"	"be_prepared_to"	"prepared_to_in"	"to_in_your"	"in_your_shelter"	"VB"	"JJ"	"TO"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"should"	"prepared"	"to"	"stay"	"in"	"your"	"shelter"	"full-time"	"for"	"at_least"	"several"	"day"	"and"	"to"	"make"	"it"	"your"	"home"	"for"	"day"	"or"	"longer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"a_little"	"me"	"longer"	"me_to"	"to_a_little"	"a_little_longer"	"ask_me_to"	"me_to_a_little"	"to_a_little_longer"	"a_little_longer_."	"VB"	"PRP"	"TO"	"VB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"go_on"	"when"	"we"	"finish"	"person"	"person"	"me"	"to"	"stay"	"a_little"	"longer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"clear"	"wingman"	","	"wingman_,"	",_clear"	"clear_,"	"∅_wingman_,"	"wingman_,_clear"	",_clear_,"	"clear_,_he"	"ε"	"NN"	"ε"	"VB"	"JJ"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stay"	"clear"	"he"	"pray"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"-"	"here"	"and"	"here_to"	"to_-"	"-_and"	"be_here_to"	"here_to_-"	"to_-_and"	"-_and_the"	"VB"	"JJ"	"TO"	"VB"	"ε"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"need"	"for"	"be"	"here"	"to"	"stay"	"and"	"the"	"problem"	"is"	"going_to"	"be"	"tough"	"to"	"solve"	"in"	"the"	"sixties"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"she"	"away"	"∅"	"for"	"∅_she"	"she_away"	"away_for"	"∅_∅_she"	"∅_she_away"	"she_away_for"	"away_for_ten"	"ε"	"ε"	"PRP"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stay"	"away"	"for"	"ten"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"she"	"in"	","	"bed"	",_she"	"she_in"	"in_bed"	"mostly_,_she"	",_she_in"	"she_in_bed"	"in_bed_."	"RB"	"ε"	"PRP"	"VB"	"RB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mostly"	"stay"	"in"	"bed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"'re"	"right"	"you"	"here"	"you_'re"	"'re_right"	"right_here"	"``_you_'re"	"you_'re_right"	"'re_right_here"	"right_here_for_a_while"	"ε"	"PRP"	"VBP"	"VB"	"RB"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"right"	"here"	"for_a_while"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"he"	"for"	"where"	"10"	"where_he"	"he_for"	"for_10"	")_where_he"	"where_he_for"	"he_for_10"	"for_10_day"	"ε"	"WRB"	"PRP"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"location"	"ttingen"	"where"	"stay"	"for"	"day"	"he"	"write"	"the"	"first"	"question"	"ask"	"everywhere"	"be"	"about"	"galvanism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"would"	"in"	"definitely"	"the"	"definitely_would"	"would_in"	"in_the"	"person_definitely_would"	"definitely_would_in"	"would_in_the"	"in_the_lineup"	"NNP"	"RB"	"MD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"a"	"lengthy"	"workout"	"yesterday"	"an"	"open"	"person"	"say"	"that"	"person"	"definitely"	"would"	"stay"	"in"	"the"	"lineup"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"to"	"with"	"have"	"person"	"have_to"	"to_with"	"with_person"	"i_have_to"	"have_to_with"	"to_with_person"	"with_person_for_a_while"	"PRP"	"VB"	"VB"	"VB"	"IN"	"NNP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"to"	"stay"	"with"	"person"	"for_a_while"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"away"	"and"	"from"	"and_has"	"has_away"	"away_from"	",_and_has"	"and_has_away"	"has_away_from"	"away_from_newsman"	"ε"	"CC"	"VBZ"	"VB"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"take"	"a"	"midnight"	"train"	"out"	"of"	"cleveland"	"saturday"	"an"	"official"	"word"	"to"	"anybody"	"and"	"has"	"stay"	"away"	"from"	"newsman"	"on"	"his"	"train"	"trip"	"across_the_nation"	"to"	"location"	"location"	"where"	"his"	"wife"	"former"	"olympic"	"diving"	"champion"	"person"	"await"	"0"	"0"	"0"	
"2:30:00::"	"'ll"	"on"	"i"	"the"	"i_'ll"	"'ll_on"	"on_the"	"``_i_'ll"	"i_'ll_on"	"'ll_on_the"	"on_the_phone"	"ε"	"PRP"	"MD"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"stay"	"on"	"the"	"phone"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"person"	"in"	"period"	"his"	"period_person"	"person_in"	"in_his"	"which_period_person"	"period_person_in"	"person_in_his"	"in_his_room"	"WDT"	"NN"	"NNP"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"continue"	"most"	"of"	"the"	"week"	"following"	"that"	"trip"	"to"	"church"	"during"	"which"	"period"	"person"	"stay"	"in"	"his"	"room"	"and"	"usually"	"in"	"a"	"trance"	"so"	"deep"	"that"	"person"	"would"	"have"	"pronounce"	"him"	"dead"	"had"	"he"	"not"	"see"	"it"	"before"	
"2:38:00::"	"begin"	"away"	"audience"	"in"	"audience_begin"	"begin_away"	"away_in"	"before_audience_begin"	"audience_begin_away"	"begin_away_in"	"away_in_large_number"	"IN"	"NN"	"VB"	"VB"	"JJ"	"IN"	"NN"	"the"	"field"	"of"	"entertainment"	"there"	"be"	"no"	"spur"	"to"	"financial"	"daring"	"so"	"effective"	"as"	"audience"	"boredom"	"and"	"the"	"first"	"decade"	"of"	"the"	"new"	"device"	"be"	"over"	"before"	"begin"	"stay"	"away"	"in"	"large_number"	"from"	"the"	"simple-minded"	"one"	"minute"	"show"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"``"	"here"	"∅"	"in"	"∅_``"	"``_here"	"here_in"	"∅_∅_``"	"∅_``_here"	"``_here_in"	"here_in_the"	"ε"	"ε"	"ε"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"here"	"in"	"the"	"parlor"	"where"	"it"	"cool"	"she"	"say"	"try"	"to"	"be"	"calm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
