"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"2:41:00::"	"to"	"marital"	"hymen"	"relations_to"	"hymen_to"	"to_marital"	"marital_relations_to"	"the_hymen_to"	"hymen_to_marital"	"to_marital_relations_to"	"marital_relations_to_be"	"DT"	"NN"	"TO"	"VB"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"extreme"	"cases"	"be"	"on"	"record"	"in_which"	"the"	"doctor"	"has"	"to"	"use"	"instruments"	"to"	"cut"	"through"	"the"	"hymen"	"to"	"permit"	"marital"	"relations_to"	"be"	"consummate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"any"	"population"	"type"	"population_to"	"to_any"	"any_type"	"this_population_to"	"population_to_any"	"to_any_type"	"any_type_of"	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"element"	"of"	"status-roles"	"and"	"associated"	"processes"	"not"	"been"	"sufficiently"	"investigate"	"for"	"this"	"population"	"to"	"permit"	"any"	"type"	"of"	"conjectures"	"about"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"``"	"''"	"to"	"the"	"to_``"	"``_''"	"''_the"	"right_to_``"	"to_``_''"	"``_''_the"	"''_the_termination"	"NN"	"TO"	"ε"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"they"	"say"	"that"	"under"	"no"	"would"	"it"	"ever"	"be"	"right"	"to"	"permit"	"the"	"termination"	"of"	"the"	"human_race"	"by"	"human_action"	"because"	"there"	"could"	"not"	"be"	"any"	"proportionate"	"grave"	"reason"	"to"	"justify"	"such"	"a"	"thing"	"they"	"know"	"exactly"	"what"	"they"	"mean"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"``"	"''"	"by"	"."	"by_``"	"``_''"	"''_."	"mean_by_``"	"by_``_''"	"``_''_."	"''_._∅"	"VB"	"IN"	"ε"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"mean"	"however"	"that"	"the"	"moral"	"theologian"	"what"	"he"	"mean"	"by"	"permit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"-"	"me"	"sir"	"to"	"sir_-"	"-_me"	"me_to"	"∅_sir_-"	"sir_-_me"	"-_me_to"	"me_to_commend"	"ε"	"NNP"	"ε"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"permit"	"me"	"to"	"commend"	"your"	"editorial"	"in_which"	"you"	"stress"	"the"	"fact"	"that"	"a"	"program"	"of"	"county"	"colleges"	"will"	"substantially"	"increase"	"local"	"tax"	"burdens"	"and"	"that"	"taxpayers"	"have"	"a"	"right"	"to"	"a"	"clear"	"idea"	"of_what"	"such"	"a"	"program"	"would"	"commit"	"them"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"agreement"	"the"	"second"	"authority"	"second_agreement"	"agreement_the"	"the_authority"	"the_second_agreement"	"second_agreement_the"	"agreement_the_authority"	"the_authority_to"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"agreement"	"permit"	"the"	"authority"	"to"	"sell"	"a"	"acre"	"tract"	"west"	"of"	"stage"	"residential"	"to"	"philadelphia"	"builders"	"eastwick_corp."	"a"	"firm"	"compose"	"of"	"philadelphia"	"area"	"builders"	"which"	"be"	"interested"	"in"	"develop"	"part"	"of"	"the"	"project"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"is"	"to"	"president"	"authorize"	"president_is"	"is_to"	"to_authorize"	"the_president_is"	"president_is_to"	"is_to_authorize"	"to_authorize_the"	"DT"	"NNP"	"VBZ"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"only"	"president"	"is"	"permit"	"to"	"authorize"	"the"	"use"	"of"	"nuclear_weapons"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"never"	"bare"	"doaty"	"feet"	"doaty_never"	"never_bare"	"bare_feet"	"but_doaty_never"	"doaty_never_bare"	"never_bare_feet"	"bare_feet_and"	"CC"	"NNP"	"RB"	"VB"	"JJ"	"NNS"	"CC"	"0"	"it"	"be"	"so"	"pretty"	"and"	"artless"	"that"	"she"	"feel"	"like"	"a"	"child"	"again"	"and"	"would"	"have"	"enjoy"	"run_out"	"barefoot"	"to"	"play"	"on"	"the"	"wet"	"grass"	"with"	"all"	"the"	"growing"	"things"	"but"	"never"	"permit"	"bare"	"feet"	"and"	"she"	"be"	"decidedly"	"not"	"a"	"child"	"but"	"une"	"femme"	"d"	"un"	"certain"	"age"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"would"	"place"	"assistance"	"emphasis"	"assistance_would"	"would_place"	"place_emphasis"	"financial_assistance_would"	"assistance_would_place"	"would_place_emphasis"	"place_emphasis_on"	"JJ"	"NN"	"MD"	"VB"	"VB"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"program"	"financial"	"assistance"	"would"	"permit"	"place"	"emphasis"	"on"	"the"	"national"	"interest"	"in"	"train"	"highly"	"skilled"	"labor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"a"	"refuse"	"physician"	"refuse_to"	"to_a"	"a_physician"	"hospital_refuse_to"	"refuse_to_a"	"to_a_physician"	"a_physician_to"	"NN"	"VB"	"TO"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"new_york_city"	"in"	"the"	"city"	"commissioner"	"hospital"	"refuse"	"to"	"permit"	"a"	"physician"	"to"	"provide"	"a"	"protestant"	"mother"	"with"	"a"	"contraceptive_device"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"observation"	"day"	"under"	"day_,"	",_observation"	"observation_under"	"several_day_,"	"day_,_observation"	",_observation_under"	"observation_under_natural"	"JJ"	"NN"	"ε"	"VB"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"advantage"	"of_this"	"method"	"be"	"that"	"the"	"pill"	"remain"	"in"	"the"	"patient"	"for"	"several"	"day"	"permit"	"observation"	"under"	"natural"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"be"	"to"	"not"	"endanger"	"not_be"	"be_to"	"to_endanger"	"possibility_not_be"	"not_be_to"	"be_to_endanger"	"to_endanger_the"	"MD"	"RB"	"VB"	"VB"	"TO"	"VB"	"DT"	"not"	"a"	"medieval"	"mental"	"quirk"	"or"	"an"	"attitude"	"unnourished"	"by"	"sense"	"to"	"believe"	"that"	"husband"	"and"	"wife"	"should"	"not"	"be"	"subject"	"to"	"such"	"a"	"risk"	"or"	"that"	"such"	"a"	"possibility"	"not"	"be"	"to"	"endanger"	"the"	"confidentiality"	"of"	"the"	"marriage"	"relationship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"photographic"	"in_order"	"observation"	"in_order_to"	"to_photographic"	"photographic_observation"	"develop_in_order_to"	"in_order_to_photographic"	"to_photographic_observation"	"photographic_observation_of"	"VB"	"RB"	"TO"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"high-speed"	"shutter"	"been"	"develop"	"in_order"	"to"	"permit"	"photographic"	"observation"	"of"	"any"	"portion"	"of"	"the"	"electrical"	"wire"	"explosion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"family_business"	","	"the"	"for"	"the_family_business"	"family_business_,"	",_for"	"as_the_family_business"	"the_family_business_,"	"family_business_,_for"	",_for_longer"	"IN"	"DT"	"NN"	"VB"	"ε"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"all"	"this"	"time"	"person"	"continue"	"to"	"paint"	"first"	"on"	"weekend"	"and_then"	"as"	"the"	"family_business"	"permit"	"for"	"longer"	"period"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"not"	"a"	"could"	"public"	"could_not"	"not_a"	"a_public"	"he_could_not"	"could_not_a"	"not_a_public"	"a_public_performance"	"PRP"	"MD"	"RB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"aware"	"that"	"he"	"must"	"seem"	"like"	"a"	"stand"	"there"	"and"	"argue"	"that"	"he"	"could"	"not"	"permit"	"a"	"public"	"performance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"older"	"day_school"	"ones"	"day_school_,"	",_older"	"older_ones"	"the_day_school_,"	"day_school_,_older"	",_older_ones"	"older_ones_to"	"DT"	"NN"	"ε"	"VB"	"JJ"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"it"	"would"	"authorize"	"the"	"group"	"to"	"establish"	"countywide"	"day_school"	"for"	"the"	"deaf"	"in"	"county"	"of"	"or"	"more"	"population"	"require"	"deaf"	"child"	"between"	"year"	"of_age"	"to"	"attend"	"the"	"permit"	"older"	"ones"	"to"	"attend"	"the"	"residential"	"location"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
